	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
0	1	0.6	0.07	0.02	0.01	0.3	0.009280896836702477
1	2	0.13	0.5	0.03	0.32	0.02	0.032637439030370134
2	3	0.06	0.33	0.07	0.49	0.05	0.050604098828071764
3	4	0.36	0.08	0.38	0.06	0.12	0.0784694840848822
4	5	0.06	0.2	0.27	0.24	0.23	0.03353373130378713
5	6	0.04	0.09	0.75	0.06	0.06	0.1233940992488185
6	7	0.68	0.06	0.0	0.1	0.16	0.01589887372459361
7	8	0.36	0.07	0.41000000000000003	0.05	0.11	0.08644439056120483
8	9	0.36	0.09	0.36	0.07	0.12	0.07214484974521454
9	10	0.36	0.08	0.37	0.06	0.13	0.07616881625252345
10	11	0.21	0.0	0.79	0.0	0.0	0.14711982318377387
11	12	0.0	0.23	0.77	0.0	0.0	0.10749439848826259
12	13	0.0	0.03	0.77	0.19	0.01	0.11839619850825316
13	14	0.04	0.06	0.66	0.0	0.24	0.11087520030385774
14	15	0.02	0.15	0.78	0.05	0.0	0.11724999150269388
15	16	0.0	0.0	0.21	0.79	0.0	0.014586717065614672
16	17	0.18	0.0	0.74	0.07	0.01	0.13181660982247967
17	18	0.0	0.79	0.21	0.0	0.0	0.0018500594249078503
18	19	0.27	0.0	0.73	0.0	0.0	0.13884149660614106
19	20	0.37	0.0	0.0	0.63	0.0	0.013628202652325753
20	21	0.08	0.0	0.79	0.0	0.13	0.1632970812013648
21	22	0.17	0.1	0.73	0.0	0.0	0.12960230146036655
22	23	0.02	0.01	0.6	0.37	0.0	0.07585054775266852
23	24	0.15	0.0	0.58	0.27	0.0	0.09377180450078268
24	25	0.0	0.0	0.55	0.22	0.23	0.07845364368476941
25	26	0.0	0.0	0.0	0.0	1.0	1.1471375512593308e-14
26	27	0.39	0.5	0.02	0.01	0.08	0.0029995910587052015
27	28	0.18	0.35000000000000003	0.45	0.02	0.0	0.06364283031924989
28	29	0.52	0.06	0.4	0.0	0.02	0.11317699792130491
29	30	0.0	0.01	0.03	0.52	0.44	0.044160932146835294
30	31	0.77	0.01	0.17	0.02	0.03	0.07616341786578094
31	32	0.56	0.0	0.16	0.27	0.01	0.05086939932635052
32	33	0.2	0.0	0.36	0.42	0.02	0.059155995140257475
33	34	0.44	0.0	0.54	0.02	0.0	0.13767357857782084
34	35	0.0	0.5	0.49	0.01	0.0	0.03136336801795455
35	36	0.01	0.37	0.01	0.02	0.59	0.0032747760711649664
36	37	0.02	0.24	0.0	0.71	0.03	0.08598652297897849
37	38	0.0	0.65	0.01	0.31	0.03	0.04074228973250138
38	39	0.04	0.03	0.77	0.0	0.16	0.14581120009180124
39	40	0.32	0.0	0.68	0.0	0.0	0.13420088486571466
40	41	0.09	0.05	0.78	0.05	0.03	0.1362235762683784
41	42	0.0	0.0	0.79	0.0	0.21	0.1557692068392384
42	43	0.0	0.0	0.76	0.0	0.24	0.14177725095926894
43	44	0.2	0.0	0.79	0.0	0.01	0.14978760279834338
44	45	0.2	0.0	0.79	0.01	0.0	0.1454980894040834
45	46	0.25	0.0	0.74	0.01	0.0	0.1386913371912537
46	47	0.19	0.0	0.55	0.0	0.26	0.11314100197827735
47	48	0.51	0.0	0.48	0.0	0.01	0.14236220339093245
48	49	0.06	0.0	0.79	0.0	0.15	0.16342616229569923
49	50	0.05	0.0	0.79	0.0	0.16	0.1615745067446328
50	51	0.12	0.0	0.79	0.02	0.07	0.1555925278281892
51	52	0.03	0.01	0.78	0.0	0.18	0.15336056655414956
52	53	0.38	0.01	0.59	0.01	0.01	0.13359941005564416
53	54	0.06	0.02	0.76	0.07	0.09	0.13904087680114888
54	55	0.1	0.01	0.77	0.03	0.09	0.146257011094981
55	56	0.23	0.72	0.01	0.03	0.01	0.0036584888725639383
56	57	0.35000000000000003	0.2	0.0	0.38	0.07	0.021300040268099896
57	58	0.2	0.0	0.02	0.29	0.49	0.022016346922920205
58	59	0.12	0.0	0.78	0.04	0.06	0.14945117886261675
59	60	0.66	0.01	0.33	0.0	0.0	0.12761600543653273
60	61	0.15	0.0	0.76	0.01	0.08	0.15219184281412235
61	62	0.02	0.0	0.74	0.02	0.22	0.13967942089634686
62	63	0.41000000000000003	0.0	0.39	0.2	0.0	0.0903315333664515
63	64	0.17	0.0	0.76	0.01	0.06	0.15064055260860632
64	65	0.0	0.01	0.44	0.0	0.55	0.07378918000836915
65	66	0.14	0.06	0.0	0.79	0.01	0.018062460818382736
66	67	0.11	0.01	0.77	0.01	0.1	0.1526601569104322
67	68	0.07	0.01	0.78	0.08	0.06	0.14068767477718863
68	69	0.14	0.0	0.78	0.06	0.02	0.1393259307013655
69	70	0.07	0.0	0.79	0.13	0.01	0.13253516441007818
70	71	0.04	0.24	0.49	0.19	0.04	0.055915847760052095
71	72	0.65	0.25	0.09	0.01	0.0	0.02341342043911657
72	73	0.0	0.11	0.33	0.47000000000000003	0.09	0.03639082443439446
73	74	0.3	0.15	0.55	0.0	0.0	0.10641818467078387
74	75	0.01	0.41000000000000003	0.0	0.58	0.0	0.09532434173714478
75	76	0.0	0.56	0.23	0.2	0.01	0.030350905167291903
76	77	0.15	0.0	0.27	0.04	0.54	0.043695927436668044
77	78	0.3	0.0	0.61	0.08	0.01	0.1197954097118386
78	79	0.35000000000000003	0.35000000000000003	0.27	0.01	0.02	0.0451294294389657
79	80	0.51	0.01	0.38	0.1	0.0	0.1056010036385322
80	81	0.11	0.03	0.75	0.0	0.11	0.14701661102871277
81	82	0.1	0.03	0.79	0.02	0.06	0.14611165548858038
82	83	0.04	0.09	0.78	0.04	0.05	0.12946205141346737
83	84	0.09	0.0	0.74	0.04	0.13	0.14900028530117873
84	85	0.04	0.02	0.77	0.01	0.16	0.14997943938494676
85	86	0.0	0.32	0.0	0.36	0.32	0.037958775108582705
86	87	0.06	0.0	0.79	0.04	0.11	0.15647513474332156
87	88	0.13	0.03	0.78	0.01	0.05	0.15027757106937586
88	89	0.14	0.0	0.71	0.02	0.13	0.14685080662571132
89	90	0.03	0.26	0.32	0.0	0.39	0.03275206814717796
90	91	0.07	0.04	0.78	0.0	0.11	0.14787671821758788
91	92	0.18	0.0	0.74	0.02	0.06	0.1475775227631904
92	93	0.18	0.0	0.66	0.01	0.15	0.14200321126814092
93	94	0.01	0.67	0.0	0.01	0.31	0.0008199505244525743
94	95	0.16	0.03	0.75	0.0	0.06	0.1459896535534972
95	96	0.45	0.0	0.35000000000000003	0.01	0.19	0.09438919068823305
96	97	0.51	0.01	0.0	0.46	0.02	0.027426150917140513
97	98	0.0	0.0	0.15	0.29	0.56	0.029332655272064103
98	99	0.06	0.04	0.78	0.0	0.12	0.14841903727932995
99	100	0.02	0.01	0.78	0.02	0.17	0.14744116019776965
100	101	0.0	0.42	0.21	0.37	0.0	0.04404449677396705
101	102	0.15	0.01	0.68	0.0	0.16	0.14198861376707497
102	103	0.29	0.21	0.0	0.0	0.5	0.00014295236630729492
103	104	0.13	0.0	0.76	0.01	0.1	0.1560310619458495
104	105	0.06	0.0	0.78	0.0	0.16	0.16069347716188814
