	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
41	42	0.51	0.08	0.4	0.0	0.01	0.10897727124951512
42	43	0.47000000000000003	0.03	0.24	0.26	0.0	0.05706797585791275
43	44	0.0	0.71	0.26	0.0	0.03	0.004558959691922725
44	45	0.02	0.19	0.28	0.5	0.01	0.03233214171839741
45	46	0.0	0.07	0.01	0.05	0.87	0.0090695161599417
46	47	0.0	0.0	0.33	0.32	0.35	0.043379799272758375
47	48	0.01	0.54	0.04	0.4	0.01	0.057867607189974135
48	49	0.61	0.35000000000000003	0.01	0.0	0.03	0.003709228677842658
49	50	0.42	0.29	0.2	0.08	0.01	0.037654368266426826
50	51	0.38	0.0	0.01	0.26	0.35	0.023431023884584366
51	52	0.44	0.0	0.45	0.1	0.01	0.11501321950996714
52	53	0.19	0.0	0.5700000000000001	0.21	0.03	0.10005574685433467
53	54	0.37	0.07	0.54	0.01	0.01	0.11567290869211828
54	55	0.19	0.01	0.28	0.5	0.02	0.04285721954770834
55	56	0.0	0.22	0.28	0.04	0.46	0.03180106303009535
56	57	0.01	0.2	0.79	0.0	0.0	0.11562631001978883
57	58	0.16	0.0	0.76	0.03	0.05	0.1459377241991066
58	59	0.15	0.04	0.78	0.0	0.03	0.14700511371942218
59	60	0.06	0.01	0.79	0.05	0.09	0.14981273004847048
60	61	0.11	0.04	0.76	0.01	0.08	0.14460231686319405
61	62	0.18	0.0	0.73	0.07	0.02	0.13296571676076993
62	63	0.08	0.03	0.75	0.07	0.07	0.13412981914636005
63	64	0.05	0.11	0.79	0.02	0.03	0.13127103485839528
64	65	0.11	0.03	0.77	0.01	0.08	0.14690553669232645
65	66	0.21	0.01	0.71	0.0	0.07	0.1456913702452556
66	67	0.1	0.07	0.77	0.0	0.06	0.14319570800070516
67	68	0.13	0.0	0.72	0.01	0.14	0.15007007727099608
68	69	0.07	0.01	0.74	0.04	0.14	0.14225358778747638
69	70	0.17	0.04	0.75	0.01	0.03	0.1405038590394723
70	71	0.09	0.02	0.74	0.0	0.15	0.14724232397521886
71	72	0.1	0.01	0.79	0.05	0.05	0.14372671867893408
72	73	0.02	0.01	0.79	0.1	0.08	0.13917259877146904
73	74	0.16	0.09	0.65	0.0	0.1	0.1243060526051103
74	75	0.21	0.01	0.74	0.04	0.0	0.13402923167096195
75	76	0.1	0.05	0.77	0.01	0.07	0.14407395156821065
76	77	0.06	0.0	0.73	0.02	0.19	0.14512225222499303
77	78	0.0	0.0	0.77	0.02	0.21	0.14570303939800636
78	79	0.53	0.0	0.44	0.0	0.03	0.13890607515701905
79	80	0.17	0.03	0.54	0.02	0.24	0.10348317711240532
80	81	0.44	0.08	0.01	0.0	0.47	0.0023488283596348873
81	82	0.04	0.0	0.79	0.07	0.1	0.14936637229410984
82	83	0.32	0.02	0.64	0.02	0.0	0.12674085081585632
83	84	0.08	0.0	0.79	0.0	0.13	0.1632970812013648
84	85	0.45	0.0	0.52	0.0	0.03	0.14118732447092633
85	86	0.08	0.0	0.73	0.0	0.19	0.1486198625587573
86	87	0.05	0.04	0.79	0.0	0.12	0.15077949565238583
87	88	0.17	0.0	0.79	0.02	0.02	0.14807097991168705
88	89	0.01	0.02	0.79	0.02	0.16	0.1492307461391949
89	90	0.07	0.01	0.77	0.05	0.1	0.14754108179360606
90	91	0.0	0.04	0.01	0.77	0.18	0.07034538440226658
91	92	0.03	0.14	0.56	0.26	0.01	0.07145552844717509
92	93	0.49	0.26	0.01	0.24	0.0	0.021770835455124628
93	94	0.25	0.48	0.24	0.0	0.03	0.025868440221244703
94	95	0.18	0.16	0.51	0.15	0.0	0.0842552114706312
95	96	0.16	0.0	0.76	0.01	0.07	0.15056688542085067
96	97	0.01	0.01	0.76	0.02	0.2	0.14251549014482168
97	98	0.59	0.02	0.02	0.36	0.01	0.03532407737068131
98	99	0.21	0.02	0.74	0.01	0.02	0.14114423670742818
99	100	0.04	0.07	0.79	0.0	0.1	0.14044364025553155
100	101	0.02	0.0	0.61	0.11	0.26	0.09775966133185429
101	102	0.04	0.39	0.0	0.0	0.57	3.050259922329119e-07
102	103	0.13	0.61	0.01	0.24	0.01	0.02686941736681013
103	104	0.01	0.46	0.0	0.22	0.31	0.023163768439484776
104	105	0.16	0.01	0.74	0.0	0.09	0.15036156331852402
