	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
0	1	0.33	0.32	0.07	0.17	0.11	0.01697949845282522
1	2	0.13	0.05	0.35	0.42	0.05	0.050983956970563
2	3	0.05	0.34	0.29	0.12	0.2	0.02816760493226608
3	4	0.18	0.3	0.18	0.16	0.18	0.024258501934913333
4	5	0.19	0.26	0.04	0.18	0.33	0.014503288465900382
5	6	0.04	0.02	0.56	0.38	0.0	0.0718638986302251
6	7	0.09	0.0	0.34	0.5700000000000001	0.0	0.038177308992062405
7	8	0.22	0.01	0.39	0.38	0.0	0.0644175690719475
8	9	0.06	0.07	0.37	0.43	0.07	0.045043931713205594
9	10	0.09	0.02	0.39	0.46	0.04	0.05144405403908944
10	11	0.12	0.02	0.77	0.09	0.0	0.1308863028399083
11	12	0.18	0.0	0.58	0.24	0.0	0.09724408745814224
12	13	0.0	0.0	0.67	0.33	0.0	0.09038510489739336
13	14	0.07	0.0	0.54	0.38	0.01	0.0723479956159469
14	15	0.01	0.01	0.62	0.36	0.0	0.07995242453761545
15	16	0.21	0.0	0.79	0.0	0.0	0.14711982318377387
16	17	0.0	0.04	0.79	0.05	0.12	0.1417216172027239
17	18	0.15	0.01	0.72	0.12	0.0	0.124843490670003
18	19	0.22	0.01	0.73	0.04	0.0	0.13548540078228707
19	20	0.1	0.03	0.79	0.08	0.0	0.13275637580413552
20	21	0.0	0.0	0.79	0.0	0.21	0.1557692068392384
21	22	0.79	0.0	0.21	0.0	0.0	0.09954982535692208
22	23	0.03	0.01	0.78	0.0	0.18	0.15336056655414956
23	24	0.29	0.02	0.65	0.01	0.03	0.1312772043777598
24	25	0.09	0.12	0.79	0.0	0.0	0.13600379479357164
25	26	0.03	0.01	0.27	0.01	0.68	0.05789080479162241
26	27	0.05	0.0	0.68	0.02	0.25	0.12863036388314703
27	28	0.6900000000000001	0.0	0.0	0.01	0.3	0.007488478453971313
28	29	0.0	0.01	0.71	0.02	0.26	0.1235423467866288
29	30	0.01	0.75	0.02	0.04	0.18	0.004622594433477147
30	31	0.49	0.01	0.5	0.0	0.0	0.13771394652353494
31	32	0.0	0.39	0.0	0.61	0.0	0.10555057514209233
32	33	0.26	0.0	0.0	0.73	0.01	0.011382148620936566
33	34	0.0	0.21	0.79	0.0	0.0	0.11298658696795873
34	35	0.01	0.46	0.53	0.0	0.0	0.03933121498452043
35	36	0.54	0.13	0.31	0.02	0.0	0.08147317599947694
36	37	0.06	0.5700000000000001	0.01	0.35000000000000003	0.01	0.04692176917146841
37	38	0.47000000000000003	0.01	0.46	0.05	0.01	0.12034792527749595
38	39	0.04	0.01	0.76	0.05	0.14	0.14449342917149816
39	40	0.22	0.0	0.77	0.0	0.01	0.1472803519841254
40	41	0.04	0.0	0.78	0.02	0.16	0.155187924789262
41	42	0.01	0.0	0.75	0.04	0.2	0.13930887384598045
42	43	0.15	0.0	0.79	0.04	0.02	0.14488246979326094
43	44	0.41000000000000003	0.0	0.59	0.0	0.0	0.1399363280332155
44	45	0.1	0.0	0.75	0.04	0.11	0.14757359176852677
45	46	0.07	0.0	0.79	0.0	0.14	0.16233102537097402
46	47	0.03	0.0	0.79	0.0	0.18	0.1578330824363353
47	48	0.03	0.15	0.0	0.75	0.07	0.06742729203689864
48	49	0.14	0.0	0.71	0.02	0.13	0.14685080662571132
49	50	0.08	0.08	0.79	0.04	0.01	0.13782045637613277
50	51	0.0	0.0	0.0	0.39	0.61	0.02970359998573931
51	52	0.38	0.0	0.23	0.0	0.39	0.043231240815064305
52	53	0.72	0.28	0.0	0.0	0.0	0.0029159867557873925
53	54	0.31	0.66	0.03	0.0	0.0	0.0015808003494242038
54	55	0.35000000000000003	0.23	0.42	0.0	0.0	0.08149061935358154
55	56	0.52	0.04	0.0	0.39	0.05	0.027917168783498942
56	57	0.14	0.24	0.02	0.53	0.07	0.03707060149486793
57	58	0.0	0.41000000000000003	0.17	0.42	0.0	0.04825857360079264
58	59	0.02	0.02	0.02	0.09	0.85	0.013104521047705495
59	60	0.59	0.0	0.41000000000000003	0.0	0.0	0.14222143973819937
60	61	0.27	0.0	0.49	0.01	0.23	0.10287059142626152
61	62	0.16	0.24	0.5700000000000001	0.01	0.02	0.09560322223074078
62	63	0.49	0.01	0.23	0.26	0.01	0.057477393636276436
63	64	0.0	0.44	0.0	0.02	0.54	0.0025949821072541734
64	65	0.08	0.0	0.79	0.0	0.13	0.1632970812013648
65	66	0.02	0.0	0.18	0.76	0.04	0.019688960076778138
66	67	0.09	0.65	0.24	0.0	0.02	0.00784956992658694
67	68	0.01	0.0	0.47000000000000003	0.2	0.32	0.06533366932418977
68	69	0.0	0.15	0.65	0.17	0.03	0.08760168311695575
69	70	0.67	0.0	0.09	0.22	0.02	0.0437894977055808
70	71	0.65	0.0	0.31	0.0	0.04	0.12543204231336622
71	72	0.24	0.0	0.76	0.0	0.0	0.14299508625014173
72	73	0.15	0.0	0.58	0.0	0.27	0.11577062773707547
73	74	0.17	0.16	0.49	0.17	0.01	0.07899303521585048
74	75	0.16	0.11	0.65	0.0	0.08	0.11996050901227155
75	76	0.1	0.04	0.73	0.0	0.13	0.14022084897591722
76	77	0.0	0.18	0.37	0.0	0.45	0.0430221126778007
77	78	0.1	0.02	0.78	0.01	0.09	0.15043111253135558
78	79	0.15	0.05	0.74	0.02	0.04	0.13894960470674128
79	80	0.11	0.07	0.76	0.02	0.04	0.13835767958938522
80	81	0.01	0.0	0.78	0.07	0.14	0.14401836044543093
81	82	0.04	0.02	0.79	0.02	0.13	0.15202230295892005
82	83	0.07	0.01	0.75	0.02	0.15	0.14850300126510768
83	84	0.32	0.0	0.58	0.1	0.0	0.11594487219497981
84	85	0.17	0.01	0.71	0.01	0.1	0.14633814581444676
85	86	0.0	0.3	0.01	0.4	0.29	0.04390137203479237
86	87	0.16	0.01	0.77	0.0	0.06	0.15093317844695905
87	88	0.08	0.02	0.73	0.01	0.16	0.14474194307795044
88	89	0.06	0.01	0.73	0.01	0.19	0.14185928983110732
89	90	0.08	0.03	0.78	0.05	0.06	0.14005596532760614
90	91	0.29	0.01	0.02	0.25	0.43	0.0194210700973773
91	92	0.15	0.04	0.78	0.0	0.03	0.14700511371942218
92	93	0.26	0.18	0.02	0.0	0.54	0.0020257475854333594
93	94	0.27	0.47000000000000003	0.26	0.0	0.0	0.031895069781968675
94	95	0.09	0.0	0.76	0.01	0.14	0.15612726905262983
95	96	0.01	0.19	0.16	0.61	0.03	0.03972341137859083
96	97	0.52	0.44	0.01	0.02	0.01	0.0036379534135763977
97	98	0.05	0.0	0.74	0.02	0.19	0.14564041357958768
98	99	0.0	0.6900000000000001	0.07	0.24	0.0	0.031013300016885462
99	100	0.22	0.0	0.72	0.0	0.06	0.1486433415218619
100	101	0.08	0.03	0.78	0.02	0.09	0.14433253467498375
101	102	0.21	0.01	0.76	0.01	0.01	0.14239190658536535
102	103	0.36	0.01	0.16	0.46	0.01	0.033223186005957334
103	104	0.35000000000000003	0.09	0.54	0.0	0.02	0.11054968613607412
104	105	0.01	0.25	0.48	0.25	0.01	0.049083989493455306
