     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.32497,0.14776,0.13845,0.13118,0.25765,0.0386324
0.15873,0.30741,0.19645,0.00743,0.32997,0.0925213
0.00392,0.49103,0.16724,0.00133,0.33649,0.1520335
0.00097,0.95538,0.00050,0.00207,0.04109,0.0536097
0.00081,0.55560,0.00273,0.00179,0.43906,0.1469283
0.00068,0.51681,0.04524,0.17480,0.26247,0.1451118
0.00056,0.58201,0.11377,0.00047,0.30319,0.1559952
0.00036,0.53943,0.37946,0.04148,0.03925,0.1001810
0.00061,0.21471,0.00254,0.77747,0.00467,0.0052000
0.00357,0.56598,0.09668,0.01549,0.31829,0.1560312
0.00427,0.56401,0.09734,0.01895,0.31543,0.1582865
0.00463,0.56452,0.09378,0.02451,0.31256,0.1565124
0.00100,0.55760,0.09749,0.02627,0.31765,0.1544200
0.11078,0.58138,0.02638,0.00191,0.27955,0.1573830
0.30299,0.58161,0.00019,0.07014,0.04508,0.1241847
0.06079,0.57600,0.06605,0.00393,0.29322,0.1607077
0.07699,0.57295,0.06663,0.00305,0.28038,0.1609280
0.08013,0.57422,0.06924,0.00043,0.27598,0.1618827
0.08508,0.56940,0.07632,0.00203,0.26717,0.1574938
0.08901,0.57545,0.02332,0.02663,0.28560,0.1635202
0.09883,0.57022,0.00262,0.04174,0.28659,0.1658306
0.10703,0.55226,0.00237,0.05560,0.28274,0.1625082
0.10024,0.56815,0.00274,0.05305,0.27582,0.1687270
0.09323,0.57764,0.00142,0.06683,0.26087,0.1639815
0.10682,0.54725,0.00464,0.06528,0.27601,0.1641643
0.00063,0.00470,0.99114,0.00130,0.00223,0.0656893
0.00329,0.00485,0.00095,0.00171,0.98920,0.0000000
0.00268,0.00061,0.61984,0.37614,0.00073,0.0656856
0.09073,0.58227,0.00449,0.05965,0.26287,0.1670810
0.08643,0.58759,0.00443,0.06510,0.25644,0.1678498
0.08206,0.59549,0.00152,0.06937,0.25156,0.1617258
0.09358,0.57322,0.00455,0.06311,0.26554,0.1631492
0.08891,0.58074,0.00414,0.05351,0.27271,0.1631790
0.09716,0.56784,0.00433,0.06158,0.26909,0.1690331
0.10180,0.56191,0.00396,0.06658,0.26574,0.1576048
0.09029,0.59209,0.00029,0.04326,0.27407,0.1622180
0.09148,0.57953,0.00095,0.05232,0.27572,0.1606184
0.09251,0.57842,0.00069,0.05478,0.27360,0.1620347
0.10011,0.56537,0.00438,0.05902,0.27113,0.1636072
0.09675,0.57045,0.00346,0.06066,0.26868,0.1623556
0.09049,0.58389,0.00232,0.05320,0.27009,0.1617176
0.10096,0.56275,0.00330,0.05670,0.27628,0.1588337
0.08415,0.58946,0.00455,0.05321,0.26863,0.1601196
0.09598,0.56891,0.00372,0.05724,0.27414,0.1677565
0.10181,0.56104,0.00045,0.05994,0.27676,0.1645370
0.09978,0.56211,0.00355,0.05968,0.27489,0.1668592
0.10409,0.55591,0.00382,0.06091,0.27526,0.1611814
0.09976,0.56643,0.00177,0.05712,0.27492,0.1597049
0.09225,0.57846,0.00040,0.05417,0.27473,0.1624785
0.09706,0.57255,0.00311,0.06489,0.26239,0.1619603
0.09687,0.57187,0.00401,0.05035,0.27690,0.1587928
0.09309,0.57687,0.00006,0.05871,0.27127,0.1654012
0.09745,0.57147,0.00482,0.07628,0.24997,0.1577047
0.09985,0.58303,0.00264,0.02987,0.28461,0.1666853
0.10123,0.58717,0.00017,0.02562,0.28581,0.1616120
0.13001,0.58278,0.00254,0.28419,0.00048,0.1101950
0.00471,0.00085,0.00343,0.47438,0.51663,0.0002227
0.09983,0.58194,0.00156,0.03158,0.28509,0.1630308
0.09337,0.58617,0.00493,0.03185,0.28367,0.1636890
0.09454,0.58510,0.00384,0.03355,0.28297,0.1628597
0.00431,0.00356,0.66425,0.00300,0.32488,0.0690586
0.09114,0.58728,0.00206,0.03552,0.28401,0.1621001
0.09155,0.58747,0.00166,0.03588,0.28343,0.1656523
0.09352,0.59054,0.00255,0.02912,0.28426,0.1619844
0.09250,0.58819,0.00103,0.03672,0.28156,0.1666881
0.09297,0.58874,0.00083,0.03512,0.28233,0.1648653
0.08922,0.59396,0.00206,0.03096,0.28381,0.1646004
0.09263,0.59262,0.00393,0.02625,0.28458,0.1623111
0.34057,0.00453,0.65048,0.00359,0.00083,0.1562990
0.22534,0.13498,0.63825,0.00094,0.00049,0.0797710
0.50160,0.00316,0.48944,0.00357,0.00224,0.1584431
0.40303,0.00114,0.53746,0.05653,0.00185,0.1452986
0.89352,0.00105,0.10199,0.00124,0.00220,0.0275204
0.47954,0.00065,0.00288,0.51677,0.00015,0.0004212
0.11100,0.57317,0.00091,0.02752,0.28740,0.1602794
0.43009,0.00109,0.56479,0.00370,0.00032,0.1679304
0.08615,0.60088,0.05382,0.06182,0.19733,0.1560608
0.00233,0.36512,0.28471,0.34504,0.00280,0.0671536
0.14442,0.55449,0.00291,0.00226,0.29591,0.1597302
0.08488,0.52928,0.00010,0.05643,0.32932,0.1611783
0.42935,0.00232,0.56371,0.00190,0.00272,0.1672369
0.42984,0.00010,0.56597,0.00062,0.00348,0.1695362
0.39950,0.00198,0.53686,0.00256,0.05910,0.1427473
0.00244,0.00250,0.37468,0.28183,0.33855,0.0204961
0.63654,0.35793,0.00097,0.00051,0.00405,0.0407302
0.13342,0.52202,0.00171,0.00483,0.33801,0.1564610
0.39718,0.00332,0.00087,0.00103,0.59759,0.0000896
0.14146,0.50521,0.00185,0.12068,0.23080,0.1582676
0.11072,0.42797,0.00087,0.23787,0.22258,0.1444362
0.03819,0.45979,0.00309,0.11828,0.38064,0.1378621
