     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.03928,0.19493,0.21440,0.28145,0.26994,0.0703818
0.02866,0.04967,0.06567,0.72303,0.13298,0.0683478
0.98891,0.00223,0.00444,0.00133,0.00309,0.0139838
0.00116,0.86755,0.00233,0.12848,0.00047,0.0518487
0.00335,0.00466,0.83993,0.15200,0.00006,0.0790352
0.00079,0.00429,0.00073,0.00380,0.99038,0.0000000
0.00143,0.08262,0.48716,0.42789,0.00089,0.0930879
0.00377,0.41508,0.57479,0.00256,0.00381,0.1114660
0.24045,0.28570,0.47055,0.00239,0.00091,0.1260672
0.32699,0.43284,0.23682,0.00155,0.00181,0.0663899
0.28474,0.10523,0.60436,0.00452,0.00115,0.1361172
0.34642,0.00471,0.45900,0.18664,0.00323,0.1148863
0.21124,0.02438,0.55485,0.00348,0.20605,0.1314565
0.12972,0.15914,0.59173,0.00447,0.11493,0.1451978
0.00468,0.15767,0.57738,0.00115,0.25913,0.1499813
0.00140,0.00243,0.63937,0.00278,0.35402,0.1528007
0.43713,0.00176,0.00136,0.55963,0.00012,0.0226098
0.00480,0.00445,0.55318,0.13271,0.30487,0.1457196
0.00367,0.00090,0.51423,0.00200,0.47920,0.1169641
0.00415,0.44005,0.00108,0.55170,0.00302,0.1411634
0.00102,0.42386,0.23347,0.34103,0.00062,0.0887779
0.00266,0.57915,0.00057,0.41675,0.00087,0.1364740
0.00288,0.57443,0.00226,0.00343,0.41699,0.0000013
0.58144,0.00175,0.40876,0.00441,0.00363,0.0472338
0.00174,0.06202,0.68295,0.00451,0.24879,0.1578973
0.17952,0.41104,0.00335,0.40365,0.00244,0.0650838
0.49979,0.00392,0.00382,0.00376,0.48871,0.0296110
0.09085,0.00277,0.63054,0.12105,0.15479,0.1491307
0.00073,0.00342,0.00103,0.45796,0.53686,0.0199343
0.10428,0.17365,0.58625,0.13470,0.00112,0.1276354
0.16492,0.00442,0.30568,0.52050,0.00448,0.0980674
0.10310,0.00160,0.41683,0.29384,0.18463,0.1328479
0.20982,0.00136,0.78529,0.00046,0.00307,0.1971178
0.00214,0.67031,0.32495,0.00173,0.00088,0.0429353
0.64017,0.00093,0.00013,0.20876,0.15001,0.0250413
0.68898,0.30337,0.00483,0.00170,0.00112,0.0263544
0.00387,0.28005,0.00369,0.00142,0.71097,0.0000003
0.36096,0.30541,0.00402,0.00389,0.32572,0.0059126
0.29607,0.00304,0.00142,0.36128,0.33819,0.0219332
0.00198,0.37916,0.00003,0.44623,0.17260,0.0642483
0.00480,0.38339,0.36371,0.00388,0.24422,0.0753204
0.38142,0.16534,0.22635,0.22494,0.00194,0.0805014
0.20669,0.00044,0.14433,0.00285,0.64569,0.0255691
0.48262,0.00043,0.23319,0.00213,0.28163,0.0677641
0.00305,0.00236,0.27573,0.49384,0.22502,0.0972883
0.00333,0.00474,0.00063,0.99032,0.00098,0.0424485
0.00161,0.00428,0.27243,0.21725,0.50444,0.0552875
0.00327,0.17600,0.17663,0.64068,0.00342,0.0885499
0.00066,0.20549,0.46614,0.18742,0.14027,0.1242215
0.26644,0.72636,0.00041,0.00349,0.00330,0.0014311
0.16515,0.15212,0.32351,0.00013,0.35910,0.0912089
0.57190,0.00121,0.18214,0.23987,0.00488,0.0561016
0.28527,0.00244,0.27988,0.20110,0.23131,0.0883932
0.11631,0.16419,0.00091,0.71652,0.00207,0.0810362
