     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.36585,0.01962,0.17379,0.09295,0.34778,0.0141519
0.04886,0.28487,0.35951,0.13375,0.17301,0.1006255
0.07628,0.46721,0.36947,0.04827,0.03877,0.0936345
0.00025,0.21165,0.63654,0.14696,0.00460,0.0510356
0.00423,0.42510,0.19597,0.26557,0.10912,0.1190679
0.00024,0.52844,0.07361,0.08917,0.30855,0.1557474
0.00426,0.41565,0.00136,0.00099,0.57774,0.1232622
0.00451,0.74909,0.00450,0.00195,0.23995,0.1115625
0.00018,0.43265,0.00035,0.21539,0.35142,0.1283482
0.00198,0.48148,0.16880,0.00165,0.34609,0.1480198
0.17878,0.50781,0.00056,0.00322,0.30963,0.1558253
0.22762,0.52822,0.00491,0.12442,0.11483,0.1388764
0.58569,0.40337,0.00207,0.00451,0.00436,0.0541137
0.12110,0.48329,0.08139,0.03593,0.27829,0.1502128
0.00026,0.00437,0.00144,0.99098,0.00295,0.0000001
0.32460,0.25538,0.00469,0.41041,0.00493,0.0470562
0.00380,0.00430,0.36914,0.00161,0.62115,0.0196417
0.07378,0.55106,0.00103,0.00123,0.37290,0.1611989
0.00447,0.63806,0.00014,0.35564,0.00170,0.0761605
0.00338,0.00499,0.44375,0.54442,0.00345,0.0396745
0.42132,0.00313,0.57136,0.00381,0.00039,0.1601471
0.54400,0.00145,0.44792,0.00491,0.00173,0.1534682
0.39513,0.00179,0.47569,0.12709,0.00030,0.1181356
0.40721,0.13205,0.45572,0.00003,0.00499,0.0918193
0.00436,0.00077,0.76767,0.00209,0.22510,0.0797246
0.00449,0.00202,0.00126,0.57362,0.41861,0.0004916
0.99426,0.00139,0.00150,0.00252,0.00033,0.0000002
0.28637,0.70575,0.00260,0.00383,0.00146,0.1049796
0.14159,0.58914,0.00114,0.00438,0.26376,0.1592244
0.66076,0.00054,0.00082,0.33705,0.00084,0.0002891
0.00373,0.00107,0.47499,0.25351,0.26670,0.0315562
0.00163,0.00398,0.00466,0.00287,0.98686,0.0000000
0.00258,0.58690,0.20104,0.00416,0.20533,0.1480713
0.35928,0.00459,0.52881,0.00199,0.10534,0.1233585
0.09222,0.54463,0.00214,0.08015,0.28086,0.1634548
0.00426,0.72805,0.19770,0.06605,0.00394,0.0746804
0.29274,0.00242,0.00212,0.69873,0.00399,0.0002012
0.00339,0.00040,0.99334,0.00221,0.00066,0.0664326
0.11390,0.56481,0.08381,0.00288,0.23460,0.1592305
0.00149,0.32648,0.00361,0.66421,0.00419,0.0184205
0.00425,0.00379,0.00355,0.27167,0.71674,0.0004097
0.00001,0.57881,0.00363,0.00116,0.41640,0.1446535
0.09442,0.55910,0.00209,0.09126,0.25313,0.1603753
0.69534,0.00217,0.00406,0.00334,0.29510,0.0000005
0.06611,0.53986,0.07965,0.08056,0.23382,0.1632489
0.29578,0.00340,0.00136,0.00190,0.69756,0.0000001
0.11809,0.48625,0.00261,0.07572,0.31732,0.1652391
0.13964,0.44934,0.00494,0.12783,0.27825,0.1540216
0.13323,0.47769,0.00419,0.00016,0.38472,0.1545569
0.13124,0.52789,0.11081,0.00423,0.22583,0.1554843
0.20839,0.55374,0.00039,0.00101,0.23648,0.1521025
0.09060,0.56287,0.00094,0.10128,0.24431,0.1642024
0.28171,0.00198,0.26863,0.44409,0.00360,0.0303332
0.00391,0.39714,0.35669,0.00491,0.23735,0.1222986
0.00232,0.52527,0.12930,0.10373,0.23937,0.1543495
0.09056,0.56023,0.00151,0.11210,0.23561,0.1624334
0.09591,0.48226,0.00220,0.22862,0.19101,0.1405189
0.18241,0.51608,0.11751,0.18167,0.00233,0.1148479
0.31857,0.00002,0.00270,0.36836,0.31035,0.0003302
0.29208,0.00262,0.69959,0.00346,0.00226,0.1489453
0.00208,0.00263,0.75893,0.23458,0.00179,0.0616760
0.07284,0.51681,0.08145,0.00421,0.32469,0.1605101
0.06499,0.47140,0.08753,0.07348,0.30260,0.1485082
0.00099,0.58577,0.00477,0.13205,0.27642,0.1420731
0.24331,0.42426,0.00229,0.00223,0.32792,0.1256452
