     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.20619,0.12820,0.40786,0.11081,0.14695,0.1241591
0.23003,0.19352,0.34247,0.19952,0.03446,0.1074486
0.00386,0.00049,0.03979,0.00336,0.95250,0.0000000
0.21711,0.00013,0.74322,0.00087,0.03867,0.1523125
0.00009,0.17926,0.81917,0.00063,0.00085,0.1198517
0.55686,0.00140,0.44116,0.00041,0.00017,0.0542546
0.06036,0.00291,0.65314,0.22925,0.05434,0.1267253
0.00310,0.56658,0.31813,0.00432,0.10787,0.0502987
0.08128,0.00473,0.69961,0.00217,0.21221,0.1457240
0.01280,0.06325,0.02041,0.62538,0.27817,0.0480059
0.34018,0.32418,0.00367,0.00133,0.33065,0.0041780
0.00236,0.00404,0.43626,0.17424,0.38310,0.1243042
0.19983,0.14563,0.65041,0.00400,0.00014,0.1462988
0.00184,0.49406,0.00363,0.49912,0.00135,0.1428881
0.00337,0.30484,0.24306,0.44437,0.00435,0.0922821
0.00101,0.67340,0.00347,0.31936,0.00275,0.1208056
0.00262,0.43064,0.00146,0.36173,0.20354,0.0518002
0.33196,0.00268,0.00031,0.66091,0.00413,0.0340820
0.19418,0.00391,0.55939,0.00304,0.23949,0.1262985
0.00197,0.14282,0.59389,0.04807,0.21325,0.1543706
0.00127,0.08408,0.61555,0.11982,0.17928,0.1494849
0.00178,0.12945,0.51379,0.00016,0.35481,0.1308546
0.36158,0.63248,0.00171,0.00203,0.00220,0.0024868
0.10317,0.11049,0.65977,0.00327,0.12330,0.1498352
0.99138,0.00026,0.00105,0.00305,0.00426,0.0142206
0.40170,0.00147,0.00154,0.25940,0.33589,0.0217855
0.03605,0.25711,0.57473,0.12999,0.00212,0.1184440
0.15792,0.41672,0.00030,0.42292,0.00213,0.0690379
0.23756,0.00201,0.64548,0.11132,0.00362,0.1450163
0.00221,0.00192,0.41885,0.38384,0.19318,0.1248205
0.67684,0.00368,0.00135,0.31768,0.00045,0.0136477
0.00165,0.00227,0.00017,0.99454,0.00137,0.0416804
0.23868,0.00005,0.40647,0.35190,0.00290,0.1147905
0.00269,0.00256,0.00431,0.34838,0.64206,0.0128117
0.00027,0.99105,0.00192,0.00447,0.00229,0.0002441
0.10709,0.00245,0.56465,0.15261,0.17321,0.1450655
0.00195,0.14397,0.47813,0.15785,0.21809,0.1383894
0.14792,0.00471,0.83899,0.00423,0.00415,0.2026820
0.27298,0.00421,0.18018,0.00107,0.54157,0.0433489
0.69107,0.30462,0.00340,0.00014,0.00078,0.0273154
0.67130,0.00423,0.00147,0.00154,0.32146,0.0475714
0.15430,0.00167,0.23667,0.37175,0.23561,0.0915951
0.00499,0.00239,0.29161,0.69920,0.00181,0.0811227
