     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.11181,0.40418,0.01970,0.06413,0.40018,0.0046488
0.25702,0.28801,0.07074,0.12155,0.26269,0.0318490
0.28177,0.25581,0.04054,0.20377,0.21811,0.0353828
0.40471,0.17834,0.13625,0.14151,0.13919,0.0560817
0.69200,0.00289,0.26690,0.03684,0.00138,0.0365960
0.37324,0.14080,0.29792,0.18353,0.00451,0.0961668
0.17450,0.07068,0.51677,0.23651,0.00154,0.1240646
0.07469,0.21791,0.67781,0.02770,0.00189,0.1382495
0.00427,0.31262,0.59358,0.08882,0.00071,0.1154670
0.14901,0.04873,0.79831,0.00250,0.00145,0.1719623
0.00454,0.00283,0.98869,0.00324,0.00070,0.0701559
0.29204,0.00294,0.69857,0.00456,0.00189,0.1629643
0.17869,0.00278,0.73590,0.00200,0.08063,0.1355914
0.00291,0.36351,0.26967,0.36134,0.00257,0.0951902
0.00163,0.68826,0.24999,0.05568,0.00444,0.0393396
0.09454,0.00101,0.20970,0.69156,0.00319,0.0860469
0.20617,0.02932,0.76133,0.00042,0.00276,0.1785615
0.00195,0.00198,0.00021,0.65884,0.33702,0.0361625
0.41236,0.00207,0.00289,0.58242,0.00026,0.0284624
0.00166,0.00480,0.33806,0.43279,0.22270,0.1139958
0.00480,0.00236,0.20263,0.17675,0.61346,0.0279033
0.20256,0.04661,0.74477,0.00457,0.00149,0.1686608
0.00213,0.29736,0.00476,0.69090,0.00484,0.1232008
0.46003,0.53376,0.00246,0.00330,0.00045,0.0067350
0.00045,0.20898,0.37197,0.18409,0.23451,0.1076806
0.00414,0.11092,0.40759,0.47511,0.00223,0.0946347
0.00442,0.52290,0.00491,0.46667,0.00110,0.1439021
0.00263,0.37166,0.00115,0.48792,0.13664,0.0840545
0.22932,0.00196,0.27541,0.29271,0.20060,0.0946626
0.00138,0.00332,0.50587,0.00044,0.48899,0.1152529
0.15140,0.38161,0.00043,0.46578,0.00077,0.0774706
0.45162,0.00244,0.00120,0.00184,0.54290,0.0218070
0.00086,0.20209,0.38702,0.00279,0.40724,0.0780149
0.21229,0.00177,0.78326,0.00155,0.00113,0.2016401
0.00138,0.71314,0.00436,0.27693,0.00420,0.1057779
0.21090,0.36256,0.41905,0.00348,0.00402,0.1121011
0.14866,0.00312,0.76453,0.07920,0.00449,0.1550111
0.23946,0.00110,0.33148,0.42512,0.00284,0.1078881
0.00062,0.00029,0.47794,0.20450,0.31665,0.1343854
0.78326,0.00277,0.00157,0.20915,0.00325,0.0194993
0.20430,0.00026,0.36001,0.00462,0.43080,0.0960843
0.75724,0.23329,0.00298,0.00278,0.00372,0.0351877
0.00133,0.00157,0.00317,0.00255,0.99139,0.0000000
0.17952,0.46243,0.17513,0.17941,0.00351,0.0684313
