     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.38239,0.04432,0.10978,0.21146,0.25205,0.0133456
0.31362,0.21398,0.36569,0.04177,0.06495,0.0696606
0.12945,0.24497,0.50918,0.08038,0.03602,0.0717474
0.14713,0.54563,0.30014,0.00495,0.00215,0.0850573
0.00413,0.98488,0.00484,0.00332,0.00283,0.0358000
0.00277,0.43650,0.29083,0.00285,0.26705,0.1349129
0.00430,0.46674,0.05583,0.00225,0.47088,0.1431562
0.00447,0.20365,0.19144,0.00384,0.59659,0.0516372
0.00353,0.58920,0.05491,0.00047,0.35189,0.1533321
0.00137,0.50456,0.00104,0.20574,0.28729,0.1380515
0.16057,0.51297,0.00225,0.00265,0.32155,0.1625065
0.00208,0.00033,0.00231,0.99364,0.00164,0.0000000
0.43151,0.49197,0.00461,0.00433,0.06758,0.0965434
0.00207,0.49879,0.00123,0.49771,0.00020,0.0526874
0.13563,0.47289,0.08602,0.00286,0.30260,0.1436148
0.00161,0.00087,0.46050,0.53251,0.00451,0.0450623
0.00013,0.00369,0.99478,0.00011,0.00129,0.0652788
0.00046,0.00345,0.00212,0.55998,0.43399,0.0003779
0.00043,0.00159,0.68201,0.00454,0.31143,0.0710069
0.06855,0.58578,0.00081,0.00429,0.34057,0.1671664
0.99569,0.00048,0.00230,0.00016,0.00137,0.0000805
0.42376,0.00411,0.00308,0.56770,0.00135,0.0005060
0.33733,0.00454,0.65338,0.00138,0.00336,0.1535256
0.15920,0.62862,0.00048,0.00370,0.20800,0.1540432
0.29230,0.00191,0.55721,0.14514,0.00345,0.1093053
0.20563,0.59882,0.00090,0.19290,0.00174,0.1162123
0.00423,0.59335,0.13645,0.13465,0.13132,0.1403965
0.31173,0.00081,0.00043,0.00380,0.68323,0.0000000
0.00177,0.35644,0.22642,0.23476,0.18060,0.1153467
0.51024,0.00183,0.48136,0.00487,0.00170,0.1487312
0.10862,0.53194,0.00120,0.07135,0.28690,0.1563356
0.68216,0.00189,0.00384,0.00069,0.31142,0.0000599
0.34666,0.00148,0.52579,0.00051,0.12556,0.1209519
0.00239,0.00034,0.42065,0.27209,0.30452,0.0240089
0.38625,0.33233,0.00492,0.27641,0.00009,0.0697068
0.00021,0.36199,0.00008,0.13254,0.50517,0.1064989
0.00369,0.61842,0.00052,0.00126,0.37610,0.1389696
0.72111,0.00145,0.00201,0.27492,0.00052,0.0007365
0.00300,0.57160,0.14175,0.00267,0.28098,0.1589139
0.13077,0.53868,0.00101,0.06741,0.26213,0.1625873
0.13074,0.53478,0.00025,0.00193,0.33230,0.1620732
0.00257,0.50967,0.11013,0.06781,0.30982,0.1591651
0.15835,0.50658,0.00463,0.10472,0.22571,0.1511926
0.00054,0.00425,0.75966,0.23246,0.00309,0.0608416
0.09008,0.57508,0.07714,0.00115,0.25655,0.1556332
0.00199,0.47578,0.28311,0.23902,0.00010,0.1007632
0.00022,0.18635,0.15908,0.65043,0.00392,0.0125921
0.00086,0.71691,0.28062,0.00053,0.00108,0.0562928
0.00189,0.65357,0.00433,0.13084,0.20937,0.1313507
0.11695,0.51725,0.00145,0.00099,0.36336,0.1586978
0.00094,0.23813,0.75739,0.00338,0.00016,0.0505337
0.00199,0.50409,0.11447,0.06949,0.30997,0.1599332
0.67796,0.00118,0.31493,0.00473,0.00119,0.1130153
0.17495,0.57471,0.00110,0.00011,0.24913,0.1572608
0.20457,0.43991,0.00057,0.00454,0.35040,0.1325726
0.06407,0.53068,0.07514,0.05696,0.27316,0.1607248
0.05721,0.52665,0.07308,0.05712,0.28594,0.1633730
0.72466,0.26934,0.00358,0.00014,0.00229,0.0220160
0.49151,0.00263,0.31305,0.18937,0.00345,0.0771550
0.00262,0.00136,0.00424,0.00008,0.99170,0.0000000
0.12747,0.47745,0.00358,0.19646,0.19504,0.1488065
0.08991,0.53027,0.08915,0.06923,0.22144,0.1567115
0.00287,0.00151,0.00314,0.27175,0.72072,0.0001648
0.00211,0.50202,0.11162,0.07426,0.30998,0.1582295
0.16265,0.39110,0.15680,0.28942,0.00003,0.0857136
0.08839,0.30935,0.00128,0.35419,0.24679,0.0957908
0.42654,0.00346,0.56576,0.00163,0.00261,0.1596492
0.00408,0.52896,0.13071,0.00328,0.33296,0.1512109
0.11766,0.59097,0.00380,0.00279,0.28478,0.1623215
0.09085,0.56213,0.07853,0.00173,0.26676,0.1588515
0.00131,0.00364,0.43026,0.00201,0.56278,0.0274136
0.08559,0.53623,0.00216,0.06668,0.30935,0.1612632
0.00355,0.49458,0.11368,0.09873,0.28945,0.1525060
0.00057,0.23587,0.45462,0.00309,0.30585,0.0860722
0.29631,0.00177,0.70087,0.00024,0.00081,0.1514002
0.10627,0.57892,0.07018,0.00377,0.24086,0.1584911
0.07453,0.52706,0.07190,0.00153,0.32498,0.1649917
0.10530,0.53039,0.07924,0.07713,0.20794,0.1567787
0.09063,0.54364,0.00060,0.06022,0.30491,0.1649120
0.53281,0.00416,0.32847,0.00119,0.13337,0.0798477
0.08579,0.54196,0.00055,0.06145,0.31025,0.1654528
0.00324,0.50581,0.00374,0.00069,0.48652,0.1462016
0.19884,0.00019,0.73409,0.00462,0.06226,0.1229569
0.08195,0.53733,0.00007,0.05646,0.32420,0.1600379
0.27700,0.71881,0.00219,0.00139,0.00061,0.1099373
0.10127,0.56838,0.00052,0.00047,0.32935,0.1679823
0.00446,0.56673,0.17994,0.00480,0.24408,0.1500824
0.21719,0.00130,0.27301,0.50360,0.00490,0.0197354
0.06621,0.50950,0.08045,0.00392,0.33991,0.1556859
0.00094,0.49776,0.13117,0.00146,0.36866,0.1513041
0.23841,0.00231,0.35372,0.00168,0.40389,0.0394846
0.14364,0.60323,0.00052,0.00291,0.24969,0.1670489
0.15509,0.60431,0.00223,0.00477,0.23361,0.1606562
0.00226,0.48378,0.50898,0.00334,0.00163,0.0696648
0.09168,0.56697,0.00277,0.00212,0.33646,0.1557484
0.14816,0.56600,0.00058,0.07428,0.21098,0.1640292
0.15389,0.56347,0.00336,0.07440,0.20489,0.1614032
0.00022,0.74956,0.00317,0.24689,0.00016,0.0710592
0.13463,0.57262,0.00356,0.07640,0.21279,0.1636997
0.17688,0.58612,0.00063,0.00181,0.23456,0.1592616
0.08782,0.54118,0.00142,0.07133,0.29826,0.1640410
0.10186,0.63170,0.00153,0.00338,0.26153,0.1572520
0.22098,0.00038,0.00267,0.34417,0.43181,0.0000589
0.00064,0.50543,0.20851,0.08746,0.19796,0.1533642
0.19465,0.57349,0.00148,0.00134,0.22904,0.1564513
0.00294,0.00068,0.14034,0.70453,0.15150,0.0020234
0.00179,0.50923,0.09141,0.19790,0.19967,0.1460763
0.10675,0.51585,0.08675,0.07737,0.21329,0.1570584
0.00321,0.55465,0.00193,0.08723,0.35297,0.1419840
0.00034,0.22007,0.48305,0.29486,0.00168,0.0459384
0.42058,0.00405,0.57366,0.00029,0.00143,0.1604842
0.09957,0.65323,0.00434,0.00201,0.24085,0.1548198
0.15637,0.54250,0.00253,0.09568,0.20292,0.1613059
0.00102,0.49638,0.23152,0.07810,0.19298,0.1518779
0.12219,0.54638,0.09708,0.00392,0.23044,0.1521725
0.00007,0.43857,0.14746,0.10012,0.31377,0.1430326
0.12856,0.57679,0.00025,0.09154,0.20286,0.1625850
0.00099,0.28608,0.00081,0.00177,0.71035,0.0771593
0.17373,0.49811,0.00361,0.10786,0.21670,0.1513672
0.09372,0.55881,0.07734,0.08961,0.18053,0.1553278
0.09572,0.53899,0.00181,0.18801,0.17547,0.1560797
0.15882,0.16381,0.00225,0.67014,0.00497,0.0128426
0.42967,0.29035,0.00344,0.00174,0.27481,0.0572426
0.09487,0.47553,0.10642,0.09209,0.23110,0.1545281
0.42841,0.00212,0.56054,0.00476,0.00417,0.1604156
0.00258,0.60250,0.12168,0.00404,0.26920,0.1571486
0.36420,0.06265,0.57027,0.00284,0.00004,0.1206778
0.09106,0.50620,0.14471,0.00229,0.25574,0.1442564
0.11652,0.60444,0.00348,0.06941,0.20614,0.1600620
0.00451,0.52611,0.24912,0.00193,0.21833,0.1462052
0.10165,0.54646,0.00107,0.00313,0.34769,0.1590424
0.10306,0.52886,0.00049,0.07704,0.29055,0.1638329
0.17827,0.54395,0.00313,0.08125,0.19339,0.1536075
0.08986,0.62724,0.00285,0.00122,0.27883,0.1602952
0.46987,0.32737,0.19604,0.00290,0.00382,0.0612965
0.10202,0.54160,0.00198,0.00071,0.35369,0.1624914
