     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.00368,0.26873,0.17766,0.10574,0.44419,0.0232324
0.11189,0.28467,0.20920,0.26508,0.12916,0.0805817
0.16276,0.25351,0.12586,0.44534,0.01253,0.0815260
0.26070,0.13772,0.34206,0.25869,0.00083,0.1063562
0.01569,0.03287,0.64143,0.30738,0.00264,0.0992529
0.25451,0.15270,0.58556,0.00260,0.00463,0.1390382
0.00101,0.50914,0.48423,0.00217,0.00345,0.0871221
0.30388,0.00093,0.68695,0.00484,0.00340,0.1601349
0.98105,0.00155,0.01629,0.00030,0.00080,0.0109773
0.17803,0.00141,0.81695,0.00053,0.00309,0.2032198
0.38616,0.60337,0.00143,0.00488,0.00416,0.0050488
0.41353,0.00267,0.00236,0.34181,0.23963,0.0226720
0.02856,0.00306,0.96348,0.00339,0.00151,0.1058555
0.15267,0.00987,0.75119,0.00171,0.08456,0.1420678
0.16896,0.05363,0.77413,0.00140,0.00187,0.1702441
0.27722,0.34524,0.37342,0.00032,0.00381,0.1015456
0.06987,0.26682,0.47352,0.18794,0.00185,0.1175820
0.00341,0.07005,0.35958,0.52601,0.04095,0.0978350
0.00038,0.05522,0.06494,0.60689,0.27257,0.0552309
0.00220,0.00273,0.38544,0.33039,0.27926,0.1190407
0.27631,0.07099,0.34288,0.03377,0.27605,0.1012153
0.54925,0.09452,0.31112,0.00471,0.04041,0.0793730
0.03818,0.28298,0.44956,0.00395,0.22533,0.1235832
0.00493,0.00140,0.46261,0.01084,0.52022,0.1017083
0.00461,0.00253,0.17744,0.00165,0.81377,0.0037267
0.62604,0.00164,0.00445,0.00263,0.36524,0.0471422
0.17741,0.00253,0.77255,0.04494,0.00257,0.1720423
0.58718,0.23160,0.00405,0.17483,0.00235,0.0264964
0.00005,0.61442,0.00107,0.38270,0.00177,0.1370523
0.00336,0.81344,0.00427,0.17812,0.00081,0.0698687
0.00299,0.55201,0.19781,0.24421,0.00298,0.0711061
0.00269,0.40744,0.00268,0.58615,0.00104,0.1388282
0.00102,0.68628,0.00106,0.00351,0.30812,0.0000612
0.00195,0.10936,0.00189,0.88603,0.00077,0.0746016
0.38344,0.27400,0.00162,0.00262,0.33832,0.0088786
0.00460,0.12082,0.46792,0.16575,0.24090,0.1293735
0.00462,0.00147,0.00114,0.37306,0.61971,0.0126096
0.34939,0.00195,0.00495,0.00331,0.64040,0.0105318
0.15480,0.00426,0.42537,0.30064,0.11493,0.1259391
0.16510,0.48554,0.00320,0.34163,0.00453,0.0634749
0.00499,0.38799,0.00253,0.44078,0.16371,0.0726478
0.13385,0.00074,0.26877,0.19361,0.40303,0.0807136
0.28444,0.00370,0.00322,0.70581,0.00283,0.0368629
0.25711,0.00100,0.25894,0.47846,0.00449,0.0919516
0.68594,0.00104,0.00313,0.30732,0.00258,0.0136829
0.00126,0.31598,0.67857,0.00184,0.00235,0.1252627
0.43107,0.00302,0.25726,0.18935,0.11929,0.0789352
0.00449,0.32320,0.20281,0.46473,0.00478,0.0961388
0.00194,0.83905,0.15560,0.00105,0.00236,0.0086519
0.00011,0.25915,0.00232,0.00089,0.73752,0.0000000
0.00418,0.00409,0.63992,0.00438,0.34743,0.1549424
0.11843,0.00109,0.53620,0.00267,0.34161,0.1387961
0.00409,0.00012,0.21290,0.77792,0.00497,0.0757692
0.14698,0.00426,0.21711,0.42943,0.20222,0.0873936
0.00236,0.00272,0.55673,0.13615,0.30204,0.1476838
0.74393,0.24747,0.00352,0.00245,0.00264,0.0312554
0.45650,0.24906,0.17984,0.00264,0.11197,0.0599776
0.00346,0.11810,0.53611,0.00494,0.33738,0.1403543
0.72249,0.00107,0.16234,0.00131,0.11280,0.0543840
0.15145,0.16388,0.00167,0.28039,0.40261,0.0204159
0.00147,0.51823,0.26577,0.00474,0.20979,0.0359086
0.42068,0.00297,0.20428,0.00311,0.36897,0.0651955
0.48467,0.00065,0.00007,0.51250,0.00211,0.0193792
0.15331,0.14559,0.26753,0.00284,0.43073,0.0691549
0.23909,0.00152,0.58291,0.17352,0.00297,0.1330578
0.20772,0.57077,0.00249,0.00286,0.21616,0.0011612
0.00129,0.13176,0.75658,0.10576,0.00461,0.1105539
0.00430,0.17453,0.64527,0.00133,0.17458,0.1600914
0.00076,0.21979,0.08259,0.69350,0.00336,0.1003883
0.11095,0.20731,0.56031,0.00400,0.11742,0.1416670
0.00147,0.00142,0.77793,0.00240,0.21678,0.1430213
0.00474,0.47244,0.00468,0.00492,0.51321,0.0000013
0.10366,0.00343,0.44649,0.44335,0.00307,0.1137697
0.42155,0.00143,0.43681,0.00240,0.13781,0.0913716
0.55308,0.00385,0.43529,0.00318,0.00460,0.0613097
0.00395,0.00220,0.00087,0.00187,0.99110,0.0000000
0.00478,0.14839,0.19443,0.39147,0.26093,0.0735356
0.11846,0.16805,0.00062,0.60777,0.10510,0.0693255
0.00025,0.28410,0.54420,0.06229,0.10915,0.1292427
0.00030,0.00220,0.00031,0.18167,0.81551,0.0023368
0.00052,0.00118,0.65725,0.16179,0.17926,0.1420133
0.15446,0.83479,0.00301,0.00350,0.00423,0.0006673
0.00162,0.18964,0.46772,0.33627,0.00475,0.1014442
0.17534,0.58959,0.23159,0.00255,0.00093,0.0538164
0.00467,0.60573,0.00124,0.23197,0.15639,0.0358069
0.00221,0.00047,0.50246,0.35397,0.14089,0.1328622
0.31595,0.34672,0.19284,0.14293,0.00157,0.0677398
0.27393,0.00255,0.00260,0.20785,0.51307,0.0142960
0.80916,0.00390,0.00480,0.00425,0.17789,0.0623412
0.00266,0.00012,0.00158,0.85788,0.13775,0.0491168
0.11552,0.00208,0.57783,0.11186,0.19271,0.1459155
0.54256,0.00309,0.23768,0.21599,0.00068,0.0666709
0.17188,0.00333,0.31741,0.00403,0.50335,0.0825528
0.65166,0.15479,0.00014,0.00328,0.19014,0.0340907
0.00333,0.11428,0.66404,0.00160,0.21675,0.1534754
0.00407,0.00092,0.25649,0.58473,0.15378,0.0949114
0.00326,0.99452,0.00131,0.00040,0.00051,0.0000357
0.10407,0.07457,0.63753,0.00137,0.18246,0.1491373
0.19511,0.00078,0.79729,0.00471,0.00212,0.2036322
0.00186,0.21287,0.00468,0.23326,0.54734,0.0072310
0.33608,0.20600,0.00146,0.45147,0.00499,0.0468918
0.19584,0.00139,0.79739,0.00182,0.00356,0.1982716
0.15997,0.00292,0.00202,0.55185,0.28325,0.0385418
0.00432,0.00093,0.21976,0.21525,0.55973,0.0394440
0.20067,0.27914,0.35092,0.00311,0.16616,0.1033427
0.19762,0.00015,0.79842,0.00272,0.00109,0.2037238
0.18839,0.00420,0.79853,0.00403,0.00485,0.1926855
0.19317,0.00122,0.80188,0.00054,0.00318,0.1979043
0.32866,0.29156,0.00336,0.21658,0.15983,0.0277079
0.19731,0.00158,0.80041,0.00059,0.00012,0.2054841
0.00489,0.27386,0.00260,0.71557,0.00308,0.1174481
0.13886,0.12512,0.63785,0.09594,0.00222,0.1376521
0.34883,0.11322,0.44625,0.09118,0.00052,0.1190394
0.17414,0.18680,0.00359,0.00234,0.63312,0.0007047
0.00470,0.11827,0.58655,0.15450,0.13599,0.1382983
0.00179,0.32558,0.36899,0.19139,0.11225,0.0998721
0.11744,0.30675,0.57259,0.00299,0.00023,0.1302986
0.42304,0.11408,0.14750,0.31050,0.00487,0.0621555
0.20584,0.00013,0.45153,0.12597,0.21654,0.1280704
0.13938,0.14210,0.44226,0.13917,0.13709,0.1319404
0.57839,0.41173,0.00278,0.00424,0.00285,0.0163091
0.19223,0.00309,0.80165,0.00213,0.00089,0.2059053
0.32274,0.00373,0.40631,0.26548,0.00174,0.1118740
0.12795,0.00211,0.15761,0.71059,0.00174,0.0772808
0.18695,0.00500,0.80226,0.00207,0.00371,0.1928162
0.80940,0.00342,0.18430,0.00269,0.00019,0.0172871
0.18925,0.00098,0.80365,0.00288,0.00325,0.2043374
0.00130,0.15769,0.27202,0.00073,0.56828,0.0309351
0.00274,0.00421,0.53095,0.11386,0.34824,0.1439227
0.19017,0.00111,0.80429,0.00299,0.00144,0.2018495
0.00412,0.15450,0.83527,0.00290,0.00322,0.1172933
0.00188,0.28984,0.57507,0.00072,0.13249,0.1346991
0.65183,0.00230,0.00282,0.14513,0.19792,0.0313133
0.00145,0.43010,0.00198,0.21564,0.35084,0.0113189
0.18676,0.00234,0.80641,0.00096,0.00352,0.1995462
0.00418,0.33417,0.53858,0.12003,0.00305,0.1095080
0.00283,0.00182,0.65092,0.00275,0.34167,0.1559308
0.18190,0.00415,0.80762,0.00479,0.00153,0.2020705
0.15489,0.00098,0.00202,0.00243,0.83970,0.0002099
0.00499,0.09923,0.75962,0.00366,0.13250,0.1463317
0.19040,0.00082,0.80359,0.00268,0.00251,0.2044976
0.37651,0.17695,0.44313,0.00004,0.00337,0.1180740
0.14706,0.37667,0.13723,0.00361,0.33542,0.0270711
0.10063,0.31058,0.00133,0.58601,0.00144,0.0942881
0.57112,0.24066,0.18373,0.00020,0.00429,0.0635971
0.18519,0.00303,0.80779,0.00026,0.00372,0.1999131
0.00232,0.00116,0.44792,0.54577,0.00283,0.0886370
0.00108,0.50068,0.00121,0.49559,0.00144,0.1485208
0.00210,0.19730,0.00278,0.67521,0.12261,0.0807490
0.11961,0.39368,0.36645,0.11573,0.00454,0.0981236
