  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.26000,0.30000,0.15000,0.24500,0.04500,0.06360,0.00218,0.34076
  2,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00211,0.00218,0.34076
  3,0.41500,0.28500,0.26500,0.03500,0.00000,0.08067,0.00358,0.70504
  4,0.30500,0.34500,0.29500,0.05500,0.00000,0.08173,0.00213,0.52338
  5,0.00000,0.30500,0.69500,0.00000,0.00000,0.13138,0.00867,1.13943
  6,0.00000,0.49500,0.50500,0.00000,0.00000,0.12271,0.00393,0.76596
  7,0.19000,0.23500,0.57500,0.00000,0.00000,0.12223,0.00277,0.50324
  8,0.22500,0.16500,0.61000,0.00000,0.00000,0.13932,0.00329,0.52159
  9,0.22000,0.14000,0.60000,0.04000,0.00000,0.14026,0.00313,0.53413
 10,0.22500,0.14000,0.60000,0.03500,0.00000,0.14026,0.00296,0.54360
 11,0.22000,0.13000,0.59500,0.03000,0.02500,0.14049,0.00274,0.54626
 12,0.22000,0.13000,0.59500,0.03000,0.02500,0.14062,0.00272,0.54485
 13,0.22000,0.13000,0.59500,0.03000,0.02500,0.14072,0.00271,0.54379
 14,0.22500,0.12500,0.59500,0.02500,0.03000,0.13979,0.00282,0.55958
 15,0.22500,0.12500,0.59500,0.02000,0.03500,0.14002,0.00281,0.55830
 16,0.22500,0.12500,0.59500,0.02500,0.03000,0.13972,0.00282,0.56106
 17,0.22500,0.12500,0.59500,0.02500,0.03000,0.13962,0.00283,0.56323
 18,0.22500,0.14000,0.60500,0.01000,0.02000,0.13916,0.00300,0.57533
 19,0.22500,0.14000,0.60500,0.01000,0.02000,0.13913,0.00285,0.58100
 20,0.23000,0.15000,0.61500,0.00000,0.00500,0.13987,0.00292,0.58070
 21,0.22500,0.15500,0.62000,0.00000,0.00000,0.14099,0.00305,0.57831
 22,0.21500,0.15500,0.63000,0.00000,0.00000,0.14219,0.00320,0.57057
 23,0.20500,0.16000,0.63500,0.00000,0.00000,0.14263,0.00326,0.56654
 24,0.21000,0.16000,0.63000,0.00000,0.00000,0.14256,0.00300,0.56829
 25,0.20500,0.16000,0.63500,0.00000,0.00000,0.14271,0.00301,0.56740
 26,0.20500,0.16000,0.63500,0.00000,0.00000,0.14266,0.00301,0.56831
 27,0.20000,0.16000,0.64000,0.00000,0.00000,0.14336,0.00310,0.56148
 28,0.19500,0.16500,0.64000,0.00000,0.00000,0.14361,0.00313,0.55889
 29,0.19500,0.16500,0.64000,0.00000,0.00000,0.14368,0.00314,0.55834
 30,0.19500,0.16500,0.64000,0.00000,0.00000,0.14350,0.00312,0.56113
 31,0.19500,0.16500,0.64000,0.00000,0.00000,0.14355,0.00312,0.56060
 32,0.19500,0.16500,0.64000,0.00000,0.00000,0.14344,0.00311,0.56216
 33,0.19500,0.16500,0.64000,0.00000,0.00000,0.14377,0.00315,0.55813
 34,0.19000,0.16500,0.64500,0.00000,0.00000,0.14387,0.00316,0.55684
 35,0.19500,0.16500,0.64000,0.00000,0.00000,0.14382,0.00316,0.55760
 36,0.19000,0.16500,0.64500,0.00000,0.00000,0.14404,0.00318,0.55429
 37,0.18500,0.16000,0.65500,0.00000,0.00000,0.14428,0.00483,0.55158
 37,0.00000,0.00000,0.63500,0.00000,0.36500,0.14390,0.00483,0.55158
 38,0.00000,0.00000,0.71000,0.00000,0.29000,0.15437,0.00472,0.49933
 39,0.00000,0.01000,0.68000,0.00000,0.31000,0.15016,0.00463,0.52812
 40,0.00000,0.00000,0.65000,0.09000,0.26000,0.15350,0.00442,0.51147
 41,0.00000,0.05000,0.64000,0.07500,0.23500,0.15494,0.00431,0.51119
 42,0.00000,0.04500,0.64000,0.08000,0.23500,0.15479,0.00429,0.51231
 43,0.00000,0.05000,0.64000,0.07500,0.23500,0.15471,0.00427,0.51341
 44,0.00000,0.05000,0.64000,0.07500,0.23500,0.15488,0.00426,0.51301
 45,0.00000,0.05000,0.64000,0.07500,0.23500,0.15476,0.00426,0.51355
 46,0.00000,0.05500,0.64000,0.07500,0.23000,0.15522,0.00424,0.51109
 47,0.00000,0.06000,0.64000,0.07000,0.23000,0.15550,0.00425,0.51032
 48,0.00000,0.10500,0.65000,0.01000,0.23500,0.15698,0.00445,0.51076
 49,0.00000,0.12500,0.64000,0.00000,0.23500,0.16006,0.00480,0.50425
 50,0.00000,0.12500,0.64000,0.00000,0.23500,0.15989,0.00447,0.50391
 51,0.00000,0.12500,0.64000,0.00000,0.23500,0.15943,0.00441,0.50589
 52,0.00000,0.12500,0.64000,0.00000,0.23500,0.15995,0.00446,0.50465
 53,0.00000,0.12500,0.64000,0.00000,0.23500,0.15971,0.00443,0.50559
 54,0.00000,0.12500,0.64500,0.00000,0.23000,0.15943,0.00439,0.50617
 55,0.00000,0.12000,0.64500,0.00000,0.23500,0.15877,0.00434,0.50903
 56,0.00000,0.12500,0.64000,0.00000,0.23500,0.15963,0.00442,0.50512
 57,0.00000,0.12500,0.64000,0.00000,0.23500,0.15975,0.00443,0.50466
 58,0.00000,0.12500,0.64000,0.00000,0.23500,0.15972,0.00410,0.50331
 59,0.00000,0.12000,0.64500,0.00000,0.23500,0.15928,0.00405,0.50440
 60,0.00000,0.12500,0.64500,0.00000,0.23000,0.15978,0.00409,0.50276
 61,0.00000,0.12500,0.64500,0.00000,0.23000,0.15999,0.00410,0.50210
 62,0.00000,0.12500,0.64000,0.00000,0.23500,0.15974,0.00410,0.50305
 63,0.00000,0.12000,0.64500,0.00000,0.23500,0.15960,0.00408,0.50369
 64,0.00000,0.43000,0.00000,0.57000,0.00000,0.13918,0.00562,0.50533
 64,0.00000,0.12000,0.64500,0.00000,0.23500,0.15970,0.00562,0.50533
 65,0.00000,0.41000,0.00000,0.59000,0.00000,0.13911,0.00546,0.46050
 65,0.00000,0.11500,0.64500,0.00000,0.24000,0.15990,0.00546,0.46050
 66,0.00000,0.42000,0.00000,0.58000,0.00000,0.13921,0.00543,0.44088
 66,0.00000,0.11000,0.65000,0.00000,0.24000,0.16011,0.00543,0.44088
 67,0.00000,0.42000,0.00000,0.58000,0.00000,0.13916,0.00513,0.43901
 67,0.00000,0.11000,0.65000,0.00000,0.24000,0.16011,0.00513,0.43901
 68,0.00000,0.41500,0.00000,0.58500,0.00000,0.13933,0.00496,0.43336
 68,0.00000,0.11000,0.65000,0.00000,0.24000,0.16013,0.00496,0.43336
 69,0.00000,0.41500,0.00000,0.58500,0.00000,0.13932,0.00493,0.43047
 69,0.00000,0.10500,0.65000,0.00000,0.24500,0.16031,0.00493,0.43047
 70,0.00000,0.41500,0.00000,0.58500,0.00000,0.13931,0.00491,0.42887
 70,0.00000,0.10500,0.65000,0.00000,0.24500,0.16042,0.00491,0.42887
 71,0.00000,0.41500,0.00000,0.58500,0.00000,0.13929,0.00488,0.42463
 71,0.00000,0.10000,0.65000,0.00000,0.25000,0.16069,0.00488,0.42463
 72,0.00000,0.43000,0.00000,0.57000,0.00000,0.13899,0.00485,0.43229
 72,0.00000,0.10500,0.65000,0.00000,0.24500,0.16064,0.00485,0.43229
 73,0.00000,0.43500,0.00000,0.56500,0.00000,0.13898,0.00492,0.44242
 73,0.00000,0.10500,0.65000,0.00000,0.24500,0.16059,0.00492,0.44242
 74,0.00000,0.43500,0.00000,0.56500,0.00000,0.13898,0.00497,0.44678
 74,0.00000,0.11000,0.65000,0.00000,0.24000,0.16040,0.00497,0.44678
 75,0.00000,0.43500,0.00000,0.56500,0.00000,0.13897,0.00495,0.44480
 75,0.00000,0.10500,0.65500,0.00000,0.24000,0.16063,0.00495,0.44480
