  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.17500,0.43500,0.00000,0.31500,0.07500,0.10686,0.00601,0.37896
  3,0.00000,0.88500,0.00000,0.00000,0.11500,0.17530,0.01409,0.94704
  4,0.11500,0.55000,0.00500,0.10500,0.22500,0.15348,0.00669,0.41343
  5,0.10500,0.52500,0.00000,0.07000,0.30000,0.16151,0.00652,0.47331
  6,0.10000,0.52000,0.02500,0.06000,0.29500,0.16161,0.00567,0.48510
  7,0.03000,0.53000,0.03000,0.10500,0.30500,0.16282,0.00488,0.47689
  8,0.07500,0.52500,0.04500,0.04500,0.31000,0.16024,0.00459,0.45347
  9,0.07500,0.54500,0.04000,0.03500,0.30500,0.16324,0.00414,0.42822
 10,0.07500,0.55000,0.04000,0.02500,0.31000,0.16466,0.00381,0.42333
 11,0.08500,0.53500,0.03500,0.04500,0.30000,0.16283,0.00350,0.42465
 12,0.07500,0.56000,0.00000,0.04000,0.32500,0.16111,0.00446,0.47650
 13,0.07500,0.56000,0.00000,0.04000,0.32500,0.16124,0.00424,0.47653
 14,0.07500,0.56000,0.00000,0.04000,0.32500,0.16117,0.00378,0.47130
 15,0.07500,0.56000,0.00000,0.04000,0.32500,0.16110,0.00338,0.46530
 16,0.07500,0.56000,0.00000,0.04000,0.32500,0.16112,0.00321,0.46953
 17,0.07500,0.56000,0.00000,0.04000,0.32500,0.16118,0.00315,0.46937
 18,0.07500,0.56000,0.00000,0.04000,0.32500,0.16124,0.00304,0.47198
 19,0.07500,0.56000,0.00000,0.04000,0.32500,0.16122,0.00290,0.47526
 20,0.38000,0.00000,0.62000,0.00000,0.00000,0.16534,0.00447,0.44241
 20,0.07500,0.55500,0.00000,0.04000,0.33000,0.16156,0.00447,0.44241
 21,0.40000,0.00000,0.60000,0.00000,0.00000,0.16703,0.00574,0.39602
 21,0.08000,0.54500,0.00000,0.03500,0.34000,0.16092,0.00574,0.39602
 22,0.43000,0.00000,0.57000,0.00000,0.00000,0.16871,0.00578,0.40594
 22,0.07500,0.54500,0.00000,0.03500,0.34500,0.16080,0.00578,0.40594
 23,0.43000,0.00000,0.57000,0.00000,0.00000,0.16874,0.00548,0.39847
 23,0.07500,0.54500,0.00000,0.05500,0.32500,0.16123,0.00548,0.39847
 24,0.43000,0.00000,0.57000,0.00000,0.00000,0.16867,0.00543,0.40451
