     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.36376,0.14374,0.22665,0.09177,0.17407,0.0454662
0.20136,0.15282,0.16386,0.20087,0.28109,0.0466828
0.00465,0.00111,0.98632,0.00463,0.00329,0.0672950
0.00093,0.00120,0.00408,0.99274,0.00104,0.0000011
0.00233,0.44702,0.54565,0.00433,0.00068,0.0698029
0.00319,0.99153,0.00169,0.00271,0.00088,0.0340155
0.00349,0.25055,0.74063,0.00112,0.00422,0.0558873
0.03443,0.55470,0.30617,0.05981,0.04490,0.1069124
0.07586,0.54406,0.18578,0.19288,0.00142,0.1118962
0.17241,0.55498,0.14834,0.07041,0.05386,0.1189023
0.09051,0.55742,0.09295,0.08558,0.17354,0.1527809
0.00523,0.58799,0.00020,0.08878,0.31780,0.1433096
0.06163,0.55893,0.03461,0.12795,0.21688,0.1541185
0.14214,0.54923,0.00303,0.04081,0.26479,0.1664825
0.18084,0.51180,0.00399,0.00490,0.29846,0.1571254
0.14069,0.60392,0.00229,0.00256,0.25054,0.1599756
0.11460,0.55383,0.04526,0.00109,0.28522,0.1586349
0.14465,0.55387,0.00460,0.05273,0.24416,0.1643425
0.14496,0.55379,0.00238,0.05665,0.24222,0.1620916
0.14391,0.55501,0.00333,0.05070,0.24705,0.1682310
0.14372,0.55039,0.00025,0.06150,0.24414,0.1661098
0.14474,0.54949,0.00128,0.06285,0.24165,0.1657921
0.14514,0.54403,0.00128,0.06734,0.24221,0.1631651
0.14118,0.55604,0.00210,0.05737,0.24331,0.1662888
0.98599,0.00348,0.00313,0.00446,0.00295,0.0001644
0.13998,0.55863,0.00102,0.05766,0.24271,0.1552404
0.14381,0.54271,0.00417,0.05809,0.25121,0.1628158
0.14645,0.55160,0.00236,0.05050,0.24908,0.1644513
0.14308,0.55477,0.00116,0.05109,0.24991,0.1624046
0.14788,0.55059,0.00039,0.04903,0.25212,0.1532019
0.13669,0.56543,0.00382,0.04393,0.25014,0.1621421
0.13835,0.54966,0.00394,0.05313,0.25492,0.1668240
0.13817,0.54411,0.00306,0.05667,0.25799,0.1584399
0.14300,0.56775,0.00373,0.03937,0.24615,0.1641506
0.14195,0.57265,0.00350,0.03318,0.24871,0.1634365
0.14109,0.57365,0.00398,0.03711,0.24418,0.1632858
0.14197,0.57070,0.00233,0.03801,0.24699,0.1660364
0.00046,0.48331,0.00040,0.51224,0.00359,0.0466816
0.00271,0.00207,0.60975,0.38539,0.00009,0.0637908
0.00400,0.00299,0.62397,0.00047,0.36858,0.0641914
0.13497,0.57402,0.00380,0.03991,0.24731,0.1654686
0.00222,0.46391,0.21349,0.00076,0.31961,0.1453611
0.14989,0.56969,0.00104,0.03645,0.24292,0.1553034
0.00319,0.00151,0.00455,0.00113,0.98962,0.0000000
0.13186,0.55264,0.00272,0.04462,0.26816,0.1619618
0.13231,0.55310,0.00417,0.04596,0.26446,0.1561833
0.14637,0.56370,0.00419,0.04668,0.23907,0.1653325
0.14980,0.56524,0.00064,0.04944,0.23488,0.1558744
0.12678,0.54530,0.02657,0.03589,0.26546,0.1624086
0.12759,0.54608,0.02586,0.03828,0.26219,0.1616572
0.13701,0.55601,0.00140,0.04514,0.26044,0.1602443
0.12553,0.54701,0.02720,0.03831,0.26195,0.1617830
0.13895,0.55891,0.00363,0.04015,0.25836,0.1622897
0.13876,0.55888,0.00294,0.04305,0.25637,0.1612024
0.13740,0.55975,0.00382,0.04537,0.25367,0.1637888
0.00294,0.45789,0.17921,0.13160,0.22837,0.1495010
0.16287,0.55058,0.00227,0.03796,0.24631,0.1589771
0.13898,0.55243,0.00203,0.04594,0.26062,0.1645263
0.12452,0.53997,0.03265,0.04450,0.25837,0.1603051
0.13801,0.55231,0.00094,0.05026,0.25847,0.1619083
0.13429,0.55355,0.00457,0.04899,0.25860,0.1596722
0.14659,0.55767,0.00105,0.04099,0.25369,0.1625442
0.12344,0.53996,0.03094,0.04580,0.25985,0.1619225
0.12770,0.54223,0.02507,0.04643,0.25857,0.1661621
0.14083,0.54912,0.00047,0.05052,0.25905,0.1611300
0.12496,0.54072,0.03126,0.04400,0.25905,0.1601786
0.12403,0.54336,0.03407,0.04337,0.25518,0.1664676
0.12038,0.54277,0.03693,0.04112,0.25880,0.1612898
0.12200,0.54296,0.03314,0.04319,0.25871,0.1601379
0.12924,0.54492,0.02607,0.04195,0.25782,0.1605419
0.14243,0.55738,0.00146,0.04232,0.25641,0.1576613
0.14219,0.55163,0.00256,0.05131,0.25232,0.1605181
0.12670,0.54172,0.03208,0.04662,0.25288,0.1613058
0.13985,0.55728,0.00371,0.04634,0.25283,0.1641675
0.12497,0.54662,0.02658,0.04495,0.25688,0.1605416
0.14893,0.55627,0.00373,0.04007,0.25100,0.1663421
0.15869,0.55576,0.00232,0.03357,0.24967,0.1637637
0.16347,0.55620,0.00045,0.03274,0.24715,0.1594218
0.13997,0.56218,0.00411,0.04021,0.25353,0.1662736
0.14232,0.56587,0.00040,0.03644,0.25498,0.1660261
0.14120,0.57083,0.00203,0.03022,0.25573,0.1628602
0.14342,0.56877,0.00067,0.03007,0.25707,0.1632974
0.14358,0.56849,0.00289,0.02723,0.25780,0.1610675
0.14327,0.56927,0.00336,0.03163,0.25248,0.1673457
0.14402,0.57381,0.00433,0.02441,0.25343,0.1603509
0.14206,0.56964,0.00369,0.02892,0.25569,0.1682878
0.14514,0.57363,0.00304,0.02267,0.25552,0.1664758
0.14860,0.57643,0.00222,0.01556,0.25718,0.1629979
0.14930,0.57619,0.00180,0.01642,0.25628,0.1623849
0.14530,0.57805,0.00152,0.01745,0.25768,0.1657876
0.14766,0.57766,0.00121,0.01451,0.25895,0.1639308
0.14916,0.57955,0.00198,0.01260,0.25672,0.1586793
0.14169,0.57677,0.00226,0.02463,0.25465,0.1667797
0.13886,0.57834,0.00188,0.02187,0.25905,0.1670265
0.13728,0.57924,0.00186,0.01919,0.26243,0.1677464
0.13726,0.58234,0.00132,0.01377,0.26532,0.1658453
0.00097,0.32727,0.36299,0.12305,0.18572,0.1114263
0.14464,0.58447,0.00074,0.00645,0.26371,0.1616642
0.41326,0.34047,0.00169,0.24453,0.00005,0.0715151
0.14281,0.58236,0.00030,0.01180,0.26273,0.1544123
0.14121,0.57469,0.00348,0.02255,0.25807,0.1645183
0.13824,0.57722,0.00435,0.02308,0.25711,0.1609560
0.13549,0.57733,0.00408,0.02536,0.25773,0.1671096
0.13652,0.57978,0.00455,0.02371,0.25545,0.1666806
0.13442,0.58204,0.00452,0.02101,0.25802,0.1636638
0.13776,0.58078,0.00233,0.02050,0.25863,0.1652476
0.13823,0.58232,0.00166,0.02072,0.25707,0.1626227
0.13577,0.58290,0.00305,0.02166,0.25661,0.1611838
0.13616,0.57871,0.00226,0.02486,0.25801,0.1602291
0.14184,0.57872,0.00225,0.02104,0.25616,0.1630475
0.31860,0.00422,0.67064,0.00242,0.00412,0.1553858
0.27198,0.00236,0.62292,0.09948,0.00327,0.1193272
0.12925,0.57684,0.00482,0.02601,0.26308,0.1623285
0.40532,0.00289,0.00476,0.58572,0.00131,0.0007193
0.43712,0.00188,0.55682,0.00401,0.00018,0.1612234
0.00130,0.00258,0.33251,0.66348,0.00013,0.0202526
0.00477,0.43064,0.05882,0.00191,0.50386,0.1385033
0.00102,0.44181,0.08742,0.11718,0.35257,0.1438311
0.12470,0.56687,0.00407,0.01123,0.29314,0.1639589
0.12476,0.56467,0.00112,0.01532,0.29412,0.1642202
0.12434,0.56659,0.00251,0.00921,0.29735,0.1632486
0.00430,0.00328,0.32696,0.00111,0.66435,0.0147318
0.12558,0.56344,0.00199,0.00991,0.29907,0.1676882
0.12143,0.56269,0.00306,0.00190,0.31091,0.1644896
0.12020,0.56162,0.00220,0.00236,0.31361,0.1710749
0.40718,0.00234,0.58791,0.00205,0.00053,0.1646077
0.00259,0.00494,0.00114,0.56997,0.42136,0.0009659
0.11745,0.55842,0.00276,0.00385,0.31751,0.1672936
0.11351,0.55734,0.00454,0.00117,0.32345,0.1657821
0.41355,0.00107,0.58045,0.00456,0.00037,0.1633820
0.11170,0.55724,0.00330,0.00034,0.32742,0.1591569
0.37973,0.05233,0.56313,0.00478,0.00004,0.1272012
0.51268,0.00131,0.00164,0.00195,0.48242,0.0000005
0.11963,0.56003,0.00223,0.00110,0.31701,0.1635868
0.56017,0.00403,0.42642,0.00489,0.00448,0.1423156
0.11980,0.56245,0.00270,0.00179,0.31325,0.1621791
0.12245,0.56320,0.00373,0.00149,0.30914,0.1652115
0.11811,0.56245,0.00403,0.00049,0.31492,0.1634100
0.12145,0.56257,0.00019,0.00450,0.31129,0.1623202
0.12489,0.56167,0.00275,0.00460,0.30609,0.1664273
0.11812,0.56213,0.00451,0.00455,0.31070,0.1664896
0.11819,0.56026,0.00470,0.00394,0.31291,0.1586457
0.34185,0.65050,0.00426,0.00048,0.00290,0.1048067
0.12453,0.56329,0.00267,0.00315,0.30637,0.1630638
0.12634,0.56131,0.00112,0.00407,0.30716,0.1638309
0.12773,0.56285,0.00247,0.00258,0.30437,0.1639555
0.12769,0.56636,0.00032,0.00063,0.30501,0.1600063
0.12579,0.56453,0.00239,0.00082,0.30648,0.1548649
0.12528,0.56375,0.00375,0.00953,0.29768,0.1631281
0.12680,0.56644,0.00203,0.00888,0.29584,0.1613665
