  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.31000,0.34500,0.34500,0.00000,0.00000,0.07040,0.00270,0.50041
  3,0.17000,0.83000,0.00000,0.00000,0.00000,0.10105,0.00493,0.99527
  4,0.32500,0.55000,0.12500,0.00000,0.00000,0.09427,0.00257,0.52276
  5,0.27500,0.56000,0.16500,0.00000,0.00000,0.09318,0.00205,0.51413
  6,0.17500,0.50000,0.02000,0.00000,0.30500,0.14677,0.00430,0.44631
  7,0.09500,0.49500,0.00000,0.00000,0.41000,0.16271,0.00558,0.53812
  8,0.14500,0.47500,0.00000,0.00000,0.38000,0.16106,0.00481,0.51927
  9,0.14000,0.48000,0.00000,0.00500,0.37500,0.16049,0.00433,0.51295
 10,0.07500,0.59500,0.00000,0.01500,0.31500,0.17059,0.00435,0.40994
 11,0.08000,0.58500,0.00000,0.01500,0.32000,0.16665,0.00414,0.42846
 12,0.07500,0.58000,0.00000,0.02500,0.32000,0.16668,0.00364,0.41891
 13,0.07500,0.58000,0.00000,0.02000,0.32500,0.16484,0.00360,0.42525
 14,0.06500,0.58000,0.00000,0.02500,0.33000,0.16472,0.00340,0.43545
 15,0.06500,0.58000,0.00000,0.02500,0.33000,0.16470,0.00307,0.43115
 16,0.07000,0.58000,0.00000,0.02500,0.32500,0.16470,0.00322,0.44034
 16,0.03000,0.11000,0.85000,0.00000,0.01000,0.06873,0.00322,0.44034
 17,0.06500,0.58500,0.00000,0.02500,0.32500,0.16466,0.00304,0.44517
 17,0.03500,0.04500,0.92000,0.00000,0.00000,0.06722,0.00304,0.44517
 18,0.07500,0.57500,0.00000,0.02000,0.33000,0.16286,0.00302,0.44414
 18,0.03000,0.04000,0.93000,0.00000,0.00000,0.06705,0.00302,0.44414
 19,0.07500,0.57500,0.00000,0.02000,0.33000,0.16296,0.00302,0.44392
 19,0.03000,0.04000,0.93000,0.00000,0.00000,0.06707,0.00302,0.44392
