     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.25605,0.17903,0.08401,0.21887,0.26204,0.0453804
0.11941,0.46602,0.05832,0.27742,0.07884,0.0561251
0.00220,0.99238,0.00109,0.00187,0.00245,0.0002937
0.10563,0.30276,0.07948,0.51180,0.00033,0.0820506
0.00303,0.14248,0.00289,0.84893,0.00267,0.0882293
0.00436,0.00237,0.34666,0.64627,0.00033,0.0873254
0.00271,0.12962,0.14530,0.71914,0.00322,0.0834703
0.28070,0.00134,0.00427,0.71054,0.00314,0.0392273
0.00189,0.00443,0.75886,0.23015,0.00468,0.0816731
0.00247,0.15236,0.39511,0.44725,0.00281,0.0959409
0.00224,0.00195,0.46093,0.28771,0.24717,0.1401914
0.00419,0.00128,0.48970,0.07378,0.43105,0.1175662
0.00183,0.00048,0.35330,0.32039,0.32400,0.1115425
0.00319,0.00295,0.54506,0.20929,0.23951,0.1518405
0.13029,0.00271,0.53658,0.12700,0.20342,0.1425448
0.00037,0.08999,0.56254,0.11424,0.23286,0.1526640
0.00392,0.01867,0.59703,0.12714,0.25324,0.1557899
0.00292,0.00019,0.63431,0.09600,0.26658,0.1549241
0.00343,0.07688,0.65629,0.00160,0.26181,0.1558040
0.00317,0.04684,0.62609,0.06645,0.25745,0.1559974
0.00190,0.03792,0.63593,0.06333,0.26092,0.1587368
0.00479,0.01761,0.65594,0.05048,0.27118,0.1542704
0.00344,0.07359,0.61786,0.05532,0.24979,0.1576019
0.00481,0.11643,0.62812,0.00309,0.24755,0.1570819
0.04268,0.08345,0.62656,0.00080,0.24652,0.1584547
0.03938,0.08477,0.62411,0.00481,0.24694,0.1532338
0.00144,0.08009,0.62046,0.04800,0.25001,0.1552979
0.00463,0.08556,0.64028,0.00422,0.26531,0.1632615
0.00443,0.08155,0.63977,0.00454,0.26971,0.1579050
0.00480,0.08764,0.63922,0.00122,0.26712,0.1605561
0.99349,0.00005,0.00212,0.00399,0.00034,0.0102307
0.26808,0.26464,0.46261,0.00010,0.00456,0.1253066
0.00075,0.13387,0.62852,0.00047,0.23639,0.1594233
0.00470,0.14214,0.62545,0.00094,0.22676,0.1593489
0.00294,0.13699,0.62669,0.00238,0.23099,0.1581811
0.00402,0.13321,0.62537,0.00377,0.23363,0.1597633
0.00053,0.13206,0.62964,0.00220,0.23558,0.1574611
0.00039,0.12038,0.63342,0.00186,0.24395,0.1598380
0.00025,0.12765,0.61709,0.00347,0.25154,0.1585971
0.00119,0.12211,0.64348,0.00305,0.23017,0.1610101
0.00189,0.12416,0.65002,0.00024,0.22368,0.1619890
0.00013,0.12856,0.65153,0.00199,0.21779,0.1601970
0.50517,0.00016,0.49082,0.00164,0.00221,0.0651131
0.00234,0.14388,0.64891,0.00168,0.20318,0.1538622
0.00342,0.13178,0.61807,0.00263,0.24409,0.1581279
0.00341,0.11045,0.64362,0.00010,0.24242,0.1608273
0.00414,0.09804,0.65005,0.00458,0.24319,0.1545084
0.00418,0.14807,0.60739,0.00328,0.23708,0.1602813
0.00310,0.14732,0.60999,0.00230,0.23731,0.1570117
0.00054,0.12373,0.62716,0.00169,0.24688,0.1553912
0.00367,0.12365,0.62814,0.00488,0.23967,0.1579644
0.00447,0.12068,0.63254,0.00229,0.24003,0.1595369
0.03932,0.12864,0.61141,0.00452,0.21611,0.1535882
0.00441,0.45394,0.53842,0.00026,0.00297,0.1015648
0.53920,0.45156,0.00425,0.00249,0.00251,0.0138586
0.00173,0.09975,0.64391,0.00458,0.25003,0.1577779
0.00374,0.10454,0.63952,0.00308,0.24912,0.1548726
0.00156,0.10787,0.63524,0.00218,0.25316,0.1587339
0.00299,0.11191,0.63345,0.00227,0.24939,0.1581730
0.00246,0.10739,0.63745,0.00166,0.25104,0.1586001
0.00420,0.11523,0.63052,0.00023,0.24983,0.1558644
0.00072,0.10748,0.64520,0.00137,0.24523,0.1596022
0.00156,0.10562,0.64486,0.00064,0.24732,0.1545805
0.00468,0.12220,0.62263,0.00161,0.24888,0.1599273
0.00126,0.12071,0.62601,0.00117,0.25085,0.1584012
0.00328,0.12553,0.62246,0.00033,0.24839,0.1609646
0.00249,0.12841,0.61639,0.00129,0.25141,0.1638539
0.00081,0.13249,0.61276,0.00033,0.25362,0.1605026
0.00006,0.13909,0.60854,0.00038,0.25192,0.1564004
0.00291,0.13309,0.61141,0.00124,0.25134,0.1554423
0.00315,0.12277,0.61800,0.00488,0.25120,0.1547604
0.00375,0.10988,0.61396,0.03319,0.23922,0.1597628
0.02970,0.13137,0.60993,0.00075,0.22825,0.1545740
0.00469,0.10728,0.63813,0.00122,0.24868,0.1588053
0.00041,0.11118,0.63536,0.00421,0.24885,0.1582223
0.00112,0.10854,0.62350,0.02584,0.24101,0.1577876
0.00338,0.10701,0.63831,0.00314,0.24816,0.1568454
0.00133,0.11186,0.63498,0.00155,0.25028,0.1535513
0.00138,0.10617,0.61570,0.03928,0.23748,0.1551027
0.00051,0.11079,0.63622,0.00280,0.24968,0.1549571
0.00431,0.10729,0.61546,0.03695,0.23600,0.1565274
0.00165,0.11204,0.63412,0.00141,0.25078,0.1569073
0.00170,0.11276,0.63587,0.00413,0.24553,0.1605201
0.00373,0.10813,0.63718,0.00326,0.24770,0.1571091
0.00006,0.11618,0.63557,0.00078,0.24741,0.1582300
0.03019,0.13091,0.60942,0.00322,0.22626,0.1564213
0.00473,0.12708,0.61493,0.00489,0.24836,0.1561220
0.00071,0.11080,0.64208,0.00076,0.24565,0.1595010
0.00185,0.10789,0.64259,0.00114,0.24654,0.1601418
0.00413,0.10702,0.64496,0.00098,0.24292,0.1623321
0.00163,0.10235,0.64654,0.00479,0.24469,0.1622371
0.00425,0.10157,0.65442,0.00198,0.23777,0.1565750
0.00139,0.10135,0.65072,0.00401,0.24252,0.1611087
0.00270,0.10017,0.64966,0.00467,0.24281,0.1596255
0.00253,0.10033,0.65523,0.00128,0.24062,0.1647348
0.28120,0.00242,0.39810,0.31823,0.00005,0.1178004
0.00477,0.09486,0.65966,0.00415,0.23656,0.1584658
0.00269,0.09619,0.65680,0.00003,0.24429,0.1598371
0.00159,0.09466,0.65705,0.00482,0.24187,0.1582305
0.00222,0.09380,0.65661,0.00297,0.24439,0.1597577
0.00261,0.09243,0.65914,0.00304,0.24277,0.1615554
0.00203,0.42796,0.00352,0.00089,0.56561,0.0000001
0.00298,0.09070,0.66151,0.00138,0.24343,0.1541592
0.00322,0.09786,0.65982,0.00045,0.23866,0.1559712
0.00039,0.09630,0.65484,0.00291,0.24557,0.1583281
0.00091,0.10317,0.65093,0.00045,0.24455,0.1637813
0.00079,0.10085,0.65267,0.00045,0.24524,0.1536906
0.00284,0.10354,0.65239,0.00078,0.24045,0.1622956
0.00171,0.09987,0.65634,0.00278,0.23930,0.1633255
0.00490,0.11231,0.65513,0.00491,0.22275,0.1596524
0.00026,0.10518,0.65489,0.00326,0.23641,0.1585574
0.00332,0.10477,0.65657,0.00329,0.23206,0.1576398
0.00409,0.10758,0.65586,0.00266,0.22981,0.1563085
0.00320,0.09296,0.65797,0.00310,0.24277,0.1657511
0.00222,0.08916,0.66110,0.00319,0.24433,0.1571028
0.00152,0.09344,0.65660,0.00146,0.24696,0.1602838
0.00469,0.08438,0.66269,0.00137,0.24687,0.1624772
0.00374,0.07442,0.66565,0.00357,0.25262,0.1624349
0.00382,0.00194,0.00074,0.71151,0.28199,0.0413302
0.00411,0.07030,0.67003,0.00486,0.25071,0.1596208
0.00250,0.07775,0.66685,0.00261,0.25029,0.1546000
0.00387,0.07814,0.66284,0.00425,0.25091,0.1631067
0.00221,0.07363,0.66833,0.00397,0.25186,0.1598374
0.00429,0.07503,0.66811,0.00161,0.25096,0.1528873
0.00003,0.09326,0.65860,0.00398,0.24413,0.1553743
0.00044,0.09392,0.65584,0.00459,0.24522,0.1554427
0.00297,0.10145,0.65798,0.00093,0.23666,0.1529689
0.00203,0.08704,0.65441,0.00251,0.25400,0.1651335
0.00425,0.08011,0.65443,0.00024,0.26096,0.1609391
0.00296,0.07713,0.65666,0.00080,0.26245,0.1602403
0.00052,0.08222,0.65767,0.00105,0.25854,0.1560217
0.00145,0.08073,0.65638,0.00294,0.25849,0.1644285
0.00343,0.07197,0.65894,0.00109,0.26457,0.1594490
0.00254,0.07603,0.65759,0.00009,0.26375,0.1591317
0.00225,0.07058,0.65886,0.00463,0.26367,0.1547949
0.00114,0.08576,0.65520,0.00062,0.25729,0.1634316
0.00464,0.07146,0.65791,0.00191,0.26408,0.1624282
0.00246,0.07175,0.65749,0.00422,0.26408,0.1604768
0.00018,0.07447,0.65601,0.00306,0.26628,0.1538755
0.00211,0.07792,0.65785,0.00248,0.25964,0.1560682
0.00290,0.08031,0.65563,0.00124,0.25993,0.1647668
0.00469,0.07621,0.65469,0.00070,0.26372,0.1594913
0.00113,0.07527,0.65797,0.00284,0.26279,0.1620579
0.00340,0.06795,0.65890,0.00370,0.26605,0.1547297
0.00145,0.08550,0.65705,0.00048,0.25551,0.1591730
0.00248,0.08126,0.65695,0.00238,0.25693,0.1585534
0.00364,0.07973,0.65321,0.00137,0.26206,0.1577281
0.00161,0.08176,0.65440,0.00336,0.25886,0.1598733
0.00131,0.07964,0.65551,0.00445,0.25908,0.1581685
0.00245,0.08083,0.65709,0.00302,0.25661,0.1618958
