  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.95500,0.00000,0.04500,0.00000,0.06127,0.00259,1.93270
  3,0.13500,0.38000,0.07000,0.33000,0.08500,0.05732,0.00130,0.48430
  4,0.00000,0.19500,0.03500,0.77000,0.00000,0.09070,0.00311,0.81682
  5,0.00000,0.19500,0.05000,0.75500,0.00000,0.08963,0.00267,0.83442
  6,0.00000,0.13000,0.14500,0.72500,0.00000,0.09095,0.00249,0.87469
  7,0.07500,0.09500,0.08000,0.75000,0.00000,0.08798,0.00345,1.00418
  8,0.00000,0.30500,0.00000,0.69500,0.00000,0.09332,0.00375,0.67930
  8,0.00000,0.03500,0.55500,0.41000,0.00000,0.09360,0.00375,0.67930
  9,0.00000,0.30500,0.00000,0.69500,0.00000,0.09291,0.00326,0.70432
  9,0.00000,0.30500,0.00000,0.69500,0.00000,0.09291,0.00326,0.70432
 10,0.00000,0.16500,0.38500,0.45000,0.00000,0.09529,0.00304,0.71641
 11,0.00000,0.31500,0.00000,0.67500,0.01000,0.09625,0.00457,0.54338
 11,0.00000,0.00000,0.45000,0.23000,0.32000,0.14228,0.00457,0.54338
 12,0.00000,0.00000,0.43500,0.28500,0.28000,0.14014,0.00387,0.51737
 13,0.00000,0.27000,0.00000,0.73000,0.00000,0.09299,0.00335,0.42895
 13,0.00000,0.00000,0.54000,0.22000,0.24000,0.14387,0.00335,0.42895
 14,0.00000,0.26500,0.00000,0.73500,0.00000,0.09207,0.00353,0.41851
 14,0.00000,0.00000,0.56500,0.19000,0.24500,0.15053,0.00353,0.41851
 15,0.00000,0.26500,0.00000,0.73500,0.00000,0.09204,0.00336,0.42186
 15,0.01000,0.00000,0.56000,0.18500,0.24500,0.15055,0.00336,0.42186
 16,0.00000,0.26000,0.00000,0.74000,0.00000,0.09186,0.00331,0.41816
 16,0.00000,0.05000,0.56500,0.14500,0.24000,0.15302,0.00331,0.41816
 16,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01539,0.00331,0.41816
 17,0.00000,0.26000,0.00000,0.74000,0.00000,0.09156,0.00345,0.42568
 17,0.00000,0.03000,0.59000,0.13000,0.25000,0.15463,0.00345,0.42568
 17,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02031,0.00345,0.42568
 18,0.00000,0.26000,0.00000,0.74000,0.00000,0.09155,0.00356,0.43211
 18,0.00000,0.02000,0.60000,0.12500,0.25500,0.15528,0.00356,0.43211
 18,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02344,0.00356,0.43211
 19,0.00000,0.27000,0.00000,0.73000,0.00000,0.09223,0.00389,0.44680
 19,0.00000,0.04500,0.62500,0.07000,0.26000,0.15633,0.00389,0.44680
 19,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02969,0.00389,0.44680
 20,0.00000,0.27000,0.00000,0.73000,0.00000,0.09225,0.00390,0.44748
 20,0.00000,0.04500,0.62500,0.07000,0.26000,0.15627,0.00390,0.44748
 20,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02992,0.00390,0.44748
 21,0.00000,0.27000,0.00000,0.73000,0.00000,0.09211,0.00389,0.44623
 21,0.00000,0.04000,0.63000,0.07000,0.26000,0.15678,0.00389,0.44623
 21,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02980,0.00389,0.44623
 22,0.00000,0.27000,0.00000,0.73000,0.00000,0.09219,0.00385,0.44565
 22,0.00000,0.04500,0.62500,0.07000,0.26000,0.15656,0.00385,0.44565
 22,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02913,0.00385,0.44565
 23,0.00000,0.27000,0.00000,0.73000,0.00000,0.09221,0.00383,0.44470
 23,0.00000,0.05500,0.62000,0.07000,0.25500,0.15680,0.00383,0.44470
 23,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02869,0.00383,0.44470
 24,0.00000,0.27000,0.00000,0.73000,0.00000,0.09251,0.00394,0.44963
 24,0.00000,0.07000,0.62500,0.05000,0.25500,0.15710,0.00394,0.44963
 24,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03042,0.00394,0.44963
 25,0.00000,0.27000,0.00000,0.73000,0.00000,0.09274,0.00390,0.44776
 25,0.00500,0.07500,0.62500,0.04000,0.25500,0.15732,0.00390,0.44776
 25,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02979,0.00390,0.44776
 26,0.00000,0.27000,0.00000,0.73000,0.00000,0.09261,0.00391,0.45136
 26,0.00000,0.07000,0.62500,0.05000,0.25500,0.15713,0.00391,0.45136
 26,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03102,0.00391,0.45136
 27,0.00000,0.27000,0.00000,0.73000,0.00000,0.09265,0.00393,0.45256
 27,0.00000,0.07000,0.62500,0.05000,0.25500,0.15689,0.00393,0.45256
 27,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03156,0.00393,0.45256
 28,0.00000,0.27500,0.00000,0.72500,0.00000,0.09303,0.00411,0.45623
 28,0.00000,0.08500,0.64000,0.01000,0.26500,0.15785,0.00411,0.45623
 28,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03572,0.00411,0.45623
 29,0.00000,0.27500,0.00000,0.72500,0.00000,0.09304,0.00412,0.45667
 29,0.00000,0.08500,0.64000,0.01000,0.26500,0.15788,0.00412,0.45667
 29,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03599,0.00412,0.45667
 30,0.00000,0.27500,0.00000,0.72500,0.00000,0.09319,0.00419,0.45739
 30,0.00000,0.09000,0.64000,0.00000,0.27000,0.15834,0.00419,0.45739
 30,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03726,0.00419,0.45739
 31,0.00000,0.27500,0.00000,0.72500,0.00000,0.09299,0.00374,0.44812
 31,0.00000,0.08500,0.64500,0.00000,0.27000,0.15830,0.00374,0.44812
 31,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03320,0.00374,0.44812
 32,0.00000,0.25000,0.00000,0.75000,0.00000,0.09172,0.00431,0.46873
 32,0.00000,0.10000,0.64000,0.00000,0.26000,0.15828,0.00431,0.46873
 32,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04166,0.00431,0.46873
 33,0.00000,0.25000,0.00000,0.75000,0.00000,0.09181,0.00436,0.47177
 33,0.00000,0.11000,0.64000,0.00000,0.25000,0.15865,0.00436,0.47177
 33,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04207,0.00436,0.47177
 34,0.00000,0.25500,0.00000,0.74500,0.00000,0.09187,0.00438,0.47350
 34,0.00000,0.12000,0.63500,0.00000,0.24500,0.15890,0.00438,0.47350
 34,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04206,0.00438,0.47350
 35,0.00000,0.25500,0.00000,0.74500,0.00000,0.09186,0.00437,0.47364
 35,0.00000,0.11500,0.63500,0.00000,0.25000,0.15885,0.00437,0.47364
 35,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04224,0.00437,0.47364
 36,0.00000,0.25500,0.00000,0.74500,0.00000,0.09189,0.00438,0.47401
 36,0.00000,0.12000,0.63500,0.00000,0.24500,0.15900,0.00438,0.47401
 36,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04213,0.00438,0.47401
 37,0.00000,0.25500,0.00000,0.74500,0.00000,0.09186,0.00436,0.47365
 37,0.00000,0.11500,0.63500,0.00000,0.25000,0.15885,0.00436,0.47365
 37,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04224,0.00436,0.47365
 38,0.00000,0.25500,0.00000,0.74500,0.00000,0.09187,0.00438,0.47393
 38,0.00000,0.12000,0.63500,0.00000,0.24500,0.15894,0.00438,0.47393
 38,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04231,0.00438,0.47393
 39,0.00000,0.25500,0.00000,0.74500,0.00000,0.09187,0.00437,0.47430
 39,0.00000,0.12000,0.63500,0.00000,0.24500,0.15894,0.00437,0.47430
 39,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04246,0.00437,0.47430
 40,0.00000,0.25500,0.00000,0.74500,0.00000,0.09180,0.00439,0.47507
 40,0.00000,0.11500,0.64000,0.00000,0.24500,0.15915,0.00439,0.47507
 40,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04111,0.00439,0.47507
 41,0.00000,0.25500,0.00000,0.74500,0.00000,0.09168,0.00442,0.47539
 41,0.00000,0.12000,0.64500,0.00000,0.23500,0.15950,0.00442,0.47539
 41,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03851,0.00442,0.47539
 42,0.00000,0.25000,0.00000,0.75000,0.00000,0.09164,0.00443,0.47575
 42,0.00000,0.12000,0.64500,0.00000,0.23500,0.15962,0.00443,0.47575
 42,0.00000,0.00000,0.00000,0.00000,1.00000,-0.03783,0.00443,0.47575
 43,0.00000,0.12500,0.64500,0.00000,0.23000,0.15959,0.00417,0.47063
