     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.00368,0.26873,0.17766,0.10574,0.44419,0.0232324
0.11189,0.28467,0.20920,0.26508,0.12916,0.0805817
0.14231,0.17224,0.16812,0.48974,0.02758,0.0828417
0.42597,0.27758,0.04487,0.24761,0.00397,0.0365594
0.00306,0.22060,0.39161,0.38425,0.00048,0.1020225
0.17148,0.00219,0.55448,0.26917,0.00268,0.1280893
0.15709,0.02670,0.80895,0.00377,0.00348,0.1789969
0.00147,0.00175,0.98870,0.00321,0.00488,0.0663621
0.25579,0.07701,0.66015,0.00322,0.00383,0.1534607
0.12498,0.00039,0.71220,0.03197,0.13046,0.1352392
0.08665,0.13757,0.71474,0.05688,0.00417,0.1365058
0.00261,0.00476,0.31237,0.43285,0.24741,0.1074421
0.24508,0.00297,0.00384,0.37015,0.37797,0.0275282
0.00127,0.66032,0.00456,0.33121,0.00264,0.1194916
0.11778,0.84474,0.00244,0.03030,0.00474,0.0074173
0.00038,0.00311,0.00282,0.81695,0.17673,0.0502776
0.00139,0.44966,0.00175,0.54315,0.00403,0.1433350
0.00010,0.39213,0.00008,0.41457,0.19312,0.0603964
0.98960,0.00356,0.00479,0.00155,0.00050,0.0127512
0.57628,0.00354,0.00267,0.00085,0.41667,0.0383430
0.22332,0.00162,0.77409,0.00093,0.00005,0.1990154
0.00080,0.00286,0.00369,0.00031,0.99234,0.0000000
0.00310,0.57429,0.41782,0.00292,0.00187,0.0699227
0.00178,0.00367,0.41179,0.00013,0.58263,0.0696208
0.30603,0.00103,0.32139,0.00392,0.36762,0.0886401
0.45667,0.53685,0.00024,0.00275,0.00348,0.0070357
0.63267,0.00226,0.36124,0.00094,0.00289,0.0376351
0.30308,0.00171,0.00025,0.00087,0.69409,0.0068745
0.00378,0.00238,0.00478,0.35293,0.63612,0.0131476
0.61783,0.00325,0.00255,0.37633,0.00005,0.0162797
0.00098,0.00044,0.46892,0.21568,0.31399,0.1333597
0.00379,0.26101,0.48177,0.00010,0.25334,0.1245663
0.00102,0.67128,0.00106,0.00351,0.32312,0.0000003
0.14942,0.47345,0.00390,0.36970,0.00354,0.0677407
0.28320,0.00481,0.32049,0.24222,0.14928,0.0991620
0.37290,0.25189,0.12619,0.00022,0.24879,0.0399223
0.26411,0.36911,0.36173,0.00131,0.00375,0.0986125
0.00271,0.23623,0.00214,0.75450,0.00442,0.1116889
0.00119,0.00151,0.29683,0.69897,0.00150,0.0807487
0.73225,0.26067,0.00402,0.00206,0.00100,0.0325398
0.00260,0.49602,0.20044,0.29627,0.00467,0.0837352
0.00248,0.17211,0.47930,0.19038,0.15574,0.1305421
0.09013,0.00086,0.28229,0.20151,0.42521,0.0793640
0.00018,0.00475,0.71699,0.27494,0.00314,0.0821333
0.00221,0.36409,0.63029,0.00247,0.00095,0.1177824
0.00365,0.00270,0.61688,0.00028,0.37650,0.1398987
0.21904,0.00133,0.31146,0.46504,0.00312,0.1036598
0.25829,0.00110,0.00214,0.73553,0.00294,0.0374947
0.15014,0.00236,0.51942,0.00114,0.32694,0.1331659
0.00011,0.27915,0.00232,0.00089,0.71752,0.0000000
0.12037,0.27501,0.45830,0.14454,0.00177,0.1193698
0.37903,0.13043,0.32097,0.16551,0.00406,0.0991876
0.00091,0.00012,0.00318,0.59991,0.39589,0.0318706
0.78939,0.00060,0.00054,0.00342,0.20605,0.0617950
0.00073,0.47596,0.30430,0.00395,0.21506,0.0477496
0.58678,0.00163,0.19907,0.00315,0.20937,0.0628374
0.56898,0.00289,0.00086,0.20081,0.22646,0.0241783
0.00248,0.00377,0.00345,0.98874,0.00155,0.0413983
0.20095,0.17980,0.42400,0.00245,0.19279,0.1231886
0.00286,0.00380,0.50238,0.48980,0.00116,0.0902765
0.18410,0.37244,0.00249,0.00365,0.43732,0.0011285
0.18823,0.61205,0.19195,0.00432,0.00346,0.0408684
0.24395,0.00210,0.74881,0.00132,0.00383,0.1921253
0.72182,0.00422,0.12797,0.14461,0.00139,0.0343831
0.20409,0.00152,0.73791,0.05352,0.00297,0.1661471
0.00272,0.99231,0.00452,0.00044,0.00001,0.0000774
0.20226,0.00015,0.79433,0.00135,0.00191,0.2027244
0.00205,0.12910,0.46210,0.00330,0.40346,0.1145199
0.43545,0.00286,0.23796,0.32331,0.00041,0.0728606
0.00438,0.20686,0.00171,0.61498,0.17206,0.0683528
0.00147,0.00142,0.79293,0.00240,0.20178,0.1393496
0.29929,0.00487,0.00427,0.52960,0.16197,0.0324708
0.21694,0.21550,0.00088,0.24832,0.31836,0.0230930
0.35655,0.00143,0.53181,0.00240,0.10781,0.1030315
0.52641,0.24977,0.22113,0.00198,0.00071,0.0735539
0.00160,0.14283,0.28222,0.29436,0.27899,0.0848037
0.19137,0.54086,0.00186,0.09868,0.16722,0.0135715
0.00004,0.00262,0.52323,0.31411,0.16000,0.1446831
0.00334,0.00027,0.19053,0.00153,0.80432,0.0065317
0.00427,0.26826,0.14014,0.58261,0.00472,0.0967692
0.16294,0.12078,0.19578,0.00397,0.51652,0.0399527
0.09050,0.00359,0.15066,0.61949,0.13576,0.0795995
0.00034,0.74907,0.00126,0.15387,0.09547,0.0323951
0.00086,0.34690,0.49738,0.15353,0.00133,0.1074625
0.26366,0.36839,0.21368,0.15405,0.00022,0.0757113
0.00027,0.14446,0.67670,0.00345,0.17513,0.1541250
0.10306,0.00095,0.41737,0.31875,0.15986,0.1326837
0.15340,0.23679,0.00123,0.60841,0.00017,0.0749998
0.00216,0.21595,0.00033,0.27737,0.50419,0.0099358
0.14758,0.22271,0.62632,0.00081,0.00258,0.1429944
0.15894,0.32562,0.26527,0.00297,0.24721,0.0759179
0.61626,0.18177,0.00270,0.00142,0.19785,0.0280658
0.36484,0.15158,0.47887,0.00274,0.00197,0.1230506
0.25248,0.00298,0.73909,0.00388,0.00158,0.1799083
0.00230,0.00154,0.64541,0.12274,0.22800,0.1490161
0.00276,0.16172,0.60650,0.22832,0.00071,0.1082879
0.34010,0.00490,0.53220,0.11940,0.00340,0.1207431
0.06907,0.10457,0.61753,0.00137,0.20746,0.1543803
0.18011,0.00078,0.81229,0.00471,0.00212,0.2056916
0.00477,0.00439,0.00177,0.15938,0.82968,0.0021585
0.27097,0.00260,0.00109,0.16458,0.56076,0.0101695
0.00167,0.80988,0.18681,0.00091,0.00073,0.0121015
0.11682,0.06213,0.45739,0.12709,0.23657,0.1322811
0.00027,0.47314,0.00163,0.12197,0.40299,0.0022415
0.19316,0.12095,0.39627,0.28936,0.00026,0.1167576
0.00241,0.29519,0.57763,0.00137,0.12339,0.1354703
0.38209,0.00470,0.06995,0.54221,0.00105,0.0440475
0.34753,0.00214,0.16275,0.16361,0.32396,0.0549485
0.00260,0.07170,0.32515,0.50505,0.09550,0.1018949
0.18231,0.00158,0.81541,0.00059,0.00012,0.2089297
0.00247,0.00372,0.19902,0.21044,0.58436,0.0319336
0.35556,0.14531,0.00265,0.00350,0.49298,0.0082277
0.00050,0.17422,0.82254,0.00245,0.00028,0.1205781
0.76489,0.08818,0.00357,0.14015,0.00320,0.0280397
0.38063,0.16018,0.00282,0.45606,0.00032,0.0374226
0.15535,0.00183,0.19664,0.39611,0.25007,0.0799035
0.16971,0.00211,0.82375,0.00084,0.00359,0.2038368
0.40742,0.12569,0.32554,0.00100,0.14034,0.1000568
0.20561,0.62350,0.00343,0.16591,0.00155,0.0322750
0.00223,0.36851,0.34162,0.15295,0.13469,0.0915895
0.10275,0.35862,0.46297,0.00295,0.07271,0.1182815
0.00184,0.00484,0.13400,0.85802,0.00130,0.0621132
0.37720,0.11552,0.12277,0.26530,0.11921,0.0579268
0.11979,0.00065,0.57994,0.15941,0.14022,0.1419895
0.00118,0.09550,0.63659,0.00130,0.26542,0.1567638
0.00058,0.46228,0.00437,0.00006,0.53270,0.0000001
0.19306,0.13178,0.50313,0.09443,0.07761,0.1349480
0.57994,0.13342,0.15982,0.12466,0.00216,0.0565077
0.00496,0.54002,0.00467,0.44664,0.00371,0.1364969
0.18840,0.00257,0.22093,0.00111,0.58699,0.0439744
0.13911,0.00339,0.17342,0.68279,0.00128,0.0788641
0.00318,0.10025,0.64542,0.10177,0.14939,0.1480871
0.84350,0.00192,0.14988,0.00223,0.00247,0.0150045
0.47844,0.32751,0.00072,0.09482,0.09851,0.0167895
0.16676,0.00234,0.82641,0.00096,0.00352,0.1984445
0.13333,0.00019,0.00088,0.00370,0.86190,0.0002554
0.00023,0.00013,0.55769,0.10438,0.33758,0.1526756
0.16190,0.00415,0.82762,0.00479,0.00153,0.2013872
0.16874,0.00132,0.82591,0.00254,0.00149,0.1996076
0.00364,0.11266,0.50451,0.10511,0.27407,0.1373572
0.15017,0.00495,0.80151,0.00171,0.04166,0.1556403
0.45318,0.00259,0.32448,0.11817,0.10158,0.0868979
0.10856,0.00336,0.47449,0.00316,0.41043,0.1230662
0.00072,0.08335,0.11696,0.47263,0.32633,0.0564112
0.00138,0.68084,0.15097,0.16393,0.00287,0.0509571
0.14019,0.00303,0.79779,0.05526,0.00372,0.1678303
0.33902,0.41224,0.16718,0.00152,0.08004,0.0494423
0.12490,0.00154,0.00120,0.65059,0.22178,0.0449270
0.00223,0.86123,0.00052,0.00331,0.13271,0.0002094
0.00145,0.33993,0.14088,0.42598,0.09176,0.0823654
