  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.12500,0.28500,0.21500,0.29000,0.08500,0.08165,0.00351,0.33109
  2,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00280,0.00351,0.33109
  3,0.16000,0.28500,0.21500,0.34000,0.00000,0.08998,0.00341,0.51618
  4,0.06500,0.24500,0.25000,0.40000,0.04000,0.08978,0.00238,0.40865
  4,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00841,0.00238,0.40865
  5,0.00000,0.25500,0.36500,0.38000,0.00000,0.10220,0.00277,0.50533
  6,0.17500,0.00000,0.56500,0.26000,0.00000,0.12774,0.00382,0.52594
  7,0.11500,0.00000,0.88500,0.00000,0.00000,0.18180,0.00821,0.63976
  8,0.24500,0.06000,0.69500,0.00000,0.00000,0.20205,0.00741,0.37787
  8,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00326,0.00741,0.37787
  9,0.18500,0.01000,0.76500,0.03500,0.00500,0.18360,0.00595,0.30590
 10,0.19500,0.01000,0.77500,0.02000,0.00000,0.18338,0.00562,0.30209
 11,0.22000,0.00000,0.78000,0.00000,0.00000,0.18864,0.00538,0.30594
 12,0.22000,0.00000,0.78000,0.00000,0.00000,0.18849,0.00532,0.31027
 12,0.22000,0.00000,0.78000,0.00000,0.00000,0.18849,0.00532,0.31027
 13,0.22000,0.00000,0.78000,0.00000,0.00000,0.18824,0.00487,0.30803
 13,0.05500,0.06000,0.41500,0.37500,0.09500,0.11974,0.00487,0.30803
 14,0.22000,0.00000,0.78000,0.00000,0.00000,0.18947,0.00589,0.33007
 14,0.00000,0.62500,0.03000,0.34500,0.00000,0.12010,0.00589,0.33007
 15,0.22000,0.00000,0.78000,0.00000,0.00000,0.18899,0.00546,0.31881
 15,0.00000,0.58500,0.02500,0.39000,0.00000,0.12608,0.00546,0.31881
 15,0.22000,0.00000,0.78000,0.00000,0.00000,0.18899,0.00546,0.31881
 16,0.22000,0.00000,0.78000,0.00000,0.00000,0.18909,0.00520,0.32135
 16,0.00000,0.58000,0.02500,0.39500,0.00000,0.12629,0.00520,0.32135
 16,0.22000,0.00000,0.78000,0.00000,0.00000,0.18909,0.00520,0.32135
 17,0.22000,0.00000,0.78000,0.00000,0.00000,0.19003,0.00569,0.34279
 17,0.00000,0.51500,0.00000,0.48000,0.00500,0.14797,0.00569,0.34279
 18,0.22000,0.00000,0.78000,0.00000,0.00000,0.18879,0.00546,0.31583
 18,0.00000,0.51500,0.00000,0.48500,0.00000,0.14848,0.00546,0.31583
 18,0.22000,0.00000,0.78000,0.00000,0.00000,0.18879,0.00546,0.31583
 19,0.22000,0.00000,0.78000,0.00000,0.00000,0.18848,0.00504,0.31041
 19,0.00000,0.51500,0.00000,0.48500,0.00000,0.14855,0.00504,0.31041
 19,0.22000,0.00000,0.78000,0.00000,0.00000,0.18848,0.00504,0.31041
 20,0.22000,0.00000,0.78000,0.00000,0.00000,0.18830,0.00481,0.30922
 20,0.22000,0.00000,0.78000,0.00000,0.00000,0.18830,0.00481,0.30922
 20,0.00000,0.51500,0.00000,0.48500,0.00000,0.14848,0.00481,0.30922
 20,0.22000,0.00000,0.78000,0.00000,0.00000,0.18830,0.00481,0.30922
 21,0.58000,0.00000,0.00500,0.01000,0.40500,0.03832,0.00533,0.31991
 21,0.23000,0.00000,0.77000,0.00000,0.00000,0.19792,0.00533,0.31991
 21,0.00000,0.51000,0.00000,0.49000,0.00000,0.14816,0.00533,0.31991
 21,0.23000,0.00000,0.77000,0.00000,0.00000,0.19792,0.00533,0.31991
 22,0.57000,0.00500,0.01000,0.01500,0.40000,0.03836,0.00496,0.31513
 22,0.23000,0.00000,0.77000,0.00000,0.00000,0.19786,0.00496,0.31513
 22,0.00000,0.51500,0.00000,0.48500,0.00000,0.14823,0.00496,0.31513
 22,0.23000,0.00000,0.77000,0.00000,0.00000,0.19786,0.00496,0.31513
 23,0.58500,0.00000,0.00000,0.01000,0.40500,0.03833,0.00494,0.31975
 23,0.23000,0.00000,0.77000,0.00000,0.00000,0.19789,0.00494,0.31975
 23,0.00000,0.51000,0.00000,0.49000,0.00000,0.14780,0.00494,0.31975
 23,0.23000,0.00000,0.77000,0.00000,0.00000,0.19789,0.00494,0.31975
 24,0.23000,0.00000,0.77000,0.00000,0.00000,0.19786,0.00500,0.32393
 24,0.00000,0.51000,0.00000,0.49000,0.00000,0.14784,0.00500,0.32393
 24,0.23000,0.00000,0.77000,0.00000,0.00000,0.19786,0.00500,0.32393
 25,0.23000,0.00000,0.77000,0.00000,0.00000,0.19778,0.00503,0.32737
 25,0.00000,0.51000,0.00000,0.49000,0.00000,0.14768,0.00503,0.32737
 26,0.23000,0.00000,0.77000,0.00000,0.00000,0.19772,0.00487,0.32890
 26,0.00000,0.51000,0.00000,0.49000,0.00000,0.14763,0.00487,0.32890
 27,0.23000,0.00000,0.77000,0.00000,0.00000,0.19768,0.00474,0.33115
 27,0.00000,0.51000,0.00000,0.49000,0.00000,0.14756,0.00474,0.33115
 28,0.23000,0.00000,0.77000,0.00000,0.00000,0.19763,0.00463,0.33239
 28,0.00000,0.51000,0.00000,0.49000,0.00000,0.14750,0.00463,0.33239
 29,0.23000,0.00000,0.77000,0.00000,0.00000,0.19756,0.00450,0.33413
 29,0.00000,0.51000,0.00000,0.49000,0.00000,0.14746,0.00450,0.33413
 30,0.23000,0.00000,0.77000,0.00000,0.00000,0.19751,0.00439,0.33586
 30,0.00000,0.51000,0.00000,0.49000,0.00000,0.14742,0.00439,0.33586
 31,0.23000,0.00000,0.77000,0.00000,0.00000,0.19762,0.00450,0.33702
 31,0.00000,0.50500,0.00000,0.49500,0.00000,0.14699,0.00450,0.33702
 31,0.03500,0.00000,0.45000,0.25000,0.26500,0.13593,0.00450,0.33702
 32,0.23000,0.00000,0.77000,0.00000,0.00000,0.19772,0.00445,0.32422
 32,0.00000,0.51000,0.00000,0.49000,0.00000,0.14731,0.00445,0.32422
 32,0.02000,0.07500,0.46500,0.20000,0.24000,0.13775,0.00445,0.32422
 33,0.23000,0.00000,0.77000,0.00000,0.00000,0.19766,0.00429,0.32319
 33,0.00000,0.51000,0.00000,0.49000,0.00000,0.14722,0.00429,0.32319
