     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.20619,0.12820,0.40786,0.11081,0.14695,0.1241591
0.23003,0.19352,0.34247,0.19952,0.03446,0.1074486
0.00386,0.00049,0.11979,0.00336,0.87250,0.0013098
0.23764,0.03112,0.67227,0.00401,0.05496,0.1370178
0.00009,0.18926,0.70417,0.00063,0.10585,0.1461232
0.00301,0.00387,0.71364,0.16621,0.11327,0.1230076
0.05178,0.31218,0.63114,0.00149,0.00341,0.1283142
0.90648,0.00214,0.08218,0.00161,0.00759,0.0178960
0.04128,0.09973,0.65961,0.00217,0.19721,0.1532174
0.00115,0.02868,0.70023,0.00355,0.26638,0.1505137
0.00050,0.13114,0.62137,0.00379,0.24320,0.1599528
0.00151,0.17344,0.56881,0.00044,0.25578,0.1523109
0.00027,0.78190,0.00000,0.00088,0.21694,0.0000001
0.00106,0.00406,0.00044,0.99112,0.00332,0.0413598
0.00302,0.11810,0.62335,0.00355,0.25198,0.1562832
0.00079,0.12084,0.62585,0.00323,0.24929,0.1624368
0.00133,0.11682,0.62109,0.00189,0.25888,0.1576521
0.00365,0.11921,0.62154,0.00026,0.25534,0.1585972
0.00217,0.11475,0.61848,0.00303,0.26156,0.1569141
0.00332,0.11554,0.62097,0.00140,0.25877,0.1637591
0.00200,0.10648,0.61106,0.00288,0.27758,0.1523176
0.00162,0.00250,0.23873,0.43305,0.32411,0.0816161
0.00034,0.13094,0.62055,0.00170,0.24648,0.1612882
0.00014,0.13149,0.61879,0.00308,0.24651,0.1607212
0.00010,0.43154,0.00299,0.56384,0.00152,0.1459867
0.00389,0.32672,0.24028,0.42454,0.00457,0.0909972
0.20640,0.25996,0.00364,0.52776,0.00224,0.0668887
0.36552,0.15554,0.47438,0.00299,0.00157,0.1175740
0.00328,0.39173,0.00166,0.41754,0.18578,0.0641054
0.00420,0.11639,0.60771,0.05912,0.21258,0.1570848
0.29865,0.00076,0.50159,0.19728,0.00172,0.1263637
0.00388,0.02625,0.57276,0.09020,0.30691,0.1582068
0.00061,0.08826,0.60210,0.05269,0.25633,0.1517423
0.05878,0.06710,0.60626,0.00250,0.26536,0.1478530
0.00103,0.00352,0.56415,0.13648,0.29481,0.1490503
0.54119,0.00498,0.00269,0.00373,0.44741,0.0352635
0.16203,0.13915,0.61980,0.07623,0.00279,0.1384443
0.00360,0.13057,0.63316,0.00066,0.23200,0.1510082
0.00035,0.10414,0.61681,0.00340,0.27529,0.1586614
0.00093,0.09534,0.61031,0.00325,0.29017,0.1572386
0.45787,0.53740,0.00291,0.00098,0.00084,0.0064504
0.00489,0.08754,0.60388,0.00054,0.30314,0.1547765
0.00141,0.11096,0.61735,0.02363,0.24664,0.1551782
