  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,1.00000,0.00000,0.00000,0.07564,0.00496,4.80141
  3,0.39000,0.05000,0.45500,0.10500,0.00000,0.07806,0.00251,0.83004
  4,0.28000,0.07500,0.47000,0.14000,0.03500,0.07673,0.00179,0.75391
  5,0.31500,0.03000,0.41500,0.16500,0.07500,0.07526,0.00141,0.72803
  6,0.34000,0.20500,0.31000,0.00000,0.14500,0.08039,0.00139,0.60541
  7,0.33000,0.14500,0.34000,0.00000,0.18500,0.07716,0.00129,0.61828
  8,0.09500,0.27500,0.31500,0.00000,0.31500,0.09194,0.00168,0.60652
  9,0.04500,0.28000,0.38000,0.00500,0.29000,0.09428,0.00155,0.50774
 10,0.00000,0.67000,0.17500,0.00000,0.15500,0.14658,0.00358,0.53057
 11,0.00000,0.54500,0.26500,0.00000,0.19000,0.13762,0.00256,0.42681
 12,0.43500,0.00000,0.45000,0.04500,0.07000,0.07808,0.00305,0.42893
 12,0.00000,0.55500,0.11500,0.00000,0.33000,0.15051,0.00305,0.42893
 13,0.44500,0.00000,0.46500,0.02500,0.06500,0.07887,0.00299,0.43850
 13,0.00000,0.55000,0.09500,0.03000,0.32500,0.15095,0.00299,0.43850
 14,0.47500,0.00000,0.47000,0.01500,0.04000,0.08099,0.00336,0.46912
 14,0.00000,0.54500,0.06500,0.01500,0.37500,0.15179,0.00336,0.46912
 15,0.46500,0.00000,0.46500,0.03000,0.04000,0.08080,0.00313,0.46541
 15,0.00000,0.55000,0.06000,0.01500,0.37500,0.15190,0.00313,0.46541
 16,0.47000,0.00000,0.47000,0.02000,0.04000,0.08121,0.00306,0.47270
 16,0.00000,0.55000,0.06500,0.01000,0.37500,0.15173,0.00306,0.47270
 17,0.47500,0.00000,0.47500,0.01500,0.03500,0.08139,0.00306,0.48040
 17,0.00000,0.55000,0.06500,0.01000,0.37500,0.15178,0.00306,0.48040
 18,0.47000,0.00000,0.47000,0.01500,0.04500,0.08113,0.00280,0.47388
 18,0.00000,0.55000,0.06500,0.01000,0.37500,0.15181,0.00280,0.47388
 19,0.35500,0.00000,0.49500,0.05000,0.10000,0.07904,0.00279,0.38143
 19,0.12000,0.55500,0.00000,0.00000,0.32500,0.16441,0.00279,0.38143
 20,0.34500,0.00000,0.50500,0.04500,0.10500,0.07925,0.00281,0.38912
 20,0.12500,0.56500,0.00000,0.00000,0.31000,0.16460,0.00281,0.38912
 21,0.35000,0.00000,0.50500,0.04500,0.10000,0.07950,0.00277,0.39172
 21,0.12500,0.56500,0.00000,0.00000,0.31000,0.16465,0.00277,0.39172
 22,0.36000,0.00000,0.50500,0.04000,0.09500,0.08002,0.00280,0.39874
 22,0.12500,0.56500,0.00000,0.00000,0.31000,0.16405,0.00280,0.39874
 23,0.22000,0.00000,0.58500,0.02500,0.17000,0.08484,0.00282,0.40302
 23,0.12500,0.56500,0.00000,0.00000,0.31000,0.16394,0.00282,0.40302
 24,0.26000,0.00000,0.60000,0.00000,0.14000,0.08849,0.00287,0.40521
