     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.07462,0.19514,0.31625,0.34306,0.07093,0.1059296
0.07458,0.29672,0.19897,0.05222,0.37751,0.0386708
0.00228,0.02887,0.33161,0.63266,0.00459,0.0858803
0.07621,0.06743,0.58273,0.27015,0.00347,0.1214021
0.35282,0.00400,0.43331,0.20973,0.00015,0.1154414
0.16648,0.19032,0.58742,0.05194,0.00385,0.1367480
0.00241,0.38956,0.60145,0.00446,0.00212,0.1101815
0.22410,0.05098,0.72288,0.00036,0.00168,0.1611593
0.00077,0.61685,0.00482,0.37734,0.00022,0.1348273
0.48221,0.51156,0.00277,0.00027,0.00320,0.0070427
0.19547,0.00361,0.79835,0.00232,0.00025,0.2028827
0.35390,0.08073,0.00196,0.56300,0.00041,0.0378967
0.00188,0.73875,0.17849,0.08010,0.00078,0.0306371
0.04210,0.00296,0.94880,0.00338,0.00276,0.1261009
0.14058,0.00246,0.78226,0.07218,0.00252,0.1649086
0.16010,0.34136,0.37220,0.12368,0.00266,0.1056575
0.01749,0.19086,0.51343,0.09595,0.18227,0.1427548
0.17007,0.00247,0.41479,0.21169,0.20098,0.1244571
0.00038,0.42841,0.00054,0.56998,0.00069,0.1468665
0.00144,0.42763,0.00204,0.40303,0.16585,0.0626445
0.45870,0.02277,0.19019,0.13645,0.19189,0.0634015
0.14449,0.00132,0.77812,0.00080,0.07526,0.1448637
0.00204,0.00131,0.40715,0.08709,0.50241,0.0872942
0.00226,0.00371,0.29148,0.37512,0.32743,0.0926998
0.00078,0.00400,0.05597,0.21210,0.72716,0.0083579
0.00423,0.19738,0.00291,0.79231,0.00317,0.1001315
0.18142,0.42807,0.00198,0.38449,0.00405,0.0648116
0.00145,0.00214,0.00144,0.70544,0.28952,0.0393849
0.24566,0.00491,0.32421,0.42040,0.00482,0.1021153
0.86209,0.00053,0.13278,0.00443,0.00018,0.0123600
0.41835,0.00167,0.00057,0.00136,0.57804,0.0146143
0.20901,0.19052,0.39413,0.00364,0.20270,0.1128187
0.26128,0.00181,0.00174,0.36240,0.37277,0.0220542
0.00030,0.37411,0.42844,0.00475,0.19240,0.0964589
0.00165,0.28245,0.51024,0.20247,0.00318,0.1073067
0.47554,0.21530,0.30470,0.00321,0.00125,0.0929952
0.66679,0.00199,0.00343,0.32549,0.00230,0.0143251
0.35486,0.17015,0.24878,0.22293,0.00329,0.0868285
0.00315,0.00272,0.49546,0.30493,0.19375,0.1431092
0.59474,0.18970,0.00091,0.00075,0.21390,0.0242893
0.00357,0.70321,0.00397,0.00294,0.28630,0.0000021
0.31308,0.35803,0.00301,0.00495,0.32093,0.0038135
0.00459,0.00348,0.00219,0.00274,0.98700,0.0000000
0.00087,0.00145,0.00253,0.99322,0.00192,0.0403408
0.00297,0.42680,0.13895,0.42816,0.00312,0.0958205
0.00257,0.13161,0.39250,0.20024,0.27309,0.1129516
0.22129,0.00093,0.27177,0.00163,0.50439,0.0612665
0.00390,0.00218,0.60902,0.00126,0.38364,0.1447149
0.00347,0.14518,0.50012,0.00500,0.34623,0.1327125
0.00428,0.22599,0.15057,0.61545,0.00371,0.0984533
0.20180,0.00297,0.00166,0.79314,0.00043,0.0470289
0.54843,0.00465,0.44297,0.00260,0.00136,0.0560059
0.00396,0.30992,0.00046,0.00471,0.68095,0.0000001
0.00358,0.00106,0.36553,0.47928,0.15054,0.1192000
0.25173,0.50133,0.24256,0.00190,0.00248,0.0594347
0.00354,0.00013,0.23948,0.00449,0.75235,0.0125247
0.00284,0.00131,0.59297,0.12806,0.27482,0.1526185
0.00431,0.12725,0.00427,0.41375,0.45041,0.0236043
0.00083,0.99093,0.00443,0.00231,0.00150,0.0004126
0.22839,0.76624,0.00123,0.00385,0.00030,0.0015641
0.14520,0.00257,0.53883,0.00291,0.31049,0.1337148
0.15304,0.00438,0.14617,0.54554,0.15087,0.0751653
0.19235,0.00476,0.79932,0.00306,0.00051,0.1992103
0.00192,0.20273,0.78937,0.00377,0.00222,0.1211990
0.72181,0.00410,0.00415,0.00230,0.26764,0.0497810
0.39720,0.00324,0.35378,0.00139,0.24440,0.0888605
