     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.11613,0.07820,0.32375,0.30990,0.17201,0.0381416
0.34387,0.17276,0.29402,0.10804,0.08131,0.0626585
0.44545,0.54758,0.00168,0.00374,0.00156,0.0924679
0.98756,0.00396,0.00491,0.00174,0.00183,0.0004841
0.09810,0.74777,0.14886,0.00070,0.00458,0.0781546
0.20938,0.46732,0.00388,0.00496,0.31446,0.1464702
0.00416,0.36893,0.00061,0.00261,0.62369,0.1125868
0.32203,0.22682,0.00019,0.00094,0.45003,0.0450850
0.02250,0.58667,0.00470,0.01036,0.37576,0.1551109
0.04598,0.49530,0.00300,0.17796,0.27775,0.1489478
0.01257,0.47573,0.17486,0.00475,0.33209,0.1476061
0.21391,0.43694,0.00126,0.34388,0.00401,0.0970907
0.00090,0.30179,0.69447,0.00144,0.00140,0.0577552
0.11559,0.57324,0.00361,0.04431,0.26326,0.1636517
0.00297,0.45624,0.29573,0.24344,0.00161,0.0930081
0.00236,0.00240,0.00253,0.99142,0.00129,0.0000251
0.00295,0.00276,0.51180,0.00329,0.47920,0.0435933
0.00161,0.00034,0.00201,0.00262,0.99343,0.0000000
0.15066,0.51497,0.11849,0.00151,0.21437,0.1472212
0.00110,0.00217,0.00071,0.45450,0.54153,0.0001329
0.00143,0.64374,0.00391,0.17110,0.17983,0.1257338
0.53197,0.00180,0.00414,0.45884,0.00325,0.0006869
0.00167,0.51706,0.00448,0.08363,0.39316,0.1440563
0.00078,0.39712,0.00465,0.59465,0.00280,0.0340471
0.13290,0.59240,0.00054,0.00427,0.26989,0.1614833
0.16011,0.53440,0.00230,0.09177,0.21142,0.1530525
0.23020,0.00042,0.76509,0.00078,0.00351,0.1407363
0.00008,0.00494,0.98720,0.00379,0.00400,0.0653559
0.12450,0.00471,0.68381,0.18658,0.00040,0.0747055
0.00199,0.36842,0.16054,0.13773,0.33132,0.1328774
0.40248,0.00075,0.59067,0.00326,0.00284,0.1667392
0.31114,0.00297,0.57919,0.00453,0.10217,0.1250149
0.52920,0.00166,0.46327,0.00483,0.00104,0.1532733
0.71507,0.00441,0.00101,0.00384,0.27567,0.0000007
0.00465,0.54652,0.27650,0.00346,0.16887,0.1324054
0.35051,0.07911,0.56449,0.00492,0.00098,0.1120709
0.00431,0.00095,0.33195,0.65857,0.00422,0.0200840
0.70518,0.28921,0.00288,0.00090,0.00183,0.0239394
0.42228,0.00226,0.46717,0.10802,0.00028,0.1232372
0.00248,0.30406,0.00103,0.42820,0.26423,0.0738271
0.00440,0.32720,0.40242,0.00292,0.26307,0.1088717
0.33590,0.00060,0.00480,0.33262,0.32608,0.0001660
0.19860,0.50087,0.00439,0.10346,0.19268,0.1486242
0.12591,0.62769,0.00307,0.00426,0.23907,0.1582174
0.00361,0.60810,0.08583,0.00235,0.30011,0.1522925
0.09751,0.53987,0.00434,0.00115,0.35713,0.1711624
0.00031,0.00007,0.25427,0.00258,0.74278,0.0056047
0.00404,0.98615,0.00220,0.00378,0.00382,0.0361911
0.00093,0.51195,0.14204,0.12951,0.21558,0.1522055
0.25697,0.00034,0.00202,0.73967,0.00100,0.0000951
0.09746,0.53441,0.00343,0.00020,0.36451,0.1714500
0.49398,0.00273,0.33666,0.00109,0.16555,0.0678042
0.09849,0.51672,0.00226,0.00225,0.38027,0.1636701
0.08797,0.50173,0.06130,0.00040,0.34860,0.1528830
0.00220,0.00478,0.78200,0.00258,0.20845,0.0812110
0.00074,0.23504,0.00193,0.18895,0.57335,0.0661927
0.00423,0.67175,0.00363,0.31704,0.00335,0.0782544
0.25472,0.48065,0.26025,0.00229,0.00208,0.0845962
0.21926,0.65506,0.00169,0.12224,0.00175,0.1242594
0.00415,0.58913,0.00009,0.00399,0.40263,0.1441489
0.09353,0.49510,0.10016,0.10724,0.20397,0.1530458
0.00048,0.00097,0.00177,0.75482,0.24196,0.0001117
0.42905,0.37475,0.00282,0.19139,0.00200,0.0761280
0.10021,0.50813,0.00288,0.05062,0.33815,0.1607062
0.08433,0.51825,0.06963,0.00091,0.32687,0.1566071
0.30007,0.00020,0.27717,0.42180,0.00077,0.0342932
0.09439,0.49720,0.10382,0.13318,0.17141,0.1515918
0.24764,0.00491,0.00467,0.00247,0.74030,0.0001188
0.14383,0.58940,0.00017,0.00254,0.26406,0.1614989
0.09970,0.51119,0.00354,0.06078,0.32480,0.1545220
0.00381,0.44683,0.13113,0.24768,0.17055,0.1355528
0.15505,0.59423,0.00438,0.00497,0.24136,0.1605307
0.66543,0.00089,0.33068,0.00145,0.00155,0.1178399
0.00214,0.49236,0.12327,0.00112,0.38111,0.1509667
0.11041,0.53929,0.00174,0.00191,0.34666,0.1623803
0.00346,0.19717,0.45875,0.33953,0.00110,0.0387857
0.00043,0.60078,0.11323,0.00010,0.28545,0.1541148
0.10322,0.55290,0.07171,0.00262,0.26955,0.1570993
0.09830,0.52656,0.07714,0.00002,0.29798,0.1565180
0.00043,0.00197,0.54496,0.21692,0.23573,0.0398949
0.00300,0.52600,0.13966,0.08718,0.24416,0.1578090
0.12074,0.61462,0.00262,0.00468,0.25736,0.1644667
0.10007,0.53736,0.00165,0.07380,0.28712,0.1553746
0.00409,0.46799,0.12825,0.00358,0.39609,0.1448522
0.19724,0.57258,0.00282,0.00191,0.22546,0.1525828
0.00139,0.45738,0.23840,0.10303,0.19981,0.1463416
0.79292,0.00046,0.00226,0.20398,0.00039,0.0009613
0.08861,0.61888,0.00207,0.00059,0.28985,0.1652878
0.00161,0.52347,0.00128,0.11558,0.35805,0.1465420
0.07813,0.63741,0.00382,0.00380,0.27684,0.1573908
0.41144,0.00101,0.58478,0.00013,0.00264,0.1613553
0.17121,0.63780,0.00437,0.00263,0.18399,0.1505152
0.10424,0.53417,0.00140,0.00353,0.35665,0.1660538
0.09844,0.54078,0.09134,0.00272,0.26673,0.1621512
0.18265,0.48844,0.13255,0.19310,0.00327,0.1108718
