0	[[0.7  0.4  0.2  0.8  0.   1.1  0.   0.3  0.3  0.05]]	[11, 40, 19, 40, 40]	150
0	[[0.9  0.3  0.3  0.6  1.2  2.   0.6  0.2  0.2  0.39]]	[40, 40, 25, 40, 23]	168
0	[[0.3  1.7  1.3  1.9  1.8  0.6  0.2  0.7  0.8  0.09]]	[40, 40, 40, 40, 40]	200
0	[[0.8 0.1 0.  0.5 0.  1.4 0.1 0.2 0.2 0.1]]	[40, 40, 40, 40, 23]	183
0	[[0.9  0.7  0.8  0.8  1.3  0.5  0.8  0.1  0.7  0.38]]	[40, 27, 16, 5, 40]	128
0	[[1.   0.9  1.   0.7  1.3  0.8  0.6  0.6  0.1  0.44]]	[40, 40, 9, 26, 22]	137
0	[[0.5  1.8  1.3  0.7  0.3  1.3  0.2  0.6  0.3  0.21]]	[17, 9, 40, 14, 20]	100
0	[[0.6  1.6  1.2  0.6  0.3  1.1  0.3  0.5  0.3  0.23]]	[29, 40, 40, 13, 22]	144
0	[[0.5  1.9  1.3  0.7  0.3  1.3  0.2  0.6  0.3  0.19]]	[29, 20, 8, 13, 18]	88
0	[[0.5  2.   1.3  0.7  0.3  1.4  0.2  0.6  0.3  0.15]]	[40, 40, 10, 40, 14]	144
0	[[0.9  0.7  0.9  1.   1.   0.6  0.3  0.7  0.3  0.26]]	[40, 27, 40, 40, 9]	156
0	[[0.5 1.9 1.3 0.7 0.3 1.3 0.2 0.6 0.3 0.2]]	[40, 16, 11, 18, 14]	99
0	[[0.5  1.9  1.3  0.7  0.3  1.3  0.2  0.6  0.3  0.17]]	[17, 17, 13, 29, 40]	116
0	[[0.5  1.9  1.3  0.7  0.3  1.3  0.2  0.6  0.3  0.24]]	[26, 22, 9, 30, 40]	127
0	[[0.5  1.8  1.3  0.7  0.3  1.3  0.2  0.6  0.3  0.17]]	[10, 40, 15, 14, 40]	119
0	[[0.8  0.7  0.8  0.8  1.3  0.5  0.9  0.2  0.8  0.35]]	[40, 15, 19, 40, 23]	137
0	[[1.   0.7  0.8  0.8  1.3  0.5  0.7  0.1  0.6  0.43]]	[40, 13, 40, 40, 9]	142
0	[[0.9  0.7  0.8  0.8  1.3  0.5  0.8  0.1  0.7  0.12]]	[40, 40, 24, 25, 40]	169
0	[[0.5  1.7  1.3  0.7  0.3  1.2  0.2  0.6  0.3  0.23]]	[27, 17, 11, 26, 11]	92
0	[[0.5  1.8  1.3  0.7  0.3  1.2  0.2  0.6  0.3  0.23]]	[40, 19, 12, 10, 13]	94
0	[[0.5  1.8  1.3  0.7  0.3  1.2  0.2  0.6  0.3  0.24]]	[18, 23, 40, 23, 40]	144
0	[[0.3  1.9  1.7  0.6  0.   1.3  0.   0.8  0.2  0.36]]	[18, 8, 19, 40, 15]	100
0	[[0.2 2.  2.  0.4 0.  1.3 0.  0.9 0.1 0.5]]	[19, 40, 7, 40, 6]	112
0	[[0.4  2.   1.8  0.5  0.   1.4  0.   0.9  0.2  0.46]]	[13, 16, 20, 8, 25]	82
0	[[0.7 2.  2.  0.3 0.  1.6 0.  0.9 0.2 0.5]]	[22, 27, 29, 40, 40]	158
0	[[0.1 2.  1.6 0.7 0.  1.1 0.  0.9 0.2 0.4]]	[20, 16, 9, 40, 10]	95
0	[[0.1  2.   1.5  0.8  0.   1.1  0.   0.9  0.1  0.43]]	[40, 40, 17, 15, 9]	121
0	[[0.1  2.   1.6  0.6  0.   1.1  0.   0.8  0.3  0.29]]	[40, 40, 22, 40, 8]	150
0	[[0.2 2.  1.6 0.8 0.  1.4 0.2 0.8 0.1 0.5]]	[10, 40, 10, 28, 15]	103
0	[[0.1 2.  1.6 0.9 0.  1.5 0.3 0.9 0.1 0.5]]	[40, 40, 30, 16, 20]	146
0	[[0.4  2.   1.5  0.6  0.   1.1  0.   0.7  0.1  0.39]]	[9, 12, 40, 20, 11]	92
0	[[0.5 2.  1.5 0.5 0.  0.9 0.  0.6 0.1 0.5]]	[28, 9, 21, 9, 5]	72
0	[[0.6 2.  1.5 0.3 0.  0.6 0.  0.5 0.1 0.5]]	[12, 8, 11, 5, 12]	48
0	[[0.7 2.  1.5 0.1 0.  0.1 0.  0.3 0.1 0.5]]	[10, 24, 15, 7, 18]	74
0	[[0.8 2.  1.5 0.1 0.  0.2 0.  0.3 0.1 0.5]]	[30, 12, 12, 14, 40]	108
0	[[0.6 2.  1.5 0.2 0.  0.4 0.  0.4 0.1 0.5]]	[6, 40, 12, 10, 7]	75
0	[[0.5 2.  1.5 0.2 0.  0.4 0.  0.4 0.1 0.5]]	[9, 7, 19, 11, 16]	62
0	[[0.4 2.  1.5 0.2 0.  0.3 0.  0.4 0.1 0.5]]	[7, 24, 16, 15, 6]	68
0	[[0.3 2.  1.5 0.1 0.  0.3 0.  0.4 0.1 0.5]]	[26, 24, 8, 17, 13]	88
0	[[0.5 2.  1.5 0.3 0.  0.4 0.  0.4 0.1 0.5]]	[14, 5, 40, 23, 10]	92
0	[[0.5 2.  1.4 0.1 0.  0.3 0.  0.4 0.1 0.5]]	[7, 18, 6, 3, 19]	53
0	[[0.4 2.  1.2 0.  0.  0.1 0.  0.5 0.1 0.5]]	[12, 16, 12, 10, 5]	55
0	[[0.4 2.  0.9 0.  0.  0.  0.  0.7 0.1 0.5]]	[14, 5, 7, 10, 17]	53
0	[[0.4 2.  0.7 0.  0.  0.  0.  0.8 0.1 0.5]]	[12, 14, 12, 18, 12]	68
0	[[0.3 2.  0.8 0.  0.  0.  0.  0.6 0.1 0.5]]	[10, 15, 8, 7, 10]	50
0	[[0.1 2.  0.6 0.  0.  0.  0.  0.5 0.1 0.5]]	[40, 40, 40, 40, 40]	200
0	[[0.8 2.  1.4 0.  0.  0.  0.  0.9 0.1 0.5]]	[29, 20, 14, 26, 11]	100
0	[[0.7 2.  1.5 0.  0.  0.1 0.  0.6 0.1 0.5]]	[9, 26, 27, 13, 9]	84
0	[[0.6 2.  1.5 0.  0.  0.2 0.  0.6 0.1 0.5]]	[14, 24, 11, 8, 13]	70
0	[[0.9  2.   2.   0.3  0.1  0.1  0.3  0.2  0.7  0.01]]	[40, 40, 7, 21, 18]	126
0	[[0.6 2.  1.3 0.  0.  0.3 0.  0.7 0.1 0.5]]	[15, 9, 13, 40, 7]	84
0	[[0.6 2.  1.4 0.  0.  0.3 0.  0.7 0.1 0.5]]	[13, 6, 6, 8, 40]	73
0	[[1.   1.3  1.9  0.1  0.1  0.3  2.   0.4  0.3  0.33]]	[40, 19, 19, 40, 23]	141
0	[[0.6  1.9  1.6  0.3  0.5  0.1  0.1  0.2  0.3  0.04]]	[18, 5, 7, 40, 5]	75
0	[[0.6 2.  1.4 0.  0.  0.2 0.  0.6 0.1 0.5]]	[10, 8, 11, 14, 10]	53
