     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.04180,0.28001,0.04384,0.34006,0.29429,0.0371884
0.11470,0.21680,0.01050,0.10106,0.55693,0.0039639
0.00676,0.16519,0.16262,0.41914,0.24629,0.0682212
0.00286,0.01124,0.31432,0.56684,0.10474,0.1030206
0.00077,0.00434,0.79020,0.20280,0.00188,0.0807342
0.33772,0.00263,0.18927,0.46933,0.00105,0.0755060
0.00498,0.00428,0.00056,0.98575,0.00443,0.0437802
0.00041,0.00185,0.48378,0.51262,0.00134,0.0872340
0.23918,0.00325,0.60644,0.00484,0.14629,0.1239623
0.40305,0.00307,0.58804,0.00402,0.00183,0.1113293
0.17155,0.25849,0.55991,0.00009,0.00996,0.1297409
0.31190,0.21693,0.39583,0.00064,0.07471,0.1142209
0.00351,0.56058,0.43171,0.00260,0.00161,0.0762707
0.00294,0.18652,0.61949,0.00147,0.18958,0.1492129
0.00064,0.00247,0.61978,0.00062,0.37649,0.1469532
0.98679,0.00436,0.00450,0.00095,0.00340,0.0164326
0.00295,0.15001,0.52959,0.00030,0.31715,0.1404938
0.00128,0.00135,0.55483,0.15228,0.29026,0.1450989
0.00018,0.04598,0.69268,0.00111,0.26005,0.1588199
0.41327,0.58153,0.00190,0.00271,0.00059,0.0048510
0.60456,0.00143,0.00362,0.00272,0.38767,0.0454349
0.00481,0.29782,0.41376,0.28341,0.00021,0.0963861
0.00317,0.36786,0.00088,0.62370,0.00439,0.1365813
0.66416,0.00134,0.32994,0.00253,0.00202,0.0318631
0.00030,0.59496,0.00117,0.40229,0.00128,0.1422648
0.15376,0.39433,0.00412,0.44663,0.00116,0.0790957
0.26629,0.00036,0.49222,0.23662,0.00451,0.1275227
0.00470,0.94210,0.00250,0.05023,0.00048,0.0160667
0.22051,0.00361,0.33831,0.18657,0.25101,0.1036629
0.00151,0.64754,0.00237,0.00022,0.34836,0.0000001
0.00045,0.00173,0.99073,0.00340,0.00369,0.0641273
0.00239,0.00423,0.00313,0.00163,0.98861,0.0000004
0.00421,0.07239,0.63347,0.06621,0.22372,0.1549608
0.00041,0.00076,0.00244,0.68642,0.30996,0.0412245
0.68291,0.00020,0.00385,0.31188,0.00116,0.0147230
0.08941,0.10363,0.55145,0.09230,0.16322,0.1453822
0.07211,0.33843,0.39642,0.00176,0.19128,0.1060559
0.00174,0.00142,0.35600,0.00164,0.63921,0.0463767
0.71572,0.28160,0.00059,0.00200,0.00009,0.0274656
0.00249,0.43756,0.10076,0.45888,0.00031,0.1050491
0.32836,0.00207,0.00475,0.36098,0.30383,0.0238080
0.40451,0.29145,0.00002,0.00445,0.29957,0.0061112
0.26880,0.16497,0.40122,0.16195,0.00306,0.1117479
0.24313,0.00159,0.00086,0.75371,0.00072,0.0385728
0.00098,0.00198,0.51524,0.29187,0.18994,0.1438433
0.00015,0.00274,0.30974,0.30854,0.37883,0.0928564
0.11821,0.00247,0.43919,0.31863,0.12149,0.1294466
0.00490,0.26871,0.72085,0.00308,0.00246,0.1281051
0.00436,0.00192,0.72924,0.00481,0.25967,0.1528918
0.32255,0.00265,0.00497,0.00207,0.66776,0.0065688
0.00009,0.11480,0.60554,0.08850,0.19109,0.1500967
0.00237,0.10043,0.67799,0.00132,0.21789,0.1560867
0.00185,0.00459,0.00431,0.30433,0.68492,0.0095569
0.06586,0.07927,0.62000,0.00041,0.23447,0.1585356
0.18239,0.08611,0.72899,0.00241,0.00010,0.1566863
0.08848,0.09646,0.70186,0.00261,0.11059,0.1438352
0.06396,0.00460,0.65220,0.00304,0.27620,0.1477788
0.00073,0.12859,0.47740,0.17160,0.22168,0.1361260
0.00018,0.70851,0.00460,0.28400,0.00272,0.1063806
0.33382,0.00065,0.29174,0.00414,0.36965,0.0828495
0.17396,0.10144,0.63914,0.08240,0.00306,0.1420994
0.00500,0.00458,0.65986,0.08767,0.24288,0.1509691
0.24469,0.46620,0.28434,0.00283,0.00194,0.0793595
0.00290,0.60427,0.20168,0.18763,0.00353,0.0608534
0.21701,0.00293,0.77573,0.00062,0.00371,0.1954991
0.50435,0.00195,0.18727,0.14678,0.15966,0.0639132
0.47026,0.26936,0.00428,0.25250,0.00360,0.0279996
0.19627,0.18929,0.26690,0.00013,0.34741,0.0759737
0.49696,0.27333,0.22349,0.00283,0.00339,0.0768452
0.00185,0.14055,0.11564,0.73765,0.00432,0.0832564
0.00064,0.52970,0.00246,0.33570,0.13150,0.0632538
0.19935,0.00097,0.79321,0.00237,0.00410,0.1964416
0.19444,0.79361,0.00440,0.00482,0.00273,0.0018638
0.00051,0.35339,0.00473,0.00052,0.64085,0.0000000
0.00447,0.22278,0.00120,0.62478,0.14677,0.0765751
0.23085,0.26985,0.19558,0.17482,0.12890,0.0716884
0.12478,0.11686,0.29780,0.45969,0.00087,0.1029498
0.13135,0.00223,0.43795,0.00113,0.42735,0.1168900
0.35531,0.12752,0.00255,0.51415,0.00048,0.0374639
0.00227,0.39394,0.20712,0.00280,0.39387,0.0182400
0.22051,0.53962,0.00409,0.00099,0.23479,0.0012857
0.18552,0.00064,0.15376,0.15867,0.50140,0.0408099
0.79744,0.00322,0.00249,0.00205,0.19481,0.0675055
0.00469,0.00033,0.00240,0.50136,0.49123,0.0242444
0.15182,0.00353,0.12761,0.54040,0.17664,0.0693445
0.58609,0.10947,0.13554,0.00147,0.16742,0.0582976
0.00156,0.14347,0.58524,0.26678,0.00295,0.1014971
0.00262,0.36647,0.54746,0.08182,0.00164,0.1048091
0.00307,0.13588,0.08369,0.00467,0.77269,0.0006376
0.48512,0.00158,0.28881,0.22442,0.00007,0.0809313
0.17934,0.59059,0.00310,0.22595,0.00102,0.0458697
0.00219,0.20045,0.00228,0.26397,0.53111,0.0090181
0.19048,0.00451,0.80229,0.00018,0.00254,0.1999068
0.19721,0.00085,0.80091,0.00031,0.00072,0.2077044
0.84137,0.00333,0.14921,0.00463,0.00146,0.0169256
0.29719,0.20229,0.00109,0.28740,0.21202,0.0283694
0.18336,0.00022,0.76205,0.04942,0.00494,0.1724647
0.00357,0.80077,0.18841,0.00489,0.00236,0.0134241
0.62330,0.00084,0.00261,0.16477,0.20848,0.0294542
0.00042,0.11760,0.34394,0.10308,0.43497,0.0767881
0.00347,0.16970,0.30925,0.51735,0.00024,0.0920306
0.17082,0.00350,0.82227,0.00086,0.00255,0.2032056
0.00083,0.34373,0.31235,0.17324,0.16985,0.0793901
0.00015,0.63736,0.19504,0.00499,0.16246,0.0169777
0.32892,0.16089,0.20287,0.30714,0.00019,0.0796732
0.33810,0.00034,0.00347,0.16578,0.49230,0.0159650
0.00336,0.00431,0.20876,0.78112,0.00245,0.0696465
0.07782,0.17024,0.00419,0.74575,0.00200,0.0853024
0.45558,0.00082,0.37415,0.00328,0.16619,0.0852897
0.00131,0.46564,0.00302,0.14941,0.38061,0.0032985
0.85363,0.00344,0.00075,0.14189,0.00029,0.0194665
0.16345,0.00342,0.38566,0.44725,0.00022,0.1135753
0.11285,0.00191,0.08949,0.00241,0.79335,0.0037240
0.14402,0.34152,0.36845,0.14148,0.00452,0.1059202
0.41163,0.14691,0.43752,0.00203,0.00191,0.1136164
0.27277,0.00159,0.28589,0.32957,0.11018,0.0967576
0.16551,0.00134,0.82871,0.00395,0.00049,0.2036399
0.00081,0.84572,0.00016,0.00372,0.14958,0.0000758
0.14530,0.00080,0.00104,0.36465,0.48821,0.0195576
0.16366,0.00128,0.83237,0.00002,0.00267,0.2042017
0.53767,0.35014,0.00282,0.00110,0.10827,0.0156562
0.15647,0.00258,0.83735,0.00159,0.00201,0.2063975
0.00475,0.00011,0.48685,0.11053,0.39776,0.1260531
0.16890,0.00333,0.00012,0.66885,0.15879,0.0441561
0.00132,0.00049,0.38754,0.40064,0.21001,0.1226770
0.13097,0.00111,0.64602,0.21943,0.00247,0.1321481
0.17370,0.11745,0.47126,0.00160,0.23600,0.1340857
0.07470,0.12817,0.37850,0.29471,0.12391,0.1196440
0.12918,0.00020,0.81255,0.00421,0.05386,0.1533216
0.62696,0.12662,0.10955,0.13241,0.00445,0.0473085
0.14218,0.00194,0.19586,0.65920,0.00081,0.0799228
0.32185,0.14229,0.00399,0.00154,0.53033,0.0063945
0.32367,0.39610,0.14641,0.13382,0.00000,0.0557833
0.00021,0.00159,0.15821,0.13317,0.70682,0.0126795
0.00015,0.32344,0.55894,0.00398,0.11348,0.1311486
0.29386,0.34809,0.20241,0.00029,0.15535,0.0614333
0.63436,0.00285,0.15526,0.00112,0.20642,0.0605888
0.08803,0.36060,0.54601,0.00399,0.00138,0.1214263
0.44600,0.00051,0.00318,0.54980,0.00051,0.0235847
0.11097,0.00386,0.60062,0.13661,0.14794,0.1431369
0.00049,0.49170,0.00368,0.50333,0.00080,0.1470189
0.33057,0.10169,0.34732,0.09822,0.12221,0.1047729
0.11143,0.00497,0.58967,0.00315,0.29078,0.1408234
0.20993,0.00369,0.21370,0.00448,0.56820,0.0478296
0.00115,0.00313,0.00299,0.86246,0.13027,0.0515347
0.19804,0.00111,0.80012,0.00047,0.00026,0.2050544
0.00071,0.13945,0.85297,0.00327,0.00359,0.1168607
0.00475,0.00176,0.15834,0.60135,0.23380,0.0724627
0.00495,0.00065,0.83698,0.00386,0.15357,0.1200965
0.09937,0.23561,0.09678,0.56519,0.00305,0.0853611
