  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.03000,0.42500,0.31000,0.23500,0.00000,0.09132,0.00461,0.45512
  3,0.00000,0.44000,0.32000,0.24000,0.00000,0.09472,0.00373,0.55216
  4,0.00000,0.27000,0.42500,0.30500,0.00000,0.10175,0.00363,0.62334
  5,0.31500,0.06000,0.58000,0.04500,0.00000,0.11816,0.00445,0.62293
  6,0.23000,0.08000,0.66000,0.03000,0.00000,0.12573,0.00390,0.51777
  7,0.04000,0.52000,0.14500,0.29500,0.00000,0.09025,0.01031,0.51188
  7,0.03000,0.00000,0.97000,0.00000,0.00000,0.22770,0.01031,0.51188
  8,0.71000,0.00500,0.26500,0.01500,0.00500,0.03060,0.00805,0.27466
  8,0.20000,0.01000,0.78000,0.01000,0.00000,0.21213,0.00805,0.27466
  9,0.21000,0.00000,0.79000,0.00000,0.00000,0.21277,0.00795,0.26602
  9,0.21000,0.00000,0.79000,0.00000,0.00000,0.21277,0.00795,0.26602
 10,0.20500,0.00000,0.79500,0.00000,0.00000,0.21172,0.00753,0.25625
 10,0.01000,0.29000,0.42500,0.25500,0.02000,0.11051,0.00753,0.25625
 11,0.20500,0.00000,0.79500,0.00000,0.00000,0.21128,0.00713,0.25366
 11,0.01500,0.29500,0.43500,0.25000,0.00500,0.11013,0.00713,0.25366
 12,0.20500,0.00000,0.79500,0.00000,0.00000,0.21156,0.00700,0.26263
 12,0.00500,0.24500,0.39000,0.35500,0.00500,0.11248,0.00700,0.26263
 13,0.20500,0.00000,0.79500,0.00000,0.00000,0.21125,0.00677,0.26496
 13,0.09500,0.17000,0.35500,0.38000,0.00000,0.11769,0.00677,0.26496
 14,0.20500,0.00000,0.79500,0.00000,0.00000,0.21131,0.00668,0.26761
 14,0.06500,0.08500,0.33500,0.40500,0.11000,0.12752,0.00668,0.26761
 15,0.20500,0.00000,0.79500,0.00000,0.00000,0.21104,0.00635,0.26816
 15,0.06000,0.08000,0.34000,0.41000,0.11000,0.12667,0.00635,0.26816
 16,0.20500,0.00000,0.79500,0.00000,0.00000,0.21094,0.00598,0.26802
 16,0.06000,0.08000,0.34500,0.40500,0.11000,0.12639,0.00598,0.26802
 17,0.20500,0.00000,0.79500,0.00000,0.00000,0.21087,0.00564,0.26837
 17,0.06000,0.07500,0.34000,0.41000,0.11500,0.12570,0.00564,0.26837
 18,0.20500,0.00000,0.79500,0.00000,0.00000,0.21073,0.00527,0.26517
 18,0.06000,0.08000,0.34000,0.40500,0.11500,0.12622,0.00527,0.26517
 19,0.20500,0.00000,0.79500,0.00000,0.00000,0.21051,0.00514,0.26480
 19,0.06500,0.08000,0.34000,0.40000,0.11500,0.12581,0.00514,0.26480
 20,0.20500,0.00000,0.79500,0.00000,0.00000,0.21042,0.00487,0.26436
 20,0.06500,0.08000,0.34000,0.40000,0.11500,0.12584,0.00487,0.26436
 21,0.20500,0.00000,0.79500,0.00000,0.00000,0.21032,0.00462,0.26360
 21,0.07000,0.08000,0.34000,0.40000,0.11000,0.12612,0.00462,0.26360
 22,0.20500,0.00000,0.79500,0.00000,0.00000,0.21024,0.00445,0.26296
 22,0.07000,0.08000,0.34500,0.39500,0.11000,0.12584,0.00445,0.26296
