  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.16000,0.17500,0.26000,0.27500,0.13000,0.09946,0.00584,0.29385
  3,0.13000,0.15500,0.27500,0.33000,0.11000,0.10300,0.00528,0.40618
  4,0.09000,0.16500,0.32500,0.29500,0.12500,0.10516,0.00373,0.37598
  5,0.09000,0.03500,0.61000,0.23000,0.03500,0.13586,0.00550,0.57757
  6,0.03500,0.02000,0.69000,0.25500,0.00000,0.14293,0.00543,0.70703
  7,0.03000,0.00000,0.61000,0.24000,0.12000,0.14192,0.00460,0.65750
  8,0.00000,0.00000,0.58500,0.23500,0.18000,0.14334,0.00460,0.69751
  9,0.09500,0.00000,0.61000,0.08000,0.21500,0.15023,0.00434,0.47107
 10,0.07500,0.01000,0.60000,0.10500,0.21000,0.14776,0.00392,0.46868
 11,0.02500,0.07000,0.60000,0.08000,0.22500,0.15126,0.00363,0.45820
 12,0.02500,0.07000,0.60000,0.08000,0.22500,0.15140,0.00317,0.45007
 13,0.03000,0.06500,0.59500,0.08500,0.22500,0.15156,0.00280,0.44172
 14,0.01000,0.06000,0.62500,0.06000,0.24500,0.15032,0.00299,0.46721
 15,0.00500,0.06000,0.62500,0.06000,0.25000,0.15012,0.00287,0.47510
 16,0.00000,0.04000,0.65000,0.03000,0.28000,0.15251,0.00309,0.48614
 17,0.00000,0.04000,0.65000,0.03000,0.28000,0.15252,0.00280,0.47854
 18,0.00000,0.03500,0.65500,0.03500,0.27500,0.15238,0.00273,0.48187
 19,0.00000,0.03500,0.65500,0.03500,0.27500,0.15214,0.00284,0.49722
 20,0.00000,0.52500,0.00000,0.47500,0.00000,0.14904,0.00441,0.47964
 20,0.00000,0.01000,0.65000,0.05000,0.29000,0.15308,0.00441,0.47964
 21,0.00000,0.47000,0.00000,0.53000,0.00000,0.15196,0.00613,0.48738
 21,0.00000,0.01000,0.64500,0.05500,0.29000,0.15376,0.00613,0.48738
 22,0.00000,0.43000,0.00000,0.57000,0.00000,0.15839,0.00552,0.42379
 22,0.00000,0.04000,0.65000,0.03500,0.27500,0.15354,0.00552,0.42379
 23,0.00000,0.46000,0.00000,0.54000,0.00000,0.15304,0.00526,0.42204
 23,0.00000,0.04500,0.65000,0.03500,0.27000,0.15357,0.00526,0.42204
 24,0.00000,0.46000,0.00000,0.54000,0.00000,0.15280,0.00536,0.42997
