     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.27504,0.30316,0.24517,0.12588,0.05075,0.0809183
0.10104,0.24193,0.13859,0.29551,0.22293,0.0622267
0.99109,0.00089,0.00281,0.00129,0.00392,0.0140073
0.09007,0.39218,0.51457,0.00246,0.00073,0.1156412
0.00490,0.00080,0.99038,0.00348,0.00043,0.0675260
0.00327,0.63233,0.35755,0.00212,0.00473,0.0551422
0.11923,0.23173,0.60852,0.00786,0.03267,0.1420122
0.12491,0.11172,0.56422,0.00097,0.19819,0.1477201
0.26520,0.05058,0.58480,0.00385,0.09556,0.1301517
0.01346,0.13308,0.58780,0.10989,0.15576,0.1436299
0.04400,0.17354,0.58697,0.00156,0.19394,0.1528750
0.00450,0.18117,0.58504,0.00492,0.22439,0.1515297
0.02131,0.17814,0.60031,0.00021,0.20003,0.1585909
0.00485,0.17590,0.62729,0.00024,0.19171,0.1571896
0.00388,0.16578,0.64078,0.00440,0.18516,0.1518264
0.00291,0.20118,0.59830,0.00201,0.19561,0.1521143
0.00494,0.12644,0.61377,0.00196,0.25290,0.1623587
0.00408,0.01492,0.58977,0.00451,0.38672,0.1430803
0.00439,0.11905,0.63768,0.00444,0.23445,0.1593789
0.00104,0.00307,0.00432,0.00162,0.98995,0.0000000
0.00131,0.00022,0.00267,0.99225,0.00355,0.0399881
0.00463,0.10769,0.64948,0.00372,0.23448,0.1584904
0.16829,0.00141,0.39375,0.43338,0.00317,0.1130103
0.46109,0.00296,0.00042,0.53469,0.00083,0.0215352
0.00099,0.10768,0.65005,0.00302,0.23826,0.1601049
0.00324,0.20890,0.35385,0.43037,0.00364,0.0955467
0.00277,0.10049,0.65335,0.00080,0.24258,0.1514236
0.00029,0.12524,0.62555,0.00291,0.24601,0.1571807
0.00365,0.12744,0.62853,0.00130,0.23908,0.1595691
0.00087,0.00098,0.61852,0.13360,0.24603,0.1518440
0.00484,0.10504,0.64539,0.00105,0.24368,0.1618464
0.00330,0.00246,0.46961,0.26508,0.25955,0.1376050
0.00456,0.10494,0.64460,0.00103,0.24487,0.1614476
0.00102,0.10037,0.65358,0.00114,0.24389,0.1597055
0.00099,0.09927,0.65331,0.00305,0.24337,0.1602615
0.51071,0.00414,0.00359,0.00238,0.47918,0.0291032
0.00075,0.09641,0.65651,0.00212,0.24420,0.1559505
0.00141,0.00224,0.61230,0.38274,0.00131,0.0857312
0.00347,0.09553,0.65444,0.00113,0.24544,0.1570065
0.00411,0.09463,0.65018,0.00299,0.24809,0.1589356
0.00198,0.09520,0.65294,0.00065,0.24923,0.1598937
0.00354,0.09183,0.65339,0.00366,0.24759,0.1603252
0.00374,0.08987,0.65653,0.00313,0.24673,0.1606354
0.00062,0.00013,0.00398,0.61185,0.38342,0.0321164
0.00389,0.09047,0.65776,0.00092,0.24695,0.1601957
0.00287,0.08945,0.65906,0.00137,0.24725,0.1608397
0.00105,0.08514,0.65955,0.00316,0.25110,0.1572070
0.00020,0.08972,0.65782,0.00144,0.25082,0.1586095
0.00174,0.09536,0.65619,0.00033,0.24638,0.1628996
0.00065,0.08659,0.66055,0.00381,0.24839,0.1578948
0.02582,0.08009,0.65220,0.00402,0.23787,0.1554084
0.00379,0.09796,0.65060,0.00231,0.24533,0.1575211
0.00497,0.09291,0.65402,0.00273,0.24537,0.1586640
0.00274,0.09764,0.64814,0.00316,0.24831,0.1589460
0.00059,0.10090,0.64933,0.00185,0.24734,0.1593607
0.00046,0.09724,0.65084,0.00082,0.25064,0.1595658
0.00049,0.09704,0.64910,0.00211,0.25125,0.1577203
0.00166,0.09549,0.65157,0.00188,0.24940,0.1604250
0.00414,0.09397,0.65314,0.00405,0.24470,0.1531197
0.00118,0.10138,0.64314,0.00336,0.25095,0.1552787
0.00427,0.10393,0.64874,0.00008,0.24299,0.1671406
0.00054,0.10227,0.64919,0.00128,0.24671,0.1563561
0.00492,0.09307,0.65357,0.00440,0.24405,0.1600789
0.00065,0.09987,0.65099,0.00197,0.24653,0.1611919
0.00310,0.09675,0.65178,0.00391,0.24446,0.1591931
0.00438,0.09228,0.65551,0.00323,0.24460,0.1627052
0.00466,0.09221,0.65728,0.00422,0.24162,0.1556808
0.00118,0.10083,0.65343,0.00031,0.24424,0.1578025
0.00263,0.09707,0.65452,0.00150,0.24429,0.1614429
0.00493,0.09407,0.65570,0.00314,0.24215,0.1532545
0.02615,0.08559,0.64865,0.00444,0.23517,0.1604469
0.02670,0.08897,0.64579,0.00352,0.23502,0.1540622
0.00485,0.10295,0.63764,0.00369,0.25088,0.1617067
0.00274,0.10142,0.63393,0.00457,0.25733,0.1561327
0.00357,0.10090,0.64617,0.00261,0.24675,0.1606738
0.00153,0.10556,0.64377,0.00211,0.24702,0.1614735
0.00356,0.10340,0.63596,0.00489,0.25220,0.1594925
0.00497,0.10561,0.63598,0.00304,0.25040,0.1582737
0.00342,0.10290,0.63719,0.00483,0.25166,0.1611158
0.00070,0.10472,0.63695,0.00428,0.25336,0.1605784
0.00376,0.10395,0.63258,0.00403,0.25568,0.1622748
0.00006,0.10623,0.64041,0.00009,0.25321,0.1572488
0.00136,0.10592,0.63322,0.00386,0.25564,0.1596734
0.00342,0.10381,0.62957,0.00385,0.25935,0.1603542
0.00277,0.10335,0.63729,0.00036,0.25622,0.1620655
0.00267,0.10766,0.62916,0.00278,0.25772,0.1621459
0.00267,0.10907,0.62457,0.00271,0.26098,0.1546154
0.45924,0.00109,0.37873,0.16012,0.00083,0.0931497
0.00203,0.10571,0.63282,0.00308,0.25636,0.1627229
0.00359,0.10602,0.63217,0.00076,0.25747,0.1618370
