  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.25500,0.59500,0.15000,0.00000,0.14138,0.01181,0.80126
  3,0.00000,0.28000,0.51500,0.20500,0.00000,0.13919,0.00849,0.86129
  4,0.00500,0.06000,0.66000,0.24500,0.03000,0.14232,0.00612,0.62681
  5,0.03000,0.19000,0.62000,0.02500,0.13500,0.13808,0.00494,0.47795
  6,0.02500,0.16500,0.61000,0.00000,0.20000,0.15222,0.00485,0.49516
  7,0.02000,0.16500,0.61000,0.00000,0.20500,0.15221,0.00416,0.49671
  8,0.00000,0.07500,0.66000,0.00000,0.26500,0.15935,0.00466,0.53564
  9,0.00000,0.07500,0.66000,0.00000,0.26500,0.15928,0.00397,0.52578
 10,0.00000,0.08000,0.66000,0.00000,0.26000,0.15886,0.00392,0.52650
 11,0.00000,0.09000,0.64500,0.00000,0.26500,0.15846,0.00384,0.53373
 12,0.00000,0.09000,0.64500,0.00000,0.26500,0.15820,0.00379,0.53550
 13,0.00000,0.09500,0.63500,0.00000,0.27000,0.15896,0.00380,0.53577
 14,0.00000,0.09000,0.64500,0.00000,0.26500,0.15844,0.00371,0.53103
 15,0.00000,0.09000,0.64500,0.00000,0.26500,0.15846,0.00344,0.52393
 16,0.00000,0.09500,0.64500,0.00000,0.26000,0.15909,0.00341,0.51881
 17,0.00000,0.09500,0.64500,0.00000,0.26000,0.15907,0.00342,0.52865
 18,0.00000,0.10000,0.64500,0.00000,0.25500,0.15923,0.00342,0.52801
 19,0.00000,0.09500,0.64500,0.00000,0.26000,0.15896,0.00342,0.52989
 20,0.00000,0.09500,0.64500,0.00000,0.26000,0.15863,0.00341,0.53099
 21,0.00000,0.09000,0.64500,0.00000,0.26500,0.15861,0.00319,0.53579
 22,0.00000,0.09500,0.64500,0.00000,0.26000,0.15875,0.00320,0.53614
 23,0.00000,0.09500,0.64500,0.00000,0.26000,0.15875,0.00320,0.53620
 24,0.00000,0.08500,0.64000,0.00000,0.27500,0.15904,0.00330,0.54591
