  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.01500,0.15000,0.45500,0.38000,0.00000,0.13110,0.00957,0.67192
  3,0.06000,0.22500,0.44500,0.26500,0.00500,0.12326,0.00582,0.56915
  4,0.06000,0.23500,0.44000,0.26500,0.00000,0.12316,0.00452,0.58355
  5,0.13000,0.04500,0.49000,0.24000,0.09500,0.12916,0.00395,0.52456
  6,0.15500,0.03000,0.49500,0.23500,0.08500,0.13068,0.00356,0.54551
  7,0.01000,0.00000,0.52500,0.23000,0.23500,0.14396,0.00392,0.55830
  8,0.00000,0.00000,0.60500,0.10500,0.29000,0.14994,0.00462,0.59294
  9,0.00000,0.00000,0.61000,0.11500,0.27500,0.15008,0.00398,0.55941
 10,0.00000,0.00000,0.62500,0.10000,0.27500,0.15097,0.00403,0.56586
 11,0.00000,0.00000,0.62500,0.10000,0.27500,0.15092,0.00389,0.57552
 12,0.00000,0.00000,0.62500,0.10500,0.27000,0.15089,0.00340,0.56593
 13,0.00000,0.00000,0.62500,0.10000,0.27500,0.15068,0.00339,0.56743
 14,0.00500,0.00000,0.64000,0.11500,0.24000,0.15047,0.00324,0.55629
 15,0.00500,0.00000,0.63000,0.11000,0.25500,0.14963,0.00317,0.56125
 16,0.01500,0.00000,0.62000,0.10500,0.26000,0.14882,0.00320,0.56693
 17,0.03000,0.00000,0.61000,0.11000,0.25000,0.14962,0.00301,0.54687
 18,0.04000,0.00000,0.60500,0.11000,0.24500,0.15011,0.00291,0.53501
 19,0.02500,0.00000,0.61500,0.11000,0.25000,0.14958,0.00300,0.55029
 20,0.02500,0.00000,0.61500,0.11000,0.25000,0.14951,0.00302,0.55263
 21,0.03000,0.00000,0.61000,0.11500,0.24500,0.14993,0.00296,0.54486
 22,0.03000,0.00000,0.61000,0.11000,0.25000,0.14984,0.00297,0.54725
 23,0.02500,0.00000,0.61500,0.11000,0.25000,0.14966,0.00301,0.55176
 24,0.03000,0.00000,0.61500,0.10500,0.25000,0.14954,0.00301,0.55196
 25,0.03500,0.00000,0.61500,0.10500,0.24500,0.14978,0.00297,0.54599
 26,0.04000,0.00000,0.61500,0.10000,0.24500,0.14987,0.00297,0.54460
