     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.25399,0.19562,0.07009,0.27767,0.20264,0.0551511
0.19355,0.23776,0.40929,0.09073,0.06867,0.0738600
0.00203,0.99331,0.00044,0.00288,0.00134,0.0336610
0.00205,0.00273,0.98817,0.00486,0.00220,0.0664867
0.55041,0.00276,0.44546,0.00133,0.00004,0.1466823
0.98989,0.00008,0.00462,0.00458,0.00083,0.0002367
0.40055,0.00152,0.42103,0.00174,0.17516,0.0889471
0.48224,0.00236,0.32434,0.18822,0.00284,0.0823879
0.51762,0.18033,0.29813,0.00210,0.00183,0.0685749
0.41070,0.00105,0.58395,0.00193,0.00237,0.1650850
0.00267,0.49768,0.00256,0.49664,0.00046,0.0529101
0.00115,0.50533,0.00164,0.05058,0.44131,0.1475174
0.00374,0.26641,0.00031,0.03194,0.69760,0.0648788
0.00002,0.44321,0.00013,0.22242,0.33422,0.1335150
0.14364,0.58391,0.00214,0.00172,0.26859,0.1623428
0.00500,0.59329,0.13817,0.00079,0.26275,0.1548854
0.00191,0.67504,0.00161,0.00477,0.31667,0.1353196
0.11390,0.47251,0.07434,0.00064,0.33862,0.1551410
0.15030,0.56626,0.00463,0.12610,0.15271,0.1601114
0.18437,0.64027,0.16954,0.00307,0.00276,0.0920325
0.00019,0.40049,0.22699,0.00422,0.36810,0.1312264
0.10239,0.53012,0.00252,0.09248,0.27250,0.1585595
0.00156,0.00345,0.64890,0.34552,0.00058,0.0652032
0.00161,0.00126,0.00183,0.99069,0.00461,0.0000000
0.31088,0.51863,0.00208,0.00215,0.16625,0.1311334
0.00265,0.52189,0.13089,0.14639,0.19819,0.1514991
0.00154,0.00209,0.00030,0.53036,0.46571,0.0002618
0.00219,0.00151,0.70940,0.00410,0.28279,0.0751305
0.46153,0.00498,0.00339,0.00099,0.52911,0.0000698
0.00471,0.28303,0.70438,0.00382,0.00407,0.0549759
0.37620,0.00425,0.00272,0.61430,0.00254,0.0004320
0.00481,0.00225,0.34055,0.65023,0.00216,0.0222205
0.00300,0.00070,0.34588,0.00203,0.64839,0.0179750
0.26921,0.50053,0.00270,0.22561,0.00195,0.1159665
0.00277,0.00019,0.40848,0.28972,0.29883,0.0232774
0.00382,0.73681,0.00091,0.25376,0.00469,0.0775336
0.00433,0.44504,0.29359,0.25645,0.00060,0.0885937
0.14037,0.49748,0.00187,0.07409,0.28619,0.1619446
0.70617,0.00254,0.00078,0.28974,0.00078,0.0002262
0.31388,0.00003,0.67674,0.00484,0.00451,0.1496527
0.13114,0.51438,0.00225,0.00409,0.34813,0.1590611
0.00413,0.53547,0.29188,0.00185,0.16667,0.1348844
0.09706,0.52548,0.08023,0.05331,0.24392,0.1566066
0.10199,0.55143,0.00320,0.09629,0.24709,0.1606787
0.17576,0.45528,0.00006,0.00436,0.36454,0.1457445
0.09535,0.54632,0.08640,0.00124,0.27069,0.1539828
0.64982,0.34271,0.00330,0.00193,0.00223,0.0384472
0.10242,0.54539,0.00117,0.09892,0.25211,0.1637230
0.13414,0.50847,0.00143,0.13918,0.21677,0.1539729
0.00088,0.53356,0.09545,0.07148,0.29862,0.1506848
0.00200,0.00253,0.00344,0.00355,0.98847,0.0000000
0.42782,0.00233,0.56583,0.00169,0.00234,0.1684699
0.74233,0.00099,0.00100,0.00117,0.25450,0.0000002
0.00110,0.59474,0.00063,0.15037,0.25316,0.1403375
0.00115,0.00333,0.00118,0.26405,0.73030,0.0001858
0.00368,0.20719,0.00249,0.64261,0.14403,0.0260781
0.35234,0.00113,0.57260,0.07189,0.00204,0.1404308
0.00103,0.41770,0.17655,0.14238,0.26234,0.1434034
0.16181,0.64059,0.00020,0.00430,0.19311,0.1549042
0.11362,0.44721,0.00268,0.09672,0.33978,0.1469640
0.10099,0.56222,0.00457,0.00261,0.32962,0.1638795
0.12313,0.52443,0.10686,0.00377,0.24181,0.1489731
0.21531,0.00010,0.41576,0.36697,0.00185,0.0444381
0.10486,0.48541,0.00459,0.23840,0.16674,0.1453759
0.00308,0.52705,0.07795,0.00164,0.39028,0.1514015
0.26081,0.30902,0.00331,0.42186,0.00499,0.0616705
0.28348,0.70695,0.00429,0.00289,0.00239,0.1080019
0.00405,0.26654,0.47153,0.00491,0.25297,0.0920869
0.00104,0.73824,0.25595,0.00143,0.00334,0.0585191
0.00323,0.54113,0.00316,0.00052,0.45195,0.1423796
0.35592,0.33209,0.00230,0.00264,0.30705,0.0852030
0.00142,0.32581,0.17417,0.33210,0.16651,0.0951929
0.13575,0.58881,0.00170,0.00291,0.27083,0.1642208
0.10091,0.52734,0.08527,0.09968,0.18681,0.1547378
0.00174,0.00427,0.83275,0.15901,0.00222,0.0592315
0.31277,0.00300,0.00391,0.30775,0.37257,0.0003429
0.13614,0.59664,0.00131,0.06749,0.19842,0.1638120
0.00479,0.21400,0.51784,0.26330,0.00007,0.0456193
0.20940,0.00230,0.00015,0.00292,0.78523,0.0000000
0.26079,0.00121,0.65682,0.00224,0.07894,0.1334157
0.00349,0.50945,0.48031,0.00450,0.00224,0.0717819
0.00139,0.30330,0.00252,0.24802,0.44478,0.0897031
0.13060,0.58225,0.00283,0.00334,0.28098,0.1631274
0.69045,0.00056,0.30509,0.00353,0.00037,0.1150636
0.09437,0.54151,0.08903,0.00309,0.27200,0.1600018
0.11778,0.49138,0.13722,0.00201,0.25161,0.1456090
0.43497,0.00439,0.55873,0.00110,0.00081,0.1625223
0.13367,0.58264,0.00166,0.00244,0.27959,0.1647321
0.13185,0.58138,0.00123,0.00187,0.28367,0.1712778
0.13490,0.58728,0.00467,0.07064,0.20250,0.1641898
0.13133,0.57714,0.00108,0.00109,0.28936,0.1574450
