     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.02045,0.36449,0.31598,0.00999,0.28909,0.0629687
0.15089,0.14904,0.12852,0.28216,0.28939,0.0585322
0.00265,0.00018,0.98970,0.00308,0.00439,0.0655745
0.00102,0.00137,0.99371,0.00186,0.00203,0.0627127
0.99224,0.00386,0.00193,0.00188,0.00010,0.0118962
0.00076,0.00242,0.30141,0.00370,0.69171,0.0264590
0.00481,0.30365,0.45049,0.23908,0.00197,0.1002158
0.00107,0.05016,0.44660,0.50141,0.00075,0.0887010
0.00024,0.44053,0.19676,0.35976,0.00271,0.0915330
0.00368,0.30306,0.44872,0.24182,0.00272,0.0995931
0.00476,0.29725,0.44981,0.24614,0.00205,0.1018609
0.00467,0.29210,0.45446,0.24554,0.00322,0.0985968
0.00110,0.29562,0.45248,0.24822,0.00258,0.1010113
0.10656,0.26294,0.44095,0.18871,0.00085,0.1160104
0.29974,0.14867,0.46220,0.08590,0.00349,0.1238496
0.31552,0.27737,0.40355,0.00105,0.00252,0.1136058
0.32621,0.00071,0.52089,0.14787,0.00432,0.1258400
0.31820,0.02302,0.49662,0.16123,0.00093,0.1204772
0.36802,0.02415,0.60014,0.00498,0.00272,0.1238853
0.32394,0.04991,0.54832,0.07719,0.00064,0.1272635
0.32511,0.04704,0.56696,0.05953,0.00136,0.1261604
0.32259,0.05328,0.56177,0.06114,0.00121,0.1279652
0.33833,0.00196,0.58671,0.00170,0.07130,0.1078656
0.28316,0.06759,0.53971,0.10612,0.00342,0.1290074
0.26872,0.07258,0.55448,0.09968,0.00453,0.1307367
0.00403,0.98901,0.00271,0.00039,0.00387,0.0001327
0.25414,0.09051,0.56472,0.08798,0.00265,0.1324597
0.00484,0.14237,0.00025,0.85046,0.00208,0.0861922
0.24298,0.11655,0.58661,0.05303,0.00083,0.1368502
0.36876,0.00113,0.00262,0.62668,0.00080,0.0297863
0.22667,0.15139,0.61116,0.01077,0.00002,0.1427107
0.18502,0.18792,0.61903,0.00309,0.00494,0.1395430
0.00229,0.27324,0.00379,0.00375,0.71694,0.0000000
0.19183,0.18450,0.61806,0.00195,0.00366,0.1421503
0.00236,0.00067,0.00241,0.67096,0.32361,0.0367325
0.19159,0.18350,0.62238,0.00228,0.00025,0.1439530
0.17969,0.19583,0.62163,0.00185,0.00099,0.1413782
0.18205,0.19209,0.62145,0.00373,0.00068,0.1380716
0.19167,0.17942,0.62384,0.00456,0.00052,0.1457482
0.31658,0.46701,0.00376,0.21254,0.00012,0.0343086
0.19477,0.00102,0.67418,0.12762,0.00240,0.1458129
0.18967,0.00446,0.68067,0.12418,0.00103,0.1446803
0.17853,0.00280,0.67574,0.13991,0.00303,0.1451822
0.15894,0.00009,0.67304,0.16298,0.00494,0.1417710
0.20233,0.00037,0.69319,0.10361,0.00051,0.1524512
0.00244,0.36314,0.00203,0.63064,0.00175,0.1381414
0.00080,0.27751,0.11016,0.60919,0.00234,0.1036435
0.00201,0.00010,0.62775,0.19724,0.17289,0.1430415
0.09047,0.00004,0.67274,0.17796,0.05880,0.1306612
0.00484,0.00413,0.47751,0.25415,0.25938,0.1464112
0.00458,0.00269,0.55727,0.14650,0.28897,0.1472385
0.00140,0.00242,0.52961,0.20379,0.26278,0.1488366
0.00360,0.00152,0.69437,0.00404,0.29647,0.1525215
0.00426,0.08132,0.66349,0.00105,0.24988,0.1566877
0.00104,0.37328,0.00235,0.48558,0.13775,0.0886554
0.59412,0.00408,0.00327,0.00205,0.39648,0.0413487
0.00438,0.08580,0.67375,0.00438,0.23169,0.1548198
0.00463,0.51382,0.47777,0.00077,0.00301,0.0843792
0.00361,0.07740,0.65063,0.00157,0.26679,0.1589118
0.63051,0.00389,0.12508,0.23973,0.00080,0.0407525
0.00393,0.08276,0.63088,0.00268,0.27974,0.1580314
0.00041,0.08349,0.63420,0.00417,0.27773,0.1601803
0.00035,0.08542,0.62448,0.00093,0.28883,0.1611821
0.00111,0.08254,0.62084,0.00017,0.29534,0.1579806
0.00283,0.08959,0.62495,0.00139,0.28124,0.1559547
0.00055,0.08066,0.63583,0.00028,0.28268,0.1600172
0.00274,0.10211,0.63086,0.00183,0.26245,0.1595786
0.00471,0.11487,0.62653,0.00133,0.25255,0.1547465
0.00259,0.05626,0.62813,0.00463,0.30838,0.1528596
0.00317,0.09668,0.64387,0.00464,0.25163,0.1585783
0.00256,0.09489,0.64882,0.00161,0.25212,0.1596335
0.00335,0.00354,0.35516,0.39756,0.24039,0.1239201
0.00484,0.09451,0.65136,0.00090,0.24839,0.1614004
0.00400,0.10085,0.64997,0.00297,0.24221,0.1534362
0.00227,0.08586,0.64791,0.00410,0.25986,0.1574152
0.00408,0.08544,0.61401,0.04324,0.25323,0.1576247
0.00050,0.09090,0.63955,0.00150,0.26755,0.1635182
0.00405,0.00417,0.00385,0.33218,0.65574,0.0111928
0.03682,0.07521,0.64029,0.00474,0.24293,0.1550301
0.00194,0.09764,0.63318,0.00492,0.26232,0.1580851
0.67507,0.31561,0.00308,0.00483,0.00141,0.0247134
0.00408,0.10641,0.63183,0.00235,0.25533,0.1617806
0.00293,0.10914,0.62918,0.00170,0.25704,0.1540208
