     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.22015,0.04630,0.11664,0.10674,0.51016,0.0309530
0.27137,0.26796,0.30232,0.07585,0.08251,0.0980717
0.06636,0.49093,0.43708,0.00260,0.00303,0.0917827
0.40220,0.51678,0.07542,0.00218,0.00343,0.0266256
0.14502,0.21774,0.50347,0.09611,0.03766,0.1281161
0.27579,0.03859,0.68163,0.00335,0.00063,0.1535915
0.20686,0.00236,0.65302,0.13417,0.00359,0.1421588
0.00065,0.00372,0.00421,0.98727,0.00416,0.0413483
0.38002,0.00309,0.61036,0.00410,0.00243,0.1170236
0.10787,0.01762,0.86857,0.00263,0.00330,0.1790094
0.04421,0.00309,0.80649,0.00341,0.14281,0.1291897
0.00400,0.45755,0.00187,0.52453,0.01205,0.1364352
0.29566,0.18049,0.00086,0.51991,0.00308,0.0509735
0.00201,0.45646,0.00224,0.26573,0.27356,0.0250266
0.00344,0.25399,0.24563,0.49528,0.00166,0.0931723
0.99135,0.00368,0.00020,0.00202,0.00275,0.0154307
0.00158,0.00365,0.00204,0.62048,0.37225,0.0345159
0.61795,0.00252,0.00229,0.00270,0.37455,0.0408327
0.07102,0.09667,0.82773,0.00190,0.00269,0.1444815
0.00113,0.67706,0.00356,0.31809,0.00018,0.1223902
0.00015,0.48375,0.22071,0.29264,0.00275,0.0812569
0.23587,0.00334,0.49427,0.00232,0.26419,0.1202787
0.00480,0.24622,0.42190,0.00448,0.32260,0.1074753
0.00468,0.00285,0.42261,0.29161,0.27825,0.1331307
0.19239,0.00434,0.32717,0.30930,0.16679,0.1093743
0.00003,0.00142,0.55681,0.44132,0.00042,0.0882315
0.00097,0.00006,0.43459,0.00188,0.56250,0.0762224
0.00335,0.98978,0.00164,0.00416,0.00107,0.0001277
0.67551,0.00453,0.00362,0.31453,0.00180,0.0146762
0.00146,0.00192,0.00236,0.00070,0.99356,0.0000000
0.00049,0.14028,0.48064,0.20464,0.17395,0.1317358
0.71939,0.27463,0.00082,0.00098,0.00418,0.0305096
0.00333,0.00249,0.26261,0.72814,0.00343,0.0751670
0.36436,0.31507,0.00292,0.00146,0.31619,0.0057914
0.15142,0.49084,0.00174,0.35451,0.00149,0.0677870
0.00248,0.11322,0.27867,0.25374,0.35190,0.0733034
0.15378,0.00057,0.84184,0.00312,0.00069,0.2050910
0.70970,0.00394,0.28352,0.00160,0.00125,0.0268605
0.36190,0.00205,0.00154,0.35037,0.28415,0.0229033
0.00210,0.70391,0.00038,0.00383,0.28978,0.0001563
0.00201,0.25899,0.00348,0.73465,0.00087,0.1147869
0.00128,0.31322,0.00476,0.00070,0.68005,0.0000000
0.00326,0.24143,0.00465,0.59268,0.15799,0.0778749
0.39988,0.00174,0.27907,0.31918,0.00014,0.0869355
0.44739,0.00472,0.26504,0.00049,0.28236,0.0778643
0.00485,0.00331,0.56426,0.11288,0.31470,0.1455446
0.24801,0.00484,0.00233,0.74455,0.00028,0.0421821
0.00137,0.30666,0.58970,0.00026,0.10202,0.1357593
0.49665,0.28068,0.00242,0.21713,0.00312,0.0273513
0.00110,0.00009,0.00032,0.30251,0.69598,0.0084066
0.45186,0.22315,0.31819,0.00402,0.00279,0.0956904
0.18395,0.00424,0.29572,0.51205,0.00405,0.0986298
0.11265,0.14463,0.56902,0.00376,0.16995,0.1454229
0.17317,0.00232,0.81974,0.00246,0.00231,0.2022324
0.22124,0.17515,0.31728,0.28470,0.00163,0.1004015
0.29311,0.00269,0.00226,0.00405,0.69788,0.0056168
0.00214,0.75897,0.23518,0.00239,0.00132,0.0238591
0.00335,0.46312,0.34694,0.00153,0.18506,0.0659428
0.00266,0.00185,0.82756,0.16376,0.00416,0.0799726
0.56056,0.08069,0.10529,0.10482,0.14863,0.0462612
0.00247,0.00109,0.28428,0.52700,0.18516,0.1072840
0.19100,0.00391,0.35585,0.00255,0.44670,0.0933109
0.00317,0.27809,0.54313,0.17517,0.00045,0.1079592
0.00088,0.00432,0.00441,0.81637,0.17401,0.0482531
0.23086,0.16945,0.33043,0.00036,0.26889,0.0979221
0.13846,0.24062,0.61651,0.00289,0.00152,0.1383856
0.20760,0.78200,0.00425,0.00146,0.00469,0.0011040
0.00463,0.43661,0.10606,0.00294,0.44978,0.0032072
0.00131,0.00326,0.62356,0.00478,0.36709,0.1473459
0.46070,0.00084,0.00394,0.53046,0.00407,0.0245386
0.24723,0.42793,0.32125,0.00286,0.00073,0.0887891
0.10485,0.00426,0.44039,0.12622,0.32429,0.1240574
0.00196,0.20405,0.00187,0.30157,0.49055,0.0119897
