     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.37024,0.18030,0.02105,0.18809,0.24031,0.0274346
0.13612,0.12476,0.10589,0.24332,0.38992,0.0402938
0.00060,0.00298,0.10211,0.01521,0.87909,0.0012566
0.05340,0.15030,0.16181,0.38794,0.24655,0.0687384
0.00240,0.00160,0.20415,0.78718,0.00466,0.0736972
0.00280,0.19779,0.29752,0.49701,0.00488,0.0936338
0.00076,0.03483,0.65974,0.30262,0.00205,0.0941957
0.00074,0.31318,0.49300,0.18919,0.00389,0.1061414
0.00236,0.88156,0.11275,0.00198,0.00135,0.0034798
0.00273,0.27440,0.71784,0.00289,0.00214,0.1241903
0.00094,0.19257,0.80437,0.00212,0.00000,0.1217432
0.14675,0.16005,0.68779,0.00064,0.00478,0.1417067
0.29520,0.05031,0.65178,0.00186,0.00084,0.1384958
0.21786,0.13463,0.64013,0.00248,0.00490,0.1469608
0.16257,0.09152,0.61608,0.00315,0.12669,0.1436319
0.21407,0.15520,0.59458,0.00416,0.03200,0.1387888
0.18506,0.07500,0.66552,0.00200,0.07242,0.1427371
0.18595,0.09369,0.65801,0.00001,0.06235,0.1415494
0.19341,0.09904,0.65266,0.00321,0.05167,0.1454640
0.18928,0.09616,0.65728,0.00026,0.05703,0.1399261
0.21203,0.13174,0.64488,0.00087,0.01048,0.1450409
0.21647,0.13257,0.64531,0.00167,0.00398,0.1454278
0.21574,0.13634,0.64256,0.00079,0.00458,0.1459747
0.21937,0.14221,0.63439,0.00278,0.00125,0.1435429
0.21277,0.14293,0.63817,0.00218,0.00395,0.1469253
0.21913,0.14306,0.63638,0.00044,0.00100,0.1431749
0.21817,0.14697,0.62694,0.00470,0.00322,0.1398281
0.20732,0.10527,0.68031,0.00456,0.00254,0.1516825
0.20473,0.08458,0.70437,0.00191,0.00441,0.1517823
0.20981,0.03031,0.75223,0.00365,0.00400,0.1657045
0.00430,0.36764,0.32952,0.00107,0.29747,0.0631861
0.34426,0.00267,0.00066,0.64839,0.00402,0.0340663
0.00080,0.37844,0.00281,0.61337,0.00459,0.1444108
0.00052,0.52901,0.00050,0.46707,0.00290,0.1468634
0.13544,0.45068,0.00010,0.41001,0.00377,0.0748913
0.00348,0.00187,0.57971,0.00340,0.41154,0.1375956
0.98755,0.00431,0.00242,0.00293,0.00278,0.0155097
0.18696,0.00313,0.42719,0.00483,0.37788,0.1156867
0.00182,0.00473,0.53000,0.16037,0.30308,0.1488483
0.16948,0.00289,0.82427,0.00332,0.00003,0.2060618
0.34791,0.00367,0.36947,0.27482,0.00413,0.1085736
0.56804,0.13588,0.29065,0.00317,0.00227,0.0791538
0.00418,0.53078,0.45961,0.00170,0.00374,0.0799271
0.59687,0.00312,0.00319,0.00321,0.39361,0.0393400
0.67674,0.00316,0.00326,0.31572,0.00111,0.0152605
0.00191,0.00260,0.00459,0.70271,0.28818,0.0408027
0.52612,0.46132,0.00458,0.00447,0.00351,0.0130708
0.00397,0.60712,0.00221,0.00308,0.38363,0.0000117
0.07079,0.00237,0.92086,0.00127,0.00472,0.1581478
0.16427,0.07934,0.42455,0.16934,0.16250,0.1250091
