  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.29000,0.11500,0.21500,0.00000,0.38000,0.06754,0.00442,10.00000
  3,0.00000,0.30500,0.27000,0.04500,0.38000,0.07162,0.00231,1.06326
  4,0.23000,0.25500,0.23500,0.13000,0.15000,0.07048,0.00154,0.48541
  5,0.29500,0.23500,0.47000,0.00000,0.00000,0.10657,0.00306,0.64179
  6,0.00000,0.00000,1.00000,0.00000,0.00000,0.17416,0.01101,1.27229
  7,0.24500,0.13500,0.62000,0.00000,0.00000,0.14348,0.00374,0.51512
  8,0.19500,0.19000,0.61500,0.00000,0.00000,0.14390,0.00327,0.50773
  9,0.19000,0.19500,0.61500,0.00000,0.00000,0.14380,0.00303,0.52007
 10,0.23500,0.15000,0.61500,0.00000,0.00000,0.14160,0.00257,0.48237
 11,0.21000,0.13000,0.61000,0.00000,0.05000,0.14293,0.00247,0.47833
 12,0.21000,0.13000,0.61000,0.00000,0.05000,0.14333,0.00245,0.47339
 13,0.21500,0.13000,0.61000,0.00000,0.04500,0.14276,0.00246,0.48152
 14,0.21000,0.13000,0.61000,0.00000,0.05000,0.14257,0.00246,0.48463
 15,0.21000,0.13000,0.61000,0.00000,0.05000,0.14246,0.00246,0.48618
 16,0.20500,0.12500,0.60500,0.00000,0.06500,0.14188,0.00248,0.49851
 17,0.20500,0.12500,0.60000,0.00000,0.07000,0.14200,0.00249,0.49972
 18,0.21000,0.13000,0.60500,0.00000,0.05500,0.14160,0.00246,0.49962
 19,0.21000,0.13000,0.60500,0.00000,0.05500,0.14126,0.00248,0.50484
 20,0.21000,0.13000,0.60500,0.00000,0.05500,0.14129,0.00248,0.50446
 21,0.21000,0.13000,0.60500,0.00000,0.05500,0.14135,0.00247,0.50344
 22,0.21000,0.13000,0.60500,0.00000,0.05500,0.14159,0.00246,0.49984
 23,0.21000,0.13000,0.60500,0.00000,0.05500,0.14146,0.00247,0.50255
 24,0.21000,0.13000,0.60500,0.00000,0.05500,0.14154,0.00247,0.50158
 25,0.20500,0.13000,0.60500,0.00000,0.06000,0.14166,0.00246,0.50042
 26,0.21000,0.13000,0.60500,0.00000,0.05500,0.14156,0.00246,0.50072
 27,0.20500,0.13000,0.60500,0.00000,0.06000,0.14141,0.00247,0.50413
 28,0.20500,0.13000,0.60500,0.00000,0.06000,0.14144,0.00247,0.50424
 29,0.20500,0.13000,0.60500,0.00000,0.06000,0.14144,0.00247,0.50426
 30,0.20500,0.12500,0.60500,0.00000,0.06500,0.14147,0.00247,0.50397
 31,0.20500,0.12500,0.60500,0.00000,0.06500,0.14152,0.00244,0.50254
 32,0.20500,0.12000,0.60500,0.00000,0.07000,0.14159,0.00245,0.50359
 33,0.20000,0.11500,0.60500,0.00000,0.08000,0.14189,0.00250,0.50774
 34,0.20000,0.11000,0.60500,0.00000,0.08500,0.14201,0.00254,0.51211
 35,0.20000,0.11000,0.60500,0.00000,0.08500,0.14196,0.00252,0.51132
 36,0.19500,0.11000,0.60500,0.00000,0.09000,0.14206,0.00254,0.51277
 37,0.19000,0.11000,0.60500,0.00000,0.09500,0.14230,0.00259,0.51710
 38,0.13500,0.11000,0.61000,0.00000,0.14500,0.14399,0.00300,0.53302
 39,0.00000,0.08000,0.61000,0.00000,0.31000,0.16177,0.00479,0.52980
 40,0.00000,0.13500,0.61500,0.00000,0.25000,0.16060,0.00415,0.50021
 41,0.00000,0.13000,0.61500,0.00000,0.25500,0.15998,0.00410,0.50552
 42,0.00000,0.13000,0.60500,0.00000,0.26500,0.15803,0.00404,0.52144
 43,0.00000,0.12000,0.62000,0.00000,0.26000,0.15689,0.00393,0.52505
 44,0.00000,0.08000,0.61000,0.07000,0.24000,0.16043,0.00394,0.48930
 45,0.00000,0.10000,0.62500,0.03500,0.24000,0.15877,0.00370,0.49431
 46,0.00000,0.10000,0.62000,0.03500,0.24500,0.15868,0.00348,0.49124
 47,0.00000,0.09500,0.63000,0.03500,0.24000,0.15929,0.00346,0.48430
 48,0.00000,0.09500,0.63000,0.03500,0.24000,0.15921,0.00327,0.48649
 49,0.00000,0.10000,0.62000,0.03500,0.24500,0.15864,0.00329,0.49767
 50,0.00000,0.10000,0.62000,0.03500,0.24500,0.15807,0.00334,0.50877
 51,0.00000,0.10000,0.62000,0.03500,0.24500,0.15802,0.00334,0.50995
 52,0.00000,0.10000,0.62000,0.03500,0.24500,0.15808,0.00334,0.50894
 53,0.00000,0.10500,0.62000,0.03000,0.24500,0.15799,0.00335,0.51077
 54,0.00000,0.10000,0.61500,0.03500,0.25000,0.15743,0.00338,0.52010
 55,0.00000,0.10000,0.62500,0.02500,0.25000,0.15711,0.00345,0.52723
 56,0.00000,0.10000,0.62500,0.02500,0.25000,0.15713,0.00345,0.52793
 57,0.00000,0.10000,0.63500,0.01000,0.25500,0.15750,0.00350,0.52702
 58,0.00000,0.10000,0.63500,0.01000,0.25500,0.15753,0.00350,0.52737
 59,0.00000,0.10000,0.63500,0.01000,0.25500,0.15764,0.00352,0.52706
 60,0.00000,0.10000,0.64500,0.00000,0.25500,0.15804,0.00355,0.52420
 61,0.00000,0.10500,0.64000,0.00000,0.25500,0.15801,0.00352,0.53581
 62,0.00000,0.09500,0.65000,0.00000,0.25500,0.15840,0.00355,0.53155
 63,0.00000,0.10000,0.64500,0.00000,0.25500,0.15838,0.00327,0.52722
 64,0.00000,0.09000,0.65500,0.00000,0.25500,0.15878,0.00329,0.52219
 65,0.00000,0.09500,0.65000,0.00000,0.25500,0.15840,0.00326,0.52769
 66,0.00000,0.10000,0.64500,0.00000,0.25500,0.15838,0.00312,0.53137
