  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.02500,0.33500,0.16500,0.17500,0.30000,0.04882,0.00224,10.00000
  3,0.00000,0.47500,0.00000,0.00000,0.52500,0.04942,0.00207,6.65594
  4,0.00000,0.00000,1.00000,0.00000,0.00000,0.07055,0.00337,3.81109
  5,0.00000,0.00000,0.95500,0.04500,0.00000,0.07092,0.00156,1.23521
  6,0.00000,0.00000,0.35500,0.00000,0.64500,0.09319,0.00350,1.32004
  7,0.00000,0.00000,0.64000,0.00000,0.36000,0.10353,0.00228,0.66440
  8,0.01500,0.00500,0.68500,0.01000,0.28500,0.15669,0.00366,0.40519
  9,0.00000,0.00000,0.69500,0.00500,0.30000,0.15632,0.00333,0.40822
 10,0.00000,0.00000,0.67500,0.04500,0.28000,0.15749,0.00316,0.42103
 11,0.00000,0.08500,0.65500,0.01500,0.24500,0.16142,0.00314,0.42703
 12,0.00000,0.08500,0.65500,0.01000,0.25000,0.16153,0.00293,0.42946
 13,0.00000,0.09000,0.66000,0.00000,0.25000,0.16129,0.00297,0.44670
 13,0.00000,0.00000,0.00000,0.00000,1.00000,0.00010,0.00297,0.44670
 14,0.00000,0.09000,0.66000,0.00000,0.25000,0.16121,0.00277,0.44829
 14,0.00000,0.00000,0.00000,0.00000,1.00000,0.00010,0.00277,0.44829
 15,0.00000,0.08500,0.66000,0.00000,0.25500,0.16118,0.00254,0.44378
 15,0.00000,0.00000,0.00000,0.00000,1.00000,0.00009,0.00254,0.44378
 16,0.00000,0.09000,0.66000,0.00000,0.25000,0.16111,0.00239,0.44332
 17,0.00000,0.09000,0.66000,0.00000,0.25000,0.16106,0.00226,0.44356
 18,0.00000,0.09000,0.66000,0.00000,0.25000,0.16083,0.00223,0.45278
 19,0.00000,0.09000,0.65500,0.00000,0.25500,0.15929,0.00221,0.45902
 19,0.00000,0.00000,0.00000,0.00000,1.00000,0.00009,0.00221,0.45902
 20,0.00000,0.08000,0.66500,0.00000,0.25500,0.15873,0.00221,0.46660
 21,0.00000,0.39000,0.00000,0.61000,0.00000,0.13995,0.00319,0.43656
 21,0.00000,0.08000,0.66500,0.00000,0.25500,0.15948,0.00319,0.43656
 21,0.00000,0.00000,0.00000,0.00000,1.00000,0.00044,0.00319,0.43656
 22,0.00000,0.41000,0.00000,0.59000,0.00000,0.13956,0.00354,0.44305
 22,0.00000,0.08500,0.66500,0.00000,0.25000,0.15933,0.00354,0.44305
 22,0.00000,0.00000,0.00000,0.00000,1.00000,0.00031,0.00354,0.44305
 23,0.00000,0.50500,0.00000,0.49500,0.00000,0.14860,0.00378,0.44656
