  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.04000,0.55000,0.26000,0.00000,0.15000,0.06521,0.00355,10.00000
  3,0.22000,0.08500,0.26000,0.13000,0.30500,0.07018,0.00207,0.72516
  4,0.23000,0.17000,0.20000,0.22000,0.18000,0.06887,0.00145,0.61174
  5,0.51000,0.00000,0.42000,0.07000,0.00000,0.09615,0.00252,0.83185
  6,0.32000,0.03500,0.46500,0.17500,0.00500,0.09909,0.00195,0.53706
  7,0.00500,0.00000,0.81500,0.18000,0.00000,0.14469,0.00472,0.88368
  8,0.13500,0.00000,0.59000,0.27500,0.00000,0.13476,0.00264,0.54896
  9,0.21500,0.00000,0.61500,0.15000,0.02000,0.13356,0.00229,0.45612
 10,0.20500,0.00000,0.60500,0.11000,0.08000,0.13722,0.00223,0.46457
 11,0.20000,0.10000,0.62500,0.05500,0.02000,0.14281,0.00238,0.46750
 12,0.18000,0.11500,0.62000,0.06000,0.02500,0.14301,0.00227,0.47268
 13,0.20000,0.10500,0.62500,0.06000,0.01000,0.14348,0.00379,0.48568
 13,0.00000,0.36500,0.00000,0.63500,0.00000,0.13426,0.00379,0.48568
 14,0.18500,0.10500,0.63000,0.05500,0.02500,0.14353,0.00371,0.47360
 14,0.00000,0.30500,0.00000,0.69500,0.00000,0.13719,0.00371,0.47360
 15,0.17500,0.10500,0.63000,0.06000,0.03000,0.14396,0.00335,0.44802
 15,0.00000,0.38500,0.00000,0.61500,0.00000,0.13456,0.00335,0.44802
 16,0.18500,0.10000,0.62000,0.06000,0.03500,0.14416,0.00363,0.43412
 16,0.00000,0.37500,0.00000,0.62500,0.00000,0.13474,0.00363,0.43412
 17,0.00000,0.37000,0.00000,0.63000,0.00000,0.13480,0.00428,0.42535
 17,0.01500,0.15500,0.61000,0.00000,0.22000,0.15187,0.00428,0.42535
 18,0.00000,0.37500,0.00000,0.62500,0.00000,0.13485,0.00427,0.42978
 18,0.00000,0.14000,0.59500,0.02500,0.24000,0.15203,0.00427,0.42978
 19,0.03500,0.13500,0.58000,0.03000,0.22000,0.15262,0.00395,0.39216
 19,0.00000,0.36000,0.00000,0.64000,0.00000,0.13471,0.00395,0.39216
 20,0.00000,0.36500,0.00000,0.63500,0.00000,0.13464,0.00400,0.40281
 20,0.00500,0.13000,0.60000,0.03000,0.23500,0.15203,0.00400,0.40281
 21,0.00000,0.36500,0.00000,0.63500,0.00000,0.13462,0.00380,0.40039
 21,0.01000,0.13000,0.59500,0.03500,0.23000,0.15212,0.00380,0.40039
 22,0.00000,0.36500,0.00000,0.63500,0.00000,0.13465,0.00397,0.41292
 22,0.00000,0.14500,0.59500,0.01500,0.24500,0.15165,0.00397,0.41292
 23,0.00000,0.36500,0.00000,0.63500,0.00000,0.13464,0.00407,0.41784
 23,0.00000,0.10500,0.61500,0.00500,0.27500,0.15376,0.00407,0.41784
 24,0.00000,0.36500,0.00000,0.63500,0.00000,0.13457,0.00387,0.41674
 24,0.00000,0.10500,0.61500,0.00500,0.27500,0.15376,0.00387,0.41674
 25,0.00000,0.36500,0.00000,0.63500,0.00000,0.13428,0.00377,0.41494
 25,0.00000,0.10500,0.61500,0.00500,0.27500,0.15377,0.00377,0.41494
 26,0.00000,0.36500,0.00000,0.63500,0.00000,0.13422,0.00378,0.41957
 26,0.00000,0.10000,0.61500,0.01000,0.27500,0.15357,0.00378,0.41957
 27,0.00000,0.48000,0.00000,0.52000,0.00000,0.14399,0.00433,0.42704
 27,0.00000,0.10000,0.61500,0.01000,0.27500,0.15376,0.00433,0.42704
 28,0.00000,0.48000,0.00000,0.52000,0.00000,0.14395,0.00417,0.42727
 28,0.00000,0.10000,0.62000,0.01000,0.27000,0.15376,0.00417,0.42727
 29,0.00000,0.48000,0.00000,0.52000,0.00000,0.14404,0.00427,0.43286
 29,0.00000,0.10500,0.62500,0.00000,0.27000,0.15341,0.00427,0.43286
 30,0.00000,0.48000,0.00000,0.52000,0.00000,0.14397,0.00412,0.42852
 30,0.00000,0.10500,0.63500,0.00000,0.26000,0.15397,0.00412,0.42852
 31,0.00000,0.48000,0.00000,0.52000,0.00000,0.14388,0.00420,0.43444
 31,0.00000,0.11000,0.63500,0.00000,0.25500,0.15400,0.00420,0.43444
 32,0.00000,0.48000,0.00000,0.52000,0.00000,0.14390,0.00412,0.43669
 32,0.00000,0.11000,0.63500,0.00000,0.25500,0.15395,0.00412,0.43669
 33,0.00000,0.48000,0.00000,0.52000,0.00000,0.14388,0.00413,0.43910
 33,0.00000,0.10500,0.64000,0.00000,0.25500,0.15383,0.00413,0.43910
 34,0.00000,0.48000,0.00000,0.52000,0.00000,0.14385,0.00402,0.44014
 34,0.00000,0.10500,0.64000,0.00000,0.25500,0.15378,0.00402,0.44014
 35,0.00000,0.48000,0.00000,0.52000,0.00000,0.14385,0.00435,0.44329
 35,0.00000,0.11500,0.63000,0.00000,0.25500,0.15338,0.00435,0.44329
 36,0.00000,0.48000,0.00000,0.52000,0.00000,0.14384,0.00447,0.44385
 36,0.00000,0.11000,0.65000,0.00000,0.24000,0.15668,0.00447,0.44385
 37,0.00000,0.48000,0.00000,0.52000,0.00000,0.14379,0.00431,0.44274
 37,0.00000,0.11000,0.65000,0.00000,0.24000,0.15668,0.00431,0.44274
 38,0.00000,0.48000,0.00000,0.52000,0.00000,0.14377,0.00433,0.44802
 38,0.00000,0.11000,0.65000,0.00000,0.24000,0.15664,0.00433,0.44802
 39,0.00000,0.48000,0.00000,0.52000,0.00000,0.14417,0.00434,0.45021
 39,0.00000,0.11000,0.65000,0.00000,0.24000,0.15656,0.00434,0.45021
 40,0.00000,0.48000,0.00000,0.52000,0.00000,0.14411,0.00439,0.45704
 40,0.00000,0.11000,0.65000,0.00000,0.24000,0.15638,0.00439,0.45704
 41,0.00000,0.48000,0.00000,0.52000,0.00000,0.14412,0.00432,0.45886
 41,0.00000,0.11000,0.65000,0.00000,0.24000,0.15635,0.00432,0.45886
 42,0.00000,0.48000,0.00000,0.52000,0.00000,0.14409,0.00428,0.46069
 42,0.00000,0.11000,0.65000,0.00000,0.24000,0.15635,0.00428,0.46069
 43,0.00000,0.48000,0.00000,0.52000,0.00000,0.14407,0.00426,0.46141
 43,0.00000,0.11000,0.64500,0.00000,0.24500,0.15595,0.00426,0.46141
 44,0.00000,0.48000,0.00000,0.52000,0.00000,0.14411,0.00441,0.46870
 44,0.00000,0.11500,0.64500,0.00000,0.24000,0.15599,0.00441,0.46870
 45,0.00000,0.48000,0.00000,0.52000,0.00000,0.14407,0.00435,0.46836
 45,0.00000,0.12500,0.64000,0.00000,0.23500,0.15567,0.00435,0.46836
 46,0.00000,0.48000,0.00000,0.52000,0.00000,0.14404,0.00435,0.46985
 46,0.00000,0.12500,0.64000,0.00000,0.23500,0.15573,0.00435,0.46985
 47,0.00000,0.48000,0.00000,0.52000,0.00000,0.14400,0.00431,0.47231
 47,0.00000,0.12500,0.64000,0.00000,0.23500,0.15571,0.00431,0.47231
 48,0.00000,0.48000,0.00000,0.52000,0.00000,0.14409,0.00444,0.47491
 48,0.00000,0.14000,0.63500,0.00000,0.22500,0.15683,0.00444,0.47491
 49,0.00000,0.48000,0.00000,0.52000,0.00000,0.14407,0.00449,0.47782
 49,0.00000,0.13500,0.64000,0.00000,0.22500,0.15684,0.00449,0.47782
 50,0.00000,0.48000,0.00000,0.52000,0.00000,0.14405,0.00442,0.47548
 50,0.00000,0.13500,0.64000,0.00000,0.22500,0.15701,0.00442,0.47548
 51,0.00000,0.48000,0.00000,0.52000,0.00000,0.14406,0.00442,0.47551
 51,0.00000,0.13500,0.64000,0.00000,0.22500,0.15697,0.00442,0.47551
 52,0.00000,0.48000,0.00000,0.52000,0.00000,0.14393,0.00417,0.46763
 52,0.00000,0.12000,0.64500,0.00000,0.23500,0.15616,0.00417,0.46763
 53,0.00000,0.48000,0.00000,0.52000,0.00000,0.14393,0.00423,0.47064
 53,0.00000,0.12000,0.64500,0.00000,0.23500,0.15603,0.00423,0.47064
 54,0.00000,0.48000,0.00000,0.52000,0.00000,0.14389,0.00421,0.47317
 54,0.00000,0.12000,0.64500,0.00000,0.23500,0.15597,0.00421,0.47317
 55,0.00000,0.48000,0.00000,0.52000,0.00000,0.14387,0.00423,0.47522
 55,0.00000,0.12000,0.64500,0.00000,0.23500,0.15595,0.00423,0.47522
 56,0.00000,0.48000,0.00000,0.52000,0.00000,0.14385,0.00427,0.47800
 56,0.00000,0.12000,0.64500,0.00000,0.23500,0.15594,0.00427,0.47800
 57,0.00000,0.48000,0.00000,0.52000,0.00000,0.14370,0.00434,0.48181
 57,0.00000,0.12000,0.64500,0.00000,0.23500,0.15584,0.00434,0.48181
 58,0.00000,0.48000,0.00000,0.52000,0.00000,0.14370,0.00433,0.48131
 58,0.00000,0.12000,0.64500,0.00000,0.23500,0.15599,0.00433,0.48131
 59,0.00000,0.48000,0.00000,0.52000,0.00000,0.14371,0.00427,0.47728
 59,0.00000,0.11500,0.64500,0.00000,0.24000,0.15664,0.00427,0.47728
 60,0.00000,0.48000,0.00000,0.52000,0.00000,0.14371,0.00427,0.47754
 60,0.00000,0.11500,0.64500,0.00000,0.24000,0.15664,0.00427,0.47754
 61,0.00000,0.48000,0.00000,0.52000,0.00000,0.14375,0.00433,0.47870
 61,0.00000,0.11500,0.64500,0.00000,0.24000,0.15664,0.00433,0.47870
 62,0.00000,0.48000,0.00000,0.52000,0.00000,0.14375,0.00434,0.47864
 62,0.00000,0.11500,0.64500,0.00000,0.24000,0.15663,0.00434,0.47864
 63,0.20500,0.00000,0.79500,0.00000,0.00000,0.18936,0.00353,0.31820
 63,0.00000,0.48000,0.00000,0.52000,0.00000,0.14467,0.00353,0.31820
 63,0.00000,0.11000,0.64500,0.00000,0.24500,0.15739,0.00353,0.31820
 64,0.20500,0.00000,0.79500,0.00000,0.00000,0.18923,0.00350,0.31969
 64,0.00000,0.48000,0.00000,0.52000,0.00000,0.14471,0.00350,0.31969
 64,0.00000,0.11000,0.64500,0.00000,0.24500,0.15737,0.00350,0.31969
 65,0.20500,0.00000,0.79500,0.00000,0.00000,0.18916,0.00349,0.32113
 65,0.00000,0.48000,0.00000,0.52000,0.00000,0.14660,0.00349,0.32113
 65,0.00000,0.11000,0.64500,0.00000,0.24500,0.15734,0.00349,0.32113
 66,0.20500,0.00000,0.79500,0.00000,0.00000,0.18928,0.00339,0.31640
 66,0.00000,0.48000,0.00000,0.52000,0.00000,0.14640,0.00339,0.31640
 66,0.00000,0.11000,0.64500,0.00000,0.24500,0.15731,0.00339,0.31640
 67,0.20500,0.00000,0.79500,0.00000,0.00000,0.18917,0.00334,0.31646
 67,0.00000,0.48000,0.00000,0.52000,0.00000,0.14625,0.00334,0.31646
 67,0.00000,0.11000,0.64500,0.00000,0.24500,0.15726,0.00334,0.31646
 68,0.20500,0.00000,0.79500,0.00000,0.00000,0.18915,0.00337,0.31746
 68,0.00000,0.48000,0.00000,0.52000,0.00000,0.14932,0.00337,0.31746
 68,0.00000,0.11000,0.64500,0.00000,0.24500,0.15728,0.00337,0.31746
 69,0.20500,0.00000,0.79500,0.00000,0.00000,0.18906,0.00337,0.31891
 69,0.00000,0.48000,0.00000,0.52000,0.00000,0.14927,0.00337,0.31891
 69,0.00000,0.11000,0.64500,0.00000,0.24500,0.15725,0.00337,0.31891
 70,0.20500,0.00000,0.79500,0.00000,0.00000,0.18913,0.00346,0.32016
 70,0.00000,0.48000,0.00000,0.52000,0.00000,0.15041,0.00346,0.32016
 70,0.00000,0.11000,0.64500,0.00000,0.24500,0.15722,0.00346,0.32016
 71,0.20500,0.00000,0.79500,0.00000,0.00000,0.18905,0.00346,0.32157
 71,0.00000,0.48000,0.00000,0.52000,0.00000,0.15025,0.00346,0.32157
 71,0.00000,0.11000,0.64500,0.00000,0.24500,0.15725,0.00346,0.32157
 72,0.20500,0.00000,0.79500,0.00000,0.00000,0.18910,0.00345,0.32086
 72,0.00000,0.48000,0.00000,0.52000,0.00000,0.15039,0.00345,0.32086
 72,0.00000,0.11000,0.64500,0.00000,0.24500,0.15740,0.00345,0.32086
 73,0.20500,0.00000,0.79500,0.00000,0.00000,0.18897,0.00343,0.32184
 73,0.00000,0.48000,0.00000,0.52000,0.00000,0.15039,0.00343,0.32184
 73,0.00000,0.11000,0.64500,0.00000,0.24500,0.15740,0.00343,0.32184
 74,0.20500,0.00000,0.79500,0.00000,0.00000,0.18892,0.00342,0.32236
 74,0.00000,0.48000,0.00000,0.52000,0.00000,0.15034,0.00342,0.32236
 74,0.00000,0.11000,0.64500,0.00000,0.24500,0.15740,0.00342,0.32236
 75,0.20500,0.00000,0.79500,0.00000,0.00000,0.18879,0.00341,0.32389
 75,0.00000,0.48000,0.00000,0.52000,0.00000,0.15032,0.00341,0.32389
 75,0.00000,0.11000,0.64500,0.00000,0.24500,0.15739,0.00341,0.32389
 76,0.20500,0.00000,0.79500,0.00000,0.00000,0.18864,0.00346,0.32666
 76,0.00000,0.48000,0.00000,0.52000,0.00000,0.15037,0.00346,0.32666
 76,0.00000,0.11000,0.64500,0.00000,0.24500,0.15741,0.00346,0.32666
 77,0.20500,0.00000,0.79500,0.00000,0.00000,0.18855,0.00344,0.32744
 77,0.00000,0.48000,0.00000,0.52000,0.00000,0.15043,0.00344,0.32744
 77,0.00000,0.46500,0.00000,0.00000,0.53500,0.00102,0.00344,0.32744
 77,0.00000,0.11000,0.64500,0.00000,0.24500,0.15741,0.00344,0.32744
 78,0.20500,0.00000,0.79500,0.00000,0.00000,0.18845,0.00341,0.32828
 78,0.00000,0.48000,0.00000,0.52000,0.00000,0.15039,0.00341,0.32828
 78,0.00000,0.46000,0.00000,0.00000,0.54000,0.00106,0.00341,0.32828
 78,0.00000,0.11000,0.64500,0.00000,0.24500,0.15740,0.00341,0.32828
 79,0.20500,0.00000,0.79500,0.00000,0.00000,0.18833,0.00338,0.32890
 79,0.00000,0.48000,0.00000,0.52000,0.00000,0.15007,0.00338,0.32890
 79,0.00000,0.46000,0.00000,0.00000,0.54000,0.00096,0.00338,0.32890
 79,0.00000,0.11000,0.64500,0.00000,0.24500,0.15736,0.00338,0.32890
 80,0.20000,0.00000,0.80000,0.00000,0.00000,0.19527,0.00341,0.32050
 80,0.00000,0.48000,0.00000,0.52000,0.00000,0.15023,0.00341,0.32050
 80,0.00000,0.46500,0.00000,0.00000,0.53500,0.00100,0.00341,0.32050
 80,0.00000,0.11000,0.64500,0.00000,0.24500,0.15733,0.00341,0.32050
 81,0.76000,0.00000,0.00000,0.00000,0.24000,0.06596,0.00346,0.32078
 81,0.20000,0.00000,0.80000,0.00000,0.00000,0.19531,0.00346,0.32078
 81,0.00000,0.48000,0.00000,0.52000,0.00000,0.15018,0.00346,0.32078
 81,0.00000,0.46500,0.00000,0.00000,0.53500,0.00106,0.00346,0.32078
 81,0.00000,0.11000,0.64500,0.00000,0.24500,0.15733,0.00346,0.32078
 82,0.76000,0.00000,0.00000,0.00000,0.24000,0.06595,0.00341,0.32072
 82,0.20000,0.00000,0.80000,0.00000,0.00000,0.19527,0.00341,0.32072
 82,0.00000,0.48000,0.00000,0.52000,0.00000,0.15026,0.00341,0.32072
