     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.17153,0.28766,0.20938,0.09032,0.24110,0.0656379
0.19201,0.06826,0.11886,0.38312,0.23774,0.0646459
0.00259,0.98707,0.00438,0.00149,0.00447,0.0000391
0.08176,0.00340,0.26973,0.00201,0.64311,0.0391364
0.42543,0.04800,0.37055,0.14295,0.01308,0.0947711
0.89117,0.00289,0.10268,0.00165,0.00161,0.0138114
0.19661,0.00274,0.59553,0.20031,0.00481,0.1333947
0.00404,0.00300,0.98788,0.00283,0.00225,0.0698067
0.00212,0.00181,0.58206,0.41043,0.00358,0.0901555
0.18416,0.00037,0.60248,0.05776,0.15523,0.1345842
0.19309,0.15444,0.63542,0.01270,0.00434,0.1420457
0.03742,0.21896,0.60670,0.08716,0.04976,0.1324978
0.00410,0.36166,0.00496,0.62828,0.00099,0.1343229
0.00184,0.36282,0.23655,0.39542,0.00336,0.0944784
0.00175,0.13362,0.00117,0.85947,0.00399,0.0820557
0.20235,0.30195,0.00439,0.49084,0.00047,0.0662786
0.00415,0.15214,0.60327,0.00496,0.23549,0.1526973
0.00208,0.06690,0.50929,0.15075,0.27097,0.1437485
0.00010,0.27353,0.00060,0.49715,0.22863,0.0609508
0.10005,0.17086,0.52088,0.00067,0.20754,0.1435952
0.55642,0.00499,0.00265,0.00366,0.43228,0.0350740
0.00178,0.51508,0.48212,0.00034,0.00068,0.0882458
0.00429,0.00128,0.64025,0.00464,0.34954,0.1474736
0.54546,0.45146,0.00062,0.00197,0.00049,0.0111149
0.00067,0.00057,0.29221,0.70481,0.00174,0.0826495
0.24920,0.27754,0.46885,0.00354,0.00087,0.1266333
0.00370,0.57116,0.00456,0.41698,0.00360,0.1344833
0.00132,0.00126,0.00087,0.34686,0.64969,0.0107974
0.12021,0.00021,0.45664,0.23822,0.18472,0.1380772
0.00161,0.00379,0.52863,0.09729,0.36868,0.1372506
0.23825,0.00169,0.33846,0.41873,0.00287,0.1117335
0.00180,0.59521,0.00456,0.00020,0.39823,0.0000003
0.00312,0.12902,0.55018,0.00050,0.31718,0.1460721
0.62140,0.00047,0.00357,0.37432,0.00025,0.0152678
0.35908,0.00052,0.63333,0.00387,0.00320,0.1326718
0.00437,0.09434,0.67989,0.00334,0.21806,0.1580453
0.00460,0.00338,0.00415,0.00293,0.98494,0.0000000
0.00110,0.00312,0.33153,0.42106,0.24319,0.1104669
0.26627,0.72626,0.00411,0.00246,0.00091,0.0017864
0.32757,0.00143,0.43049,0.00078,0.23973,0.1034969
0.00398,0.28229,0.00399,0.00340,0.70634,0.0000004
0.25203,0.00124,0.00027,0.74640,0.00007,0.0427297
0.00157,0.11157,0.68288,0.00016,0.20382,0.1535412
0.00175,0.26556,0.72991,0.00118,0.00161,0.1272165
0.00070,0.00305,0.72922,0.00491,0.26211,0.1426951
0.09023,0.10993,0.64009,0.00187,0.15789,0.1517526
0.00089,0.00441,0.00210,0.74089,0.25171,0.0423134
0.00296,0.19857,0.60816,0.00190,0.18840,0.1580978
0.00086,0.00155,0.64375,0.13275,0.22108,0.1464500
0.00399,0.11496,0.61673,0.06955,0.19477,0.1535321
0.09103,0.11941,0.63718,0.00226,0.15013,0.1506453
0.00292,0.22668,0.58234,0.00435,0.18371,0.1416786
0.00285,0.08906,0.63829,0.06810,0.20169,0.1505762
0.29570,0.00091,0.00178,0.00322,0.69840,0.0054976
0.09659,0.00228,0.64935,0.00300,0.24878,0.1432166
0.18057,0.14380,0.51475,0.15985,0.00103,0.1290796
0.37867,0.28936,0.00494,0.00019,0.32683,0.0072341
0.00339,0.10916,0.66200,0.00352,0.22193,0.1562994
0.00309,0.09734,0.60815,0.00271,0.28871,0.1590752
0.00428,0.09957,0.59875,0.00248,0.29493,0.1537318
0.00331,0.12774,0.54158,0.12101,0.20636,0.1392652
0.00141,0.00480,0.65344,0.12039,0.21997,0.1479174
0.21818,0.00274,0.77269,0.00358,0.00281,0.1903316
0.50102,0.18744,0.23293,0.00259,0.07603,0.0774207
0.00378,0.65095,0.16257,0.18042,0.00229,0.0536269
0.40964,0.00236,0.17301,0.17133,0.24366,0.0589156
0.28533,0.31667,0.21935,0.17592,0.00274,0.0761618
0.00237,0.19766,0.17780,0.61832,0.00385,0.0881551
0.13430,0.00162,0.27250,0.19670,0.39488,0.0825411
0.00422,0.53332,0.00005,0.29565,0.16676,0.0457640
0.00415,0.45580,0.32350,0.00312,0.21344,0.0580328
0.00120,0.23456,0.28911,0.00385,0.47128,0.0405513
0.65323,0.00028,0.34104,0.00151,0.00393,0.0355311
0.78067,0.21362,0.00439,0.00082,0.00050,0.0395485
0.31365,0.00319,0.24408,0.00046,0.43863,0.0667788
0.09922,0.13867,0.32619,0.33116,0.10476,0.1088894
0.00331,0.26676,0.00063,0.24974,0.47956,0.0084607
0.28453,0.00490,0.00390,0.26166,0.44501,0.0178420
0.21824,0.49612,0.28038,0.00400,0.00125,0.0717393
0.18916,0.00497,0.79859,0.00449,0.00279,0.1973016
0.77898,0.00343,0.00274,0.00312,0.21173,0.0651315
0.54907,0.22537,0.00187,0.22196,0.00173,0.0240075
0.38456,0.00068,0.13053,0.48173,0.00250,0.0553325
0.18033,0.00378,0.81097,0.00474,0.00018,0.2011951
0.17793,0.53877,0.00240,0.27736,0.00354,0.0547782
0.00499,0.38426,0.43019,0.17890,0.00166,0.0969409
0.00264,0.00281,0.00441,0.53958,0.45056,0.0263477
0.20639,0.24061,0.00041,0.00237,0.55022,0.0011469
0.28007,0.00450,0.00491,0.52872,0.18180,0.0326191
0.12558,0.00486,0.79116,0.07370,0.00470,0.1593764
0.11611,0.00110,0.18105,0.60353,0.09820,0.0805612
0.67187,0.00256,0.14789,0.17414,0.00353,0.0419883
0.27619,0.18950,0.34577,0.00463,0.18391,0.1071777
0.00142,0.22197,0.25703,0.26648,0.25310,0.0735172
0.00177,0.80983,0.00032,0.00021,0.18787,0.0000001
0.28261,0.24421,0.00045,0.26503,0.20768,0.0297862
0.22613,0.54725,0.00138,0.00325,0.22199,0.0009322
0.12592,0.00249,0.46682,0.00180,0.40297,0.1228725
0.00270,0.16657,0.46938,0.35708,0.00428,0.0999203
0.00186,0.00416,0.23376,0.27301,0.48722,0.0542534
0.00144,0.47203,0.00171,0.52189,0.00293,0.1506376
0.61345,0.00457,0.00163,0.18347,0.19688,0.0271513
0.00075,0.77344,0.00200,0.21947,0.00433,0.0922731
0.00367,0.00382,0.79401,0.19505,0.00346,0.0826013
0.60393,0.00099,0.18305,0.00042,0.21161,0.0623163
