  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.16000,0.82500,0.01500,0.00000,0.13791,0.01076,0.82218
  3,0.03500,0.28500,0.59000,0.09000,0.00000,0.12852,0.00610,0.52701
  4,0.03500,0.29500,0.59000,0.08000,0.00000,0.12874,0.00470,0.53969
  5,0.11000,0.18500,0.60000,0.10500,0.00000,0.12835,0.00368,0.48301
  6,0.00000,0.11500,0.58000,0.04500,0.26000,0.15184,0.00453,0.49119
  7,0.00000,0.14000,0.59000,0.06000,0.21000,0.15370,0.00390,0.44591
  8,0.00000,0.14000,0.59000,0.06000,0.21000,0.15355,0.00350,0.45249
  9,0.00000,0.10500,0.59500,0.09500,0.20500,0.15483,0.00331,0.45541
 10,0.00000,0.08000,0.65500,0.04500,0.22000,0.15620,0.00373,0.45313
 11,0.00000,0.06500,0.67500,0.02000,0.24000,0.15950,0.00389,0.45790
 12,0.00000,0.06500,0.67000,0.02500,0.24000,0.15947,0.00342,0.44991
 13,0.00000,0.07000,0.67000,0.02000,0.24000,0.15951,0.00319,0.44507
 14,0.00000,0.06500,0.67000,0.02500,0.24000,0.15943,0.00294,0.44372
 15,0.00000,0.56500,0.00000,0.43500,0.00000,0.13856,0.00400,0.43772
 15,0.00000,0.05500,0.67500,0.03000,0.24000,0.16007,0.00400,0.43772
 16,0.00000,0.51000,0.00000,0.49000,0.00000,0.14152,0.00378,0.43275
 16,0.00000,0.05500,0.67500,0.03000,0.24000,0.16004,0.00378,0.43275
 17,0.00000,0.46000,0.00000,0.54000,0.00000,0.14816,0.00389,0.44651
 17,0.00000,0.05500,0.67500,0.02500,0.24500,0.15995,0.00389,0.44651
 18,0.00000,0.46500,0.00000,0.53500,0.00000,0.14870,0.00483,0.45409
 18,0.00000,0.05000,0.67000,0.03000,0.25000,0.16005,0.00483,0.45409
 19,0.00000,0.46500,0.00000,0.53500,0.00000,0.14954,0.00492,0.41206
 19,0.00000,0.05500,0.67000,0.03500,0.24000,0.16013,0.00492,0.41206
 20,0.00000,0.46500,0.00000,0.53500,0.00000,0.14951,0.00464,0.41073
 20,0.00000,0.05500,0.67000,0.03500,0.24000,0.16015,0.00464,0.41073
 21,0.00000,0.46500,0.00000,0.53500,0.00000,0.14946,0.00447,0.41313
 21,0.00000,0.05500,0.67000,0.03500,0.24000,0.16010,0.00447,0.41313
 22,0.00000,0.46500,0.00000,0.53500,0.00000,0.14961,0.00449,0.40276
 22,0.00000,0.05500,0.67000,0.03000,0.24500,0.15975,0.00449,0.40276
 23,0.00000,0.46000,0.00000,0.54000,0.00000,0.14936,0.00454,0.39982
 23,0.00000,0.07000,0.66500,0.03000,0.23500,0.15986,0.00454,0.39982
 24,0.00000,0.46000,0.00000,0.54000,0.00000,0.14933,0.00434,0.39938
 24,0.00000,0.07000,0.66500,0.03000,0.23500,0.15983,0.00434,0.39938
 25,0.00000,0.46000,0.00000,0.54000,0.00000,0.14937,0.00443,0.40631
 25,0.00000,0.09500,0.67000,0.01000,0.22500,0.16122,0.00443,0.40631
 26,0.00000,0.46000,0.00000,0.54000,0.00000,0.14935,0.00442,0.41000
 26,0.00000,0.10000,0.67000,0.00500,0.22500,0.16110,0.00442,0.41000
 27,0.00000,0.46000,0.00000,0.54000,0.00000,0.14929,0.00414,0.40579
 27,0.00000,0.10000,0.67000,0.00500,0.22500,0.16110,0.00414,0.40579
 28,0.00000,0.46000,0.00000,0.54000,0.00000,0.14892,0.00396,0.40259
 28,0.00000,0.10000,0.67000,0.00500,0.22500,0.16113,0.00396,0.40259
 29,0.00000,0.46000,0.00000,0.54000,0.00000,0.14893,0.00420,0.40832
 29,0.00000,0.10500,0.66000,0.00000,0.23500,0.16109,0.00420,0.40832
 30,0.00000,0.46000,0.00000,0.54000,0.00000,0.14890,0.00406,0.40897
 30,0.00000,0.10500,0.66000,0.00000,0.23500,0.16107,0.00406,0.40897
 31,0.00000,0.46000,0.00000,0.54000,0.00000,0.14885,0.00406,0.41159
 31,0.00000,0.09500,0.66500,0.00000,0.24000,0.16072,0.00406,0.41159
