     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.25806,0.26038,0.21804,0.10264,0.16089,0.0724963
0.07657,0.23212,0.60118,0.08235,0.00778,0.1276340
0.00244,0.00190,0.99046,0.00163,0.00357,0.0660281
0.00322,0.08408,0.51511,0.39330,0.00429,0.0993160
0.00208,0.49241,0.50272,0.00223,0.00057,0.0890381
0.00391,0.11447,0.57492,0.04423,0.26246,0.1522009
0.00066,0.00385,0.44565,0.00272,0.54713,0.0831487
0.18544,0.00113,0.60620,0.00356,0.20367,0.1300280
0.00459,0.00043,0.60753,0.16352,0.22394,0.1490218
0.00114,0.14070,0.48681,0.15116,0.22019,0.1314521
0.00056,0.03817,0.69649,0.00362,0.26115,0.1594523
0.99373,0.00046,0.00278,0.00129,0.00173,0.0114375
0.00471,0.00103,0.00280,0.99008,0.00137,0.0422960
0.45620,0.00126,0.00407,0.53697,0.00151,0.0226154
0.00500,0.56428,0.00102,0.42578,0.00392,0.1385811
0.00269,0.80925,0.00166,0.18190,0.00450,0.0712501
0.00413,0.36905,0.00190,0.62291,0.00202,0.1415668
0.00027,0.34627,0.00473,0.44647,0.20225,0.0591245
0.18693,0.42947,0.00056,0.38281,0.00023,0.0668680
0.52637,0.00186,0.00359,0.00474,0.46344,0.0321454
0.58575,0.00083,0.40931,0.00387,0.00024,0.0466501
0.25579,0.00319,0.47484,0.26338,0.00279,0.1237682
0.00020,0.41167,0.18422,0.40331,0.00060,0.0926450
0.00323,0.51071,0.00308,0.00076,0.48222,0.0000001
0.00227,0.13907,0.68142,0.00363,0.17361,0.1593796
0.20077,0.00391,0.33741,0.23729,0.22063,0.1120232
0.00001,0.00037,0.00256,0.00397,0.99309,0.0000000
0.00182,0.00194,0.00463,0.66633,0.32528,0.0388066
0.00198,0.05988,0.69024,0.09943,0.14846,0.1440844
0.61141,0.37996,0.00449,0.00048,0.00365,0.0187437
0.05781,0.16695,0.58532,0.00160,0.18831,0.1508987
0.00039,0.00161,0.29279,0.70455,0.00066,0.0803493
0.26637,0.24295,0.48669,0.00227,0.00171,0.1247967
0.00127,0.00176,0.00044,0.32961,0.66692,0.0098738
0.21472,0.06723,0.70976,0.00382,0.00448,0.1573864
0.00402,0.00482,0.37276,0.37620,0.24220,0.1226799
0.62679,0.00364,0.00105,0.21355,0.15497,0.0241293
0.00235,0.30858,0.42491,0.00440,0.25976,0.1014069
0.13965,0.14784,0.70871,0.00058,0.00323,0.1475972
0.29158,0.70117,0.00058,0.00233,0.00434,0.0013527
0.29158,0.00204,0.00080,0.33001,0.37557,0.0204585
0.20345,0.16522,0.00005,0.00034,0.63094,0.0005874
0.00018,0.00290,0.70249,0.00307,0.29136,0.1437569
0.20513,0.00232,0.68629,0.10138,0.00488,0.1535519
0.12594,0.00137,0.61264,0.15219,0.10786,0.1405252
0.19571,0.00005,0.25909,0.54229,0.00286,0.0964636
0.00156,0.75913,0.23590,0.00239,0.00101,0.0205273
0.00448,0.00041,0.43979,0.18883,0.36649,0.1212197
0.39745,0.00224,0.28925,0.00269,0.30837,0.0796408
0.28254,0.00290,0.70676,0.00466,0.00314,0.1657351
0.42883,0.27968,0.00345,0.00148,0.28657,0.0127522
0.00321,0.22315,0.00412,0.76786,0.00166,0.1064403
0.39822,0.12367,0.24327,0.23426,0.00058,0.0817999
0.23311,0.00022,0.76380,0.00245,0.00041,0.1975952
