     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.19973,0.16814,0.28460,0.25087,0.09665,0.0987245
0.01056,0.39010,0.27761,0.07871,0.24302,0.0563527
0.48091,0.00235,0.03263,0.48385,0.00026,0.0281198
0.15491,0.08308,0.50634,0.22730,0.02836,0.1287599
0.33322,0.00131,0.64667,0.01412,0.00469,0.1436575
0.16599,0.00299,0.65007,0.00060,0.18035,0.1346821
0.38412,0.00161,0.52022,0.00110,0.09295,0.0973602
0.14416,0.00270,0.85242,0.00025,0.00047,0.2038941
0.00124,0.00435,0.98817,0.00383,0.00241,0.0662320
0.16381,0.06555,0.76592,0.00459,0.00014,0.1680098
0.01194,0.00339,0.42829,0.31789,0.23849,0.1343493
0.05244,0.00158,0.41509,0.50505,0.02584,0.1057860
0.00074,0.05897,0.14126,0.48331,0.31572,0.0630288
0.19528,0.00488,0.26539,0.13367,0.40078,0.0789049
0.00257,0.25586,0.36602,0.37146,0.00409,0.0994426
0.64272,0.00168,0.09958,0.00493,0.25109,0.0553037
0.00173,0.57649,0.00478,0.39102,0.02597,0.1207883
0.18847,0.00389,0.79942,0.00340,0.00481,0.1980084
0.00445,0.40744,0.00467,0.34913,0.23432,0.0421590
0.12933,0.00402,0.78545,0.08106,0.00014,0.1555450
0.00431,0.70990,0.10677,0.17885,0.00018,0.0533615
0.22876,0.47753,0.00263,0.28830,0.00279,0.0482063
0.00173,0.11916,0.46636,0.08583,0.32692,0.1290136
0.00127,0.37129,0.00046,0.62206,0.00491,0.1394374
0.00382,0.10643,0.09006,0.79910,0.00060,0.0756438
0.00152,0.00310,0.38355,0.00316,0.60866,0.0578719
0.00310,0.21864,0.00102,0.00395,0.77330,0.0000000
0.18460,0.21672,0.00371,0.59078,0.00419,0.0722386
0.73557,0.25731,0.00244,0.00072,0.00396,0.0303204
0.34949,0.00435,0.37072,0.27121,0.00422,0.1081131
0.38510,0.28642,0.32178,0.00256,0.00413,0.0955300
0.39809,0.27276,0.00053,0.00461,0.32400,0.0095200
0.00093,0.47794,0.51838,0.00195,0.00080,0.0971730
0.00326,0.00454,0.00440,0.32584,0.66196,0.0112717
0.18427,0.51827,0.29414,0.00145,0.00187,0.0732413
0.38179,0.00111,0.00059,0.29939,0.31713,0.0237324
0.13515,0.24624,0.46979,0.00308,0.14574,0.1292148
0.98823,0.00162,0.00419,0.00361,0.00234,0.0130760
0.00082,0.20131,0.53732,0.13849,0.12206,0.1346128
0.00289,0.00403,0.00394,0.75461,0.23453,0.0493513
0.68261,0.00160,0.30957,0.00265,0.00356,0.0305301
0.73468,0.00494,0.00058,0.25501,0.00480,0.0148741
0.00035,0.73993,0.00155,0.00108,0.25709,0.0000001
0.35987,0.00466,0.00110,0.00448,0.62989,0.0107933
0.20195,0.00271,0.22509,0.56854,0.00171,0.0896029
0.00037,0.40911,0.11687,0.47131,0.00234,0.1056317
0.17309,0.00200,0.35312,0.30968,0.16211,0.1129085
0.00099,0.23309,0.25248,0.00125,0.51218,0.0245582
0.37940,0.61656,0.00318,0.00002,0.00084,0.0033185
0.12465,0.31419,0.43957,0.12136,0.00023,0.1106871
0.38355,0.00302,0.27178,0.00141,0.34024,0.0774688
0.00457,0.00452,0.76116,0.00393,0.22582,0.1448692
0.50627,0.25429,0.00087,0.23563,0.00294,0.0251023
0.00481,0.47482,0.00409,0.00301,0.51328,0.0000006
