  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.00000,1.00000,0.00000,0.00000,0.04845,0.00226,10.00000
  3,0.29000,0.13500,0.35500,0.05500,0.16500,0.05157,0.00113,0.73418
  4,0.27000,0.14000,0.28000,0.23500,0.07500,0.05016,0.00072,0.44157
  5,0.06500,0.58000,0.35500,0.00000,0.00000,0.08911,0.00236,0.78260
  6,0.18500,0.42500,0.35500,0.03500,0.00000,0.08216,0.00136,0.53203
  7,0.20000,0.43000,0.32500,0.04500,0.00000,0.08148,0.00118,0.53146
  8,0.15500,0.43500,0.32000,0.09000,0.00000,0.08076,0.00103,0.52315
  9,0.04000,0.45000,0.28000,0.23000,0.00000,0.08679,0.00130,0.54596
 10,0.00000,0.48000,0.10000,0.11500,0.30500,0.15699,0.00338,0.41461
 11,0.00000,0.48000,0.10000,0.11500,0.30500,0.15721,0.00321,0.42530
 12,0.00000,0.48000,0.09000,0.12500,0.30500,0.15682,0.00303,0.43216
 13,0.12000,0.51500,0.03500,0.05500,0.27500,0.16569,0.00323,0.40685
 14,0.09500,0.55500,0.03000,0.06500,0.25500,0.16726,0.00307,0.39280
 15,0.10000,0.56500,0.01000,0.07500,0.25000,0.16813,0.00312,0.40191
 16,0.10000,0.56000,0.01000,0.08000,0.25000,0.16786,0.00304,0.40655
 17,0.09500,0.56000,0.01500,0.08000,0.25000,0.16776,0.00290,0.40911
 18,0.09500,0.56000,0.02500,0.07000,0.25000,0.16830,0.00266,0.39425
 19,0.09500,0.56000,0.02500,0.07000,0.25000,0.16825,0.00270,0.39925
 20,0.09500,0.57500,0.00000,0.08000,0.25000,0.16657,0.00322,0.42395
 20,0.00000,0.00000,0.00000,1.00000,0.00000,0.00039,0.00322,0.42395
 21,0.09500,0.57500,0.00000,0.08000,0.25000,0.16648,0.00311,0.42814
 21,0.00000,0.00000,0.00000,1.00000,0.00000,0.00040,0.00311,0.42814
 22,0.09500,0.57500,0.00000,0.08000,0.25000,0.16644,0.00289,0.42502
 22,0.00000,0.00000,0.00000,1.00000,0.00000,0.00038,0.00289,0.42502
 23,0.09500,0.57500,0.00000,0.08000,0.25000,0.16638,0.00281,0.42680
 23,0.00000,0.00000,0.00000,1.00000,0.00000,0.00034,0.00281,0.42680
 24,0.09500,0.57500,0.00000,0.08000,0.25000,0.16630,0.00265,0.42492
 24,0.00000,0.00000,0.00000,1.00000,0.00000,0.00028,0.00265,0.42492
 25,0.09000,0.57500,0.00000,0.08000,0.25500,0.16641,0.00246,0.41639
 26,0.12500,0.54500,0.00000,0.07500,0.25500,0.16717,0.00253,0.36410
 26,0.02500,0.03000,0.75500,0.06500,0.12500,0.08475,0.00253,0.36410
 27,0.12000,0.55000,0.00000,0.07000,0.26000,0.16683,0.00240,0.36991
 27,0.02000,0.03000,0.76000,0.06500,0.12500,0.08389,0.00240,0.36991
 28,0.31500,0.00000,0.68500,0.00000,0.00000,0.15615,0.00335,0.36251
 28,0.12500,0.54500,0.00000,0.07500,0.25500,0.16807,0.00335,0.36251
 28,0.00000,0.00000,0.00000,1.00000,0.00000,0.00020,0.00335,0.36251
 29,0.42500,0.00000,0.57500,0.00000,0.00000,0.16773,0.00380,0.36863
 29,0.12500,0.54500,0.00000,0.07500,0.25500,0.16836,0.00380,0.36863
 29,0.00000,0.00000,0.00000,1.00000,0.00000,0.00027,0.00380,0.36863
 30,0.42500,0.00000,0.57500,0.00000,0.00000,0.16773,0.00365,0.36962
 30,0.12500,0.54500,0.00000,0.07500,0.25500,0.16824,0.00365,0.36962
 30,0.00000,0.00000,0.00000,1.00000,0.00000,0.00022,0.00365,0.36962
 31,0.42500,0.00000,0.57500,0.00000,0.00000,0.16741,0.00382,0.37962
 31,0.12500,0.54500,0.00000,0.07500,0.25500,0.16802,0.00382,0.37962
 31,0.00000,0.00000,0.00000,1.00000,0.00000,0.00023,0.00382,0.37962
 32,0.42500,0.00000,0.57500,0.00000,0.00000,0.16722,0.00381,0.38637
 32,0.12500,0.55000,0.00000,0.07000,0.25500,0.16779,0.00381,0.38637
 32,0.00000,0.00000,0.00000,1.00000,0.00000,0.00024,0.00381,0.38637
 33,0.42500,0.00000,0.57500,0.00000,0.00000,0.16718,0.00367,0.38695
 33,0.12500,0.55000,0.00000,0.07000,0.25500,0.16767,0.00367,0.38695
 33,0.00000,0.00000,0.00000,1.00000,0.00000,0.00023,0.00367,0.38695
 34,0.42500,0.00000,0.57500,0.00000,0.00000,0.16714,0.00351,0.38607
 34,0.12500,0.55000,0.00000,0.07000,0.25500,0.16761,0.00351,0.38607
 34,0.00000,0.00000,0.00000,1.00000,0.00000,0.00023,0.00351,0.38607
 35,0.42500,0.00000,0.57500,0.00000,0.00000,0.16667,0.00364,0.39470
 35,0.12500,0.55000,0.00000,0.07000,0.25500,0.16738,0.00364,0.39470
 36,0.42500,0.00000,0.57500,0.00000,0.00000,0.16665,0.00367,0.40554
 36,0.12000,0.56000,0.00000,0.05500,0.26500,0.16548,0.00367,0.40554
 36,0.00000,0.00000,0.00000,1.00000,0.00000,0.00014,0.00367,0.40554
 37,0.42500,0.00000,0.57500,0.00000,0.00000,0.16671,0.00360,0.40761
 37,0.12000,0.56000,0.00000,0.05500,0.26500,0.16545,0.00360,0.40761
 38,0.42500,0.00000,0.57500,0.00000,0.00000,0.16671,0.00361,0.40974
 38,0.12000,0.56000,0.00000,0.05500,0.26500,0.16531,0.00361,0.40974
 39,0.42500,0.00000,0.57500,0.00000,0.00000,0.16665,0.00353,0.41113
 39,0.12000,0.56000,0.00000,0.05500,0.26500,0.16523,0.00353,0.41113
 40,0.42500,0.00000,0.57500,0.00000,0.00000,0.16665,0.00353,0.41252
 40,0.12000,0.55500,0.00000,0.06000,0.26500,0.16510,0.00353,0.41252
 41,0.42500,0.00000,0.57500,0.00000,0.00000,0.16661,0.00347,0.41312
 41,0.12000,0.56000,0.00000,0.06000,0.26000,0.16504,0.00347,0.41312
 42,0.42500,0.00000,0.57500,0.00000,0.00000,0.16661,0.00346,0.41200
 42,0.12000,0.56000,0.00000,0.06000,0.26000,0.16528,0.00346,0.41200
 43,0.42500,0.00000,0.57500,0.00000,0.00000,0.16658,0.00340,0.41413
 43,0.12000,0.56000,0.00000,0.06000,0.26000,0.16526,0.00340,0.41413
 44,0.42500,0.00000,0.57500,0.00000,0.00000,0.16665,0.00347,0.41761
 44,0.12000,0.56000,0.00000,0.06000,0.26000,0.16524,0.00347,0.41761
 45,0.42500,0.00000,0.57500,0.00000,0.00000,0.16672,0.00343,0.41951
 45,0.12000,0.56000,0.00000,0.06000,0.26000,0.16519,0.00343,0.41951
 46,0.42500,0.00000,0.57500,0.00000,0.00000,0.16671,0.00340,0.41957
 46,0.12000,0.56000,0.00000,0.05500,0.26500,0.16523,0.00340,0.41957
 47,0.42500,0.00000,0.57500,0.00000,0.00000,0.16651,0.00339,0.42159
 47,0.12000,0.56000,0.00000,0.06000,0.26000,0.16520,0.00339,0.42159
 48,0.42500,0.00000,0.57500,0.00000,0.00000,0.16653,0.00346,0.41917
 48,0.12000,0.56000,0.00000,0.06000,0.26000,0.16526,0.00346,0.41917
 49,0.42500,0.00000,0.57500,0.00000,0.00000,0.16649,0.00344,0.41953
 49,0.12000,0.56000,0.00000,0.06000,0.26000,0.16527,0.00344,0.41953
 50,0.43000,0.00000,0.57000,0.00000,0.00000,0.16541,0.00469,0.43539
 50,0.12000,0.55500,0.00000,0.06500,0.26000,0.16515,0.00469,0.43539
 51,0.43000,0.00000,0.57000,0.00000,0.00000,0.16534,0.00463,0.43820
 51,0.12000,0.55500,0.00000,0.06500,0.26000,0.16509,0.00463,0.43820
 52,0.43000,0.00000,0.57000,0.00000,0.00000,0.16528,0.00459,0.44196
 52,0.12000,0.55500,0.00000,0.06500,0.26000,0.16502,0.00459,0.44196
 53,0.43000,0.00000,0.57000,0.00000,0.00000,0.16519,0.00453,0.44440
 53,0.12000,0.56000,0.00000,0.06000,0.26000,0.16493,0.00453,0.44440
 54,0.43000,0.00000,0.57000,0.00000,0.00000,0.16518,0.00455,0.44619
 54,0.12000,0.56000,0.00000,0.06000,0.26000,0.16477,0.00455,0.44619
 55,0.43000,0.00000,0.57000,0.00000,0.00000,0.16519,0.00451,0.44382
 55,0.12000,0.55500,0.00000,0.06500,0.26000,0.16501,0.00451,0.44382
 56,0.43000,0.00000,0.57000,0.00000,0.00000,0.16518,0.00451,0.44275
 56,0.12000,0.56000,0.00000,0.06000,0.26000,0.16521,0.00451,0.44275
 57,0.43000,0.00000,0.57000,0.00000,0.00000,0.16530,0.00481,0.45117
 57,0.12000,0.56000,0.00000,0.06000,0.26000,0.16517,0.00481,0.45117
 58,0.43000,0.00000,0.57000,0.00000,0.00000,0.16522,0.00478,0.45472
 58,0.12000,0.56000,0.00000,0.06000,0.26000,0.16512,0.00478,0.45472
 59,0.43000,0.00000,0.57000,0.00000,0.00000,0.16739,0.00501,0.45514
 59,0.12000,0.56000,0.00000,0.06000,0.26000,0.16514,0.00501,0.45514
 60,0.43000,0.00000,0.57000,0.00000,0.00000,0.16743,0.00488,0.44886
 60,0.12000,0.55500,0.00000,0.06500,0.26000,0.16565,0.00488,0.44886
 61,0.43000,0.00000,0.57000,0.00000,0.00000,0.16743,0.00489,0.44966
 61,0.12000,0.55500,0.00000,0.06500,0.26000,0.16559,0.00489,0.44966
 62,0.43000,0.00000,0.57000,0.00000,0.00000,0.16741,0.00494,0.45193
 62,0.12000,0.55500,0.00000,0.06500,0.26000,0.16545,0.00494,0.45193
 63,0.43000,0.00000,0.57000,0.00000,0.00000,0.16725,0.00495,0.45469
 63,0.12000,0.56000,0.00000,0.06000,0.26000,0.16546,0.00495,0.45469
 64,0.43000,0.00000,0.57000,0.00000,0.00000,0.16725,0.00497,0.45421
 64,0.12000,0.56000,0.00000,0.06000,0.26000,0.16570,0.00497,0.45421
