	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
0	1	0.28	0.14	0.16	0.07	0.35	0.05244950692320965
1	2	0.17	0.47	0.07	0.06	0.23	0.021294687049246083
2	3	0.13	0.03	0.08	0.29	0.47	0.03363960519555101
3	4	0.21	0.19	0.03	0.51	0.06	0.05588931757575495
4	5	0.04	0.08	0.47	0.2	0.21	0.14165608984329106
5	6	0.02	0.08	0.52	0.2	0.18	0.14330461091665922
6	7	0.05	0.08	0.45	0.2	0.22	0.13853200277712205
7	8	0.04	0.05	0.5	0.19	0.22	0.14952329479399415
8	9	0.0	0.14	0.53	0.25	0.08	0.11869551259896821
9	10	0.02	0.0	0.52	0.08	0.38	0.1409694901365831
10	11	0.2	0.0	0.61	0.18	0.01	0.13383130353216197
11	12	0.0	0.0	0.49	0.2	0.31	0.1433038143938184
12	13	0.06	0.06	0.51	0.14	0.23	0.14908238391817313
13	14	1.0	0.0	0.0	0.0	0.0	0.008670746861456123
14	15	0.0	0.0	1.0	0.0	0.0	0.05850410476771107
15	16	0.08	0.02	0.53	0.18	0.19	0.14640280056591065
16	17	0.0	0.0	0.0	1.0	0.0	0.03824379969709924
17	18	0.34	0.07	0.5700000000000001	0.02	0.0	0.124196597559821
18	19	0.0	0.06	0.48	0.13	0.33	0.14065731503681622
19	20	0.06	0.03	0.51	0.16	0.24	0.14920168306178117
20	21	0.15	0.2	0.65	0.0	0.0	0.14534809656199432
21	22	0.37	0.0	0.45	0.18	0.0	0.10910644624056003
22	23	0.03	0.88	0.08	0.01	0.0	0.0058839447157505494
23	24	0.18	0.0	0.47000000000000003	0.0	0.35	0.11721581582976501
24	25	0.21	0.09	0.52	0.18	0.0	0.128248799728268
25	26	0.2	0.1	0.7000000000000001	0.0	0.0	0.15096080039558263
26	27	0.0	0.32	0.67	0.0	0.01	0.12365099628413664
27	28	0.13	0.3	0.5700000000000001	0.0	0.0	0.13340011510390115
28	29	0.06	0.16	0.6	0.0	0.18	0.15028535183524927
29	30	0.1	0.16	0.63	0.11	0.0	0.13153717128979056
30	31	0.11	0.08	0.63	0.0	0.18	0.147610774020803
31	32	0.08	0.0	0.45	0.47000000000000003	0.0	0.11218035562282526
32	33	0.25	0.04	0.68	0.03	0.0	0.1461292866708068
33	34	0.05	0.14	0.56	0.0	0.25	0.1497315909778831
34	35	0.18	0.13	0.6900000000000001	0.0	0.0	0.15051147378800173
35	36	0.1	0.14	0.59	0.0	0.17	0.14612735473318536
36	37	0.25	0.03	0.72	0.0	0.0	0.15918797345146218
37	38	0.0	0.12	0.6	0.0	0.28	0.15791983174644825
38	39	0.48	0.0	0.0	0.52	0.0	0.0197025114817444
39	40	0.02	0.2	0.54	0.0	0.24	0.13929648036388312
40	41	0.16	0.02	0.8200000000000001	0.0	0.0	0.19111707190800634
41	42	0.0	0.46	0.03	0.51	0.0	0.13311861637314087
42	43	0.0	0.09	0.66	0.0	0.25	0.16024765431429602
43	44	0.27	0.0	0.72	0.01	0.0	0.1685600555486967
44	45	0.0	0.1	0.59	0.0	0.31	0.15568550424252048
45	46	0.0	0.3	0.0	0.7000000000000001	0.0	0.12682206811577967
46	47	0.63	0.0	0.37	0.0	0.0	0.03584725515015639
47	48	0.1	0.0	0.81	0.09	0.0	0.15076486830142305
48	49	0.5700000000000001	0.43	0.0	0.0	0.0	0.01435227658689481
49	50	0.07	0.56	0.0	0.36	0.01	0.08627776206815548
50	51	0.0	0.06	0.25	0.68	0.01	0.0846916042814223
