	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
0	1	0.23	0.58	0.08	0.1	0.01	0.03393798920287267
1	2	0.2	0.24	0.28	0.21	0.07	0.09353773471537213
2	3	0.06	0.1	0.01	0.05	0.78	0.0004562040345142207
3	4	0.04	0.47	0.13	0.07	0.29	0.018915872869423988
4	5	0.27	0.11	0.52	0.07	0.03	0.1279130425333408
5	6	0.13	0.07	0.61	0.19	0.0	0.13217884432472823
6	7	0.41000000000000003	0.06	0.44	0.08	0.01	0.10466484436821455
7	8	0.23	0.23	0.54	0.0	0.0	0.1346883158813527
8	9	0.3	0.06	0.53	0.11	0.0	0.12457485349141473
9	10	0.32	0.1	0.52	0.06	0.0	0.12614863208540555
10	11	0.13	0.05	0.81	0.01	0.0	0.17013114152391925
11	12	0.01	0.0	0.07	0.91	0.01	0.05452020615360188
12	13	0.06	0.21	0.67	0.06	0.0	0.1306051315683273
13	14	0.0	0.01	0.65	0.34	0.0	0.08502994970818785
14	15	0.23	0.1	0.65	0.02	0.0	0.14589890465320998
15	16	0.05	0.0	0.9500000000000001	0.0	0.0	0.13966808499807662
16	17	0.18	0.0	0.8	0.02	0.0	0.1927258770685758
17	18	0.13	0.01	0.86	0.0	0.0	0.2019802511591099
18	19	0.14	0.0	0.86	0.0	0.0	0.21212356271345062
19	20	0.1	0.07	0.8200000000000001	0.01	0.0	0.15648706502550846
20	21	0.81	0.09	0.0	0.09	0.01	0.03529036140732311
21	22	0.47000000000000003	0.0	0.01	0.52	0.0	0.022591110045688756
22	23	0.02	0.37	0.0	0.61	0.0	0.12960303560219869
23	24	0.0	1.0	0.0	0.0	0.0	5.75136112613373e-08
24	25	0.0	0.0	0.54	0.0	0.46	0.13193055399848905
25	26	0.0	0.19	0.28	0.52	0.01	0.09276246240456798
26	27	0.0	0.37	0.48	0.15	0.0	0.09769960481803608
27	28	0.0	0.56	0.0	0.44	0.0	0.14755036720609283
28	29	0.58	0.42	0.0	0.0	0.0	0.015206074856697617
29	30	0.25	0.0	0.73	0.02	0.0	0.17039344930204472
30	31	0.17	0.41000000000000003	0.0	0.42	0.0	0.06452511086814976
31	32	0.19	0.0	0.81	0.0	0.0	0.2044127317029268
32	33	0.17	0.02	0.8	0.0	0.01	0.18130814739354167
33	34	0.19	0.0	0.8	0.0	0.01	0.1888828355455026
34	35	0.0	0.0	0.0	0.5	0.5	0.022998086161797156
35	36	0.2	0.0	0.8	0.0	0.0	0.2034807516802866
36	37	0.24	0.0	0.39	0.37	0.0	0.11649733323435535
37	38	0.18	0.0	0.76	0.06	0.0	0.16859862529561773
38	39	0.18	0.0	0.8200000000000001	0.0	0.0	0.20858474086881798
39	40	0.18	0.0	0.36	0.0	0.46	0.09168347232800438
40	41	0.63	0.03	0.34	0.0	0.0	0.05170534007793178
41	42	0.0	0.0	0.38	0.23	0.39	0.11150898171295351
42	43	0.15	0.0	0.85	0.0	0.0	0.21338653321090742
43	44	0.0	0.44	0.56	0.0	0.0	0.10340513486790431
44	45	0.0	0.41000000000000003	0.22	0.36	0.01	0.08755582427263792
45	46	0.0	0.19	0.43	0.0	0.38	0.10540183492082197
46	47	0.01	0.0	0.42	0.5700000000000001	0.0	0.08893862584412715
47	48	0.0	0.0	0.76	0.0	0.24	0.14114597023875725
48	49	0.14	0.01	0.68	0.0	0.17	0.13587239232011816
49	50	0.45	0.0	0.0	0.0	0.55	0.02489142543071998
50	51	0.0	0.73	0.0	0.27	0.0	0.10682554159776819
51	52	0.43	0.02	0.27	0.28	0.0	0.08193772594627396
52	53	0.07	0.16	0.46	0.3	0.01	0.11573111898317655
53	54	0.3	0.32	0.31	0.0	0.07	0.09032072438280282
54	55	0.15	0.0	0.14	0.7000000000000001	0.01	0.07367067259849855
55	56	0.0	0.75	0.23	0.0	0.02	0.01881324612018466
56	57	0.08	0.2	0.0	0.7000000000000001	0.02	0.08803484684777318
57	58	0.0	0.32	0.0	0.37	0.31	0.03163230228436281
58	59	0.13	0.47000000000000003	0.37	0.01	0.02	0.08948407736642507
59	60	0.1	0.0	0.8	0.0	0.1	0.13317505817989816
60	61	0.21	0.03	0.76	0.0	0.0	0.17185377538926375
61	62	0.15	0.05	0.8	0.0	0.0	0.17497476981429538
62	63	0.13	0.12	0.75	0.0	0.0	0.15158894993858849
63	64	0.25	0.0	0.75	0.0	0.0	0.18460860137727797
64	65	0.21	0.0	0.79	0.0	0.0	0.20166061315423364
65	66	0.14	0.01	0.79	0.06	0.0	0.1670033607907161
66	67	0.18	0.01	0.79	0.02	0.0	0.18461737323737376
67	68	0.12	0.02	0.8	0.05	0.01	0.15898563469086172
68	69	0.12	0.02	0.81	0.04	0.01	0.16223716958418333
69	70	0.12	0.0	0.88	0.0	0.0	0.2052159259764851
70	71	0.25	0.0	0.74	0.01	0.0	0.1779755240358634
71	72	0.23	0.14	0.22	0.41000000000000003	0.0	0.08527487364885691
72	73	0.0	0.0	0.65	0.12	0.23	0.15566569700267466
73	74	0.0	0.0	0.26	0.0	0.74	0.019650016568170947
74	75	0.21	0.0	0.77	0.01	0.01	0.1787127931924051
75	76	0.49	0.0	0.5	0.0	0.01	0.07175465069433135
76	77	0.44	0.24	0.0	0.32	0.0	0.030524790517207925
77	78	0.68	0.0	0.0	0.32	0.0	0.015968442787020254
78	79	0.0	0.11	0.64	0.0	0.25	0.15629415047253897
79	80	0.15	0.0	0.47000000000000003	0.18	0.2	0.13618115279581397
80	81	0.9	0.0	0.1	0.0	0.0	0.009881887027577694
81	82	0.0	0.12	0.75	0.13	0.0	0.10153569504549118
82	83	0.21	0.0	0.26	0.23	0.3	0.08811709776686093
83	84	0.04	0.0	0.79	0.17	0.0	0.10584172654801413
84	85	0.0	0.12	0.54	0.14	0.2	0.1404187059575572
85	86	0.46	0.2	0.33	0.0	0.01	0.09569922592073124
86	87	0.0	0.6	0.14	0.26	0.0	0.07401910761104297
87	88	0.17	0.23	0.43	0.17	0.0	0.1126010239962876
88	89	0.26	0.74	0.0	0.0	0.0	0.0007053664338197214
89	90	0.3	0.34	0.04	0.0	0.32	0.014324486409978193
90	91	0.2	0.0	0.0	0.73	0.07	0.04026601153747438
91	92	0.41000000000000003	0.0	0.22	0.01	0.36	0.06737599555506688
92	93	0.02	0.31	0.66	0.0	0.01	0.12765965812617425
93	94	0.0	0.21	0.0	0.79	0.0	0.10663948463164998
94	95	0.0	0.03	0.29	0.4	0.28	0.10500114423420952
95	96	0.0	0.18	0.26	0.26	0.3	0.07759723283436362
96	97	0.01	0.01	0.5700000000000001	0.1	0.31	0.1553256182595758
97	98	0.21	0.01	0.78	0.0	0.0	0.19021733881414205
98	99	0.15	0.0	0.75	0.01	0.09	0.1349078820085404
99	100	0.02	0.11	0.63	0.03	0.21	0.15406006771657899
100	101	0.0	0.08	0.19	0.73	0.0	0.08159067487929793
101	102	0.18	0.01	0.24	0.56	0.01	0.09212187826220876
102	103	0.32	0.16	0.34	0.18	0.0	0.09891350373055792
103	104	0.11	0.0	0.51	0.36	0.02	0.12582661645974189
104	105	0.67	0.16	0.16	0.0	0.01	0.062494005009017486
