     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.29422,0.22135,0.19638,0.21455,0.07350,0.0586773
0.38626,0.05474,0.24324,0.03699,0.27877,0.0326240
0.06501,0.43555,0.04483,0.45246,0.00214,0.0654723
0.23047,0.00465,0.00270,0.75865,0.00352,0.0002973
0.09861,0.58031,0.15230,0.16747,0.00131,0.1125693
0.00316,0.92852,0.06480,0.00187,0.00164,0.0389191
0.01863,0.52785,0.31509,0.13629,0.00214,0.0935454
0.13644,0.53571,0.10064,0.09800,0.12922,0.1441991
0.11092,0.51595,0.04987,0.04883,0.27443,0.1583689
0.00177,0.51218,0.04155,0.11592,0.32858,0.1504670
0.14300,0.52619,0.00164,0.02834,0.30082,0.1576583
0.08333,0.50654,0.08752,0.00449,0.31812,0.1543906
0.13816,0.47702,0.00232,0.07211,0.31038,0.1578090
0.11993,0.52928,0.00162,0.05872,0.29046,0.1641226
0.10778,0.55355,0.00040,0.05641,0.28187,0.1602186
0.11195,0.54450,0.00479,0.05516,0.28361,0.1637727
0.10546,0.55460,0.00482,0.05114,0.28398,0.1697607
0.08616,0.58233,0.00120,0.03526,0.29505,0.1615177
0.09410,0.56473,0.00379,0.06574,0.27164,0.1635966
0.09565,0.56735,0.00232,0.06156,0.27313,0.1602413
0.11267,0.56702,0.00238,0.02834,0.28959,0.1648588
0.12070,0.56834,0.00314,0.01550,0.29232,0.1626032
0.00212,0.00451,0.00024,0.00296,0.99018,0.0000000
0.10513,0.56684,0.00001,0.03620,0.29183,0.1697935
0.09425,0.57614,0.00362,0.01352,0.31248,0.1643569
0.09482,0.57144,0.00058,0.01833,0.31483,0.1600669
0.13527,0.57117,0.00154,0.02132,0.27070,0.1605197
0.09145,0.56528,0.00314,0.05531,0.28482,0.1646986
0.08957,0.56892,0.00354,0.05378,0.28419,0.1627939
0.09160,0.56389,0.00312,0.05562,0.28578,0.1672299
0.08724,0.56583,0.00348,0.05956,0.28389,0.1646079
0.00485,0.00362,0.98511,0.00429,0.00214,0.0670019
0.00077,0.00098,0.62298,0.00245,0.37281,0.0611920
0.09401,0.56505,0.00050,0.06118,0.27925,0.1672089
0.08734,0.57013,0.00264,0.06368,0.27620,0.1615874
0.09536,0.56481,0.00023,0.06141,0.27819,0.1641296
0.09194,0.56672,0.00109,0.05824,0.28201,0.1686772
0.08948,0.56881,0.00202,0.06529,0.27440,0.1642535
0.08797,0.56795,0.00157,0.06469,0.27783,0.1628030
0.08974,0.56806,0.00416,0.06057,0.27747,0.1646622
0.09334,0.56455,0.00170,0.06391,0.27650,0.1574337
0.08576,0.56557,0.00239,0.04439,0.30189,0.1640521
0.08538,0.56491,0.00169,0.04157,0.30646,0.1675427
0.07929,0.56703,0.00398,0.03288,0.31682,0.1613526
0.08375,0.56886,0.00385,0.04414,0.29940,0.1627012
0.98818,0.00451,0.00222,0.00286,0.00223,0.0000825
0.09352,0.56471,0.00224,0.05245,0.28708,0.1665506
0.09415,0.56442,0.00224,0.05427,0.28492,0.1655330
0.09255,0.56680,0.00228,0.05258,0.28578,0.1618378
0.09413,0.56543,0.00379,0.05048,0.28616,0.1650749
0.00406,0.00421,0.62869,0.36113,0.00191,0.0613710
0.09857,0.56434,0.00152,0.05263,0.28294,0.1661050
0.09633,0.56405,0.00091,0.05474,0.28396,0.1569490
0.08912,0.56532,0.00371,0.03776,0.30409,0.1609393
0.10978,0.56511,0.00269,0.05117,0.27126,0.1628571
0.10662,0.56432,0.00336,0.05240,0.27330,0.1657508
0.10380,0.56316,0.00012,0.05319,0.27972,0.1642382
0.11149,0.56770,0.00327,0.04645,0.27109,0.1620777
0.09743,0.56451,0.00456,0.05938,0.27412,0.1587303
0.09156,0.55841,0.00417,0.03820,0.30767,0.1610195
0.00494,0.00005,0.00019,0.47556,0.51925,0.0000001
0.11053,0.56555,0.00388,0.04237,0.27767,0.1677040
0.11987,0.56803,0.00485,0.03561,0.27164,0.1636885
0.11222,0.56462,0.00039,0.04641,0.27637,0.1642587
0.11579,0.56694,0.00277,0.04035,0.27415,0.1643939
0.12114,0.56675,0.00358,0.03478,0.27375,0.1682601
0.13027,0.56649,0.00468,0.02933,0.26923,0.1634267
0.12551,0.56539,0.00358,0.03127,0.27424,0.1653580
0.12641,0.56954,0.00298,0.03126,0.26980,0.1628381
0.12460,0.56717,0.00251,0.03412,0.27160,0.1636137
0.12479,0.56618,0.00464,0.03161,0.27278,0.1651753
0.12263,0.56453,0.00141,0.03598,0.27545,0.1668556
0.13266,0.56847,0.00478,0.02624,0.26786,0.1598949
0.11915,0.56470,0.00225,0.04160,0.27230,0.1612420
0.11472,0.56282,0.00230,0.04358,0.27658,0.1682446
0.11742,0.56323,0.00265,0.04158,0.27512,0.1634382
0.11528,0.56091,0.00072,0.04841,0.27468,0.1604915
0.10936,0.56412,0.00040,0.04099,0.28513,0.1683922
0.10941,0.56617,0.00480,0.02257,0.29706,0.1633927
0.11308,0.56756,0.00431,0.02485,0.29020,0.1644496
0.10992,0.56864,0.00402,0.02319,0.29422,0.1649229
0.11130,0.56463,0.00076,0.03352,0.28979,0.1620072
0.31379,0.00088,0.68095,0.00181,0.00258,0.1603329
