  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.32500,0.00000,0.00000,0.67500,0.05664,0.00199,1.45577
  3,0.15500,0.18000,0.26500,0.13500,0.26500,0.04980,0.00095,0.52455
  4,0.00000,0.86500,0.13500,0.00000,0.00000,0.14229,0.00949,1.08213
  5,0.18000,0.45500,0.33000,0.00000,0.03500,0.10729,0.00255,0.45807
  6,0.17500,0.40500,0.24000,0.04500,0.13500,0.10302,0.00212,0.33207
  6,0.00000,0.00000,0.00000,0.00000,1.00000,0.00010,0.00212,0.33207
  7,0.22500,0.47500,0.10000,0.08500,0.11500,0.12621,0.00269,0.38847
  8,0.19000,0.48000,0.11000,0.10500,0.11500,0.12557,0.00233,0.37990
  9,0.19000,0.48500,0.11000,0.09500,0.12000,0.12509,0.00213,0.38272
 10,0.10500,0.55500,0.01000,0.07000,0.26000,0.15121,0.00324,0.41778
 11,0.04500,0.57000,0.00000,0.03500,0.35000,0.16694,0.00426,0.46160
 12,0.08500,0.54000,0.00000,0.09000,0.28500,0.16344,0.00362,0.42331
 13,0.12500,0.54500,0.00000,0.03500,0.29500,0.16362,0.00335,0.41829
 14,0.11500,0.56000,0.00000,0.04000,0.28500,0.16214,0.00314,0.42156
 15,0.11500,0.58500,0.00000,0.02500,0.27500,0.16479,0.00333,0.42104
 16,0.11500,0.58000,0.00000,0.03000,0.27500,0.16426,0.00324,0.42303
 17,0.11500,0.58000,0.00000,0.03000,0.27500,0.16424,0.00292,0.41651
 18,0.11500,0.58000,0.00000,0.03000,0.27500,0.16427,0.00291,0.41672
 19,0.11500,0.58000,0.00000,0.03000,0.27500,0.16424,0.00265,0.41201
 20,0.11500,0.57500,0.00000,0.03000,0.28000,0.16367,0.00263,0.41625
 21,0.12000,0.58000,0.00000,0.02000,0.28000,0.16397,0.00265,0.41752
 22,0.12000,0.58000,0.00000,0.02000,0.28000,0.16399,0.00265,0.41786
 23,0.12000,0.58000,0.00000,0.02000,0.28000,0.16394,0.00265,0.41813
 24,0.11500,0.57500,0.00000,0.03000,0.28000,0.16371,0.00262,0.41737
 25,0.11500,0.57500,0.00000,0.03000,0.28000,0.16372,0.00262,0.41744
 26,0.11500,0.57500,0.00000,0.03000,0.28000,0.16369,0.00262,0.41801
 27,0.11500,0.57500,0.00000,0.03000,0.28000,0.16363,0.00261,0.41765
 28,0.11500,0.57500,0.00000,0.03000,0.28000,0.16387,0.00261,0.41496
 29,0.11500,0.57500,0.00000,0.03500,0.27500,0.16405,0.00260,0.41293
 30,0.11500,0.57500,0.00000,0.03000,0.28000,0.16378,0.00261,0.41695
 31,0.11500,0.57500,0.00000,0.03000,0.28000,0.16390,0.00261,0.41599
 32,0.11500,0.58000,0.00000,0.02500,0.28000,0.16364,0.00262,0.41894
 33,0.11500,0.58000,0.00000,0.02500,0.28000,0.16364,0.00250,0.41930
 34,0.11500,0.57500,0.00000,0.03000,0.28000,0.16353,0.00250,0.42010
 35,0.11500,0.58000,0.00000,0.02500,0.28000,0.16336,0.00249,0.42061
 36,0.11500,0.57500,0.00000,0.03000,0.28000,0.16328,0.00247,0.41961
 37,0.11500,0.57500,0.00000,0.03000,0.28000,0.16311,0.00247,0.42134
 38,0.11500,0.57500,0.00000,0.03000,0.28000,0.16310,0.00247,0.42159
 39,0.11500,0.57500,0.00000,0.03000,0.28000,0.16310,0.00259,0.42726
 39,0.03500,0.02000,0.88500,0.06000,0.00000,0.06765,0.00259,0.42726
 40,0.11500,0.57500,0.00000,0.03000,0.28000,0.16307,0.00259,0.42752
 40,0.03500,0.02000,0.88500,0.06000,0.00000,0.06763,0.00259,0.42752
 41,0.38000,0.00000,0.62000,0.00000,0.00000,0.16452,0.00400,0.41800
 41,0.11000,0.57500,0.00000,0.03500,0.28000,0.16323,0.00400,0.41800
 42,0.39500,0.00000,0.60500,0.00000,0.00000,0.16495,0.00399,0.42583
 42,0.11000,0.57500,0.00000,0.03500,0.28000,0.16322,0.00399,0.42583
 43,0.39500,0.00000,0.60500,0.00000,0.00000,0.16564,0.00398,0.42505
 43,0.11000,0.57500,0.00000,0.03500,0.28000,0.16322,0.00398,0.42505
 44,0.40000,0.00000,0.60000,0.00000,0.00000,0.16590,0.00479,0.44328
 44,0.11500,0.57500,0.00000,0.03000,0.28000,0.16317,0.00479,0.44328
 45,0.40000,0.00000,0.60000,0.00000,0.00000,0.16589,0.00462,0.44273
 45,0.11000,0.57500,0.00000,0.03500,0.28000,0.16319,0.00462,0.44273
 46,0.40000,0.00000,0.60000,0.00000,0.00000,0.16517,0.00456,0.44329
 46,0.11000,0.57500,0.00000,0.03500,0.28000,0.16319,0.00456,0.44329
 47,0.40000,0.00000,0.60000,0.00000,0.00000,0.16516,0.00454,0.44629
 47,0.11500,0.57500,0.00000,0.03000,0.28000,0.16318,0.00454,0.44629
 48,0.40000,0.00000,0.60000,0.00000,0.00000,0.16514,0.00435,0.44676
 48,0.11500,0.57500,0.00000,0.03000,0.28000,0.16318,0.00435,0.44676
 49,0.40000,0.00000,0.60000,0.00000,0.00000,0.16515,0.00427,0.44375
 49,0.11500,0.56000,0.00000,0.03500,0.29000,0.16355,0.00427,0.44375
 50,0.40000,0.00000,0.60000,0.00000,0.00000,0.16516,0.00426,0.44353
 50,0.11500,0.56000,0.00000,0.03500,0.29000,0.16362,0.00426,0.44353
 51,0.40000,0.00000,0.60000,0.00000,0.00000,0.16516,0.00426,0.44347
 51,0.11500,0.56000,0.00000,0.03500,0.29000,0.16366,0.00426,0.44347
 52,0.40000,0.00000,0.60000,0.00000,0.00000,0.16519,0.00426,0.44367
 52,0.11500,0.56000,0.00000,0.03500,0.29000,0.16366,0.00426,0.44367
 53,0.40000,0.00000,0.60000,0.00000,0.00000,0.16518,0.00427,0.44406
 53,0.11500,0.56000,0.00000,0.03500,0.29000,0.16354,0.00427,0.44406
 54,0.40000,0.00000,0.60000,0.00000,0.00000,0.16519,0.00427,0.44408
 54,0.11500,0.56000,0.00000,0.03500,0.29000,0.16358,0.00427,0.44408
 55,0.40000,0.00000,0.60000,0.00000,0.00000,0.16561,0.00604,0.42528
 55,0.12000,0.56000,0.00000,0.03000,0.29000,0.16356,0.00604,0.42528
 56,0.40000,0.00000,0.60000,0.00000,0.00000,0.16557,0.00584,0.42797
 56,0.12000,0.56000,0.00000,0.03000,0.29000,0.16355,0.00584,0.42797
 57,0.40000,0.00000,0.60000,0.00000,0.00000,0.16568,0.00593,0.42642
 57,0.12000,0.55500,0.00000,0.03500,0.29000,0.16353,0.00593,0.42642
 58,0.40000,0.00000,0.60000,0.00000,0.00000,0.16562,0.00585,0.43218
 58,0.12000,0.55500,0.00000,0.03500,0.29000,0.16352,0.00585,0.43218
 59,0.40000,0.00000,0.60000,0.00000,0.00000,0.16562,0.00585,0.43267
 59,0.12000,0.55500,0.00000,0.03500,0.29000,0.16351,0.00585,0.43267
 60,0.40000,0.00000,0.60000,0.00000,0.00000,0.16559,0.00587,0.44058
 60,0.12500,0.55500,0.00000,0.03000,0.29000,0.16350,0.00587,0.44058
 61,0.40000,0.00000,0.60000,0.00000,0.00000,0.16560,0.00580,0.43606
 61,0.12000,0.56000,0.00000,0.04000,0.28000,0.16335,0.00580,0.43606
 62,0.40000,0.00000,0.60000,0.00000,0.00000,0.16556,0.00603,0.44835
 62,0.12000,0.56000,0.00000,0.04000,0.28000,0.16333,0.00603,0.44835
 63,0.40000,0.00000,0.60000,0.00000,0.00000,0.16554,0.00637,0.46228
 63,0.12000,0.56000,0.00000,0.04000,0.28000,0.16328,0.00637,0.46228
 64,0.40000,0.00000,0.60000,0.00000,0.00000,0.16553,0.00637,0.46253
 64,0.12000,0.56000,0.00000,0.04000,0.28000,0.16328,0.00637,0.46253
 65,0.40000,0.00000,0.60000,0.00000,0.00000,0.16554,0.00634,0.46093
 65,0.12000,0.55500,0.00000,0.04500,0.28000,0.16356,0.00634,0.46093
 66,0.40000,0.00000,0.60000,0.00000,0.00000,0.16556,0.00630,0.45811
 66,0.12500,0.55000,0.00000,0.05000,0.27500,0.16397,0.00630,0.45811
 67,0.40000,0.00000,0.60000,0.00000,0.00000,0.16546,0.00626,0.45880
 67,0.12500,0.55000,0.00000,0.05000,0.27500,0.16398,0.00626,0.45880
 68,0.40000,0.00000,0.60000,0.00000,0.00000,0.16548,0.00632,0.45756
 68,0.12500,0.55000,0.00000,0.05500,0.27000,0.16440,0.00632,0.45756
 69,0.40000,0.00000,0.60000,0.00000,0.00000,0.16545,0.00630,0.46279
 69,0.12500,0.55000,0.00000,0.05500,0.27000,0.16439,0.00630,0.46279
 70,0.40000,0.00000,0.60000,0.00000,0.00000,0.16544,0.00630,0.46325
 70,0.12500,0.55000,0.00000,0.05500,0.27000,0.16433,0.00630,0.46325
 71,0.40000,0.00000,0.60000,0.00000,0.00000,0.16542,0.00629,0.46581
 71,0.12500,0.55000,0.00000,0.05000,0.27500,0.16389,0.00629,0.46581
 72,0.40000,0.00000,0.60000,0.00000,0.00000,0.16542,0.00605,0.46092
 72,0.12000,0.55500,0.00000,0.05000,0.27500,0.16389,0.00605,0.46092
 73,0.40000,0.00000,0.60000,0.00000,0.00000,0.16500,0.00596,0.46071
 73,0.12000,0.55500,0.00000,0.05000,0.27500,0.16389,0.00596,0.46071
 74,0.40000,0.00000,0.60000,0.00000,0.00000,0.16500,0.00590,0.45888
 74,0.12000,0.55000,0.00000,0.05000,0.28000,0.16403,0.00590,0.45888
 75,0.40000,0.00000,0.60000,0.00000,0.00000,0.16500,0.00592,0.45986
 75,0.12000,0.55000,0.00000,0.05000,0.28000,0.16392,0.00592,0.45986
 76,0.40000,0.00000,0.60000,0.00000,0.00000,0.16500,0.00592,0.46005
 76,0.12000,0.55000,0.00000,0.05000,0.28000,0.16390,0.00592,0.46005
 77,0.40000,0.00000,0.60000,0.00000,0.00000,0.16500,0.00598,0.46208
 77,0.12000,0.55500,0.00000,0.05000,0.27500,0.16377,0.00598,0.46208
 78,0.40000,0.00000,0.60000,0.00000,0.00000,0.16498,0.00591,0.46197
 78,0.12000,0.55500,0.00000,0.04500,0.28000,0.16349,0.00591,0.46197
 79,0.40000,0.00000,0.60000,0.00000,0.00000,0.16498,0.00572,0.45621
 79,0.11500,0.55000,0.00000,0.05000,0.28500,0.16368,0.00572,0.45621
 80,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00542,0.44574
 80,0.11000,0.55000,0.00000,0.05000,0.29000,0.16404,0.00542,0.44574
 81,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00536,0.44335
 81,0.11000,0.55000,0.00000,0.05000,0.29000,0.16412,0.00536,0.44335
 82,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00534,0.44245
 82,0.11000,0.55000,0.00000,0.05000,0.29000,0.16415,0.00534,0.44245
 83,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00557,0.45123
 83,0.11500,0.55000,0.00000,0.05000,0.28500,0.16390,0.00557,0.45123
 84,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00552,0.44909
 84,0.11500,0.55000,0.00000,0.05000,0.28500,0.16400,0.00552,0.44909
 85,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00555,0.45019
 85,0.11500,0.55000,0.00000,0.05000,0.28500,0.16396,0.00555,0.45019
 86,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00560,0.45250
 86,0.11500,0.55000,0.00000,0.05000,0.28500,0.16386,0.00560,0.45250
 87,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00560,0.45239
 87,0.11500,0.55000,0.00000,0.05000,0.28500,0.16387,0.00560,0.45239
 88,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00554,0.45004
 88,0.11500,0.55000,0.00000,0.05000,0.28500,0.16396,0.00554,0.45004
 89,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00561,0.45297
 89,0.11500,0.55000,0.00000,0.05000,0.28500,0.16383,0.00561,0.45297
 90,0.40000,0.00000,0.60000,0.00000,0.00000,0.16497,0.00556,0.45146
 90,0.11500,0.55000,0.00000,0.05000,0.28500,0.16388,0.00556,0.45146
 91,0.40000,0.00000,0.60000,0.00000,0.00000,0.16494,0.00564,0.45693
 91,0.11500,0.55000,0.00000,0.05000,0.28500,0.16387,0.00564,0.45693
 92,0.40000,0.00000,0.60000,0.00000,0.00000,0.16494,0.00566,0.45771
 92,0.11500,0.55000,0.00000,0.05000,0.28500,0.16383,0.00566,0.45771
 93,0.40000,0.00000,0.60000,0.00000,0.00000,0.16494,0.00561,0.45558
 93,0.11500,0.55000,0.00000,0.05000,0.28500,0.16396,0.00561,0.45558
 94,0.40000,0.00000,0.60000,0.00000,0.00000,0.16494,0.00561,0.45564
