     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.17153,0.28766,0.20938,0.09032,0.24110,0.0656379
0.19201,0.06826,0.11886,0.38312,0.23774,0.0646459
0.00259,0.98707,0.00438,0.00149,0.00447,0.0000391
0.22455,0.00427,0.32332,0.00815,0.43972,0.0845732
0.00137,0.00040,0.92050,0.00251,0.07522,0.1016791
0.37144,0.00460,0.62348,0.00027,0.00021,0.1242603
0.98338,0.00325,0.00496,0.00476,0.00366,0.0157000
0.24404,0.00300,0.64788,0.10283,0.00225,0.1379521
0.14212,0.00181,0.61706,0.23543,0.00358,0.1289270
0.21068,0.00149,0.62186,0.10944,0.05653,0.1350082
0.18309,0.09444,0.64542,0.07270,0.00434,0.1478043
0.13242,0.19396,0.66170,0.00716,0.00476,0.1402326
0.17015,0.12430,0.63109,0.07005,0.00442,0.1375851
0.17729,0.10941,0.68290,0.02587,0.00453,0.1489157
0.18731,0.09109,0.72120,0.00026,0.00014,0.1566746
0.00252,0.09398,0.60078,0.00293,0.29980,0.1493472
0.00492,0.00380,0.49308,0.16163,0.33657,0.1365671
0.00414,0.00478,0.12372,0.86282,0.00453,0.0615182
0.13395,0.05269,0.68712,0.00478,0.12145,0.1405005
0.00033,0.10776,0.43933,0.00189,0.45069,0.0971056
0.00014,0.08674,0.63460,0.09645,0.18207,0.1508536
0.00479,0.00368,0.42824,0.40629,0.15700,0.1281771
0.00429,0.00128,0.64525,0.08964,0.25954,0.1479101
0.00030,0.27565,0.25385,0.46889,0.00131,0.0941306
0.57354,0.00110,0.00334,0.00218,0.41984,0.0403399
0.00131,0.08253,0.59942,0.10260,0.21414,0.1581664
0.00471,0.09075,0.57442,0.12099,0.20913,0.1497471
0.00195,0.09542,0.63167,0.06150,0.20946,0.1575895
0.16660,0.06945,0.75880,0.00156,0.00359,0.1606578
0.54275,0.45040,0.00130,0.00420,0.00136,0.0119884
0.19325,0.00169,0.30346,0.49873,0.00287,0.1017946
0.00366,0.58386,0.00167,0.40679,0.00402,0.1318244
0.00128,0.53616,0.00496,0.27541,0.18220,0.0375943
0.00466,0.41298,0.00121,0.57955,0.00161,0.1432131
0.54945,0.00150,0.18277,0.26351,0.00277,0.0585405
0.15605,0.39131,0.00045,0.45160,0.00059,0.0742108
0.00460,0.00338,0.00415,0.00293,0.98494,0.0000000
0.00283,0.60531,0.38684,0.00196,0.00306,0.0635344
0.18834,0.03364,0.77500,0.00259,0.00044,0.1773038
0.49463,0.07712,0.25297,0.00341,0.17186,0.0793990
0.00152,0.00131,0.00357,0.68266,0.31094,0.0389517
0.00247,0.27613,0.52851,0.00293,0.18996,0.1384884
0.32532,0.00015,0.00161,0.67133,0.00158,0.0376977
0.00082,0.00198,0.00246,0.33710,0.65765,0.0098706
0.00481,0.35739,0.00281,0.00460,0.63040,0.0000002
0.00028,0.18272,0.72147,0.09104,0.00449,0.1141217
0.29318,0.34239,0.35832,0.00174,0.00438,0.1016239
0.00468,0.00147,0.40463,0.58526,0.00396,0.0887380
0.18870,0.00003,0.38217,0.23922,0.18988,0.1171118
0.30130,0.00054,0.00409,0.00413,0.68994,0.0060465
0.00081,0.36258,0.44298,0.19346,0.00018,0.0977251
0.12986,0.15677,0.48915,0.00118,0.22304,0.1381810
0.51147,0.00198,0.00333,0.26175,0.22148,0.0237231
0.18996,0.00485,0.79722,0.00476,0.00322,0.1941675
0.28493,0.18371,0.29525,0.23151,0.00460,0.0980638
0.00128,0.23881,0.00136,0.75669,0.00187,0.1135143
0.38867,0.25936,0.00494,0.00019,0.34683,0.0082318
0.26761,0.72383,0.00452,0.00351,0.00054,0.0021044
0.00181,0.14052,0.30787,0.27960,0.27021,0.0946529
0.72526,0.00494,0.26568,0.00247,0.00164,0.0249454
0.00382,0.00375,0.22737,0.59146,0.17359,0.0900948
0.00131,0.27742,0.00369,0.56496,0.15262,0.0806623
0.19125,0.00101,0.80546,0.00015,0.00213,0.2025282
0.00410,0.69510,0.00396,0.00054,0.29631,0.0000016
0.75877,0.00125,0.00468,0.23505,0.00024,0.0164961
0.00261,0.59332,0.16481,0.23665,0.00261,0.0716750
0.50385,0.21573,0.00428,0.27175,0.00439,0.0239275
0.00084,0.39808,0.59832,0.00136,0.00140,0.1118400
0.77772,0.21679,0.00067,0.00259,0.00223,0.0385112
0.27383,0.00217,0.00484,0.23208,0.48708,0.0166333
0.00305,0.39405,0.26958,0.00183,0.33150,0.0365511
0.00096,0.00198,0.24850,0.00282,0.74574,0.0138523
0.00195,0.23796,0.00077,0.29561,0.46371,0.0137070
0.00353,0.00286,0.22733,0.36100,0.40527,0.0703709
0.00446,0.12182,0.54363,0.32658,0.00352,0.1029428
0.29903,0.00152,0.46787,0.00191,0.22966,0.1081450
0.51710,0.22213,0.25663,0.00361,0.00053,0.0767526
0.37422,0.00271,0.19661,0.11673,0.30972,0.0654469
0.51771,0.00051,0.00471,0.47510,0.00196,0.0201918
0.17416,0.00497,0.81359,0.00449,0.00279,0.1998824
0.23923,0.46382,0.13420,0.16190,0.00084,0.0571650
0.20104,0.00264,0.00042,0.60367,0.19223,0.0401457
0.78363,0.00467,0.00417,0.00319,0.20434,0.0603414
0.00173,0.16933,0.00391,0.00344,0.82159,0.0000003
0.23977,0.53114,0.00010,0.00366,0.22533,0.0011699
0.00127,0.00422,0.80717,0.18287,0.00447,0.0803491
0.00341,0.00455,0.58634,0.00433,0.40136,0.1433835
0.08729,0.20265,0.46410,0.13915,0.10681,0.1299060
0.34876,0.00235,0.41497,0.23250,0.00142,0.1113867
0.18029,0.58563,0.22967,0.00033,0.00408,0.0514353
0.00332,0.77287,0.00454,0.21820,0.00107,0.0903267
0.00139,0.17354,0.15025,0.67356,0.00126,0.0847156
0.37588,0.31235,0.17833,0.00187,0.13157,0.0593458
0.16443,0.18411,0.11724,0.00299,0.53124,0.0174042
0.10150,0.00134,0.59951,0.00200,0.29565,0.1438736
0.00151,0.00092,0.00271,0.51610,0.47875,0.0261800
0.25924,0.26685,0.00314,0.25590,0.21487,0.0277015
0.09348,0.38452,0.43225,0.00468,0.08507,0.1101963
0.14304,0.17997,0.00500,0.67004,0.00195,0.0743871
0.35326,0.15727,0.48535,0.00045,0.00368,0.1276666
0.00144,0.42703,0.09171,0.47689,0.00293,0.1128180
0.13392,0.09305,0.41360,0.35539,0.00404,0.1155166
0.62644,0.18516,0.00112,0.00370,0.18357,0.0263207
0.53523,0.00477,0.45245,0.00452,0.00304,0.0597371
0.00011,0.00127,0.00133,0.99493,0.00235,0.0395666
