0	[[0.2  1.1  0.8  0.7  0.6  1.1  1.   0.8  0.2  0.23]]	[40, 40, 40, 40, 40]	200
0	[[0.2  0.7  1.2  1.4  0.6  0.5  0.4  0.8  0.6  0.28]]	[40, 40, 40, 40, 40]	200
0	[[0.5  2.   0.1  1.4  1.3  1.7  0.7  0.4  0.3  0.16]]	[40, 40, 40, 40, 40]	200
0	[[0.4  1.6  0.8  1.3  1.1  1.4  0.   0.6  0.8  0.41]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.5  0.9  1.7  1.8  1.2  0.8  0.7  0.7  0.29]]	[40, 40, 40, 40, 40]	200
0	[[0.3  1.9  2.   0.5  1.5  0.9  0.4  0.9  0.5  0.09]]	[40, 40, 40, 40, 40]	200
0	[[0.5  0.2  0.2  1.4  0.3  0.5  0.4  0.6  0.8  0.29]]	[40, 40, 40, 18, 40]	178
0	[[0.6  0.5  1.4  0.   1.2  1.9  1.1  0.9  0.3  0.43]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.4  0.3  1.3  0.1  1.   0.5  0.6  0.7  0.23]]	[40, 40, 40, 40, 40]	200
0	[[0.7  1.8  2.   0.4  1.9  0.1  0.   0.3  0.5  0.25]]	[40, 16, 40, 40, 40]	176
0	[[0.7  0.2  0.4  0.5  0.   0.6  1.3  0.1  0.7  0.44]]	[40, 40, 40, 40, 40]	200
0	[[0.7  0.6  1.1  0.7  2.   1.1  1.8  0.6  0.5  0.22]]	[40, 40, 40, 40, 40]	200
0	[[0.5  0.8  1.3  1.5  2.   2.   1.6  0.5  0.7  0.49]]	[40, 40, 40, 40, 40]	200
0	[[0.8  1.2  0.9  1.   1.3  0.8  2.   0.9  0.6  0.04]]	[40, 40, 40, 40, 40]	200
0	[[1.   1.6  1.   1.6  0.4  0.9  1.7  0.4  0.2  0.42]]	[40, 40, 40, 40, 40]	200
0	[[0.1  0.9  1.4  0.2  1.9  1.7  0.2  0.9  0.6  0.32]]	[40, 40, 40, 40, 40]	200
0	[[0.2  1.3  0.9  0.1  1.8  1.4  0.1  0.1  0.1  0.34]]	[40, 40, 40, 40, 40]	200
0	[[0.1 0.1 1.7 0.  0.9 0.6 0.7 0.7 0.4 0.4]]	[40, 40, 40, 40, 40]	200
0	[[0.1  1.4  0.5  1.6  2.   0.4  0.3  0.1  0.7  0.43]]	[40, 40, 40, 40, 40]	200
0	[[0.9  1.8  0.3  1.1  0.5  1.7  1.   0.7  0.3  0.21]]	[40, 40, 40, 40, 40]	200
0	[[1.   0.8  1.2  0.7  1.8  1.1  2.   0.7  0.9  0.12]]	[40, 40, 40, 40, 40]	200
0	[[0.7  0.9  0.2  1.8  0.2  1.1  1.9  0.5  0.5  0.37]]	[40, 40, 40, 40, 40]	200
0	[[1.   0.8  1.1  2.   1.5  0.7  0.7  0.3  0.7  0.46]]	[40, 40, 40, 40, 40]	200
0	[[0.4  1.1  1.8  0.8  0.9  1.7  1.6  0.9  0.9  0.09]]	[40, 40, 40, 40, 40]	200
0	[[0.4  0.1  1.5  1.5  1.9  0.6  1.7  0.2  0.6  0.45]]	[40, 40, 40, 40, 40]	200
0	[[0.7  1.1  1.2  0.4  0.9  0.8  0.1  0.7  0.8  0.12]]	[40, 40, 40, 40, 40]	200
0	[[0.7 1.  1.6 1.7 0.7 0.9 1.4 0.8 0.8 0.2]]	[40, 40, 40, 40, 40]	200
0	[[0.1  1.8  1.8  1.1  1.6  1.7  0.3  0.6  0.8  0.12]]	[40, 40, 40, 40, 40]	200
0	[[0.4  1.4  1.5  1.7  1.2  1.3  1.1  0.7  0.3  0.24]]	[40, 40, 40, 40, 40]	200
0	[[0.9  1.   1.1  0.5  0.8  1.3  1.5  0.7  0.8  0.31]]	[40, 40, 40, 40, 40]	200
0	[[1.   0.7  0.   1.3  0.2  1.3  1.3  0.8  0.2  0.22]]	[40, 40, 40, 40, 40]	200
0	[[0.8  0.1  0.6  0.1  1.1  1.   1.   0.4  0.5  0.01]]	[40, 40, 40, 40, 40]	200
0	[[0.7  1.1  1.4  1.2  1.8  1.1  0.9  0.9  0.9  0.14]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.   0.9  1.4  1.3  0.2  1.   0.6  0.9  0.36]]	[40, 40, 40, 40, 40]	200
0	[[1.   1.2  1.   1.2  0.   1.1  0.6  0.4  0.1  0.06]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.8  1.9  0.3  1.7  1.1  1.7  0.5  0.5  0.06]]	[40, 40, 40, 40, 40]	200
0	[[0.9  2.   1.   1.7  1.7  0.9  1.   0.7  0.8  0.19]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.3  0.6  0.2  0.   0.7  2.   0.5  0.6  0.49]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.1  1.2  1.7  0.7  1.5  0.7  0.8  0.1  0.33]]	[40, 27, 40, 40, 40]	187
0	[[0.6  1.6  0.9  1.3  0.5  2.   1.2  0.4  0.7  0.15]]	[40, 40, 40, 40, 40]	200
0	[[0.1  1.3  1.7  1.5  1.5  0.1  0.3  0.3  0.7  0.31]]	[40, 40, 40, 40, 40]	200
