     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.22602,0.28631,0.12566,0.24611,0.11591,0.0615005
0.11325,0.23478,0.03212,0.25656,0.36328,0.0245717
0.38438,0.30226,0.24820,0.06359,0.00157,0.0809344
0.81648,0.00355,0.02599,0.15205,0.00193,0.0222753
0.14338,0.28373,0.54320,0.02628,0.00340,0.1297937
0.00428,0.00469,0.98555,0.00124,0.00423,0.0729378
0.00094,0.17041,0.56837,0.25945,0.00083,0.1045506
0.00108,0.46715,0.52538,0.00248,0.00391,0.0956561
0.24076,0.06690,0.59219,0.00333,0.09682,0.1335516
0.29954,0.06939,0.62769,0.00300,0.00038,0.1376991
0.28849,0.00333,0.53455,0.17154,0.00209,0.1309502
0.00454,0.00460,0.00264,0.98787,0.00035,0.0436302
0.00179,0.00495,0.58388,0.00440,0.40498,0.1401030
0.00025,0.00478,0.54523,0.14866,0.30109,0.1461538
0.00414,0.00063,0.41973,0.09986,0.47564,0.0915798
0.00383,0.00046,0.67983,0.06103,0.25486,0.1532125
0.00468,0.14792,0.61398,0.00110,0.23231,0.1587892
0.38747,0.00325,0.00108,0.60379,0.00440,0.0299823
0.00293,0.99422,0.00197,0.00023,0.00064,0.0000357
0.00012,0.24922,0.47477,0.00213,0.27376,0.1253397
0.00402,0.40391,0.00475,0.58650,0.00081,0.1399609
0.00235,0.00039,0.28188,0.56628,0.14909,0.1025318
0.00086,0.28094,0.00178,0.71630,0.00012,0.1232748
0.00160,0.61152,0.00044,0.38460,0.00184,0.1371455
0.00015,0.40764,0.17134,0.41685,0.00402,0.0943145
0.00123,0.12720,0.68057,0.00051,0.19048,0.1535410
0.56180,0.00391,0.43319,0.00080,0.00029,0.0582768
0.37509,0.61734,0.00431,0.00144,0.00181,0.0042386
0.00163,0.00001,0.56223,0.43212,0.00401,0.0900088
0.00280,0.00104,0.00200,0.66559,0.32856,0.0399123
0.55078,0.00157,0.00120,0.00424,0.44222,0.0355349
0.16425,0.00122,0.71585,0.11468,0.00400,0.1502001
0.06474,0.05407,0.62442,0.09137,0.16541,0.1524725
0.00143,0.44082,0.00367,0.43364,0.12045,0.0832208
0.11628,0.15933,0.71930,0.00369,0.00141,0.1476910
0.19996,0.00029,0.28443,0.30664,0.20868,0.1000443
0.00412,0.00287,0.00488,0.00156,0.98656,0.0000000
0.71056,0.28451,0.00267,0.00103,0.00123,0.0288730
0.00202,0.00089,0.67716,0.15302,0.16691,0.1414140
0.47426,0.00251,0.00176,0.28543,0.23604,0.0227874
0.13186,0.00229,0.25014,0.61390,0.00180,0.0900139
0.08378,0.00498,0.69095,0.00418,0.21612,0.1459657
0.14004,0.37992,0.00241,0.47396,0.00367,0.0772644
0.00180,0.60646,0.00167,0.00379,0.38627,0.0000004
0.36480,0.28990,0.00416,0.00407,0.33708,0.0081296
0.14925,0.00337,0.52387,0.00206,0.32146,0.1337255
0.00357,0.71821,0.27045,0.00414,0.00363,0.0266391
0.00398,0.09159,0.62033,0.00434,0.27976,0.1628591
0.00302,0.09863,0.57879,0.07295,0.24661,0.1581032
0.44387,0.00403,0.24169,0.30693,0.00349,0.0744675
0.29040,0.00330,0.00196,0.00158,0.70277,0.0055714
0.16493,0.10744,0.61841,0.10547,0.00376,0.1360597
0.40773,0.00034,0.28869,0.00384,0.29940,0.0780072
0.00261,0.00190,0.00142,0.33140,0.66267,0.0109087
0.00247,0.25546,0.73942,0.00053,0.00212,0.1243202
0.07565,0.12034,0.57577,0.00295,0.22529,0.1577078
0.00149,0.12347,0.44094,0.21466,0.21945,0.1291957
0.18376,0.19472,0.40481,0.00068,0.21603,0.1209124
0.00137,0.08844,0.61362,0.00301,0.29355,0.1604382
0.00391,0.28843,0.00174,0.00094,0.70498,0.0000001
0.00185,0.15176,0.60795,0.05697,0.18146,0.1549644
0.16926,0.10854,0.36479,0.35320,0.00421,0.1078567
0.00347,0.00213,0.26231,0.38788,0.34421,0.0898614
0.11129,0.00193,0.55860,0.15254,0.17564,0.1441689
0.00117,0.16954,0.18711,0.63779,0.00439,0.0878009
0.84058,0.00087,0.00160,0.00131,0.15563,0.0651739
0.20347,0.47064,0.32239,0.00131,0.00218,0.0820475
0.00329,0.09023,0.61587,0.00164,0.28898,0.1570536
0.00453,0.09959,0.58763,0.00438,0.30386,0.1605371
0.00085,0.75373,0.00484,0.23967,0.00091,0.0960306
0.00393,0.10341,0.56784,0.00303,0.32179,0.1525914
0.12028,0.12970,0.29953,0.00277,0.44772,0.0706526
0.00268,0.43775,0.37950,0.17527,0.00480,0.0905525
0.00323,0.07603,0.60270,0.06338,0.25465,0.1504615
0.06090,0.13169,0.63239,0.00417,0.17085,0.1536447
0.00475,0.17310,0.63426,0.00476,0.18313,0.1510227
0.22373,0.00042,0.77204,0.00254,0.00127,0.2012481
0.68158,0.00027,0.17471,0.00010,0.14334,0.0549406
0.50431,0.23668,0.00297,0.25356,0.00248,0.0289896
0.24784,0.00071,0.00424,0.26612,0.48110,0.0162925
0.16903,0.59804,0.00103,0.22896,0.00293,0.0462227
0.17841,0.00096,0.00264,0.81312,0.00487,0.0486583
0.21497,0.00165,0.00228,0.55388,0.22722,0.0336116
0.00100,0.53047,0.25391,0.00304,0.21159,0.0318763
0.00030,0.20084,0.00153,0.62509,0.17224,0.0764642
0.63059,0.15619,0.00295,0.00324,0.20704,0.0294581
0.00284,0.81034,0.00203,0.00267,0.18212,0.0000004
0.00433,0.00076,0.22816,0.00020,0.76655,0.0081626
0.00072,0.00063,0.47532,0.34303,0.18030,0.1321195
0.99104,0.00357,0.00020,0.00427,0.00093,0.0128193
0.19700,0.27367,0.34161,0.18725,0.00046,0.1031312
0.17381,0.82082,0.00345,0.00090,0.00102,0.0007567
0.00059,0.28514,0.18128,0.12226,0.41073,0.0236208
0.22355,0.55500,0.00066,0.00175,0.21903,0.0007301
0.17485,0.00485,0.47516,0.34484,0.00029,0.1227347
0.36744,0.00073,0.37616,0.12949,0.12618,0.1036638
0.00246,0.61776,0.13824,0.23880,0.00274,0.0657133
0.00206,0.17431,0.22797,0.41648,0.17919,0.0891967
0.34402,0.29224,0.19922,0.00127,0.16325,0.0631810
0.00471,0.00244,0.00030,0.84217,0.15037,0.0488375
0.21013,0.14030,0.08636,0.56085,0.00237,0.0695666
0.25473,0.00175,0.21605,0.00376,0.52372,0.0552707
0.32015,0.08790,0.17351,0.13027,0.28816,0.0626985
0.00224,0.27466,0.52582,0.08481,0.11247,0.1275673
0.37560,0.20109,0.41584,0.00334,0.00413,0.1129032
0.18564,0.24870,0.00426,0.00444,0.55697,0.0007411
0.00112,0.59446,0.00291,0.20355,0.19796,0.0218173
0.00431,0.00105,0.18387,0.80818,0.00259,0.0708009
0.68002,0.12902,0.18834,0.00128,0.00134,0.0610429
0.00294,0.00242,0.39046,0.60126,0.00292,0.0872530
0.00132,0.00467,0.00356,0.15408,0.83637,0.0021654
0.00020,0.00077,0.82199,0.17271,0.00433,0.0786805
0.00440,0.18654,0.00216,0.23006,0.57684,0.0054350
0.14099,0.00423,0.40398,0.14049,0.31031,0.1162067
0.61877,0.00359,0.00187,0.37178,0.00400,0.0149645
0.19150,0.00175,0.80078,0.00323,0.00274,0.1977780
0.30469,0.16416,0.00424,0.37656,0.15035,0.0364283
0.00326,0.20688,0.38040,0.40598,0.00349,0.0999090
0.18982,0.00289,0.80143,0.00382,0.00204,0.1969027
0.00297,0.00120,0.18018,0.21467,0.60098,0.0312377
0.00019,0.16324,0.00287,0.45327,0.38043,0.0281446
0.10607,0.33801,0.43849,0.00467,0.11277,0.1161494
0.14573,0.14103,0.41811,0.16462,0.13051,0.1259142
0.00417,0.00352,0.81746,0.00263,0.17223,0.1301338
0.19168,0.00190,0.80039,0.00347,0.00256,0.1982466
0.45725,0.37455,0.00063,0.07728,0.09029,0.0126092
0.49840,0.09411,0.27489,0.13185,0.00075,0.0831892
0.19268,0.00305,0.80187,0.00112,0.00128,0.2037020
0.18697,0.00071,0.80997,0.00227,0.00007,0.2051161
0.00166,0.17958,0.22399,0.00065,0.59412,0.0142998
0.00167,0.33549,0.30525,0.20982,0.14776,0.0841675
0.17345,0.00110,0.82051,0.00189,0.00305,0.2010714
0.23241,0.00433,0.76005,0.00178,0.00144,0.1903774
0.16453,0.00131,0.82683,0.00453,0.00280,0.1960744
0.13199,0.35564,0.17881,0.00493,0.32864,0.0408919
0.15983,0.00444,0.83084,0.00299,0.00190,0.1976148
0.15897,0.00390,0.83112,0.00101,0.00499,0.2057184
0.14382,0.03831,0.81411,0.00249,0.00127,0.1782446
0.82050,0.00345,0.17015,0.00139,0.00451,0.0185692
0.22359,0.00080,0.76997,0.00333,0.00231,0.1934362
0.28585,0.00469,0.18224,0.45887,0.06836,0.0752646
0.32100,0.16270,0.20188,0.31327,0.00114,0.0767247
0.16825,0.00118,0.77675,0.00290,0.05092,0.1593055
0.51674,0.34335,0.13702,0.00236,0.00053,0.0511547
0.00032,0.00352,0.14019,0.64951,0.20646,0.0770161
0.09726,0.00427,0.43797,0.34345,0.11705,0.1268803
0.23175,0.00297,0.76091,0.00371,0.00066,0.1896854
0.06177,0.10704,0.00297,0.00021,0.82802,0.0000005
0.67357,0.00469,0.00195,0.12388,0.19592,0.0355851
0.15702,0.00131,0.83553,0.00217,0.00397,0.1952698
