     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.23672,0.12252,0.36230,0.13623,0.14222,0.0612365
0.06554,0.21458,0.30200,0.20412,0.21376,0.0778881
0.00030,0.76717,0.00092,0.06207,0.16954,0.1006517
0.00459,0.30022,0.00210,0.68842,0.00467,0.0169081
0.00205,0.48611,0.00135,0.00159,0.50890,0.1404535
0.00252,0.00457,0.00289,0.00361,0.98642,0.0001154
0.15974,0.46674,0.00451,0.00040,0.36862,0.1522383
0.20634,0.38765,0.00044,0.00347,0.40210,0.1210032
0.07249,0.55152,0.03744,0.00096,0.33758,0.1628128
0.09234,0.51578,0.12648,0.00087,0.26452,0.1479304
0.05392,0.52779,0.00447,0.08893,0.32489,0.1532535
0.07752,0.57092,0.00396,0.00409,0.34351,0.1626862
0.07785,0.56955,0.00144,0.00315,0.34801,0.1548664
0.04352,0.54347,0.04520,0.00317,0.36464,0.1566564
0.11526,0.56319,0.00247,0.00105,0.31804,0.1685442
0.21804,0.57537,0.00050,0.00336,0.20273,0.1572718
0.25973,0.48519,0.00006,0.19722,0.05780,0.1201286
0.00239,0.00440,0.96199,0.02703,0.00420,0.0664192
0.98755,0.00139,0.00257,0.00420,0.00429,0.0000003
0.00489,0.37510,0.61134,0.00478,0.00389,0.0657993
0.48609,0.50725,0.00286,0.00339,0.00040,0.0764285
0.00057,0.00015,0.61672,0.37868,0.00388,0.0631799
0.13583,0.56609,0.00013,0.00403,0.29392,0.1603857
0.46659,0.00416,0.00373,0.52241,0.00312,0.0009275
0.00415,0.00489,0.62835,0.00323,0.35938,0.0585074
0.12809,0.56950,0.00003,0.00276,0.29962,0.1574531
0.12901,0.56681,0.00220,0.00132,0.30065,0.1692919
0.12813,0.56718,0.00260,0.00009,0.30200,0.1645644
0.20762,0.61627,0.17116,0.00042,0.00453,0.0997706
0.00137,0.00452,0.00199,0.49644,0.49569,0.0004469
0.13109,0.56220,0.00271,0.00302,0.30098,0.1696048
0.12896,0.56799,0.00277,0.00062,0.29966,0.1632294
0.00249,0.50924,0.20456,0.28128,0.00243,0.0968489
0.13128,0.56507,0.00203,0.00270,0.29892,0.1635943
0.13065,0.56517,0.00175,0.00161,0.30082,0.1628286
0.13251,0.56229,0.00344,0.00411,0.29764,0.1644527
0.13295,0.56315,0.00110,0.00481,0.29799,0.1681311
0.13210,0.56225,0.00098,0.00344,0.30123,0.1685816
0.13360,0.56428,0.00028,0.00112,0.30072,0.1632053
0.13523,0.56370,0.00374,0.00134,0.29599,0.1563938
0.13080,0.56140,0.00221,0.00272,0.30287,0.1592429
0.12879,0.56630,0.00141,0.00055,0.30296,0.1633058
0.13142,0.56307,0.00181,0.00465,0.29905,0.1695709
0.13152,0.56536,0.00134,0.00300,0.29878,0.1622164
0.12973,0.56294,0.00038,0.00441,0.30255,0.1592889
0.12945,0.56332,0.00322,0.00324,0.30076,0.1600653
0.12680,0.56373,0.00356,0.00445,0.30146,0.1626309
0.13093,0.56372,0.00055,0.00203,0.30278,0.1663092
0.29406,0.00394,0.69847,0.00332,0.00021,0.1496771
0.13382,0.56259,0.00081,0.00005,0.30273,0.1692003
0.13569,0.56306,0.00443,0.00052,0.29631,0.1654422
0.43620,0.00100,0.55638,0.00272,0.00369,0.1593149
0.14057,0.55961,0.00178,0.00324,0.29480,0.1597492
0.13382,0.56441,0.00216,0.00389,0.29572,0.1631725
0.13491,0.56267,0.00071,0.00000,0.30171,0.1663614
0.00232,0.48765,0.00163,0.28260,0.22581,0.1310300
0.00050,0.41802,0.16142,0.00229,0.41777,0.1361418
0.13306,0.55400,0.00490,0.02814,0.27990,0.1576817
0.35476,0.00276,0.57681,0.06119,0.00447,0.1388660
0.35518,0.08999,0.54670,0.00381,0.00433,0.1044876
0.64398,0.00166,0.00356,0.00499,0.34581,0.0000015
0.00046,0.57220,0.09924,0.00281,0.32528,0.1556969
0.58287,0.00307,0.40572,0.00367,0.00467,0.1418604
0.12704,0.57166,0.00225,0.00261,0.29644,0.1662524
0.12788,0.57332,0.00414,0.00122,0.29345,0.1583067
0.00464,0.00123,0.29388,0.69915,0.00109,0.0141252
0.00208,0.00122,0.32091,0.00288,0.67290,0.0110450
0.00227,0.56222,0.19967,0.00176,0.23409,0.1482870
0.00373,0.53413,0.07843,0.07891,0.30481,0.1521278
0.12675,0.57117,0.00139,0.00431,0.29637,0.1652232
0.00441,0.42601,0.00216,0.16084,0.40658,0.1232968
0.12788,0.57039,0.00300,0.00257,0.29616,0.1636077
