  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.03000,0.43000,0.34000,0.20000,0.00000,0.09346,0.00543,0.65884
  3,0.13000,0.32000,0.27500,0.27500,0.00000,0.08813,0.00280,0.40907
  4,0.02000,0.17500,0.44500,0.36000,0.00000,0.10655,0.00368,0.57115
  5,0.29000,0.00000,0.61500,0.09500,0.00000,0.13679,0.00562,0.71188
  6,0.17000,0.05500,0.65500,0.12000,0.00000,0.13978,0.00418,0.50531
  7,0.13000,0.07000,0.76000,0.04000,0.00000,0.14854,0.00442,0.55900
  8,0.10500,0.02500,0.77500,0.02500,0.07000,0.15054,0.00423,0.57681
  9,0.10500,0.09500,0.70500,0.00500,0.09000,0.15181,0.00370,0.55581
 10,0.03500,0.13500,0.70000,0.05500,0.07500,0.15300,0.00407,0.53934
 11,0.03500,0.13500,0.70500,0.05000,0.07500,0.15297,0.00374,0.54468
 12,0.14000,0.19000,0.67000,0.00000,0.00000,0.15312,0.00538,0.47825
 13,0.14000,0.19000,0.67000,0.00000,0.00000,0.15297,0.00488,0.48080
 14,0.04500,0.13500,0.69500,0.00000,0.12500,0.15058,0.00456,0.46644
 15,0.05000,0.13500,0.69500,0.00000,0.12000,0.14989,0.00442,0.49755
 16,0.00000,0.15500,0.69000,0.00000,0.15500,0.15328,0.00478,0.49631
 17,0.00000,0.15500,0.69000,0.00000,0.15500,0.15308,0.00446,0.50142
 18,0.00000,0.34500,0.00000,0.65500,0.00000,0.13439,0.00564,0.48021
 18,0.00000,0.15000,0.70000,0.00000,0.15000,0.15404,0.00564,0.48021
 19,0.00000,0.36500,0.00000,0.63500,0.00000,0.13449,0.00541,0.48250
 19,0.00000,0.15000,0.70000,0.00000,0.15000,0.15397,0.00541,0.48250
 20,0.00000,0.47000,0.00000,0.53000,0.00000,0.14664,0.00570,0.48007
 20,0.00000,0.14500,0.70000,0.00000,0.15500,0.15432,0.00570,0.48007
 21,0.00000,0.47000,0.00000,0.53000,0.00000,0.14692,0.00549,0.45712
 21,0.00000,0.13500,0.69000,0.00000,0.17500,0.15444,0.00549,0.45712
 22,0.00000,0.49000,0.00000,0.51000,0.00000,0.14436,0.00624,0.42884
