     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.18647,0.19874,0.21366,0.21924,0.18190,0.0780502
0.49434,0.11669,0.07741,0.13808,0.17347,0.0398828
0.00398,0.24573,0.48973,0.25985,0.00070,0.1023723
0.00381,0.00281,0.18795,0.80446,0.00096,0.0683318
0.00384,0.00202,0.85322,0.00014,0.14079,0.1215670
0.00467,0.00125,0.57268,0.00316,0.41824,0.1408711
0.00071,0.00414,0.05754,0.00453,0.93308,0.0001658
0.00128,0.00351,0.58979,0.12976,0.27566,0.1530398
0.00305,0.00009,0.56291,0.19736,0.23659,0.1516267
0.14117,0.00492,0.57801,0.08047,0.19544,0.1400144
0.00150,0.00009,0.57713,0.17136,0.24992,0.1557388
0.00302,0.00196,0.57114,0.18064,0.24324,0.1495707
0.00071,0.00305,0.58381,0.15758,0.25485,0.1507136
0.00089,0.00335,0.58297,0.15806,0.25472,0.1494423
0.00027,0.00239,0.57763,0.16369,0.25601,0.1492509
0.00352,0.00443,0.58774,0.14895,0.25536,0.1476453
0.00041,0.00350,0.56788,0.17538,0.25283,0.1464248
0.00391,0.00149,0.59169,0.14534,0.25757,0.1503295
0.00224,0.00496,0.59720,0.13064,0.26495,0.1522345
0.00381,0.00145,0.59806,0.13613,0.26055,0.1518636
0.00020,0.00342,0.60163,0.13053,0.26422,0.1524414
0.00369,0.06772,0.59839,0.05618,0.27402,0.1506430
0.00151,0.00483,0.61962,0.09553,0.27851,0.1550173
0.00333,0.98803,0.00432,0.00395,0.00037,0.0001662
0.00447,0.00139,0.62745,0.08861,0.27808,0.1586026
0.00044,0.00203,0.64501,0.07217,0.28034,0.1495069
0.00113,0.00005,0.62885,0.08866,0.28130,0.1559397
0.00368,0.00430,0.63517,0.07876,0.27810,0.1531233
0.00042,0.00388,0.63656,0.08009,0.27905,0.1531715
0.00475,0.00147,0.63429,0.07688,0.28261,0.1519907
0.00108,0.00497,0.63036,0.08345,0.28014,0.1498696
0.00163,0.00074,0.62916,0.08966,0.27880,0.1473338
0.00091,0.00184,0.62082,0.09861,0.27782,0.1526323
0.00384,0.05265,0.60731,0.06755,0.26865,0.1502208
0.00138,0.00147,0.62274,0.09489,0.27952,0.1511603
0.00455,0.00134,0.61965,0.09674,0.27772,0.1521572
0.00175,0.00294,0.62297,0.09525,0.27709,0.1467948
0.00464,0.00349,0.61207,0.09910,0.28070,0.1573753
0.00435,0.00322,0.61217,0.09844,0.28181,0.1510749
0.00065,0.00092,0.61518,0.10127,0.28198,0.1551536
0.00027,0.00493,0.61423,0.09803,0.28254,0.1544142
0.00269,0.00364,0.61286,0.09380,0.28702,0.1498027
0.00254,0.00065,0.61826,0.09685,0.28170,0.1529147
0.00082,0.00083,0.61693,0.09870,0.28271,0.1504395
0.00397,0.00216,0.61766,0.09756,0.27865,0.1560479
0.00049,0.00309,0.62032,0.09714,0.27896,0.1509087
0.00017,0.00203,0.61565,0.10263,0.27952,0.1499992
0.00496,0.04374,0.60729,0.07059,0.27341,0.1540657
0.00069,0.03815,0.60865,0.08002,0.27249,0.1508119
