  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.31000,0.00000,0.29500,0.27500,0.12000,0.09254,0.00485,0.56503
  3,0.22000,0.00000,0.33000,0.45000,0.00000,0.10287,0.00548,0.90085
  4,0.23000,0.00000,0.29500,0.47500,0.00000,0.10287,0.00424,0.93003
  5,0.26500,0.00000,0.41500,0.32000,0.00000,0.10904,0.00319,0.67477
  6,0.38500,0.00000,0.40000,0.21500,0.00000,0.11698,0.00387,0.77402
  7,0.21500,0.00000,0.49000,0.29500,0.00000,0.11824,0.00246,0.55068
  8,0.17000,0.00000,0.52500,0.30500,0.00000,0.12609,0.00264,0.52265
  9,0.17500,0.00000,0.52500,0.30000,0.00000,0.12578,0.00241,0.53030
 10,0.11500,0.00000,0.51500,0.30500,0.06500,0.12944,0.00253,0.52212
 11,0.07000,0.00000,0.50500,0.26500,0.16000,0.13483,0.00296,0.53030
 12,0.02500,0.00000,0.50500,0.23000,0.24000,0.13838,0.00336,0.55567
 13,0.08500,0.00000,0.53000,0.13000,0.25500,0.14200,0.00347,0.55334
 14,0.08500,0.00000,0.53000,0.13500,0.25000,0.14180,0.00331,0.55457
 15,0.07500,0.00000,0.52500,0.14500,0.25500,0.14122,0.00332,0.56187
 16,0.00500,0.09500,0.54000,0.07000,0.29000,0.14417,0.00333,0.53207
 16,0.00500,0.09500,0.54000,0.07000,0.29000,0.14417,0.00333,0.53207
 17,0.00000,0.13500,0.54500,0.02500,0.29500,0.14614,0.00355,0.53747
 18,0.00000,0.12000,0.54500,0.04000,0.29500,0.14529,0.00343,0.53573
 19,0.00000,0.10500,0.56500,0.04000,0.29000,0.14670,0.00331,0.52229
 20,0.00000,0.09000,0.61500,0.00000,0.29500,0.15021,0.00346,0.50757
 21,0.00000,0.03000,0.66500,0.00000,0.30500,0.15846,0.00396,0.48101
 22,0.00000,0.07500,0.63500,0.00000,0.29000,0.15470,0.00348,0.47613
 23,0.00000,0.07500,0.64000,0.00000,0.28500,0.15516,0.00349,0.47379
 24,0.00000,0.08000,0.64500,0.00000,0.27500,0.15606,0.00353,0.46727
 25,0.00000,0.08000,0.64500,0.00000,0.27500,0.15603,0.00320,0.46127
 26,0.00000,0.09000,0.65000,0.00000,0.26000,0.15756,0.00330,0.45167
 27,0.00000,0.09000,0.65000,0.00000,0.26000,0.15742,0.00327,0.45343
 28,0.00000,0.09000,0.65000,0.00000,0.26000,0.15755,0.00328,0.45289
 29,0.00000,0.09000,0.65000,0.00000,0.26000,0.15765,0.00328,0.45249
 30,0.00000,0.09000,0.65000,0.00000,0.26000,0.15787,0.00330,0.45158
 31,0.00000,0.09500,0.65000,0.00000,0.25500,0.15838,0.00335,0.44909
 32,0.00000,0.10000,0.65500,0.00000,0.24500,0.15888,0.00342,0.44827
 33,0.00000,0.11000,0.65500,0.00000,0.23500,0.15919,0.00348,0.45127
 34,0.00000,0.10500,0.65500,0.00000,0.24000,0.15915,0.00320,0.44753
 35,0.00000,0.10000,0.65500,0.00000,0.24500,0.15877,0.00310,0.44467
 36,0.00000,0.10000,0.65000,0.00000,0.25000,0.15860,0.00307,0.44583
 37,0.00000,0.10000,0.65000,0.00000,0.25000,0.15850,0.00307,0.44683
 38,0.00000,0.10000,0.65000,0.00000,0.25000,0.15854,0.00307,0.44663
 39,0.00000,0.10000,0.65500,0.00000,0.24500,0.15891,0.00310,0.44387
 40,0.00000,0.10000,0.65500,0.00000,0.24500,0.15892,0.00311,0.44388
 41,0.00000,0.09500,0.65500,0.00000,0.25000,0.15858,0.00306,0.44582
 42,0.00000,0.09500,0.65500,0.00000,0.25000,0.15870,0.00305,0.44431
 43,0.00000,0.10000,0.65000,0.00000,0.25000,0.15853,0.00351,0.46644
 44,0.00000,0.10000,0.65500,0.00000,0.24500,0.15859,0.00352,0.46695
 45,0.00000,0.10000,0.65000,0.00000,0.25000,0.15851,0.00349,0.46633
 46,0.00000,0.10000,0.65000,0.00000,0.25000,0.15848,0.00354,0.46773
 47,0.00000,0.10000,0.65500,0.00000,0.24500,0.15872,0.00356,0.46598
 48,0.00000,0.10000,0.65500,0.00000,0.24500,0.15882,0.00357,0.46525
 49,0.00000,0.45500,0.00000,0.54500,0.00000,0.14439,0.00476,0.44372
 49,0.00000,0.09500,0.65500,0.00000,0.25000,0.15899,0.00476,0.44372
 50,0.00000,0.41500,0.00000,0.58500,0.00000,0.14623,0.00536,0.43758
 50,0.00000,0.09500,0.65500,0.00000,0.25000,0.15907,0.00536,0.43758
 51,0.00000,0.36500,0.00000,0.63500,0.00000,0.15429,0.00567,0.43516
 51,0.00000,0.10000,0.65000,0.00000,0.25000,0.15911,0.00567,0.43516
 52,0.00000,0.43500,0.00000,0.56500,0.00000,0.14541,0.00541,0.42881
 52,0.00000,0.10000,0.65000,0.00000,0.25000,0.15912,0.00541,0.42881
 53,0.00000,0.43500,0.00000,0.56500,0.00000,0.14530,0.00536,0.43332
 53,0.00000,0.10000,0.65000,0.00000,0.25000,0.15910,0.00536,0.43332
 54,0.00000,0.44000,0.00000,0.56000,0.00000,0.14515,0.00545,0.44194
 54,0.00000,0.10000,0.65500,0.00000,0.24500,0.15909,0.00545,0.44194
 55,0.00000,0.44000,0.00000,0.56000,0.00000,0.14507,0.00523,0.44212
 55,0.00000,0.10000,0.65500,0.00000,0.24500,0.15908,0.00523,0.44212
 56,0.00000,0.43500,0.00000,0.56500,0.00000,0.14520,0.00490,0.42665
 56,0.00000,0.10000,0.65500,0.00000,0.24500,0.15911,0.00490,0.42665
 57,0.00000,0.43500,0.00000,0.56500,0.00000,0.14519,0.00489,0.42716
 57,0.00000,0.09500,0.65500,0.00000,0.25000,0.15896,0.00489,0.42716
 58,0.00000,0.43500,0.00000,0.56500,0.00000,0.14518,0.00491,0.42829
 58,0.00000,0.10000,0.65000,0.00000,0.25000,0.15881,0.00491,0.42829
 59,0.00000,0.44500,0.00000,0.55500,0.00000,0.14532,0.00509,0.42638
 59,0.00000,0.10000,0.65000,0.00000,0.25000,0.15882,0.00509,0.42638
 60,0.00000,0.44500,0.00000,0.55500,0.00000,0.14524,0.00490,0.42629
 60,0.00000,0.10000,0.65000,0.00000,0.25000,0.15881,0.00490,0.42629
