  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.22000,0.13500,0.37000,0.19000,0.08500,0.10551,0.00606,0.34928
  3,0.19000,0.04000,0.60500,0.12500,0.04000,0.13388,0.00853,0.65569
  4,0.17500,0.07000,0.65000,0.10000,0.00500,0.13817,0.00719,0.70864
  5,0.15000,0.07000,0.65500,0.11000,0.01500,0.13771,0.00581,0.71656
  6,0.17000,0.10000,0.61000,0.00000,0.12000,0.13868,0.00484,0.68370
  7,0.08500,0.05000,0.60000,0.00000,0.26500,0.15110,0.00538,0.71781
  8,0.07000,0.03500,0.60500,0.00000,0.29000,0.15224,0.00528,0.75375
  9,0.00500,0.11000,0.56000,0.00000,0.32500,0.15160,0.00552,0.73920
 10,0.07000,0.01000,0.62500,0.00000,0.29500,0.14859,0.00496,0.76098
 11,0.04000,0.00500,0.65500,0.00000,0.30000,0.14954,0.00486,0.76945
 12,0.00000,0.00000,0.69000,0.00000,0.31000,0.15163,0.00502,0.75603
 13,0.00000,0.00000,0.69000,0.00000,0.31000,0.15149,0.00445,0.75504
 14,0.00000,0.00000,0.71000,0.00000,0.29000,0.15373,0.00457,0.73107
 15,0.00000,0.00000,0.70000,0.00000,0.30000,0.15280,0.00452,0.74573
 16,0.00000,0.00000,0.70000,0.00000,0.30000,0.15292,0.00441,0.74846
 17,0.00000,0.00000,0.70000,0.00000,0.30000,0.15288,0.00400,0.74873
 18,0.00000,0.00000,0.70000,0.00000,0.30000,0.15305,0.00401,0.74820
 19,0.00000,0.00000,0.70000,0.00000,0.30000,0.15306,0.00381,0.74619
 20,0.00000,0.00000,0.70000,0.00000,0.30000,0.15271,0.00380,0.74806
 21,0.00000,0.00000,0.70000,0.00000,0.30000,0.15278,0.00380,0.74789
 22,0.00000,0.00000,0.70000,0.00000,0.30000,0.15291,0.00380,0.74721
 23,0.00000,0.00000,0.70000,0.00000,0.30000,0.15266,0.00380,0.74896
 24,0.00000,0.00000,0.70000,0.00000,0.30000,0.15277,0.00381,0.74901
 25,0.00000,0.00000,0.70000,0.00000,0.30000,0.15281,0.00381,0.74883
 26,0.00000,0.00000,0.70000,0.00000,0.30000,0.15296,0.00380,0.74728
 27,0.00000,0.00000,0.70000,0.00000,0.30000,0.15297,0.00381,0.74723
 28,0.00000,0.00000,0.70000,0.00000,0.30000,0.15304,0.00380,0.74613
 29,0.00000,0.00000,0.70000,0.00000,0.30000,0.15327,0.00380,0.74368
 30,0.00000,0.00000,0.70000,0.00000,0.30000,0.15329,0.00380,0.74346
 31,0.00000,0.00000,0.70000,0.00000,0.30000,0.15327,0.00380,0.74391
 32,0.00000,0.00000,0.70000,0.00000,0.30000,0.15303,0.00379,0.74652
 33,0.00000,0.00000,0.70000,0.00000,0.30000,0.15309,0.00379,0.74575
 34,0.00000,0.00000,0.70000,0.00000,0.30000,0.15303,0.00380,0.74699
 35,0.00000,0.00000,0.70000,0.00000,0.30000,0.15322,0.00380,0.74542
 36,0.00000,0.00000,0.70000,0.00000,0.30000,0.15315,0.00380,0.74589
 37,0.00000,0.00000,0.69500,0.00000,0.30500,0.15305,0.00398,0.74228
 38,0.00000,0.00000,0.70000,0.00000,0.30000,0.15281,0.00394,0.74708
 39,0.00000,0.00000,0.70000,0.00000,0.30000,0.15282,0.00394,0.74729
 40,0.00000,0.00000,0.70000,0.00000,0.30000,0.15271,0.00392,0.74686
 41,0.00000,0.00000,0.70000,0.00000,0.30000,0.15261,0.00391,0.74889
 42,0.00000,0.00500,0.70000,0.00000,0.29500,0.15245,0.00388,0.74968
 43,0.00000,0.03500,0.69000,0.00000,0.27500,0.15295,0.00364,0.70916
 44,0.00000,0.05000,0.68500,0.00000,0.26500,0.15360,0.00346,0.67180
 45,0.00000,0.08500,0.67000,0.00000,0.24500,0.15632,0.00335,0.56559
 46,0.00000,0.08500,0.67000,0.00000,0.24500,0.15641,0.00335,0.56499
 47,0.00000,0.09500,0.66500,0.00000,0.24000,0.15780,0.00338,0.52518
 48,0.00000,0.09000,0.67000,0.00000,0.24000,0.15751,0.00337,0.53367
 49,0.00000,0.09000,0.67000,0.00000,0.24000,0.15733,0.00320,0.55386
 50,0.00000,0.09000,0.67000,0.00000,0.24000,0.15772,0.00321,0.54264
 51,0.00000,0.09500,0.67000,0.00000,0.23500,0.15812,0.00324,0.53274
 52,0.00000,0.09500,0.67000,0.00000,0.23500,0.15821,0.00317,0.53073
 53,0.00000,0.09500,0.67000,0.00000,0.23500,0.15832,0.00318,0.52888
 54,0.00000,0.09500,0.67000,0.00000,0.23500,0.15831,0.00303,0.52931
 55,0.00000,0.09000,0.67500,0.00000,0.23500,0.15797,0.00299,0.53666
 56,0.00000,0.09000,0.67500,0.00000,0.23500,0.15794,0.00299,0.53766
 57,0.00000,0.09000,0.67500,0.00000,0.23500,0.15789,0.00299,0.53882
 58,0.00000,0.09000,0.67500,0.00000,0.23500,0.15782,0.00298,0.54068
 59,0.00000,0.09000,0.67500,0.00000,0.23500,0.15769,0.00297,0.54367
 60,0.00000,0.09000,0.67500,0.00000,0.23500,0.15797,0.00299,0.53664
 61,0.00000,0.09000,0.67500,0.00000,0.23500,0.15787,0.00299,0.53977
 62,0.00000,0.09000,0.67500,0.00000,0.23500,0.15811,0.00300,0.53342
 63,0.00000,0.09500,0.67000,0.00000,0.23500,0.15838,0.00301,0.52654
 64,0.00000,0.09000,0.67500,0.00000,0.23500,0.15814,0.00299,0.53063
 65,0.00000,0.09000,0.67500,0.00000,0.23500,0.15811,0.00300,0.53692
 66,0.00000,0.09500,0.67000,0.00000,0.23500,0.15813,0.00300,0.53664
 67,0.00000,0.09000,0.67500,0.00000,0.23500,0.15802,0.00299,0.53895
 68,0.00000,0.09000,0.67500,0.00000,0.23500,0.15805,0.00299,0.53833
 69,0.00000,0.09000,0.67500,0.00000,0.23500,0.15794,0.00298,0.54061
 70,0.00000,0.09000,0.67500,0.00000,0.23500,0.15792,0.00298,0.54108
 71,0.00000,0.09000,0.67500,0.00000,0.23500,0.15792,0.00298,0.54104
 72,0.00000,0.09000,0.67500,0.00000,0.23500,0.15786,0.00297,0.54226
 73,0.00000,0.09000,0.67500,0.00000,0.23500,0.15784,0.00297,0.54285
 74,0.00000,0.09000,0.67500,0.00000,0.23500,0.15782,0.00300,0.55016
 75,0.00000,0.09000,0.67500,0.00000,0.23500,0.15768,0.00299,0.55351
 76,0.00000,0.09000,0.67500,0.00000,0.23500,0.15780,0.00301,0.55101
 77,0.00000,0.09000,0.67500,0.00000,0.23500,0.15778,0.00285,0.55791
 78,0.00000,0.09000,0.67000,0.00000,0.24000,0.15777,0.00277,0.54820
 79,0.00000,0.09500,0.67000,0.00000,0.23500,0.15789,0.00277,0.54577
 80,0.00000,0.09500,0.67000,0.00000,0.23500,0.15788,0.00277,0.54593
 81,0.00000,0.09000,0.67000,0.00000,0.24000,0.15784,0.00261,0.53579
 82,0.00000,0.09500,0.67000,0.00000,0.23500,0.15796,0.00262,0.53324
 83,0.00000,0.09000,0.67000,0.00000,0.24000,0.15791,0.00261,0.53431
 84,0.00000,0.09000,0.67000,0.00000,0.24000,0.15793,0.00261,0.53402
 85,0.00000,0.09500,0.67000,0.00000,0.23500,0.15802,0.00261,0.53143
 86,0.00000,0.09500,0.67000,0.00000,0.23500,0.15796,0.00260,0.53237
 87,0.00000,0.09000,0.67000,0.00000,0.24000,0.15793,0.00260,0.53314
 88,0.00000,0.09500,0.67000,0.00000,0.23500,0.15799,0.00260,0.53170
 89,0.00000,0.09000,0.67000,0.00000,0.24000,0.15793,0.00260,0.53299
 90,0.00000,0.09000,0.67000,0.00000,0.24000,0.15787,0.00259,0.53412
 91,0.00000,0.09000,0.67000,0.00000,0.24000,0.15778,0.00258,0.53600
 92,0.00000,0.09000,0.67000,0.00000,0.24000,0.15775,0.00258,0.53654
 93,0.00000,0.09000,0.67000,0.00000,0.24000,0.15784,0.00259,0.53469
 94,0.00000,0.09000,0.67000,0.00000,0.24000,0.15787,0.00259,0.53421
 95,0.00000,0.09000,0.67000,0.00000,0.24000,0.15777,0.00258,0.53584
 96,0.00000,0.09000,0.67000,0.00000,0.24000,0.15775,0.00258,0.53645
 97,0.00000,0.09000,0.67000,0.00000,0.24000,0.15778,0.00258,0.53579
 98,0.00000,0.09000,0.67000,0.00000,0.24000,0.15790,0.00259,0.53310
 99,0.00000,0.09000,0.67000,0.00000,0.24000,0.15791,0.00259,0.53301
100,0.00000,0.09000,0.67000,0.00000,0.24000,0.15791,0.00259,0.53336
101,0.00000,0.09000,0.67000,0.00000,0.24000,0.15795,0.00259,0.53210
102,0.00000,0.09000,0.67000,0.00000,0.24000,0.15798,0.00259,0.53131
103,0.00000,0.09000,0.67000,0.00000,0.24000,0.15790,0.00258,0.53280
