     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.23176,0.17279,0.27619,0.21735,0.10191,0.0994691
0.25958,0.26601,0.05913,0.27830,0.13698,0.0473184
0.20139,0.02257,0.47504,0.17188,0.12912,0.1277292
0.04437,0.22288,0.72405,0.00440,0.00430,0.1307970
0.36622,0.00269,0.62791,0.00265,0.00052,0.1293125
0.07359,0.00367,0.67260,0.24528,0.00485,0.1209141
0.14049,0.08613,0.60496,0.00033,0.16809,0.1500926
0.00405,0.00259,0.59976,0.00217,0.39143,0.1499562
0.08616,0.00237,0.61909,0.00377,0.28861,0.1442661
0.00324,0.14804,0.51728,0.00399,0.32745,0.1390866
0.00391,0.00466,0.68592,0.00229,0.30321,0.1501650
0.00316,0.00255,0.68177,0.00312,0.30940,0.1551743
0.98750,0.00426,0.00393,0.00017,0.00414,0.0185619
0.00430,0.00192,0.70539,0.00300,0.28539,0.1575609
0.00448,0.00477,0.72381,0.00327,0.26367,0.1500098
0.00127,0.00310,0.00040,0.00264,0.99258,0.0000000
0.00483,0.98255,0.00498,0.00427,0.00337,0.0005442
0.00014,0.00281,0.70734,0.00193,0.28778,0.1536489
0.00314,0.00016,0.00320,0.99047,0.00303,0.0417941
0.00464,0.00033,0.70721,0.00205,0.28577,0.1506712
0.00200,0.00409,0.70164,0.00046,0.29180,0.1531421
0.00485,0.00284,0.70025,0.00145,0.29060,0.1537431
0.00416,0.00199,0.70019,0.00221,0.29145,0.1503745
0.00070,0.00007,0.70104,0.00025,0.29793,0.1537391
0.00431,0.00040,0.70097,0.00349,0.29084,0.1530541
0.00428,0.00122,0.69927,0.00485,0.29038,0.1543898
0.00010,0.00248,0.69945,0.00188,0.29609,0.1530649
0.00114,0.00486,0.70071,0.00347,0.28981,0.1537450
0.00306,0.00434,0.70033,0.00116,0.29110,0.1565324
0.00325,0.00371,0.70442,0.00464,0.28399,0.1532903
0.00380,0.00438,0.70212,0.00290,0.28680,0.1526415
0.00076,0.00394,0.70259,0.00171,0.29101,0.1489395
0.00143,0.00216,0.69934,0.00434,0.29274,0.1539657
0.00302,0.00420,0.69869,0.00388,0.29021,0.1515232
0.00423,0.00458,0.69825,0.00083,0.29211,0.1569406
0.00425,0.00464,0.69913,0.00014,0.29184,0.1516374
0.04478,0.00399,0.68893,0.00467,0.25763,0.1468236
0.00117,0.00296,0.68287,0.00349,0.30950,0.1474184
0.00457,0.00008,0.69596,0.00050,0.29889,0.1530712
0.00330,0.00119,0.69603,0.00037,0.29911,0.1500130
0.00026,0.00415,0.69764,0.00200,0.29595,0.1500047
0.00046,0.00226,0.69914,0.00104,0.29709,0.1484959
0.00027,0.03444,0.69041,0.00003,0.27485,0.1596676
0.00484,0.06000,0.68088,0.00436,0.24992,0.1562855
0.00325,0.07094,0.67430,0.00033,0.25118,0.1619056
0.00279,0.09575,0.66338,0.00078,0.23730,0.1564242
0.00345,0.09365,0.66655,0.00335,0.23299,0.1609661
0.00450,0.09824,0.66209,0.00247,0.23271,0.1562361
0.35569,0.20481,0.43453,0.00106,0.00391,0.1146584
0.00260,0.09790,0.66477,0.00429,0.23043,0.1590885
0.00189,0.09645,0.66800,0.00056,0.23310,0.1600422
0.00323,0.09477,0.64497,0.03869,0.21834,0.1572636
0.00442,0.10210,0.66262,0.00022,0.23064,0.1587851
0.00351,0.24392,0.47786,0.27400,0.00071,0.1026058
0.00162,0.09774,0.67024,0.00063,0.22977,0.1552083
0.00084,0.09601,0.67206,0.00427,0.22681,0.1574213
0.00227,0.09454,0.67075,0.00064,0.23180,0.1573166
0.00159,0.09565,0.66904,0.00304,0.23069,0.1568616
0.00136,0.09578,0.66968,0.00018,0.23299,0.1560144
0.00023,0.09328,0.66972,0.00214,0.23462,0.1615876
0.00264,0.09508,0.66703,0.00468,0.23056,0.1560736
0.00347,0.09412,0.67099,0.00338,0.22805,0.1614748
0.00209,0.09559,0.67017,0.00371,0.22843,0.1625306
0.00170,0.09688,0.67179,0.00047,0.22916,0.1541792
0.00190,0.08387,0.65468,0.03521,0.22434,0.1552068
0.00341,0.09489,0.67245,0.00006,0.22919,0.1583030
0.00220,0.09363,0.67271,0.00173,0.22974,0.1557637
0.00207,0.09468,0.66948,0.00067,0.23310,0.1586070
0.00236,0.09680,0.66999,0.00136,0.22950,0.1552909
0.00166,0.09404,0.67046,0.00237,0.23147,0.1573199
0.00270,0.09441,0.66803,0.00386,0.23100,0.1576885
0.00047,0.09341,0.67130,0.00106,0.23376,0.1563837
0.00442,0.09375,0.66777,0.00444,0.22962,0.1569734
0.00334,0.07694,0.65286,0.03990,0.22696,0.1535685
0.00211,0.09404,0.67214,0.00355,0.22816,0.1536023
0.00168,0.09219,0.67360,0.00177,0.23076,0.1608437
0.00187,0.00018,0.00049,0.55116,0.44630,0.0271787
0.43186,0.00041,0.32283,0.00119,0.24370,0.0799531
0.00382,0.09385,0.66894,0.00279,0.23059,0.1611906
0.00133,0.09573,0.66895,0.00088,0.23311,0.1575116
0.46460,0.00397,0.00278,0.52845,0.00020,0.0231672
0.00168,0.09352,0.66921,0.00185,0.23374,0.1617191
0.00304,0.09585,0.66764,0.00241,0.23106,0.1559480
0.00197,0.09529,0.67075,0.00195,0.23004,0.1583317
0.00414,0.09224,0.66751,0.00497,0.23114,0.1611523
0.00185,0.09527,0.66974,0.00003,0.23311,0.1559841
0.00107,0.09141,0.67101,0.00354,0.23296,0.1565591
0.00152,0.09441,0.66653,0.00396,0.23358,0.1601161
0.00183,0.09214,0.67005,0.00068,0.23529,0.1554677
0.00173,0.09240,0.67188,0.00198,0.23201,0.1555120
0.00196,0.09179,0.67085,0.00109,0.23432,0.1539174
0.00123,0.09078,0.67181,0.00231,0.23387,0.1566009
0.00299,0.09170,0.66956,0.00101,0.23474,0.1614330
0.00067,0.09425,0.66683,0.00280,0.23545,0.1587195
0.00149,0.09263,0.67185,0.00075,0.23327,0.1535712
0.00394,0.09287,0.66763,0.00476,0.23079,0.1563468
0.00170,0.09097,0.67110,0.00148,0.23475,0.1591517
0.00269,0.09048,0.67060,0.00111,0.23512,0.1635227
0.00304,0.09512,0.66760,0.00461,0.22963,0.1577851
0.00395,0.08230,0.65584,0.02959,0.22832,0.1564089
0.00163,0.09099,0.66800,0.00451,0.23486,0.1600317
0.00197,0.09509,0.66477,0.00484,0.23334,0.1593848
0.00267,0.09644,0.66588,0.00190,0.23311,0.1533194
0.00242,0.09389,0.66919,0.00063,0.23388,0.1537681
0.00123,0.09168,0.66692,0.00366,0.23652,0.1593997
0.00197,0.09002,0.66972,0.00386,0.23444,0.1544009
0.00142,0.09192,0.66844,0.00388,0.23433,0.1602709
0.00285,0.09103,0.66768,0.00203,0.23641,0.1622591
0.00281,0.08150,0.65564,0.02921,0.23085,0.1542826
0.00040,0.00017,0.39514,0.60218,0.00210,0.0878501
0.00133,0.09558,0.66812,0.00259,0.23238,0.1571726
0.00110,0.09585,0.66646,0.00271,0.23387,0.1616208
0.00327,0.09476,0.66479,0.00135,0.23583,0.1669400
0.00286,0.09641,0.66676,0.00058,0.23339,0.1572553
0.00197,0.50316,0.00429,0.00439,0.48618,0.0000003
0.00159,0.09400,0.66740,0.00287,0.23414,0.1516263
0.00406,0.09651,0.66424,0.00170,0.23349,0.1578277
0.00369,0.09797,0.65844,0.00454,0.23537,0.1605338
0.00420,0.09788,0.65956,0.00203,0.23634,0.1600648
0.00269,0.09428,0.66226,0.00361,0.23716,0.1580565
0.00270,0.09580,0.65951,0.00356,0.23843,0.1613745
0.00418,0.09787,0.66009,0.00002,0.23784,0.1609395
0.00064,0.09521,0.66297,0.00207,0.23911,0.1589164
0.00182,0.09706,0.66191,0.00242,0.23679,0.1582344
0.00337,0.09869,0.65987,0.00075,0.23733,0.1598965
0.00436,0.10075,0.65798,0.00058,0.23633,0.1587523
0.00361,0.10016,0.64983,0.00462,0.24178,0.1593288
0.00432,0.10101,0.65214,0.00233,0.24020,0.1551035
0.00213,0.09777,0.66093,0.00085,0.23833,0.1600886
0.00348,0.09980,0.65786,0.00207,0.23680,0.1585502
0.00371,0.09931,0.65688,0.00163,0.23847,0.1627371
0.00009,0.10005,0.65974,0.00058,0.23954,0.1574857
0.00395,0.10282,0.65227,0.00310,0.23787,0.1573657
0.00156,0.09894,0.65872,0.00192,0.23886,0.1566170
0.00451,0.09803,0.65982,0.00121,0.23643,0.1618453
0.00118,0.09991,0.65764,0.00100,0.24026,0.1583023
0.00059,0.09681,0.65435,0.00490,0.24336,0.1593339
0.00243,0.10191,0.65190,0.00427,0.23950,0.1539626
0.00177,0.09841,0.65442,0.00355,0.24184,0.1610617
0.00024,0.09837,0.65951,0.00211,0.23977,0.1608728
0.00227,0.10140,0.65589,0.00241,0.23803,0.1529761
0.00356,0.10131,0.64980,0.00498,0.24035,0.1616852
0.00397,0.08085,0.64144,0.03603,0.23772,0.1520533
0.00114,0.09834,0.65996,0.00041,0.24016,0.1610212
0.00397,0.10297,0.65316,0.00324,0.23666,0.1570121
0.00299,0.09807,0.65731,0.00205,0.23958,0.1574821
0.00080,0.09824,0.66450,0.00021,0.23625,0.1617738
0.00404,0.09889,0.65485,0.00249,0.23973,0.1549090
0.00197,0.10074,0.65775,0.00322,0.23632,0.1580405
0.00378,0.09950,0.65546,0.00323,0.23804,0.1631816
