  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.67000,0.00000,0.04000,0.00000,0.29000,0.10086,0.00884,10.00000
  3,0.13000,0.02000,0.35000,0.35500,0.14500,0.10518,0.00479,0.80149
  4,0.14500,0.09000,0.37000,0.21000,0.18500,0.10295,0.00331,0.70936
  5,0.00000,0.03500,0.65500,0.17500,0.13500,0.11769,0.00376,0.84933
  6,0.00000,0.00500,0.63000,0.11500,0.25000,0.12020,0.00354,0.90815
  7,0.00000,0.11500,0.78500,0.00000,0.10000,0.12786,0.00413,0.97275
  8,0.31500,0.00000,0.68500,0.00000,0.00000,0.18284,0.00761,0.64225
  9,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01389,0.00627,0.37550
  9,0.20000,0.00000,0.77500,0.00000,0.02500,0.18724,0.00627,0.37550
 10,0.20500,0.00000,0.79500,0.00000,0.00000,0.18780,0.00738,0.35391
 10,0.01000,0.03500,0.38000,0.10000,0.47500,0.12571,0.00738,0.35391
 11,0.21000,0.00000,0.78000,0.01000,0.00000,0.18621,0.00641,0.32470
 11,0.00000,0.04500,0.48500,0.02000,0.45000,0.11586,0.00641,0.32470
 12,0.19500,0.00000,0.80500,0.00000,0.00000,0.19131,0.00638,0.33360
 12,0.00000,0.02500,0.49500,0.01000,0.47000,0.11474,0.00638,0.33360
 13,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00534,0.00581,0.32920
 13,0.19500,0.00000,0.80500,0.00000,0.00000,0.19081,0.00581,0.32920
 13,0.00000,0.03000,0.49000,0.02500,0.45500,0.11512,0.00581,0.32920
 14,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00519,0.00542,0.32609
 14,0.19500,0.00000,0.80500,0.00000,0.00000,0.19059,0.00542,0.32609
 14,0.00000,0.00000,0.51000,0.02000,0.47000,0.11461,0.00542,0.32609
 15,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00748,0.00536,0.33893
 15,0.19000,0.00000,0.81000,0.00000,0.00000,0.19112,0.00536,0.33893
 15,0.00000,0.00000,0.51500,0.00000,0.48500,0.11441,0.00536,0.33893
 16,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00756,0.00525,0.34371
 16,0.19500,0.00000,0.80500,0.00000,0.00000,0.19072,0.00525,0.34371
 16,0.10500,0.02000,0.38500,0.34000,0.15000,0.12674,0.00525,0.34371
 17,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01193,0.00620,0.35580
 17,0.19000,0.00000,0.81000,0.00000,0.00000,0.19115,0.00620,0.35580
 17,0.00000,0.36500,0.04000,0.58500,0.01000,0.13982,0.00620,0.35580
 17,0.00000,0.36500,0.04000,0.58500,0.01000,0.13982,0.00620,0.35580
 17,0.00000,0.00000,0.51000,0.02000,0.47000,0.11447,0.00620,0.35580
 18,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01434,0.00633,0.36447
 18,0.19000,0.00000,0.81000,0.00000,0.00000,0.19145,0.00633,0.36447
 18,0.00000,0.48500,0.00000,0.51500,0.00000,0.14458,0.00633,0.36447
 18,0.00000,0.00000,0.51500,0.01000,0.47500,0.11443,0.00633,0.36447
 19,0.19000,0.00000,0.81000,0.00000,0.00000,0.19128,0.00594,0.36245
 19,0.00000,0.48500,0.00000,0.51500,0.00000,0.14459,0.00594,0.36245
 19,0.00000,0.00000,0.51500,0.00500,0.48000,0.11439,0.00594,0.36245
 20,0.19000,0.00000,0.81000,0.00000,0.00000,0.19180,0.00614,0.36140
 20,0.10000,0.00000,0.43500,0.30500,0.16000,0.12798,0.00614,0.36140
 20,0.00000,0.48500,0.00500,0.51000,0.00000,0.14432,0.00614,0.36140
 21,0.19000,0.00000,0.81000,0.00000,0.00000,0.19156,0.00579,0.35974
 21,0.10000,0.00000,0.43500,0.30500,0.16000,0.12811,0.00579,0.35974
 21,0.00000,0.48500,0.00500,0.51000,0.00000,0.14449,0.00579,0.35974
 22,0.16000,0.00000,0.84000,0.00000,0.00000,0.19979,0.00625,0.37607
 22,0.10500,0.00000,0.42500,0.31500,0.15500,0.12584,0.00625,0.37607
 22,0.00000,0.48500,0.00000,0.51500,0.00000,0.14429,0.00625,0.37607
 23,0.16000,0.00000,0.84000,0.00000,0.00000,0.19974,0.00583,0.37135
 23,0.10500,0.00000,0.42500,0.31500,0.15500,0.12593,0.00583,0.37135
 23,0.00000,0.48500,0.00500,0.51000,0.00000,0.14432,0.00583,0.37135
 23,0.16000,0.00000,0.84000,0.00000,0.00000,0.19974,0.00583,0.37135
 24,0.16000,0.00000,0.84000,0.00000,0.00000,0.19975,0.00578,0.37508
 24,0.11000,0.00000,0.42500,0.31500,0.15000,0.12603,0.00578,0.37508
 24,0.00000,0.47500,0.02000,0.50500,0.00000,0.14402,0.00578,0.37508
 24,0.16000,0.00000,0.84000,0.00000,0.00000,0.19975,0.00578,0.37508
 25,1.00000,0.00000,0.00000,0.00000,0.00000,0.01139,0.00534,0.36758
 25,0.16000,0.00000,0.84000,0.00000,0.00000,0.19970,0.00534,0.36758
 25,0.10500,0.00000,0.42000,0.32000,0.15500,0.12620,0.00534,0.36758
 25,0.00000,0.47500,0.02000,0.50500,0.00000,0.14408,0.00534,0.36758
 26,1.00000,0.00000,0.00000,0.00000,0.00000,0.01140,0.00516,0.35580
 26,0.16000,0.00000,0.84000,0.00000,0.00000,0.19965,0.00516,0.35580
 26,0.11000,0.00000,0.42000,0.30500,0.16500,0.13040,0.00516,0.35580
 26,0.00000,0.48500,0.00000,0.51500,0.00000,0.14464,0.00516,0.35580
 27,1.00000,0.00000,0.00000,0.00000,0.00000,0.01143,0.00507,0.35946
 27,0.16000,0.00000,0.84000,0.00000,0.00000,0.19964,0.00507,0.35946
 27,0.11000,0.00000,0.42000,0.30500,0.16500,0.13036,0.00507,0.35946
 27,0.00000,0.48500,0.00000,0.51500,0.00000,0.14458,0.00507,0.35946
 28,1.00000,0.00000,0.00000,0.00000,0.00000,0.01143,0.00500,0.36349
 28,0.16000,0.00000,0.84000,0.00000,0.00000,0.19965,0.00500,0.36349
 28,0.10500,0.00000,0.43000,0.30000,0.16500,0.13069,0.00500,0.36349
 28,0.00000,0.48500,0.00000,0.51500,0.00000,0.14450,0.00500,0.36349
 29,0.16000,0.00000,0.84000,0.00000,0.00000,0.19964,0.00493,0.36595
 29,0.10500,0.00000,0.43500,0.29500,0.16500,0.13107,0.00493,0.36595
 29,0.00000,0.48500,0.00000,0.51500,0.00000,0.14441,0.00493,0.36595
 30,0.16000,0.00000,0.84000,0.00000,0.00000,0.19961,0.00476,0.36620
 30,0.10500,0.00000,0.43500,0.29500,0.16500,0.13104,0.00476,0.36620
 30,0.00000,0.48500,0.00000,0.51500,0.00000,0.14442,0.00476,0.36620
 31,0.16000,0.00000,0.84000,0.00000,0.00000,0.19963,0.00460,0.36267
 31,0.10500,0.00000,0.43000,0.30000,0.16500,0.13078,0.00460,0.36267
 31,0.00000,0.48500,0.00000,0.51500,0.00000,0.14468,0.00460,0.36267
 32,0.16000,0.00000,0.84000,0.00000,0.00000,0.19996,0.00472,0.36014
 32,0.10000,0.00000,0.42000,0.32500,0.15500,0.12622,0.00472,0.36014
 32,0.00000,0.49000,0.00000,0.51000,0.00000,0.14506,0.00472,0.36014
 33,0.16000,0.00000,0.84000,0.00000,0.00000,0.20000,0.00480,0.35567
 33,0.09500,0.00000,0.42000,0.33000,0.15500,0.12603,0.00480,0.35567
 33,0.00000,0.48500,0.00000,0.51500,0.00000,0.14378,0.00480,0.35567
 34,0.16000,0.00000,0.84000,0.00000,0.00000,0.20004,0.00479,0.36002
 34,0.09500,0.00000,0.42000,0.33000,0.15500,0.12582,0.00479,0.36002
 34,0.00000,0.48500,0.00000,0.51500,0.00000,0.14380,0.00479,0.36002
 35,0.16000,0.00000,0.84000,0.00000,0.00000,0.20003,0.00474,0.35755
 35,0.08500,0.00000,0.41500,0.34500,0.15500,0.12528,0.00474,0.35755
 35,0.00000,0.48000,0.00000,0.52000,0.00000,0.14412,0.00474,0.35755
 36,0.16000,0.00000,0.84000,0.00000,0.00000,0.20005,0.00478,0.35884
 36,0.00000,0.48000,0.00000,0.52000,0.00000,0.14427,0.00478,0.35884
 36,0.00500,0.00000,0.46500,0.25500,0.27500,0.13632,0.00478,0.35884
 37,0.16000,0.00000,0.84000,0.00000,0.00000,0.20004,0.00467,0.35970
 37,0.00000,0.48000,0.00000,0.52000,0.00000,0.14421,0.00467,0.35970
 37,0.00000,0.00000,0.47000,0.25000,0.28000,0.13630,0.00467,0.35970
 38,0.70500,0.02500,0.00000,0.01000,0.26000,0.05966,0.00468,0.36002
 38,0.16000,0.00000,0.84000,0.00000,0.00000,0.20005,0.00468,0.36002
 38,0.00000,0.48000,0.00000,0.52000,0.00000,0.14413,0.00468,0.36002
 38,0.00500,0.00000,0.46500,0.25500,0.27500,0.13632,0.00468,0.36002
 39,0.69500,0.03000,0.00000,0.02000,0.25500,0.05989,0.00464,0.35782
 39,0.16000,0.00000,0.84000,0.00000,0.00000,0.20007,0.00464,0.35782
 39,0.00000,0.48500,0.00000,0.51500,0.00000,0.14468,0.00464,0.35782
 39,0.00500,0.00000,0.46500,0.26500,0.26500,0.13675,0.00464,0.35782
 40,0.66500,0.05500,0.02500,0.01000,0.24500,0.06011,0.00469,0.36301
 40,0.16000,0.00000,0.84000,0.00000,0.00000,0.20009,0.00469,0.36301
 40,0.00000,0.48500,0.00000,0.51500,0.00000,0.14465,0.00469,0.36301
 40,0.00500,0.00000,0.46500,0.26500,0.26500,0.13671,0.00469,0.36301
 41,0.00000,0.14000,0.52000,0.11500,0.22500,0.13875,0.00457,0.34413
 41,0.16500,0.00000,0.83500,0.00000,0.00000,0.19987,0.00457,0.34413
 41,0.00000,0.48500,0.00000,0.51500,0.00000,0.14455,0.00457,0.34413
 41,0.00000,0.11500,0.51000,0.14000,0.23500,0.13876,0.00457,0.34413
 42,0.69000,0.04500,0.00000,0.02000,0.24500,0.06006,0.00464,0.34925
 42,0.16500,0.00000,0.83500,0.00000,0.00000,0.19985,0.00464,0.34925
 42,0.00000,0.48500,0.00000,0.51500,0.00000,0.14453,0.00464,0.34925
 42,0.00000,0.10500,0.50500,0.15000,0.24000,0.13851,0.00464,0.34925
 43,0.69000,0.05000,0.00000,0.01500,0.24500,0.06004,0.00458,0.35051
 43,0.16500,0.00000,0.83500,0.00000,0.00000,0.19982,0.00458,0.35051
 43,0.00000,0.48500,0.00000,0.51500,0.00000,0.14448,0.00458,0.35051
 43,0.00000,0.10500,0.50500,0.15000,0.24000,0.13846,0.00458,0.35051
 44,0.69000,0.05000,0.00000,0.01000,0.25000,0.06002,0.00464,0.35520
 44,0.16500,0.00000,0.83500,0.00000,0.00000,0.19980,0.00464,0.35520
 44,0.00000,0.48500,0.00000,0.51500,0.00000,0.14448,0.00464,0.35520
 44,0.00000,0.10500,0.50500,0.15000,0.24000,0.13820,0.00464,0.35520
 45,0.69500,0.05000,0.00000,0.00500,0.25000,0.05989,0.00458,0.35568
 45,0.16500,0.00000,0.83500,0.00000,0.00000,0.19980,0.00458,0.35568
 45,0.00000,0.48500,0.00000,0.51500,0.00000,0.14455,0.00458,0.35568
 45,0.00000,0.11500,0.51000,0.13500,0.24000,0.13909,0.00458,0.35568
 46,0.74000,0.00000,0.00000,0.00000,0.26000,0.05940,0.00447,0.35221
