# features, adsorption energy relative to Pt(111) (eV), OH.db row id, slab.db row id
1,0,0,0,0,2,0,0,2,2,0,1,0,0,2,0,0,0,2,1,0.305815,168,1
0,1,0,0,0,0,0,2,2,2,0,1,1,0,1,0,0,2,1,0,-0.601723,169,2
0,0,0,0,1,0,2,2,2,0,2,1,0,0,0,2,0,0,0,1,-0.671354,170,3
0,0,1,0,0,0,4,2,0,0,0,0,1,1,1,0,2,1,0,0,0.301077,171,4
1,0,0,0,0,0,2,0,0,4,2,0,1,0,0,0,2,0,0,1,0.830465,172,5
0,1,0,0,0,0,2,0,2,2,0,0,1,1,1,0,0,3,0,0,-0.513718,173,6
0,0,0,1,0,2,2,2,0,0,0,0,2,0,1,1,0,2,0,0,-0.136664,174,7
0,0,0,0,1,2,4,0,0,0,0,1,0,2,0,0,1,2,0,0,-0.639749,175,8
0,0,0,0,1,2,2,2,0,0,2,0,0,0,1,0,3,0,0,0,-0.547318,177,10
0,0,1,0,0,4,0,0,2,0,0,1,1,0,1,0,1,0,0,2,0.040789,178,11
0,0,1,0,0,2,0,2,2,0,0,1,1,0,1,2,0,0,0,1,-0.090647,180,13
0,0,0,0,1,0,4,2,0,0,0,1,0,1,1,1,2,0,0,0,-0.724795,181,14
0,0,0,0,1,0,4,0,2,0,0,1,1,0,1,0,1,0,0,2,-0.493366,182,15
0,0,0,0,1,2,0,0,2,2,0,1,1,0,1,0,0,0,0,3,-0.639137,183,16
0,0,1,0,0,2,0,2,0,2,0,2,0,1,0,0,2,0,0,1,0.056682,184,17
0,0,0,1,0,4,0,2,0,0,0,1,1,0,1,0,0,0,2,1,-0.414023,185,18
0,0,0,0,1,0,0,0,4,2,0,1,2,0,0,2,0,0,0,1,-0.684514,186,19
0,1,0,0,0,2,0,2,0,2,1,0,1,0,1,0,0,2,0,1,-0.633323,188,21
0,0,1,0,0,0,0,6,0,0,2,0,1,0,0,0,2,0,0,1,0.204911,189,22
0,1,0,0,0,2,0,0,2,2,2,1,0,0,0,0,0,3,0,0,-0.579895,190,23
1,0,0,0,0,2,0,0,2,2,0,2,0,1,0,2,1,0,0,0,0.401222,191,24
0,0,0,1,0,0,2,2,0,2,1,0,0,2,0,0,0,1,0,2,-0.047299,192,25
0,0,0,1,0,2,0,0,4,0,0,0,2,0,1,2,0,0,1,0,-0.108806,193,26
0,1,0,0,0,0,2,2,2,0,1,0,0,2,0,1,0,0,2,0,-0.579907,194,27
0,0,0,0,1,0,0,2,0,4,2,0,0,0,1,0,1,0,0,2,-1.087759,195,28
0,0,1,0,0,2,0,2,0,2,0,1,0,0,2,1,0,0,2,0,-0.144383,196,29
0,1,0,0,0,0,2,0,2,2,1,1,0,1,0,1,0,2,0,0,-0.575218,197,30
0,0,1,0,0,0,0,2,2,2,0,2,0,0,1,0,0,0,2,1,0.065454,198,31
0,0,0,0,1,0,0,2,2,2,0,0,2,1,0,1,0,0,0,2,-0.872825,199,32
1,0,0,0,0,0,2,0,4,0,1,1,0,0,1,2,0,0,0,1,0.720661,200,33
0,0,0,0,1,2,0,2,0,2,0,1,1,0,1,0,0,0,0,3,-0.811452,201,34
0,1,0,0,0,0,2,2,0,2,1,0,1,0,1,0,0,0,2,1,-0.560278,202,35
0,0,0,0,1,2,0,0,0,4,2,0,0,0,1,2,1,0,0,0,-0.935715,203,36
0,1,0,0,0,0,2,0,2,2,1,1,0,1,0,1,0,0,2,0,-0.631539,204,37
0,1,0,0,0,4,0,0,2,0,1,0,1,0,1,0,2,0,0,1,-0.533509,205,38
0,0,0,0,1,2,0,2,2,0,0,1,1,1,0,0,0,3,0,0,-0.898659,206,39
0,1,0,0,0,0,2,0,0,4,0,0,0,2,1,0,0,0,2,1,-0.444685,207,40
0,0,0,0,1,0,2,4,0,0,0,1,0,0,2,1,0,0,2,0,-0.741089,208,41
1,0,0,0,0,0,2,2,2,0,1,0,1,1,0,0,0,2,0,1,0.749208,209,42
0,0,0,1,0,0,0,2,2,2,1,0,0,0,2,0,2,0,0,1,0.016266,211,44
1,0,0,0,0,2,2,0,2,0,0,1,0,1,1,0,0,0,2,1,0.389091,212,45
1,0,0,0,0,2,0,2,2,0,0,2,1,0,0,0,2,0,0,1,0.483750,213,46
0,0,0,0,1,2,2,2,0,0,0,1,0,0,2,0,0,1,0,2,-0.826290,214,47
1,0,0,0,0,0,2,0,2,2,1,1,0,0,1,0,0,0,0,3,0.739044,215,48
0,0,0,0,1,2,2,0,2,0,1,0,0,1,1,0,1,2,0,0,-0.651352,216,49
1,0,0,0,0,2,0,0,4,0,0,2,0,0,1,1,0,0,0,2,0.421644,218,51
0,0,0,0,1,0,0,0,4,2,2,0,0,0,1,0,0,2,0,1,-0.868627,219,52
0,1,0,0,0,0,0,2,0,4,0,0,0,0,3,0,2,1,0,0,-0.628743,223,56
0,0,0,0,1,2,2,2,0,0,0,0,0,3,0,0,0,0,1,2,-0.840224,224,57
0,0,0,1,0,0,2,0,4,0,1,1,0,1,0,0,0,2,0,1,0.001305,225,58
0,0,1,0,0,2,2,0,2,0,0,0,1,0,2,0,0,1,2,0,0.133362,226,59
0,1,0,0,0,0,2,2,0,2,0,1,0,1,1,0,1,0,2,0,-0.547157,227,60
