  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.00000,0.30500,0.34000,0.00000,0.35500,0.06994,0.00376,10.00000
  3,0.00000,0.14000,0.17000,0.42500,0.26500,0.07186,0.00251,1.26742
  4,0.05000,0.19500,0.21500,0.45500,0.08500,0.07916,0.00193,0.56641
  5,0.00000,0.30500,0.35500,0.34000,0.00000,0.09816,0.00309,0.88346
  6,0.00000,0.39000,0.33000,0.28000,0.00000,0.10024,0.00313,0.99337
  7,0.00000,0.38000,0.33500,0.28500,0.00000,0.09989,0.00304,1.05496
  8,0.00000,0.38000,0.34500,0.27500,0.00000,0.09876,0.00317,1.10069
  9,0.00000,0.41000,0.32000,0.27000,0.00000,0.09882,0.00283,1.10150
 10,0.00000,0.42500,0.32000,0.25500,0.00000,0.09645,0.00294,1.11404
 11,0.04000,0.24000,0.65000,0.07000,0.00000,0.11153,0.00328,0.47351
 11,0.02000,0.51500,0.00000,0.46500,0.00000,0.11086,0.00328,0.47351
 12,0.11500,0.19500,0.69000,0.00000,0.00000,0.13539,0.00387,0.47642
 12,0.01500,0.50500,0.00000,0.48000,0.00000,0.11230,0.00387,0.47642
 13,0.19500,0.15500,0.65000,0.00000,0.00000,0.14218,0.00406,0.50451
 13,0.03000,0.49000,0.00000,0.48000,0.00000,0.11392,0.00406,0.50451
 14,0.19500,0.15500,0.65000,0.00000,0.00000,0.14224,0.00365,0.45264
 14,0.00000,0.54500,0.00000,0.45500,0.00000,0.10750,0.00365,0.45264
 15,0.17000,0.12500,0.63500,0.00000,0.07000,0.14512,0.00363,0.45842
 15,0.00000,0.53500,0.00000,0.46500,0.00000,0.10860,0.00363,0.45842
 16,0.17000,0.13000,0.62500,0.00000,0.07500,0.14476,0.00358,0.46055
 16,0.00000,0.53500,0.00000,0.46500,0.00000,0.10855,0.00358,0.46055
 17,0.16500,0.13500,0.62000,0.00000,0.08000,0.14543,0.00345,0.45387
 17,0.00000,0.54000,0.00000,0.46000,0.00000,0.10774,0.00345,0.45387
 18,0.14500,0.15500,0.63000,0.00000,0.07000,0.14586,0.00326,0.44580
 18,0.00000,0.54000,0.00000,0.46000,0.00000,0.10756,0.00326,0.44580
 19,0.14500,0.15500,0.62500,0.00000,0.07500,0.14641,0.00321,0.44153
 19,0.00000,0.54500,0.00000,0.45500,0.00000,0.10713,0.00321,0.44153
 20,0.14500,0.15500,0.62500,0.00000,0.07500,0.14652,0.00321,0.44152
 20,0.00000,0.54500,0.00000,0.45500,0.00000,0.10715,0.00321,0.44152
 21,0.14000,0.16000,0.62000,0.00000,0.08000,0.14704,0.00319,0.43786
 21,0.00000,0.54500,0.00000,0.45500,0.00000,0.10681,0.00319,0.43786
 22,0.10500,0.16000,0.62500,0.00000,0.11000,0.14821,0.00352,0.45258
 22,0.00000,0.53000,0.00000,0.47000,0.00000,0.10893,0.00352,0.45258
