     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.26598,0.10031,0.26998,0.10672,0.25701,0.0860607
0.12879,0.13333,0.32242,0.27433,0.14113,0.1129869
0.00079,0.00323,0.13492,0.85849,0.00257,0.0622526
0.00100,0.37413,0.38081,0.23991,0.00416,0.0981469
0.00313,0.00246,0.57064,0.34896,0.07482,0.1188510
0.18048,0.00352,0.46550,0.34619,0.00431,0.1249507
0.13082,0.00125,0.45617,0.41173,0.00004,0.1166505
0.18290,0.00505,0.65851,0.14875,0.00479,0.1408781
0.13844,0.00048,0.85194,0.00468,0.00446,0.2014115
0.56302,0.00013,0.00268,0.42932,0.00485,0.0160718
0.00107,0.00473,0.00375,0.00492,0.98553,0.0000000
0.00160,0.99119,0.00119,0.00273,0.00329,0.0000537
0.00402,0.00063,0.98998,0.00151,0.00385,0.0698898
0.18993,0.00318,0.80314,0.00053,0.00323,0.2033048
0.12846,0.00118,0.78011,0.00459,0.08566,0.1420385
0.13094,0.07059,0.79208,0.00472,0.00167,0.1583674
0.29055,0.27232,0.27351,0.16201,0.00160,0.0865029
0.07840,0.39678,0.21264,0.08274,0.22944,0.0552099
0.04703,0.32926,0.15313,0.46696,0.00361,0.0942242
0.25662,0.22717,0.00004,0.30443,0.21174,0.0317176
0.50021,0.00309,0.35832,0.12787,0.01051,0.0852868
0.60543,0.00383,0.12943,0.00245,0.25886,0.0581287
0.00013,0.18275,0.42851,0.38631,0.00230,0.0999792
0.00380,0.00089,0.30154,0.25821,0.43556,0.0803905
0.00333,0.00164,0.16873,0.56652,0.25978,0.0773234
0.20222,0.12211,0.00299,0.66981,0.00287,0.0592521
0.32367,0.00338,0.07615,0.00142,0.59538,0.0218845
0.00187,0.61764,0.09448,0.28378,0.00224,0.0803671
0.65317,0.30114,0.04009,0.00291,0.00268,0.0326369
0.00332,0.00034,0.00367,0.39181,0.60086,0.0137786
0.30725,0.00209,0.22742,0.35030,0.11294,0.0796624
0.33968,0.64170,0.00160,0.01230,0.00473,0.0033702
0.00065,0.18266,0.24104,0.00432,0.57132,0.0194833
0.00471,0.64856,0.34336,0.00262,0.00075,0.0506085
0.00098,0.35554,0.00395,0.41452,0.22502,0.0482080
