0	[[1.   0.4  1.3  0.4  1.2  0.8  0.3  0.9  0.5  0.02]]	[9, 40, 15, 40, 40]	144
0	[[0.9 0.1 0.4 1.2 0.2 1.9 0.3 0.6 0.8 0.1]]	[40, 40, 40, 40, 40]	200
0	[[0.1  0.2  0.9  1.2  0.5  0.3  1.3  0.8  0.2  0.36]]	[22, 40, 40, 40, 18]	160
0	[[0.2  0.3  0.7  1.7  0.6  0.5  0.8  0.6  0.4  0.14]]	[40, 40, 40, 15, 19]	154
0	[[0.8  0.4  1.3  0.7  1.2  0.5  0.5  0.9  0.4  0.04]]	[40, 40, 18, 40, 19]	157
0	[[1.  0.4 1.4 0.  1.3 0.9 0.1 0.9 0.5 0. ]]	[40, 28, 40, 40, 22]	170
0	[[1.   0.4  1.3  0.5  1.2  0.8  0.3  0.9  0.5  0.02]]	[40, 40, 40, 40, 40]	200
0	[[0.3  0.2  1.4  1.3  1.7  0.   1.6  0.4  0.4  0.26]]	[40, 40, 40, 40, 16]	176
0	[[0.1  1.4  1.1  1.7  1.2  0.   1.4  0.4  0.1  0.29]]	[40, 40, 40, 40, 40]	200
0	[[0.7  0.1  0.8  0.3  0.2  1.6  1.6  0.8  0.3  0.41]]	[40, 40, 40, 40, 40]	200
0	[[0.7  0.6  1.7  1.   0.   0.9  1.7  0.2  0.4  0.41]]	[40, 7, 40, 16, 40]	143
0	[[0.1 1.8 1.  0.2 0.5 1.  0.4 0.7 0.7 0.1]]	[40, 40, 40, 40, 40]	200
0	[[1.   1.8  1.2  1.5  0.6  0.6  1.4  0.7  0.3  0.17]]	[40, 21, 9, 9, 40]	119
0	[[0.1  1.6  1.8  0.8  0.3  0.3  0.4  0.8  0.6  0.21]]	[40, 40, 40, 40, 40]	200
0	[[0.6  0.2  0.5  0.8  0.   0.5  1.5  0.4  0.7  0.23]]	[40, 40, 40, 40, 40]	200
0	[[0.7  1.1  0.6  1.5  0.   0.4  0.9  0.7  0.7  0.03]]	[23, 40, 40, 40, 40]	183
0	[[0.5  0.7  1.4  1.7  2.   1.4  1.8  0.3  0.9  0.19]]	[40, 20, 40, 40, 40]	180
