  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.00000,0.31500,0.08500,0.60000,0.00000,0.06247,0.00229,0.84974
  3,0.09000,0.28000,0.17000,0.38000,0.08000,0.05758,0.00123,0.39283
  4,0.00000,0.79500,0.20500,0.00000,0.00000,0.14241,0.01003,1.06652
  5,0.03500,0.47000,0.29500,0.20000,0.00000,0.10125,0.00230,0.41688
  6,0.05500,0.49000,0.22500,0.22000,0.01000,0.09921,0.00188,0.39622
  7,0.16500,0.50000,0.17500,0.16000,0.00000,0.11169,0.00220,0.40934
  8,0.12000,0.51500,0.17500,0.19000,0.00000,0.11015,0.00193,0.39703
  9,0.13000,0.56000,0.06000,0.25000,0.00000,0.11889,0.00244,0.42695
 10,0.05500,0.54000,0.00000,0.17500,0.23000,0.15718,0.00385,0.40928
 11,0.05500,0.54000,0.00000,0.17500,0.23000,0.15715,0.00371,0.41790
 12,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00859,0.00388,0.40372
 12,0.13000,0.54000,0.00000,0.08000,0.25000,0.16721,0.00388,0.40372
 13,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00819,0.00363,0.39991
 13,0.12500,0.53500,0.00000,0.09500,0.24500,0.16611,0.00363,0.39991
 14,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00924,0.00353,0.40887
 14,0.12500,0.53500,0.00000,0.09500,0.24500,0.16590,0.00353,0.40887
 15,1.00000,0.00000,0.00000,0.00000,0.00000,-0.00788,0.00347,0.41469
 15,0.10500,0.56500,0.00000,0.08500,0.24500,0.16519,0.00347,0.41469
 16,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01159,0.00359,0.43679
 16,0.11000,0.54500,0.00000,0.09000,0.25500,0.16334,0.00359,0.43679
 17,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01239,0.00361,0.44157
 17,0.11000,0.54500,0.00000,0.08500,0.26000,0.16348,0.00361,0.44157
 18,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01250,0.00362,0.44274
 18,0.11000,0.54500,0.00000,0.08500,0.26000,0.16333,0.00362,0.44274
 19,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01278,0.00366,0.44556
 19,0.11000,0.54500,0.00000,0.08500,0.26000,0.16284,0.00366,0.44556
 20,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01171,0.00351,0.43454
 20,0.11500,0.54500,0.00000,0.08500,0.25500,0.16374,0.00351,0.43454
 21,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01227,0.00356,0.43874
 21,0.11500,0.54500,0.00000,0.08500,0.25500,0.16351,0.00356,0.43874
 22,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01195,0.00352,0.43545
 22,0.11500,0.54000,0.00000,0.09000,0.25500,0.16373,0.00352,0.43545
 23,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01131,0.00345,0.43058
 23,0.11500,0.54000,0.00000,0.09000,0.25500,0.16394,0.00345,0.43058
 24,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01254,0.00357,0.44039
 24,0.11000,0.54500,0.00000,0.08500,0.26000,0.16355,0.00357,0.44039
 25,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01653,0.00393,0.45898
 25,0.10500,0.53500,0.00000,0.07000,0.29000,0.16463,0.00393,0.45898
 26,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01394,0.00359,0.44617
 26,0.10500,0.54000,0.00000,0.08000,0.27500,0.16409,0.00359,0.44617
 27,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01358,0.00362,0.44884
 27,0.10500,0.54500,0.00000,0.08000,0.27000,0.16382,0.00362,0.44884
 28,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01319,0.00361,0.44840
 28,0.10500,0.54500,0.00000,0.08000,0.27000,0.16393,0.00361,0.44840
 29,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01367,0.00361,0.44945
 29,0.10500,0.54500,0.00000,0.08000,0.27000,0.16381,0.00361,0.44945
 30,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01208,0.00326,0.44297
 30,0.10500,0.54500,0.00000,0.08000,0.27000,0.16382,0.00326,0.44297
 31,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01319,0.00330,0.44581
 31,0.11000,0.54000,0.00000,0.08000,0.27000,0.16355,0.00330,0.44581
 32,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01318,0.00330,0.44618
 32,0.11000,0.54000,0.00000,0.08000,0.27000,0.16353,0.00330,0.44618
 33,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01452,0.00334,0.44735
 33,0.11000,0.54000,0.00000,0.08000,0.27000,0.16353,0.00334,0.44735
 33,0.00000,0.09000,0.91000,0.00000,0.00000,0.06762,0.00334,0.44735
 34,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01468,0.00334,0.44658
 34,0.11000,0.53500,0.00000,0.08500,0.27000,0.16367,0.00334,0.44658
 34,0.00000,0.09000,0.91000,0.00000,0.00000,0.06759,0.00334,0.44658
 35,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01468,0.00334,0.44678
 35,0.11000,0.53500,0.00000,0.08500,0.27000,0.16365,0.00334,0.44678
 35,0.00000,0.09000,0.91000,0.00000,0.00000,0.06759,0.00334,0.44678
 36,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01720,0.00325,0.44769
 36,0.11000,0.53500,0.00000,0.08500,0.27000,0.16363,0.00325,0.44769
 37,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01723,0.00325,0.44754
 37,0.11000,0.53500,0.00000,0.08500,0.27000,0.16365,0.00325,0.44754
 38,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01736,0.00324,0.44700
 38,0.11000,0.53500,0.00000,0.08500,0.27000,0.16373,0.00324,0.44700
 39,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01742,0.00324,0.44648
 39,0.11000,0.53500,0.00000,0.08500,0.27000,0.16382,0.00324,0.44648
 40,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01710,0.00324,0.44784
 40,0.11000,0.54000,0.00000,0.08000,0.27000,0.16363,0.00324,0.44784
 41,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01713,0.00324,0.44796
 41,0.11000,0.54000,0.00000,0.08000,0.27000,0.16363,0.00324,0.44796
 42,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01714,0.00326,0.44922
 42,0.11000,0.54000,0.00000,0.08000,0.27000,0.16356,0.00326,0.44922
 43,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01733,0.00326,0.45006
 43,0.11000,0.54000,0.00000,0.08000,0.27000,0.16348,0.00326,0.45006
 44,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01738,0.00335,0.45635
 44,0.11500,0.54500,0.00000,0.07500,0.26500,0.16313,0.00335,0.45635
 45,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01748,0.00333,0.45564
 45,0.11000,0.54500,0.00000,0.08000,0.26500,0.16305,0.00333,0.45564
 46,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01725,0.00332,0.45514
 46,0.11000,0.54500,0.00000,0.08000,0.26500,0.16312,0.00332,0.45514
 47,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01649,0.00329,0.45337
 47,0.11000,0.55000,0.00000,0.07500,0.26500,0.16334,0.00329,0.45337
 48,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01543,0.00328,0.45162
 48,0.10000,0.55500,0.00000,0.07500,0.27000,0.16369,0.00328,0.45162
 49,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01497,0.00328,0.45121
 49,0.10000,0.56000,0.00000,0.07000,0.27000,0.16389,0.00328,0.45121
 50,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01530,0.00327,0.45158
 50,0.10000,0.55500,0.00000,0.07500,0.27000,0.16374,0.00327,0.45158
 51,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01541,0.00327,0.45180
 51,0.10000,0.55500,0.00000,0.07500,0.27000,0.16369,0.00327,0.45180
 52,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01513,0.00327,0.45132
 52,0.10000,0.56000,0.00000,0.07000,0.27000,0.16386,0.00327,0.45132
 53,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01521,0.00327,0.45145
 53,0.10000,0.56000,0.00000,0.07000,0.27000,0.16383,0.00327,0.45145
 54,1.00000,0.00000,0.00000,0.00000,0.00000,-0.01528,0.00327,0.45156
 54,0.10000,0.55500,0.00000,0.07500,0.27000,0.16380,0.00327,0.45156
