  n,     Ag,     Ir,     Pd,     Pt,     Ru,    act,   C**2,      l
  2,0.64000,0.00000,0.00000,0.36000,0.00000,0.09663,0.00713,2.68287
  3,0.54000,0.02500,0.23500,0.07500,0.12500,0.09418,0.00350,1.06313
  4,0.16000,0.13500,0.23000,0.30500,0.17000,0.08954,0.00237,0.63066
  5,0.03000,0.00000,0.61500,0.35000,0.00500,0.12598,0.00384,0.72611
  6,0.02000,0.00000,0.65000,0.33000,0.00000,0.12702,0.00352,0.77351
  7,0.00000,0.00000,0.52500,0.14000,0.33500,0.14253,0.00488,0.81125
  8,0.00000,0.00000,0.61000,0.13500,0.25500,0.14591,0.00376,0.61096
  9,0.00000,0.00000,0.61000,0.13000,0.26000,0.14575,0.00356,0.63316
 10,0.00000,0.00000,0.64000,0.08500,0.27500,0.14731,0.00369,0.66224
 11,0.00000,0.00000,0.64500,0.09000,0.26500,0.14806,0.00364,0.62109
 12,0.00000,0.09500,0.64500,0.05500,0.20500,0.15720,0.00312,0.49834
 13,0.00000,0.09000,0.64000,0.06500,0.20500,0.15743,0.00291,0.49764
 14,0.00000,0.09000,0.64000,0.07500,0.19500,0.15806,0.00272,0.48721
 15,0.00000,0.09500,0.65000,0.03000,0.22500,0.15510,0.00289,0.52426
 16,0.00000,0.09500,0.65000,0.03500,0.22000,0.15496,0.00272,0.52852
 17,0.00000,0.09000,0.65000,0.03500,0.22500,0.15466,0.00267,0.54119
 18,0.00000,0.11500,0.64500,0.00000,0.24000,0.15703,0.00281,0.52306
 19,0.00000,0.11500,0.64000,0.00000,0.24500,0.15727,0.00321,0.50229
 20,0.00000,0.12000,0.64000,0.00000,0.24000,0.15719,0.00306,0.50550
 21,0.00000,0.12000,0.64000,0.00000,0.24000,0.15714,0.00298,0.50977
 22,0.00000,0.12000,0.64500,0.00000,0.23500,0.15780,0.00343,0.51546
 23,0.00000,0.12500,0.66500,0.00000,0.21000,0.15814,0.00307,0.48517
 24,0.00000,1.00000,0.00000,0.00000,0.00000,0.00052,0.00280,0.47436
 24,0.00000,0.12500,0.66500,0.00000,0.21000,0.15816,0.00280,0.47436
 25,0.00000,0.12000,0.66500,0.00000,0.21500,0.15783,0.00270,0.48235
 26,0.00000,0.41500,0.00000,0.58500,0.00000,0.14558,0.00380,0.44161
 26,0.00000,0.12500,0.66500,0.00000,0.21000,0.15913,0.00380,0.44161
 27,0.00000,0.49000,0.00000,0.51000,0.00000,0.14909,0.00391,0.44579
 27,0.00000,0.12500,0.66500,0.00000,0.21000,0.15914,0.00391,0.44579
 28,0.00000,0.48500,0.00000,0.51500,0.00000,0.14926,0.00448,0.43367
 28,0.00000,0.12500,0.66500,0.00000,0.21000,0.15926,0.00448,0.43367
 29,0.00000,0.48500,0.00000,0.51500,0.00000,0.14919,0.00450,0.43798
 29,0.00000,0.12500,0.66000,0.00000,0.21500,0.15905,0.00450,0.43798
 30,0.00000,0.48500,0.00000,0.51500,0.00000,0.14912,0.00448,0.44301
 30,0.00000,0.12500,0.66000,0.00000,0.21500,0.15902,0.00448,0.44301
 31,0.00000,0.48500,0.00000,0.51500,0.00000,0.14884,0.00497,0.44604
 31,0.00000,0.13000,0.66000,0.00000,0.21000,0.15928,0.00497,0.44604
 32,0.00000,0.48500,0.00000,0.51500,0.00000,0.14883,0.00501,0.44933
 32,0.00000,0.13000,0.66000,0.00000,0.21000,0.15930,0.00501,0.44933
 33,0.00000,0.48500,0.00000,0.51500,0.00000,0.14873,0.00497,0.45022
 33,0.00000,0.11500,0.67500,0.00000,0.21000,0.15886,0.00497,0.45022
 34,0.00000,0.48500,0.00000,0.51500,0.00000,0.14872,0.00506,0.45871
 34,0.00000,0.11500,0.67500,0.00000,0.21000,0.15879,0.00506,0.45871
 35,0.00000,0.48500,0.00000,0.51500,0.00000,0.14870,0.00475,0.45186
 35,0.00000,0.11500,0.67500,0.00000,0.21000,0.15888,0.00475,0.45186
 36,0.00000,0.48500,0.00000,0.51500,0.00000,0.14864,0.00490,0.45994
 36,0.00000,0.11500,0.67500,0.00000,0.21000,0.15889,0.00490,0.45994
 37,0.00000,0.48500,0.00000,0.51500,0.00000,0.14849,0.00481,0.46104
 37,0.00000,0.11500,0.67500,0.00000,0.21000,0.15875,0.00481,0.46104
 38,0.00000,0.48500,0.00000,0.51500,0.00000,0.14841,0.00479,0.46514
 38,0.00000,0.11500,0.67500,0.00000,0.21000,0.15873,0.00479,0.46514
 39,0.00000,0.48500,0.00000,0.51500,0.00000,0.14842,0.00486,0.46757
 39,0.00000,0.11500,0.67500,0.00000,0.21000,0.15889,0.00486,0.46757
 40,0.00000,0.48500,0.00000,0.51500,0.00000,0.14830,0.00483,0.47107
 40,0.00000,0.11500,0.67500,0.00000,0.21000,0.15880,0.00483,0.47107
 41,0.00000,0.48500,0.00000,0.51500,0.00000,0.14831,0.00472,0.47003
 41,0.00000,0.11500,0.67000,0.00000,0.21500,0.15756,0.00472,0.47003
 42,0.00000,0.48500,0.00000,0.51500,0.00000,0.14816,0.00458,0.47001
 42,0.00000,0.11500,0.67000,0.00000,0.21500,0.15755,0.00458,0.47001
 43,0.00000,0.48500,0.00000,0.51500,0.00000,0.14817,0.00463,0.47477
 43,0.00000,0.11500,0.67000,0.00000,0.21500,0.15731,0.00463,0.47477
 44,0.00000,0.48500,0.00000,0.51500,0.00000,0.14803,0.00468,0.47955
 44,0.00000,0.12000,0.67000,0.00000,0.21000,0.15728,0.00468,0.47955
 45,0.00000,0.47000,0.00000,0.53000,0.00000,0.14769,0.00511,0.47648
 45,0.00000,0.11500,0.67000,0.00000,0.21500,0.15714,0.00511,0.47648
 46,0.00000,0.47000,0.00000,0.53000,0.00000,0.14761,0.00516,0.48178
 46,0.00000,0.11500,0.67000,0.00000,0.21500,0.15711,0.00516,0.48178
 47,0.00000,0.47000,0.00000,0.53000,0.00000,0.14762,0.00479,0.46529
 47,0.00000,0.11500,0.66500,0.00000,0.22000,0.15722,0.00479,0.46529
 48,0.00000,0.47000,0.00000,0.53000,0.00000,0.14758,0.00490,0.46976
 48,0.00000,0.11500,0.66500,0.00000,0.22000,0.15713,0.00490,0.46976
 49,0.00000,0.47000,0.00000,0.53000,0.00000,0.14750,0.00494,0.47462
 49,0.00000,0.11500,0.66500,0.00000,0.22000,0.15711,0.00494,0.47462
 50,0.00000,0.47000,0.00000,0.53000,0.00000,0.14749,0.00492,0.47536
 50,0.00000,0.11500,0.66500,0.00000,0.22000,0.15709,0.00492,0.47536
 51,0.00000,0.47000,0.00000,0.53000,0.00000,0.14753,0.00479,0.47246
 51,0.00000,0.12000,0.65500,0.00000,0.22500,0.15571,0.00479,0.47246
 52,0.00000,0.47000,0.00000,0.53000,0.00000,0.14748,0.00503,0.48128
 52,0.00000,0.12000,0.65500,0.00000,0.22500,0.15553,0.00503,0.48128
 53,0.23000,0.00000,0.77000,0.00000,0.00000,0.18713,0.00414,0.35186
 53,0.00000,0.48000,0.00000,0.52000,0.00000,0.14889,0.00414,0.35186
 54,0.23000,0.00000,0.77000,0.00000,0.00000,0.18710,0.00406,0.35063
 54,0.00000,0.48000,0.00000,0.52000,0.00000,0.14875,0.00406,0.35063
 55,0.23000,0.00000,0.77000,0.00000,0.00000,0.18703,0.00401,0.35185
 55,0.00000,0.48000,0.00000,0.52000,0.00000,0.14888,0.00401,0.35185
 56,0.23000,0.00000,0.77000,0.00000,0.00000,0.18700,0.00399,0.35280
 56,0.00000,0.48000,0.00000,0.52000,0.00000,0.14882,0.00399,0.35280
 57,0.23000,0.00000,0.77000,0.00000,0.00000,0.18702,0.00399,0.35502
 57,0.00000,0.48000,0.00000,0.52000,0.00000,0.14879,0.00399,0.35502
 58,0.23500,0.00000,0.76500,0.00000,0.00000,0.19278,0.00407,0.34874
 58,0.00000,0.48000,0.00000,0.52000,0.00000,0.14889,0.00407,0.34874
 59,0.23500,0.00000,0.76500,0.00000,0.00000,0.19275,0.00408,0.35131
 59,0.00000,0.48000,0.00000,0.52000,0.00000,0.14884,0.00408,0.35131
 60,0.23500,0.00000,0.76500,0.00000,0.00000,0.19271,0.00408,0.35355
 60,0.00000,0.48000,0.00000,0.52000,0.00000,0.14884,0.00408,0.35355
 61,0.23000,0.00000,0.77000,0.00000,0.00000,0.19266,0.00408,0.35377
 61,0.00000,0.48000,0.00000,0.52000,0.00000,0.14887,0.00408,0.35377
 62,0.23000,0.00000,0.77000,0.00000,0.00000,0.19269,0.00416,0.35463
 62,0.00000,0.48000,0.00000,0.52000,0.00000,0.14888,0.00416,0.35463
 63,0.23500,0.00000,0.76500,0.00000,0.00000,0.19270,0.00411,0.35150
 63,0.00000,0.48000,0.00000,0.52000,0.00000,0.14889,0.00411,0.35150
 64,0.23500,0.00000,0.76500,0.00000,0.00000,0.19267,0.00401,0.34912
 64,0.00000,0.48000,0.00000,0.52000,0.00000,0.14890,0.00401,0.34912
 65,0.23500,0.00000,0.76500,0.00000,0.00000,0.19264,0.00395,0.34842
 65,0.00000,0.48000,0.00000,0.52000,0.00000,0.14880,0.00395,0.34842
 66,0.23000,0.00000,0.77000,0.00000,0.00000,0.19262,0.00401,0.35131
 66,0.00000,0.48000,0.00000,0.52000,0.00000,0.14916,0.00401,0.35131
 67,0.23000,0.00000,0.77000,0.00000,0.00000,0.19259,0.00395,0.35145
 67,0.00000,0.48000,0.00000,0.52000,0.00000,0.14916,0.00395,0.35145
 67,0.00000,0.00000,0.00000,0.00000,1.00000,0.00710,0.00395,0.35145
 68,0.23000,0.00000,0.77000,0.00000,0.00000,0.19251,0.00385,0.35031
 68,0.00000,0.48000,0.00000,0.52000,0.00000,0.14903,0.00385,0.35031
 68,0.00000,0.00000,0.00000,0.00000,1.00000,0.00411,0.00385,0.35031
 69,0.23000,0.00000,0.77000,0.00000,0.00000,0.19250,0.00397,0.35403
 69,0.00000,0.47500,0.00000,0.52500,0.00000,0.14799,0.00397,0.35403
 69,0.00000,0.00000,0.00000,0.00000,1.00000,0.00431,0.00397,0.35403
 70,0.23000,0.00000,0.77000,0.00000,0.00000,0.19192,0.00439,0.36483
