  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.11000,0.35500,0.01500,0.14500,0.37500,0.11360,0.00676,0.38538
  3,0.00000,0.41500,0.00000,0.14500,0.44000,0.12439,0.00648,0.59435
  4,0.00000,0.65500,0.00000,0.06500,0.28000,0.14487,0.00787,0.75812
  5,0.00000,0.61500,0.00000,0.00000,0.38500,0.14781,0.00563,0.59291
  6,0.00000,0.60000,0.13000,0.00000,0.27000,0.15224,0.00509,0.54250
  7,0.00000,0.60500,0.12000,0.00000,0.27500,0.15253,0.00433,0.53227
  8,0.06000,0.59500,0.09000,0.00000,0.25500,0.15431,0.00420,0.54248
  9,0.06500,0.58000,0.09000,0.00000,0.26500,0.15601,0.00406,0.52293
 10,0.06500,0.56500,0.09500,0.00000,0.27500,0.15694,0.00387,0.50747
 11,0.06500,0.56000,0.10000,0.00000,0.27500,0.15715,0.00383,0.50593
 12,0.06500,0.55500,0.10000,0.00000,0.28000,0.15773,0.00378,0.49667
 13,0.06500,0.55000,0.10500,0.00000,0.28000,0.15810,0.00375,0.49123
 14,0.07000,0.55500,0.10000,0.00000,0.27500,0.15783,0.00377,0.49825
 15,0.07500,0.55500,0.08500,0.00000,0.28500,0.15815,0.00384,0.50416
 16,0.07500,0.55500,0.08500,0.00000,0.28500,0.15809,0.00382,0.50490
 17,0.07500,0.55500,0.09000,0.00000,0.28000,0.15777,0.00380,0.50919
 18,0.08000,0.55500,0.09000,0.00000,0.27500,0.15810,0.00379,0.50734
 19,0.08000,0.55500,0.09000,0.00000,0.27500,0.15808,0.00378,0.50873
 20,0.08000,0.55500,0.09000,0.00000,0.27500,0.15797,0.00378,0.51034
 21,0.10000,0.56000,0.06000,0.00000,0.28000,0.15879,0.00411,0.52689
 22,0.15000,0.56500,0.00000,0.00000,0.28500,0.16272,0.00537,0.56413
 23,0.11500,0.56500,0.03000,0.00000,0.29000,0.15988,0.00435,0.53854
 24,0.11500,0.56500,0.02000,0.00000,0.30000,0.16030,0.00444,0.53869
 25,0.11500,0.56500,0.02000,0.00000,0.30000,0.16026,0.00382,0.52634
 26,0.11500,0.56500,0.02000,0.00000,0.30000,0.16042,0.00386,0.52737
 27,0.12000,0.55000,0.00000,0.00000,0.33000,0.16216,0.00415,0.51644
 28,0.12000,0.55000,0.00000,0.00000,0.33000,0.16231,0.00417,0.51700
 29,0.11500,0.55500,0.00000,0.00000,0.33000,0.16216,0.00399,0.50882
 30,0.11500,0.55500,0.00000,0.00000,0.33000,0.16215,0.00375,0.49688
 31,0.12000,0.56000,0.00000,0.00000,0.32000,0.16170,0.00371,0.50387
 32,0.12000,0.56000,0.00000,0.00000,0.32000,0.16172,0.00371,0.50396
 33,0.12000,0.56500,0.00000,0.00000,0.31500,0.16172,0.00354,0.49508
 34,0.12000,0.56500,0.00000,0.00000,0.31500,0.16168,0.00342,0.49997
 35,0.12000,0.56500,0.00000,0.00000,0.31500,0.16174,0.00343,0.50014
 36,0.12000,0.56500,0.00000,0.00000,0.31500,0.16183,0.00343,0.49995
 37,0.12000,0.56500,0.00000,0.00000,0.31500,0.16227,0.00347,0.50030
 38,0.38500,0.00000,0.61500,0.00000,0.00000,0.16600,0.00511,0.46549
 38,0.11500,0.56000,0.00000,0.00000,0.32500,0.16240,0.00511,0.46549
 39,0.39000,0.00000,0.61000,0.00000,0.00000,0.16616,0.00511,0.47884
 39,0.11500,0.56000,0.00000,0.00000,0.32500,0.16238,0.00511,0.47884
 40,0.40000,0.00000,0.60000,0.00000,0.00000,0.16525,0.00615,0.50023
 40,0.12000,0.55500,0.00000,0.00000,0.32500,0.16240,0.00615,0.50023
 41,0.40500,0.00000,0.59500,0.00000,0.00000,0.16464,0.00610,0.50282
 41,0.12000,0.55500,0.00000,0.00000,0.32500,0.16239,0.00610,0.50282
 42,0.40000,0.00000,0.60000,0.00000,0.00000,0.16527,0.00615,0.50133
 42,0.12000,0.55500,0.00000,0.00000,0.32500,0.16239,0.00615,0.50133
 43,0.39500,0.00000,0.60500,0.00000,0.00000,0.16595,0.00661,0.45634
 43,0.12000,0.55500,0.00000,0.00000,0.32500,0.16245,0.00661,0.45634
 44,0.40000,0.00000,0.60000,0.00000,0.00000,0.16677,0.00678,0.40747
 44,0.12000,0.56000,0.00000,0.00000,0.32000,0.16246,0.00678,0.40747
 45,0.40000,0.00000,0.60000,0.00000,0.00000,0.16677,0.00662,0.40269
 45,0.12000,0.56000,0.00000,0.00000,0.32000,0.16232,0.00662,0.40269
 46,0.40000,0.00000,0.60000,0.00000,0.00000,0.16672,0.00643,0.40464
 46,0.12500,0.55500,0.00000,0.00000,0.32000,0.16227,0.00643,0.40464
 47,0.40000,0.00000,0.60000,0.00000,0.00000,0.16671,0.00655,0.40551
 47,0.12000,0.56000,0.00000,0.01000,0.31000,0.16231,0.00655,0.40551
 48,0.40000,0.00000,0.60000,0.00000,0.00000,0.16675,0.00610,0.38553
 48,0.10000,0.54500,0.00000,0.07500,0.28000,0.16682,0.00610,0.38553
 49,0.40000,0.00000,0.60000,0.00000,0.00000,0.16677,0.00605,0.38130
 49,0.09500,0.54500,0.00000,0.08000,0.28000,0.16794,0.00605,0.38130
 50,0.40000,0.00000,0.60000,0.00000,0.00000,0.16674,0.00574,0.37983
 50,0.09500,0.54500,0.00000,0.08000,0.28000,0.16791,0.00574,0.37983
 51,0.40000,0.00000,0.60000,0.00000,0.00000,0.16672,0.00581,0.38562
 51,0.10000,0.54500,0.00000,0.07500,0.28000,0.16680,0.00581,0.38562
 52,0.40000,0.00000,0.60000,0.00000,0.00000,0.16671,0.00591,0.39114
 52,0.10000,0.54500,0.00000,0.07000,0.28500,0.16596,0.00591,0.39114
 53,0.40000,0.00000,0.60000,0.00000,0.00000,0.16670,0.00594,0.39252
 53,0.10000,0.54500,0.00000,0.07000,0.28500,0.16580,0.00594,0.39252
 54,0.40000,0.00000,0.60000,0.00000,0.00000,0.16669,0.00620,0.40701
 54,0.10000,0.54500,0.00000,0.07000,0.28500,0.16573,0.00620,0.40701
