  n,     Ir,     Pd,     Pt,     Rh,     Ru,    act,   C**2,      l
  2,0.11000,0.33000,0.34500,0.00000,0.21500,0.08311,0.00392,0.43582
  3,0.00000,0.83500,0.07500,0.00000,0.09000,0.15255,0.01550,0.99447
  4,0.00000,0.47500,0.30500,0.00000,0.22000,0.12902,0.00583,0.52009
  5,0.00000,0.44500,0.14000,0.00000,0.41500,0.14402,0.00623,0.57507
  6,0.00000,0.46000,0.13000,0.00000,0.41000,0.14392,0.00571,0.59102
  7,0.00000,0.55500,0.10000,0.03000,0.31500,0.15762,0.00498,0.44712
  8,0.00000,0.57000,0.09000,0.02000,0.32000,0.15813,0.00507,0.47933
  9,0.10000,0.56000,0.03500,0.00000,0.30500,0.16289,0.00527,0.49625
 10,0.10500,0.55500,0.04500,0.00000,0.29500,0.16252,0.00506,0.50228
 11,0.10500,0.55000,0.06000,0.00000,0.28500,0.16368,0.00474,0.49433
 12,0.11000,0.55000,0.06000,0.00000,0.28000,0.16383,0.00457,0.49759
 13,0.11500,0.55000,0.00500,0.04500,0.28500,0.16259,0.00491,0.51169
 14,0.10500,0.54500,0.01000,0.05000,0.29000,0.16331,0.00406,0.48103
 15,0.10000,0.54000,0.00000,0.07000,0.29000,0.16709,0.00388,0.44900
 16,0.10500,0.55000,0.00000,0.05500,0.29000,0.16479,0.00401,0.47721
 17,0.10500,0.54500,0.00000,0.05500,0.29500,0.16493,0.00354,0.46161
 18,0.10500,0.54500,0.00000,0.05500,0.29500,0.16492,0.00354,0.46209
 19,0.10000,0.54500,0.00000,0.06000,0.29500,0.16606,0.00355,0.45597
 20,0.10000,0.54500,0.00000,0.06000,0.29500,0.16596,0.00354,0.45673
 21,0.10000,0.54500,0.00000,0.06000,0.29500,0.16570,0.00354,0.45871
 22,0.11500,0.54000,0.00000,0.05000,0.29500,0.16455,0.00355,0.46491
 23,0.09500,0.57000,0.00000,0.05000,0.28500,0.16406,0.00367,0.47075
 24,0.09500,0.57000,0.00000,0.05000,0.28500,0.16406,0.00366,0.47150
 25,0.09500,0.57000,0.00000,0.04500,0.29000,0.16393,0.00362,0.47151
 26,0.09500,0.56000,0.00500,0.05000,0.29000,0.16352,0.00353,0.46985
 27,0.09500,0.56000,0.01000,0.04500,0.29000,0.16352,0.00318,0.46408
 28,0.09500,0.56500,0.00000,0.05000,0.29000,0.16394,0.00320,0.46316
 29,0.09500,0.56500,0.00500,0.05000,0.28500,0.16382,0.00319,0.46336
 30,0.09500,0.56500,0.00500,0.05000,0.28500,0.16388,0.00320,0.46330
 31,0.09500,0.56500,0.00000,0.05000,0.29000,0.16396,0.00321,0.46348
 32,0.09500,0.56500,0.00000,0.05000,0.29000,0.16398,0.00321,0.46351
 33,0.09500,0.56500,0.00500,0.05000,0.28500,0.16380,0.00319,0.46358
 34,0.09500,0.56500,0.00500,0.05000,0.28500,0.16389,0.00321,0.46331
 35,0.10000,0.56500,0.00000,0.05000,0.28500,0.16401,0.00322,0.46296
 36,0.10000,0.56500,0.00000,0.05000,0.28500,0.16399,0.00322,0.46303
 37,0.10000,0.56500,0.00000,0.05000,0.28500,0.16402,0.00328,0.46288
 38,0.09500,0.56500,0.00000,0.05000,0.29000,0.16394,0.00327,0.46311
 39,0.10000,0.56500,0.00000,0.05000,0.28500,0.16414,0.00330,0.46224
 40,0.10000,0.56500,0.00000,0.05000,0.28500,0.16417,0.00330,0.46224
