     Ir,     Pd,     Pt,     Rh,     Ru, activity
0.18038,0.22307,0.12732,0.23697,0.23226,0.0698828
0.23648,0.18229,0.08852,0.22916,0.26354,0.0530193
0.02377,0.33762,0.23232,0.25961,0.14668,0.1065602
0.00086,0.57285,0.42121,0.00366,0.00143,0.0691543
0.00352,0.24608,0.32343,0.42482,0.00215,0.0364524
0.00273,0.46021,0.18722,0.15175,0.19810,0.1446664
0.00080,0.59059,0.00726,0.17541,0.22594,0.1406238
0.00211,0.49509,0.11379,0.06423,0.32478,0.1491662
0.00121,0.54691,0.12523,0.07817,0.24849,0.1579867
0.11330,0.59127,0.08256,0.00094,0.21194,0.1527743
0.00080,0.62512,0.11916,0.01568,0.23925,0.1496154
0.05378,0.54414,0.11219,0.06238,0.22751,0.1595837
0.06543,0.53879,0.11622,0.06340,0.21617,0.1568846
0.06294,0.53662,0.11341,0.05360,0.23343,0.1557895
0.05249,0.55556,0.11003,0.07566,0.20626,0.1515326
0.07012,0.52357,0.14586,0.00009,0.26036,0.1494328
0.04840,0.55657,0.08438,0.06321,0.24744,0.1644030
0.09091,0.57646,0.00450,0.02983,0.29830,0.1621242
0.09111,0.57974,0.00151,0.02724,0.30040,0.1619135
0.08849,0.57574,0.01048,0.03281,0.29249,0.1680017
0.11427,0.55580,0.00304,0.03823,0.28865,0.1635532
0.08295,0.58995,0.00488,0.01529,0.30693,0.1627644
0.10512,0.56497,0.00195,0.03971,0.28825,0.1647458
0.10699,0.56053,0.00453,0.03743,0.29052,0.1616925
0.08565,0.59363,0.00035,0.03283,0.28755,0.1612605
0.11552,0.55992,0.00197,0.00498,0.31761,0.1654141
0.12135,0.55602,0.00245,0.00151,0.31868,0.1684552
0.13555,0.53868,0.00108,0.00181,0.32289,0.1612027
0.09562,0.57179,0.00500,0.00099,0.32659,0.1646071
0.00344,0.00288,0.98715,0.00391,0.00261,0.0676480
0.10558,0.56867,0.00310,0.00096,0.32169,0.1639638
0.11442,0.56711,0.00163,0.00363,0.31320,0.1675975
0.12682,0.56713,0.00024,0.00299,0.30281,0.1642981
0.10187,0.57031,0.00201,0.00031,0.32551,0.1663574
0.09955,0.56807,0.00097,0.00077,0.33063,0.1665125
0.59494,0.39800,0.00360,0.00093,0.00252,0.0538018
0.37037,0.00268,0.62346,0.00260,0.00088,0.1628171
0.50685,0.00327,0.48385,0.00342,0.00260,0.1540011
0.33431,0.00103,0.54638,0.00217,0.11613,0.1194997
0.35988,0.11889,0.51904,0.00036,0.00182,0.0997805
0.91478,0.00050,0.07807,0.00417,0.00249,0.0181756
0.00064,0.00438,0.00221,0.00184,0.99093,0.0000000
0.00023,0.00126,0.00258,0.99519,0.00073,0.0000000
0.09254,0.56593,0.00439,0.00026,0.33688,0.1639297
0.21673,0.49489,0.00082,0.28464,0.00292,0.1136726
0.36680,0.00400,0.52894,0.09932,0.00094,0.1264444
0.00306,0.43152,0.00208,0.56121,0.00214,0.0375916
0.09132,0.56502,0.00232,0.00437,0.33696,0.1646055
0.12409,0.56833,0.00039,0.00310,0.30410,0.1620650
0.13372,0.75290,0.00025,0.10832,0.00481,0.1052246
0.00464,0.00137,0.49916,0.00058,0.49425,0.0414360
0.09278,0.56010,0.00377,0.00232,0.34103,0.1612218
0.12021,0.57647,0.00355,0.00464,0.29513,0.1619091
0.00120,0.00412,0.00373,0.47294,0.51800,0.0008416
0.11859,0.56983,0.00185,0.00479,0.30494,0.1635998
0.10495,0.57348,0.00149,0.00412,0.31595,0.1674240
0.09577,0.57705,0.00453,0.00070,0.32196,0.1596339
0.12121,0.54647,0.00449,0.02763,0.30019,0.1611059
0.11043,0.57588,0.00211,0.00183,0.30976,0.1675612
0.39595,0.00239,0.00322,0.00092,0.59753,0.0000002
0.11412,0.58235,0.00016,0.00467,0.29870,0.1656062
0.11451,0.58125,0.00384,0.00402,0.29638,0.1608058
0.10216,0.57311,0.00004,0.00327,0.32141,0.1625323
0.11355,0.57260,0.00355,0.00493,0.30537,0.1675777
0.53863,0.00264,0.00036,0.45526,0.00312,0.0003594
0.11849,0.57231,0.00454,0.00456,0.30010,0.1613187
0.09664,0.56795,0.00381,0.00452,0.32708,0.1597186
0.12258,0.57180,0.00008,0.00431,0.30123,0.1685900
0.12855,0.57400,0.00411,0.00303,0.29031,0.1643391
0.12704,0.57500,0.00149,0.00135,0.29511,0.1613530
0.12302,0.57110,0.00217,0.00127,0.30245,0.1642885
0.12202,0.57245,0.00067,0.00102,0.30384,0.1642546
0.12270,0.57210,0.00167,0.00016,0.30336,0.1643037
0.12291,0.56655,0.00181,0.00233,0.30641,0.1653442
0.00276,0.59372,0.17440,0.22543,0.00370,0.1078411
0.12210,0.58153,0.00014,0.00188,0.29435,0.1683924
0.12439,0.57963,0.00260,0.00290,0.29048,0.1638044
0.12504,0.56938,0.00178,0.02073,0.28307,0.1648147
0.12292,0.56805,0.00444,0.02542,0.27917,0.1641709
0.12374,0.57907,0.00219,0.00400,0.29100,0.1649297
0.12612,0.56316,0.00460,0.02462,0.28151,0.1592642
0.10608,0.58922,0.00230,0.00055,0.30184,0.1635950
0.10899,0.58659,0.00299,0.00274,0.29868,0.1612708
0.11491,0.57875,0.00171,0.00186,0.30278,0.1656287
0.10830,0.58434,0.00499,0.00301,0.29937,0.1633785
0.11728,0.58080,0.00124,0.00142,0.29926,0.1584119
0.11545,0.56029,0.00138,0.02707,0.29581,0.1617310
0.11080,0.57781,0.00092,0.00239,0.30808,0.1628849
0.11331,0.57150,0.00074,0.00260,0.31185,0.1657822
0.10520,0.57824,0.00395,0.00144,0.31117,0.1635258
0.11927,0.56744,0.00156,0.00223,0.30950,0.1617935
0.09737,0.58091,0.00464,0.00426,0.31283,0.1631728
0.11347,0.55748,0.00290,0.02796,0.29818,0.1588988
0.10275,0.58539,0.00098,0.00162,0.30926,0.1619011
0.10256,0.58135,0.00315,0.00486,0.30808,0.1664551
0.10186,0.58467,0.00276,0.00070,0.31002,0.1665461
0.10087,0.58360,0.00142,0.00420,0.30991,0.1587915
0.11700,0.57270,0.00070,0.00497,0.30463,0.1574702
0.10073,0.57595,0.00445,0.00427,0.31460,0.1696395
0.09778,0.58151,0.00263,0.00114,0.31694,0.1668599
0.09447,0.58130,0.00103,0.00124,0.32197,0.1652312
0.09220,0.58028,0.00243,0.00217,0.32292,0.1635721
0.09447,0.58211,0.00300,0.00323,0.31719,0.1646522
0.00094,0.00289,0.74456,0.25115,0.00046,0.0657192
0.09361,0.57974,0.00298,0.00054,0.32313,0.1669290
0.09292,0.58162,0.00220,0.00354,0.31971,0.1604579
0.09631,0.57993,0.00491,0.00166,0.31718,0.1681292
0.09108,0.57864,0.00336,0.00392,0.32299,0.1627002
0.09534,0.58304,0.00134,0.00250,0.31778,0.1639497
0.09478,0.58309,0.00199,0.00471,0.31542,0.1665719
0.34170,0.65365,0.00291,0.00113,0.00061,0.1010820
0.09355,0.58265,0.00057,0.00153,0.32169,0.1658227
0.09201,0.58251,0.00240,0.00364,0.31945,0.1578425
0.09823,0.57814,0.00263,0.00291,0.31809,0.1695777
0.09968,0.58222,0.00093,0.00050,0.31667,0.1691981
0.09573,0.58566,0.00020,0.00062,0.31779,0.1638967
0.09069,0.58238,0.00142,0.00489,0.32062,0.1622418
0.09814,0.58195,0.00118,0.00164,0.31710,0.1648629
0.09491,0.57971,0.00485,0.00208,0.31845,0.1662255
0.09851,0.58409,0.00006,0.00029,0.31704,0.1636940
0.09366,0.58072,0.00230,0.00373,0.31960,0.1633097
0.09536,0.57856,0.00325,0.00332,0.31952,0.1629200
0.09781,0.58209,0.00296,0.00313,0.31401,0.1655136
0.09680,0.58640,0.00180,0.00283,0.31217,0.1593227
0.10315,0.57004,0.00068,0.00285,0.32329,0.1612193
0.10002,0.57789,0.00458,0.00077,0.31673,0.1647429
0.09894,0.57705,0.00404,0.00164,0.31832,0.1643811
0.10594,0.57893,0.00002,0.00020,0.31491,0.1657105
0.10393,0.56563,0.00071,0.00294,0.32679,0.1651496
0.09797,0.56843,0.00481,0.00262,0.32617,0.1604566
0.10085,0.58976,0.00211,0.00424,0.30304,0.1632797
0.10411,0.58163,0.00413,0.00008,0.31005,0.1672108
0.10831,0.58497,0.00062,0.00115,0.30495,0.1663148
0.10448,0.58487,0.00274,0.00024,0.30767,0.1619603
0.10535,0.58564,0.00132,0.00076,0.30693,0.1608900
0.10479,0.56282,0.00332,0.00453,0.32455,0.1589498
0.10870,0.58698,0.00041,0.00280,0.30112,0.1661921
0.10344,0.58984,0.00364,0.00422,0.29886,0.1633118
